Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,Small,RUT,-,-1.37,3.50%,73.10M,2.09%,1.80B,45.29,0.54,-6.80%,71.00M,-12.39%,1.69B,-,-0.36,98.17%,6.55%,6.50%,-102.66M,22.09,244.95%,-5.91%,6.96,31.75%,81.26M,10.99,-65.58%,-22.72%,4.65M,-7.33%,2.22,4.92,-,-42.02%,29.75 -17.98%,106.43%,4.96,-,- 21.35%,-24.22%,11.02 121.42%,149.74%,-,-,-36.43% 22.16%,87.28%,4.77%,4.90%,-15.63%,-,20.85,8.99%,-140.35%,1.21,-,-,10.82,-12.98%,-126.33%,41.21,1.00,- -,10.82,-95.19%,-6.75%,1.17,40.15,-,1.61,-91.12%,-5.01%,0.92,24.43,264,1.59,May 07 AMC,12.29%,667.93K,24.40,"Apr 28, 2017",Yes / Yes,-98.79% -90.12%,"

","615,320",-0.12%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,Mid,RUT,36.97,1.25,11.61%,167.03M,-6.83%,7.74B,24.13,1.92,-3.41%,147.49M,-2.95%,8.02B,2.05,0.47,90.22%,3.36%,-9.45%,213.30M,4.45,15.61%,-3.66%,4.81,0.63%,1.74B,4.82,9.37%,7.95%,4.96M,-0.26%,9.62,28.29,11.77%,13.33%,53.76 -13.75%,23.92%,1.64,24.36,46.13% -2.00%,9.96%,35.06 32.26%,106.73%,0.44 (0.96%),20.38,9.78% -2.36%,42.01%,2.55%,2.74%,87.30%,0.40 (0.86%),4.61,28.13%,17.61%,1.35,365.35%,"May 20, 2026",2.11,10.03%,12.26%,36.07,2.25,23.86% 3.50%,3.24,37.09%,-8.44%,1.12,56.22,32.87%,0.34,11.37%,-3.25%,0.70,48.02,2600,0.33,Apr 21 AMC,-2.09%,1.03M,46.37,"Mar 29, 2012",Yes / Yes,12.82% 3.36%,"

","724,172",-3.44%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Large,S&P 500,13.07,6.04,0.57%,420.35M,2.57%,33.09B,10.64,7.42,-0.34%,416.85M,-35.69%,40.38B,1.38,1.86,101.57%,3.55%,-38.88%,2.64B,3.48,8.06%,4.82%,2.81,-34.68%,9.51B,10.26,7.13%,18.07%,14.80M,-37.28%,7.69,17.05,7.71%,67.01%,172.23 -54.18%,-51.86%,4.63,15.49,10.25% 11.96%,21.19%,72.38 9.04%,-56.05%,2.14 (2.71%),9.95,5.42% 7.24%,70.43%,4.41%,3.78%,-53.92%,2.06 (2.61%),4.25,8.35%,37.57%,4.30,69.98%,"Apr 20, 2026",1.91,2.40%,27.79%,23.60,1.77,14.57% 19.02%,3.15,1.02%,-19.83%,0.82,123.87,33.71%,2.86,1.89%,-28.43%,1.38,77.72,14500,2.86,May 07 BMO,-38.54%,5.27M,78.92,"Feb 01, 2013",Yes / Yes,-4.60% -1.71%,"

","7,287,877",1.54%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,Large,-,15.23,1.55,0.00%,584.71M,-5.27%,13.17B,10.69,2.20,-,559.09M,-6.88%,11.24B,0.78,0.48,10.55%,2.39%,-6.99%,1.26B,1.93,19.79%,2.23%,7.44,24.34%,6.84B,1.96,11.96%,9.85%,13.38M,12.73%,12.01,3.59,13.64%,14.05%,26.20 -10.11%,23.75%,6.57,-,7.84% 14.67%,13.23%,16.68 41.19%,-18.09%,0.78 (3.32%),6.20,9.14% 13.33%,25.00%,2.47%,1.93%,-24.21%,0.69 (2.93%),1.64,4.25%,19.63%,0.57,-,"Apr 08, 2026",1.45,11.11%,18.50%,32.92,1.45,- -,1.49,13.11%,-5.75%,-0.20,29.24,43.05%,0.17,13.88%,-4.94%,1.05,23.55,23399,0.01,May 19 AMC,8.63%,1.80M,23.55,"Oct 27, 2016",Yes / Yes,-11.64% 5.71%,"

","1,892,332",0.00%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,Large,NDX,-,-0.43,35.38%,160.57M,19.89%,28.18B,38.34,4.57,-0.07%,103.91M,30.01%,26.53B,1.99,1.01,54.76%,9.79%,1.81%,-67.63M,9.39,22.33%,1.91%,3.20,-41.48%,3.00B,12.81,13.92%,-1.15%,10.18M,-22.08%,13.68,8.02,19.27%,-3.56%,336.99 -48.00%,-30.61%,21.85,32.27,54.06% 21.31%,-1.69%,114.62 52.89%,39.90%,-,1540.66,34.81% 44.03%,76.28%,7.54%,5.08%,6.33%,-,8.84,-326.25%,-4.54%,8.71,-,-,1.82,23.91%,-2.25%,72.74,1.49,- -,1.82,-327.24%,19.79%,1.01,221.15,-,0.85,25.91%,22.52%,1.36,174.69,7923,0.82,May 26 AMC,-22.36%,3.18M,175.25,"Mar 16, 2018",Yes / Yes,12.92% 2.18%,"

","4,313,529",0.32%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,Large,-,15.68,6.21,10.00%,266.81M,-5.41%,28.70B,15.82,6.16,-1.90%,265.28M,7.54%,20.94B,4.77,1.42,69.98%,2.45%,6.88%,1.90B,5.90,-0.70%,0.67%,1.40,15.64%,4.87B,2.93,4.72%,16.56%,6.49M,12.86%,33.19,3.67,3.32%,20.28%,111.56 -12.70%,16.90%,26.56,14.92,162.73% 22.38%,19.31%,69.15 40.84%,40.39%,-,16.66,3.49% 12.92%,77.02%,3.48%,4.02%,-68.63%,-,4.30,93.43%,23.08%,3.95,-,-,4.28,4.36%,39.03%,50.81,2.12,- -,4.28,91.72%,-2.51%,1.01,98.42,0.00%,0.01,5.31%,10.30%,1.25,98.87,7438,0.00,May 21 AMC,14.98%,4.65M,97.39,"Apr 18, 2019",Yes / Yes,-3.21% 1.04%,"

","5,800,285",-1.50%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,Mid,-,-,-1.62,1.68%,111.02M,-5.94%,2.07B,-,-1.61,-21.41%,110.67M,-27.25%,1.54B,-,-0.60,24.15%,4.02%,-8.97%,-178.68M,4.55,-25.57%,-1.49%,5.76,-15.54%,454.68M,3.08,19.68%,-15.75%,4.45M,4.14%,5.96,2.72,18.44%,-24.26%,44.34 -58.57%,-44.32%,6.76,-,29.68% 14.26%,-26.51%,15.96 15.10%,-41.68%,-,-,29.03% 56.57%,57.91%,5.20%,4.85%,-88.39%,-,3.38,35.12%,-53.51%,1.14,-,-,2.19,8.57%,-39.30%,37.97,1.33,- -,2.40,-2.96%,-11.42%,0.83,33.03,-,0.35,-6.31%,-9.84%,0.81,18.86,1784,0.02,May 07 BMO,-22.25%,773.50K,18.37,"Sep 20, 2017",Yes / Yes,12.58% -8.14%,"

","626,580",-2.60%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,Mid,-,9.36,6.43,1.59%,147.08M,-1.00%,8.86B,8.87,6.79,-2.33%,144.75M,-4.49%,-,1.36,1.55,80.60%,2.92%,-2.93%,946.00M,1.80,7.81%,-2.04%,2.56,18.03%,4.93B,1.23,4.78%,1.08%,4.23M,2.87%,49.16,-,6.52%,13.95%,66.18 -9.00%,22.70%,-,7.15,1.24% 14.71%,10.02%,45.52 32.29%,124.95%,1.83 (3.04%),-,14.19% 10.90%,-,1.88%,2.24%,4.88%,1.80 (2.99%),-,25.29%,24.96%,1.42,123.53%,"May 14, 2026",-,-1.12%,19.20%,45.57,2.57,3.66% 5.29%,0.14,37.45%,-2.61%,0.81,68.55,29.30%,0.36,-1.33%,1.35%,0.63,60.09,9195,0.30,Apr 20 AMC,5.12%,1.65M,60.22,"Mar 17, 1980",Yes / Yes,9.57% -0.84%,"

","1,047,244",0.22%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,Mid,-,6.43,3.98,1.75%,120.47M,-0.78%,3.08B,-,-2.92,0.00%,118.36M,-3.80%,7.03B,-,-0.63,42.79%,2.77%,-11.99%,479.20M,0.45,-146.33%,-8.99%,1.74,59.49%,6.90B,0.77,-58.21%,4.28%,3.27M,20.35%,33.38,1.72,-,11.89%,29.97 -14.75%,31.90%,14.83,1.81,-53.07% -1.60%,5.56%,12.33 107.22%,51.70%,0.08 (0.30%),3.30,-18.09% 11.58%,16.76%,1.38%,2.59%,-39.04%,1.99 (7.79%),1.02,-77.70%,12.28%,0.68,-,"Mar 20, 2026",1.15,-18.07%,6.94%,43.00,3.50,-46.24% -,1.23,-93.22%,-2.64%,1.18,25.22,107.58%,1.43,-31.50%,-3.52%,0.41,25.64,6785,1.14,May 20 BMO,24.86%,1.88M,25.55,"Jan 28, 2021",Yes / Yes,175.26% -5.16%,"

","778,722",-0.35%,ZIM
Ermenegildo Zegna NV,Consumer Cyclical,Apparel Manufacturing,Italy,Mid,RUT,29.31,0.43,72.82%,268.31M,1.05%,5.30B,19.83,0.63,-0.02%,72.91M,1.38%,6.18B,1.05,-,25.24%,5.06%,11.19%,111.78M,2.45,9.31%,1.01%,4.98,27.89%,2.17B,2.77,30.96%,3.57%,3.69M,22.15%,4.51,15.25,18.87%,10.35%,13.38 -6.43%,45.92%,0.82,18.02,23.45% -,5.34%,7.61 64.63%,4.25%,0.15 (1.21%),13.39,11.30% -,55.64%,2.91%,3.58%,28.02%,0.14 (1.13%),2.85,29.96%,8.54%,0.45,-,"Jul 06, 2026",0.91,2.91%,5.16%,55.89,1.92,8.37% -,1.59,-54950.00%,1.43%,0.82,13.19,32.60%,0.95,-,10.66%,0.97,12.69,7437,0.73,Mar 20 BMO,22.61%,740.87K,12.52,"Dec 20, 2021",Yes / Yes,44.68% -0.65%,"

","721,395",-1.34%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,145.22,0.25,82.40%,42.44M,-8.58%,8.25B,12.14,3.00,-0.10%,40.26M,-23.23%,7.89B,0.35,0.45,18.98%,7.63%,-18.92%,61.00M,3.06,39.04%,-7.12%,2.81,-45.81%,2.69B,1.89,31.60%,1.11%,3.07M,-46.62%,19.24,10.47,34.20%,1.33%,90.22 -59.63%,-45.51%,3.48,24.94,- -,1.36%,37.26 -2.25%,-18.19%,-,25.72,9.67% -5.01%,73.34%,4.77%,4.35%,-66.81%,-,2.93,174.38%,0.48%,1.93,31.20%,-,2.29,16.83%,2.27%,28.71,2.00,- -,2.29,515.38%,-14.17%,2.01,64.81,0.00%,0.10,18.39%,-14.70%,1.23,37.61,7068,0.02,May 06 AMC,-41.67%,1.09M,36.42,"Jul 20, 2011",Yes / Yes,16.18% 0.40%,"

","1,348,799",-3.16%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,Mid,RUT,-,-0.10,12.20%,225.06M,12.62%,4.56B,15.49,1.18,-0.04%,218.85M,0.83%,4.49B,0.53,0.20,74.24%,12.51%,15.53%,-23.16M,3.18,30.63%,-1.74%,3.35,-0.76%,1.44B,5.17,23.92%,-1.83%,27.37M,-10.07%,3.54,15.80,29.10%,-2.97%,24.90 -26.51%,32.70%,1.16,22.84,58.59% 17.79%,-2.13%,12.10 51.24%,120.75%,-,41.12,30.21% 28.80%,54.72%,7.30%,5.34%,-,-,3.13,63.13%,2.18%,1.04,-,-,2.07,33.60%,-1.61%,56.57,1.27,- -,2.07,45.37%,4.13%,1.29,28.31,-,0.25,49.88%,7.39%,1.48,19.19,3300,0.24,Apr 30 AMC,-1.16%,8.18M,18.30,"Jun 10, 2021",Yes / Yes,18.07% 7.00%,"

","12,103,742",-4.64%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,Small,RUT,36.90,1.14,10.86%,37.39M,2.69%,1.55B,7.63,5.50,0.00%,32.83M,-11.35%,1.89B,-,0.91,109.85%,14.90%,36.07%,45.38M,1.11,-20.63%,-1.94%,4.58,38.22%,1.39B,0.91,4.46%,0.65%,4.89M,19.35%,46.04,2.97,-3.87%,1.26%,50.55 -17.01%,27.74%,14.11,5.33,-5.27% -18.45%,1.86%,22.45 86.86%,-33.91%,-,5.04,1.42% 4.60%,69.69%,3.03%,3.90%,-61.53%,-,1.36,-35.73%,11.36%,1.69,-22.71%,"May 17, 2019",1.66,-1.81%,3.26%,43.66,2.25,- -,1.66,5.36%,-4.90%,1.13,48.57,0.00%,0.50,-18.56%,-3.82%,0.49,41.16,3900,0.42,May 07 AMC,11.98%,1.07M,41.95,"Jul 23, 1999",Yes / Yes,-5.11% 1.26%,"

","518,539",1.92%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,Large,S&P 500,29.88,8.27,1.06%,48.38M,2.22%,11.77B,12.01,20.58,-0.39%,47.13M,4.15%,14.51B,1.04,4.35,101.12%,6.64%,-2.13%,418.00M,2.09,17.12%,-2.37%,3.74,2.74%,5.64B,3.45,10.91%,5.15%,3.13M,1.78%,71.72,103.27,11.50%,11.78%,352.66 -29.92%,-17.01%,2.39,14.08,-2.43% -2.63%,6.95%,199.05 24.16%,-11.98%,-,13.42,-1.54% 4.06%,46.43%,4.81%,4.22%,-49.01%,-,2.57,-21.83%,15.63%,10.90,406.14%,-,0.57,10.66%,7.41%,58.88,1.71,- -,0.96,4.04%,6.04%,1.64,331.27,0.00%,0.82,15.63%,11.47%,1.31,260.06,10700,0.73,May 12 BMO,-5.19%,835.61K,247.15,"Aug 15, 1991",Yes / Yes,11.87% 1.13%,"

","1,096,247",-4.96%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,Small,RUT,-,-9.10,52.65%,62.38M,-6.89%,1.13B,-,-4.73,1.78%,29.89M,-14.64%,760.82M,-,-1.12,63.54%,36.31%,-33.13%,-425.15M,-,43.01%,12.70%,15.33,-49.03%,0.00M,3.31,1.66%,-78.63%,10.85M,-50.87%,5.38,1.57,21.09%,-137.11%,44.60 -60.00%,62.03%,11.36,-,-39.47% -,-61.93%,8.91 100.22%,-,-,-,- -,-,8.34%,7.61%,-,-,-,-128.73%,-,1.52,-,-,11.94,-100.00%,-,41.80,1.25,- -,11.94,-81.27%,-6.87%,-0.67,42.12,-,1.05,-100.00%,-14.05%,0.93,16.91,167,1.04,May 13 BMO,-27.08%,708.05K,17.84,"Sep 13, 2024",Yes / Yes,0.96% -,"

","659,080",5.50%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,Large,S&P 500,22.35,3.85,0.20%,193.40M,3.25%,16.65B,9.55,9.01,-0.93%,193.09M,-9.84%,23.71B,1.71,2.02,101.76%,5.18%,-12.39%,761.10M,1.98,3.38%,2.72%,4.44,-4.26%,8.41B,1.31,6.31%,3.39%,10.00M,-4.27%,65.53,39.26,5.58%,6.07%,108.29 -20.51%,-10.12%,2.19,14.61,47.75% -,4.01%,79.12 8.80%,-36.24%,1.04 (1.21%),9.47,5.85% 3.22%,61.45%,2.67%,3.04%,-46.47%,0.96 (1.12%),2.82,-14.66%,16.57%,2.57,-24.93%,"Mar 31, 2026",0.95,9.23%,9.05%,50.02,2.48,0.00% 0.00%,1.73,33.42%,1.57%,0.48,97.33,27.05%,0.59,9.30%,-3.16%,1.30,85.14,17000,0.50,Apr 28 BMO,-8.63%,2.25M,86.08,"Jul 25, 2001",Yes / Yes,12.05% 0.78%,"

","2,918,374",1.10%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,143.54,0.25,29.35%,180.44M,-9.16%,8.25B,12.06,2.99,-0.28%,161.64M,-23.89%,7.90B,0.36,0.45,74.04%,7.66%,-19.96%,61.00M,3.07,38.75%,-7.05%,3.23,-47.67%,2.69B,1.87,31.19%,1.11%,12.38M,-47.23%,19.24,10.48,33.85%,1.33%,93.88 -61.65%,-46.89%,3.44,24.94,- -,1.36%,36.76 -2.07%,-20.69%,-,25.72,9.67% -5.01%,73.34%,5.25%,4.49%,-66.67%,-,2.93,174.38%,0.48%,2.00,31.72%,-,2.29,16.83%,2.27%,28.27,2.03,- -,2.29,515.38%,-14.63%,2.04,64.68,0.00%,0.10,18.39%,-15.60%,1.09,37.17,7068,0.02,May 06 AMC,-43.60%,3.84M,36.00,"Aug 03, 2015",Yes / Yes,17.05% 0.41%,"

","4,165,985",-3.15%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,Large,-,17.44,2.60,3.98%,351.00M,-4.81%,15.83B,13.99,3.24,-1.18%,335.25M,-6.90%,17.39B,1.12,0.67,76.40%,1.48%,-18.32%,946.00M,1.31,15.43%,-4.51%,3.13,-1.82%,12.09B,2.93,11.60%,8.66%,4.95M,-5.05%,15.48,11.08,12.53%,16.87%,58.39 -22.37%,1.50%,4.09,16.79,34.03% 4.49%,12.99%,41.69 8.73%,-25.87%,1.16 (2.55%),8.68,7.23% 7.38%,17.29%,1.77%,1.97%,-30.26%,1.01 (2.23%),1.44,8.73%,12.77%,1.00,-,"May 27, 2026",0.83,6.72%,7.83%,32.09,1.40,25.99% 31.95%,1.01,13.00%,-4.62%,0.12,60.51,38.34%,0.43,9.73%,-8.12%,0.87,45.48,290000,0.34,Apr 29 BMO,-5.07%,1.58M,45.33,"Oct 17, 2016",Yes / Yes,1.91% 1.82%,"

","1,373,996",-0.33%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,24.54,6.20,0.15%,276.00M,-0.44%,41.95B,20.29,7.50,-7.21%,275.20M,-5.95%,54.23B,1.78,1.58,88.25%,2.36%,-6.58%,1.74B,4.94,11.95%,2.27%,3.81,2.13%,8.48B,-,10.73%,23.38%,6.50M,0.60%,-26.39,48.49,11.39%,-,169.39 -10.15%,1.70%,3.14,25.47,6.69% 13.51%,42.18%,137.33 10.82%,10.06%,3.00 (1.97%),18.69,6.28% 7.76%,45.67%,1.91%,2.18%,28.20%,2.88 (1.89%),6.39,23.32%,31.60%,3.50,164.33%,"May 27, 2026",0.65,9.65%,20.48%,43.67,2.32,7.60% 8.60%,0.65,72.58%,-1.85%,0.60,174.67,51.19%,-,15.22%,-3.27%,0.95,152.31,49000,-,Apr 29 BMO,-0.21%,1.71M,152.19,"Sep 12, 1997",Yes / Yes,8.65% 0.72%,"

","1,624,646",-0.08%,YUM
Yesway Inc,Consumer Defensive,Grocery Stores,USA,Small,-,-,-,77.10%,29.09M,-9.68%,1.43B,21.99,1.07,0.00%,13.99M,-,1.43B,-,0.49,0.02%,2.74%,-,-,-,9.16%,97.43%,0.40,-,-,-,-21.05%,-,0.38M,10.69%,0.00,-,-0.66%,-,29.08 -19.19%,-,0.00,-,- 70.57%,-,20.02 17.38%,-,-,-,- -,-,7.54%,-,-,-,-,-,-,1.96,-,-,-,-,-,53.45,1.86,- -,-,-100.22%,-6.59%,-,29.86,-,-,-100.00%,-6.59%,0.40,25.28,-,-,Feb 25,-6.59%,947.88K,23.50,"Apr 22, 2026",No / Yes,- -,"

","382,114",-7.04%,YSWY
York Space Systems Inc,Industrials,Aerospace & Defense,USA,Mid,RUT,-,-,19.60%,127.61M,-19.67%,3.33B,47.90,0.54,3.12%,83.60M,-33.25%,2.85B,-,-0.14,39.83%,7.47%,-8.15%,-,-,30.56%,53.89%,2.97,-,-,1.90,186.75%,-,6.24M,-23.59%,13.50,5.08,-,-,44.54 -42.34%,-,5.06,-,-57.67% -,-,16.93 51.68%,-,-,-,27.36% -,-,13.15%,13.21%,-,-,-,-,-,4.00,-,-,5.26,-,-,41.51,1.67,- -,5.49,-,-19.70%,-,34.67,-,0.10,-,-10.68%,0.58,25.93,710,0.10,May 14 AMC,-7.98%,2.10M,25.68,"Jan 29, 2026",Yes / Yes,-790.20% 5.87%,"

","1,211,734",-0.96%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,Large,-,-,-1.98,0.04%,393.26M,6.70%,18.86B,7.85,6.11,-9.31%,393.12M,17.03%,29.04B,-,1.49,11.99%,1.73%,28.30%,-765.36M,1.02,365.82%,7.81%,2.83,24.02%,18.53B,1.72,8.92%,-2.60%,6.80M,32.63%,27.93,15.80,-,-6.82%,48.96 -2.03%,29.94%,3.04,-,- 2.51%,-3.97%,22.82 110.17%,343.66%,-,5.54,-0.90% 14.65%,27.47%,4.47%,3.48%,954.07%,-,1.57,-132.96%,10.50%,1.73,133.84%,"Jul 09, 2019",0.66,-4.12%,-4.13%,65.93,1.46,- -,0.87,-96.02%,8.67%,1.21,56.98,-,1.03,-5.33%,11.94%,1.43,47.48,-,0.79,May 08 BMO,34.29%,2.41M,47.96,"Jun 29, 1993",Yes / Yes,0.65% -1.78%,"

","3,449,536",1.01%,YPF
Clear Secure Inc,Technology,Software - Application,USA,Mid,RUT,48.57,1.24,7.92%,100.50M,4.34%,8.04B,23.49,2.56,-16.81%,92.79M,5.82%,7.38B,0.67,0.40,95.33%,10.24%,81.17%,122.56M,8.53,50.00%,-4.08%,5.02,64.81%,942.41M,32.66,52.38%,9.67%,9.50M,72.18%,1.84,10.05,35.18%,81.15%,61.68 -2.50%,144.24%,5.99,18.38,- -,42.15%,23.78 152.94%,152.54%,0.70 (1.16%),29.99,27.22% 31.30%,61.78%,5.42%,5.80%,-,0.52 (0.87%),7.83,-31.63%,22.40%,3.16,-,"Jun 10, 2026",1.01,17.39%,13.00%,62.73,2.38,- -,1.01,47.03%,6.24%,1.10,63.29,44.73%,0.60,19.70%,14.29%,0.63,59.18,3301,0.57,May 06 BMO,52.60%,1.89M,60.14,"Jun 30, 2021",Yes / Yes,57.01% 3.53%,"

","1,184,188",1.62%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,Mid,-,14.67,0.58,6.14%,934.32M,-3.98%,7.89B,10.20,0.83,0.00%,876.98M,-5.06%,5.61B,0.81,0.13,73.26%,1.81%,-12.17%,612.46M,4.54,0.64%,4.29%,2.41,-31.49%,1.74B,1.53,23.75%,10.21%,15.85M,-21.34%,5.51,3.21,12.58%,11.24%,14.07 -40.01%,-30.99%,2.63,-,118.73% -,10.69%,8.04 4.98%,44.03%,0.28 (3.32%),9.68,20.22% 35.97%,62.99%,3.75%,3.22%,-,0.18 (2.13%),3.23,43.44%,32.73%,0.29,-,"Apr 08, 2026",8.09,11.30%,35.23%,43.40,1.60,- -,8.09,78.31%,-3.28%,0.29,12.40,-,0.00,1.98%,-1.64%,1.15,8.57,8251,0.00,May 21 BMO,-21.68%,6.57M,8.44,"Jun 22, 2021",Yes / Yes,-2.52% 8.69%,"

","7,578,583",-1.52%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,Mid,-,21.27,1.97,1.33%,75.72M,5.52%,3.17B,12.69,3.30,-0.94%,74.75M,1.26%,3.27B,0.92,0.54,122.80%,12.67%,-15.25%,158.63M,1.67,15.85%,-7.13%,6.00,12.31%,1.90B,4.81,14.93%,12.92%,9.47M,-5.16%,8.72,24.83,13.73%,22.28%,51.29 -18.33%,32.69%,1.69,12.32,25.37% 2.71%,18.35%,28.98 44.55%,6.51%,0.23 (0.54%),12.61,5.41% 11.35%,56.97%,6.52%,4.44%,-50.40%,-,1.72,-4.60%,10.77%,2.06,-,-,1.06,3.16%,8.36%,56.06,1.94,- -,2.10,-35.41%,3.72%,1.70,51.33,0.00%,0.34,8.34%,8.58%,1.01,42.46,1390,0.31,May 14 BMO,5.78%,1.58M,41.89,"Oct 25, 2018",Yes / Yes,46.81% 1.52%,"

","1,595,599",-1.34%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,Small,RUT,10.31,2.19,4.21%,55.91M,-2.17%,1.24B,8.63,2.62,-18.86%,52.68M,-19.78%,1.29B,0.74,0.36,112.53%,14.31%,4.15%,138.94M,0.85,-15.90%,-2.52%,5.76,-20.20%,1.47B,2.00,39.02%,13.90%,7.54M,-25.67%,11.29,11.25,11.64%,20.45%,39.58 -42.92%,-41.40%,2.01,4.43,65.31% -,17.84%,19.60 15.26%,-31.00%,-,5.04,7.07% 10.91%,86.36%,5.59%,5.16%,-40.13%,-,0.88,4.03%,13.12%,1.30,-8.54%,-,1.74,2.09%,9.47%,35.37,2.91,- -,1.74,-17.55%,-14.37%,0.51,26.50,0.00%,0.25,0.82%,-12.22%,1.36,21.79,5168,0.23,May 07 AMC,-20.94%,1.31M,22.59,"Mar 02, 2012",Yes / Yes,13.90% 2.26%,"

","1,777,548",3.67%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,Small,-,8.02,0.79,-,128.23M,-8.80%,810.41M,7.22,0.88,-,-,-9.20%,-2.85M,-,-,17.18%,-,-11.98%,141.68M,2.40,1.81%,5.07%,5.49,-8.14%,337.07M,1.19,3.55%,16.31%,1.53M,-8.93%,5.30,1.00,-,17.99%,9.29 -31.97%,-19.18%,6.29,-,17.00% -,16.92%,5.88 7.48%,61.22%,-,-,4.04% 20.44%,67.60%,4.19%,3.00%,-62.85%,-,-0.01,4.06%,33.96%,0.22,-,-,9.02,-2.25%,42.03%,37.51,1.67,- -,10.74,-21.41%,-6.23%,0.51,8.60,0.00%,0.00,-5.80%,-4.07%,1.71,6.77,849,0.00,May 18 AMC,-11.36%,279.15K,6.32,"Sep 30, 2020",Yes / Yes,- 1.23%,"

","476,571",-6.65%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,Small,RUT,-,-,86.26%,90.92M,-0.51%,1.24B,11.54,1.19,0.16%,12.49M,-21.00%,1.02B,-,0.24,8.02%,3.36%,-15.49%,-,-,1.68%,12.07%,1.89,-23.56%,-,4.53,17.88%,-,0.42M,-43.55%,3.02,5.38,-,-,24.60 -44.35%,-,2.54,-,- -,-,12.91 6.00%,-,-,-,68.16% 59.02%,-,3.82%,6.05%,-,-,-,-,-,0.89,-,-,2.65,-,-,39.51,1.00,- -,2.65,294.38%,-10.55%,-,26.00,0.00%,0.03,90.77%,-10.53%,1.07,13.71,354,0.02,May 06 AMC,-21.96%,222.67K,13.69,"Nov 05, 2025",No / Yes,6.43% -5.90%,"

","239,131",-0.15%,XZO
Block Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,53.74,1.29,12.75%,535.28M,-4.09%,41.20B,13.72,5.04,-0.14%,519.74M,-6.39%,41.36B,0.36,0.86,73.27%,3.85%,29.05%,807.08M,1.68,63.85%,-1.54%,2.67,14.37%,24.48B,1.90,29.84%,2.11%,20.00M,6.27%,36.48,5.19,38.37%,3.74%,82.50 -16.16%,18.58%,13.33,12.65,- 36.61%,2.89%,48.21 43.48%,17.94%,-,9.94,11.33% 20.56%,44.30%,3.24%,3.40%,-65.43%,-,1.69,-69.08%,15.46%,2.65,620.52%,-,1.97,2.27%,3.30%,49.17,1.45,- -,1.99,-271.48%,-2.74%,2.56,90.18,0.00%,0.37,4.94%,5.01%,0.76,70.63,10205,0.29,May 07 AMC,1.95%,7.48M,69.17,"Nov 19, 2015",Yes / Yes,25.91% 0.42%,"

","5,721,428",-2.07%,XYZ
