Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Liberty Broadband Corp,Communication Services,Telecom Services,USA,NASD,-,-,-18.64,20.71%,124.86M,-0.37%,7.38B,-,-,-0.25%,113.78M,1.50%,9.23B,-,-,73.50%,3.98%,11.54%,-2.68B,14.01,-,-,3.78,-13.75%,527.00M,1.30,-,-17.66%,4.53M,5.84%,39.71,77.69,-,-28.57%,97.36 -47.16%,-30.44%,0.66,-,- -,-40.01%,42.10 22.19%,-29.49%,-,52.45,- -,58.06%,4.37%,3.98%,-64.02%,-,17.52,-406.67%,13.47%,2.00,-4.15%,-,0.10,-48.13%,-507.78%,50.42,3.00,- -,0.10,-1186.57%,1.15%,0.93,43.00,-,0.30,-100.00%,-1.78%,0.64,50.35,74,0.13,Feb 05 BMO,-9.98%,1.20M,51.44,"Nov 04, 2014",Yes / Yes,- -,"

","772,115",2.16%,LBRDK
Liberty Broadband Corp,Communication Services,Telecom Services,USA,NASD,-,-,-18.64,88.48%,18.25M,-0.50%,7.38B,3.77,13.62,-0.06%,16.53M,1.80%,9.23B,-,2.70,10.89%,2.13%,12.12%,-2.68B,14.01,171.61%,-,2.02,-13.54%,527.00M,1.29,16.71%,-17.66%,0.35M,6.50%,39.71,77.72,-,-28.57%,95.91 -46.39%,-29.92%,0.66,-,- -,-40.01%,42.05 22.28%,-29.73%,-,52.47,- -,58.06%,4.39%,3.78%,-63.04%,-,17.52,-406.67%,13.47%,1.91,-4.51%,-,0.10,-48.13%,-507.78%,50.65,2.00,- -,0.10,-1186.57%,1.24%,0.92,58.00,-,0.30,-100.00%,-1.64%,0.65,50.31,74,0.13,Feb 05 BMO,-9.69%,174.10K,51.42,"Nov 04, 2014",Yes / Yes,-1452.78% -,"

","112,880",2.21%,LBRDA
Landbridge Company LLC,Energy,Oil & Gas Equipment & Services,USA,NYSE,-,72.24,0.94,4.60%,27.84M,-1.54%,5.21B,23.20,2.91,-68.04%,26.56M,-4.96%,6.20B,0.56,0.55,91.47%,10.86%,22.08%,29.38M,26.18,48.40%,-0.45%,5.84,30.52%,199.09M,5.53,26.07%,2.48%,2.89M,38.01%,12.22,169.55,41.17%,7.57%,87.60 -22.82%,0.85%,0.40,-,- -,3.27%,43.75 54.54%,-,0.48 (0.71%),45.64,56.67% -,90.95%,6.53%,5.92%,-,0.42 (0.62%),31.12,148.62%,62.42%,3.94,-,"Mar 05, 2026",4.82,81.07%,14.76%,47.74,1.89,- -,4.82,630.84%,-3.07%,0.20,85.00,42.74%,1.65,55.56%,-0.76%,0.33,66.08,-,1.64,Feb 25 AMC,13.88%,494.28K,67.61,"Jun 28, 2024",Yes / Yes,10.22% 9.38%,"

","165,168",2.32%,LB
Lazard Inc,Financial,Capital Markets,USA,NYSE,-,22.67,2.17,1.86%,93.91M,9.87%,4.62B,10.79,4.56,-4.43%,92.16M,22.87%,5.41B,0.35,0.51,94.62%,3.79%,-4.09%,230.91M,1.44,30.97%,3.28%,2.52,0.04%,3.20B,5.09,42.72%,4.74%,3.49M,1.36%,9.68,3.07,30.60%,30.59%,58.75 -16.22%,37.49%,16.01,9.15,-12.28% -8.51%,7.78%,33.45 47.14%,45.36%,2.00 (4.06%),12.03,2.82% 3.45%,95.12%,5.24%,4.29%,8.18%,2.00 (4.06%),1.69,-18.80%,12.96%,2.19,38.62%,"Feb 09, 2026",1.42,1.82%,7.21%,65.17,2.64,1.02% 1.25%,1.42,-43.76%,15.30%,1.47,52.38,84.43%,2.49,9.91%,5.26%,1.04,50.02,3309,2.40,Jan 29 BMO,-2.81%,1.38M,49.22,"May 05, 2005",Yes / Yes,16.01% 10.34%,"

","1,430,939",-1.60%,LAZ
Laureate Education Inc,Consumer Defensive,Education & Training Services,USA,NASD,RUT,17.23,1.92,15.53%,142.94M,-6.73%,4.71B,13.87,2.38,-0.68%,120.57M,-2.63%,5.08B,0.73,-0.24,87.49%,4.97%,-6.49%,281.63M,2.77,22.92%,2.61%,3.48,12.74%,1.70B,3.97,12.57%,13.85%,5.99M,-1.96%,8.31,30.99,18.91%,26.23%,37.91 -12.93%,70.42%,1.07,17.91,72.76% -,17.68%,18.56 77.86%,188.96%,1.29 (3.90%),9.37,11.06% 10.68%,28.33%,3.62%,3.26%,431.88%,-,2.98,-1.04%,25.33%,1.16,-,"Nov 14, 2023",0.67,8.64%,16.55%,44.61,1.33,- -,0.67,88.83%,-3.21%,0.52,40.08,0.00%,0.43,27.87%,-2.69%,0.81,33.19,33900,0.34,Apr 30 BMO,8.18%,1.72M,33.01,"Feb 01, 2017",Yes / Yes,-2.90% 2.71%,"

","1,402,118",-0.54%,LAUR
nLIGHT Inc,Technology,Semiconductors,USA,NASD,RUT,-,-0.47,7.43%,55.79M,10.11%,3.71B,133.14,0.50,-6.16%,51.65M,-3.04%,3.61B,2.14,0.08,81.38%,5.60%,55.48%,-23.47M,14.18,30.56%,5.41%,1.61,116.92%,261.33M,14.99,59.22%,-7.95%,2.89M,77.07%,4.43,27.73,62.24%,-10.59%,74.10 -10.36%,816.14%,2.40,301.27,27.43% 2.96%,-9.77%,6.91 861.22%,622.74%,-,-,2.59% 3.24%,29.83%,9.13%,9.01%,113.02%,-,13.81,62.85%,-9.26%,5.56,-,-,3.08,31.62%,-8.98%,54.85,1.33,- -,3.79,81.25%,3.50%,2.36,73.50,-,0.16,71.35%,9.75%,0.52,66.87,800,0.06,Feb 26 AMC,73.07%,1.80M,66.42,"Apr 26, 2018",Yes / Yes,27.74% 5.83%,"

","931,776",-0.67%,LASR
Lithium Argentina AG,Basic Materials,Other Industrial Metals & Mining,Switzerland,NYSE,-,-,-0.46,25.79%,162.41M,7.54%,1.35B,17.48,0.47,0.00%,121.55M,26.84%,1.58B,-,0.14,23.94%,6.49%,1.47%,-75.45M,-,189.65%,2.48%,2.43,52.58%,0.00M,1.75,12.25%,-6.76%,7.89M,48.21%,4.73,22.16,-,-9.45%,8.80 -6.02%,301.46%,0.37,-,12.73% -3.35%,-9.83%,1.71 383.63%,0.71%,-,-,- -,-,7.47%,7.46%,47.42%,-,-,-392.48%,-,0.55,549.86%,-,0.30,-,-,61.66,1.20,- -,0.30,105.41%,17.68%,1.45,10.20,-,0.30,-,17.28%,0.75,7.97,60,0.00,Mar 23 BMO,63.52%,3.25M,8.27,"Sep 15, 2008",Yes / Yes,-109.22% -,"

","2,445,190",3.76%,LAR
Lamar Advertising Co,Real Estate,REIT - Specialty,USA,NASD,-,23.30,5.77,14.99%,86.91M,1.70%,13.62B,21.98,6.11,-0.05%,86.14M,0.52%,18.48B,3.14,0.82,85.26%,5.17%,3.52%,586.79M,6.01,-1.59%,-2.91%,8.01,13.15%,2.27B,13.46,7.68%,8.69%,4.46M,6.15%,9.98,210.09,7.01%,57.04%,139.76 -3.86%,23.11%,0.64,19.93,10.22% 19.11%,10.77%,105.57 27.27%,32.56%,6.40 (4.76%),17.85,3.70% 7.63%,53.26%,1.56%,2.35%,40.10%,6.24 (4.65%),8.16,63.44%,31.42%,2.88,119.35%,"Mar 16, 2026",0.58,2.68%,25.89%,61.14,2.43,9.67% 19.92%,0.58,12016.67%,4.36%,1.23,139.80,107.39%,4.86,2.82%,1.80%,0.83,134.62,3500,4.38,Feb 20 BMO,5.99%,556.21K,134.37,"Aug 02, 1996",Yes / Yes,-5.19% 0.55%,"

","459,772",-0.19%,LAMR
Ladder Capital Corp,Real Estate,REIT - Mortgage,USA,NYSE,RUT,20.35,0.51,12.81%,127.23M,3.71%,1.32B,8.51,1.22,-0.09%,110.94M,3.60%,4.80B,-,0.24,64.87%,2.22%,-4.43%,64.18M,3.39,24.83%,1.76%,2.90,-2.63%,388.49M,0.89,15.97%,1.28%,2.46M,-5.82%,11.66,34.70,-,4.25%,11.92 -13.17%,2.37%,0.30,16.74,-23.37% -,1.47%,9.61 7.70%,16.17%,0.93 (8.97%),17.60,-10.31% 1.84%,80.06%,2.17%,1.88%,-1.92%,0.92 (8.89%),12.36,-40.65%,61.66%,0.20,-5.76%,"Mar 31, 2026",0.09,-22.05%,16.52%,60.81,1.29,1.49% -0.43%,0.09,-49.50%,4.27%,1.01,12.36,180.89%,2.38,-20.52%,1.61%,0.99,10.33,60,1.93,Feb 05 BMO,-4.47%,850.47K,10.35,"Feb 06, 2014",Yes / Yes,-28.30% -13.98%,"

","838,368",0.19%,LADR
"Lithia Motors, Inc",Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,-,8.53,32.16,1.96%,23.50M,4.25%,6.40B,6.81,40.31,-0.03%,22.84M,8.73%,21.66B,0.72,6.88,103.31%,10.29%,-19.10%,819.50M,0.17,2.34%,-2.78%,7.06,-9.29%,37.63B,0.98,17.72%,3.34%,2.35M,-17.41%,280.99,18.58,9.49%,12.36%,360.55 -23.87%,-5.64%,14.77,33.33,-9.96% 10.58%,4.84%,239.78 14.47%,21.66%,1.93 (0.70%),11.41,10.11% 23.45%,14.54%,3.79%,3.47%,-30.24%,2.20 (0.80%),0.58,8.33%,4.10%,9.56,208.30%,"Mar 06, 2026",0.26,3.86%,2.18%,57.53,1.56,10.63% 12.31%,1.17,-29.58%,6.33%,1.27,361.29,6.76%,2.36,-0.26%,-0.90%,1.13,281.78,30000,1.57,Apr 29 BMO,-11.58%,332.71K,274.48,"Dec 18, 1996",Yes / Yes,-16.87% 0.03%,"

","375,003",-2.59%,LAD
Lithium Americas Corp (NewCo),Basic Materials,Other Industrial Metals & Mining,Canada,NYSE,-,-,-0.62,-,314.33M,9.35%,1.43B,-,-0.22,-,184.49M,3.87%,1.59B,-,-0.08,30.35%,14.26%,-21.92%,-122.09M,-,49.31%,10.82%,2.41,-45.91%,0.00M,1.35,14.18%,-6.74%,26.31M,4.59%,3.37,1.58,-,-14.42%,10.52 -56.65%,73.38%,2.88,-,-5.76% -26.03%,-7.70%,2.47 84.62%,-,-,-,- -,-,5.32%,5.64%,-,-,-,-206.48%,-,0.25,-,-,5.16,-,-,59.50,2.64,- -,5.16,422.48%,12.36%,1.46,6.05,-,0.50,-,2.44%,0.62,4.41,94,0.50,Mar 19 BMO,-0.41%,10.90M,4.56,"Sep 15, 2008",Yes / Yes,606.07% -,"

","6,735,309",3.40%,LAC
Loews Corp,Financial,Insurance - Property & Casualty,USA,NYSE,S&P 500,13.82,7.98,17.86%,206.00M,0.40%,22.71B,-,-,-0.98%,169.25M,1.60%,-,-,-,59.65%,2.27%,7.26%,1.67B,1.23,-,-0.59%,5.40,8.78%,18.45B,1.22,-,2.14%,3.84M,4.67%,90.71,-,-,9.33%,114.90 -4.06%,27.98%,-,7.30,33.13% -,6.07%,82.49 33.64%,96.00%,-,-,9.53% 5.99%,-,1.74%,1.85%,104.02%,0.25 (0.22%),-,24.66%,14.34%,2.02,180.13%,"Feb 25, 2026",-,5.39%,9.03%,59.14,3.00,0.00% 0.00%,0.59,126.43%,2.45%,0.57,82.00,3.14%,0.53,4.14%,1.31%,0.75,110.28,13100,0.47,Feb 09 BMO,8.23%,710.88K,110.23,"Mar 13, 1959",Yes / Yes,- -,"

","536,083",-0.05%,L
Kayne Anderson Energy Infrastructure Fund Inc,Financial,Closed-End Fund - Equity,USA,NYSE,-,-,-0.28,0.68%,169.13M,-3.46%,2.27B,-,-,13.96%,167.90M,-4.76%,-,-,-,34.77%,0.07%,7.29%,-,23.28,-,-,0.28,13.18%,97.35M,0.97,-,-,0.12M,8.24%,13.79,-,-,-,14.69 -8.78%,15.92%,-,-,27.45% -,-,11.21 19.54%,57.09%,-,-,3.66% -,-,2.14%,2.11%,82.07%,0.98 (7.31%),-,572.57%,-,0.30,-16.09%,"Apr 15, 2026",-,36.73%,-,34.13,-,7.40% 0.64%,-,-92.40%,-4.15%,0.70,-,-,-,26.10%,-3.51%,1.20,13.64,-,-,-,6.27%,417.55K,13.40,"Sep 28, 2004",Yes / Yes,- -,"

","501,711",-1.76%,KYN
Kymera Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.68,14.40%,81.32M,2.15%,7.27B,-,-4.16,10.64%,69.89M,11.81%,6.50B,-,-0.88,97.99%,14.88%,20.06%,-311.35M,185.31,-0.41%,8.09%,14.16,48.61%,39.21M,4.58,-12.15%,-22.89%,10.40M,14.38%,19.42,8.57,-3.74%,-25.78%,103.00 -13.59%,249.57%,10.39,-,-8.68% -3.19%,-18.89%,24.42 264.38%,170.85%,-,-,-5.74% 2.87%,78.80%,3.34%,4.45%,130.81%,-,165.78,-24.00%,-881.27%,3.71,-,-,10.47,-16.70%,-794.06%,61.52,1.05,- -,10.47,-9.37%,7.51%,2.23,119.14,-,0.05,-61.18%,6.67%,0.53,89.86,238,0.04,Feb 26 BMO,37.45%,734.63K,89.00,"Aug 21, 2020",Yes / Yes,-23.77% -80.92%,"

","390,113",-0.96%,KYMR
Kyivstar Group Ltd,Communication Services,Telecom Services,United Arab Emirates,NASD,-,322.89,0.04,92.26%,230.86M,12.22%,2.74B,7.30,1.62,0.00%,17.88M,11.58%,2.80B,0.15,0.35,5.30%,9.05%,-4.82%,2.70M,4.43,159.22%,-,1.74,-4.36%,618.00M,2.11,9.86%,0.23%,1.62M,-8.71%,5.63,6.01,48.23%,0.42%,16.48 -28.09%,5.52%,1.97,-,- -,0.17%,9.29 27.56%,-,-,8.40,- -,70.39%,4.05%,4.52%,-,-,4.53,-21.11%,35.89%,0.55,-,-,1.35,-,0.44%,61.94,1.14,- -,1.38,470.97%,12.06%,0.78,17.75,0.00%,0.40,-,3.93%,0.37,11.82,5183,0.22,Mar 13 BMO,-1.83%,929.73K,11.85,"Dec 03, 2024",Yes / Yes,24.48% 7.43%,"

","347,181",0.25%,KYIV
Quaker Houghton,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-0.12,21.96%,17.33M,0.97%,2.25B,13.94,9.32,0.00%,13.53M,11.04%,2.98B,0.95,1.64,90.68%,13.97%,-15.44%,-2.48M,1.19,10.40%,1.89%,11.07,0.30%,1.89B,1.64,20.23%,-0.09%,1.89M,-5.40%,79.23,12.52,14.62%,-0.18%,183.01 -29.02%,26.35%,10.37,27.94,45.82% -,-0.11%,98.25 32.21%,-34.21%,1.37 (1.06%),11.02,-0.95% 5.90%,32.64%,3.71%,4.37%,-46.80%,1.99 (1.53%),1.58,-101.63%,9.37%,5.50,49.71%,"Apr 16, 2026",1.72,2.66%,-0.13%,51.64,1.40,5.39% 4.99%,2.42,48.73%,4.73%,1.42,176.00,-,0.66,5.49%,-8.13%,0.78,128.11,4700,0.62,Feb 23 AMC,-5.33%,170.70K,129.90,"Nov 01, 1982",Yes / Yes,-5.85% 0.71%,"

","133,259",1.40%,KWR
Kennedy-Wilson Holdings Inc,Real Estate,Real Estate Services,USA,NYSE,RUT,-,-0.28,13.05%,137.91M,0.37%,1.51B,-,-,0.00%,120.40M,0.28%,6.67B,-,-,83.72%,3.27%,11.00%,-38.80M,3.01,-,-0.61%,2.81,43.61%,501.00M,2.02,-,0.07%,3.93M,12.72%,5.41,8.18,-,0.30%,10.99 -0.82%,61.72%,1.33,4.83,- -,-0.70%,5.98 82.27%,-32.59%,-,36.01,-2.47% 1.99%,45.33%,0.26%,0.40%,-47.42%,0.48 (4.40%),13.31,49.51%,10.42%,0.06,-50.92%,"Mar 31, 2026",0.48,-5.72%,-7.74%,58.44,3.00,-20.63% -11.42%,0.48,-11.62%,0.12%,0.94,9.00,-,2.94,-11.00%,1.90%,0.31,10.90,321,2.59,Feb 25 AMC,18.77%,1.40M,10.90,"Dec 03, 2007",Yes / Yes,- -,"

","440,575",0.00%,KW
Klaviyo Inc,Technology,Software - Application,USA,NYSE,-,-,-0.12,62.29%,144.26M,1.60%,5.60B,18.33,1.00,-1.90%,114.93M,-4.32%,4.65B,0.84,0.20,43.68%,8.73%,-32.34%,-31.77M,4.54,23.77%,3.17%,2.30,-24.99%,1.23B,4.67,20.84%,-2.23%,10.04M,-43.42%,3.93,5.25,21.80%,-2.85%,37.79 -51.39%,-31.12%,3.50,29.54,17.62% 23.28%,-2.46%,15.53 18.29%,-,-,-,37.69% 43.55%,74.67%,8.25%,6.31%,-,-,3.77,33.45%,-5.49%,1.23,-,-,4.17,31.63%,-2.57%,48.34,1.25,- -,4.17,122.99%,-0.41%,0.63,32.90,-,0.10,29.62%,-2.20%,1.17,16.94,2368,0.08,Feb 10 AMC,-31.75%,4.36M,18.37,"Sep 20, 2023",Yes / Yes,11.18% 4.85%,"

","5,115,854",8.44%,KVYO
Kenvue Inc,Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,22.64,0.76,0.09%,1.92B,-0.23%,33.16B,14.28,1.21,369.71%,1.92B,-2.32%,40.77B,2.24,0.26,95.31%,3.22%,1.70%,1.47B,2.19,5.36%,-3.42%,1.62,6.66%,15.12B,3.08,6.44%,5.58%,61.70M,0.29%,5.62,31.22,6.39%,14.39%,25.17 -31.27%,-24.49%,0.55,19.26,-10.84% -,8.19%,14.02 23.40%,-,0.85 (4.93%),12.38,0.43% 0.89%,58.29%,1.58%,1.89%,-,0.83 (4.79%),2.70,42.58%,18.09%,0.35,-,"Feb 11, 2026",0.68,-2.15%,9.72%,45.65,2.88,- -,0.96,13.17%,-0.38%,0.55,19.27,107.98%,0.81,3.22%,-3.56%,0.32,17.38,22000,0.67,Feb 17 AMC,-4.75%,38.10M,17.30,"May 04, 2023",Yes / Yes,22.50% 2.83%,"

","12,182,231",-0.46%,KVUE
Kratos Defense & Security Solutions Inc,Industrials,Aerospace & Defense,USA,NASD,RUT,567.33,0.13,1.78%,187.33M,0.27%,13.99B,70.73,1.06,-27.64%,183.99M,-16.61%,13.57B,2.00,0.13,81.26%,5.97%,-37.64%,22.00M,10.38,40.91%,0.24%,2.60,-22.46%,1.35B,6.32,36.20%,1.00%,10.99M,-1.65%,11.82,24.95,35.32%,1.31%,134.00 -44.28%,126.52%,2.99,-,- -27.62%,1.03%,31.48 137.17%,480.56%,-,155.99,14.45% 12.49%,22.14%,5.98%,7.01%,165.22%,-,10.08,23.63%,2.06%,5.55,1308.68%,-,3.46,18.53%,1.63%,46.02,1.41,- -,4.06,35.32%,-1.19%,1.23,118.00,0.00%,0.07,21.90%,-12.33%,0.81,73.66,4300,0.06,Feb 23 AMC,-6.38%,4.22M,74.66,"Nov 05, 1999",Yes / Yes,14.00% 5.48%,"

","3,440,086",1.36%,KTOS
Kontoor Brands Inc,Consumer Cyclical,Apparel Manufacturing,USA,NYSE,RUT,17.76,4.05,1.62%,55.24M,-0.03%,3.98B,10.27,7.01,-0.33%,54.36M,6.97%,5.16B,1.02,1.12,96.83%,7.45%,20.98%,227.45M,1.26,13.97%,0.98%,4.91,-8.38%,3.15B,7.04,10.04%,10.75%,4.05M,17.81%,10.23,36.67,10.06%,47.14%,87.00 -17.28%,29.86%,1.96,9.15,-2.02% 28.13%,12.52%,53.15 35.41%,52.09%,2.18 (3.03%),11.28,6.21% 8.49%,46.71%,2.79%,3.76%,17.04%,2.10 (2.92%),1.64,-7.43%,12.99%,2.88,-,"Mar 10, 2026",0.87,20.87%,7.21%,55.01,2.00,3.96% 16.84%,1.82,14.69%,2.98%,0.97,92.67,51.56%,2.29,45.60%,4.23%,0.47,73.03,10600,2.22,Mar 03 BMO,2.04%,824.51K,71.97,"May 09, 2019",Yes / Yes,5.24% 4.29%,"

","391,607",-1.45%,KTB
KT Corporation ADR,Communication Services,Telecom Services,South Korea,NYSE,-,9.04,2.51,0.01%,482.19M,2.44%,10.92B,10.03,2.26,0.00%,482.15M,4.86%,17.16B,5.19,0.53,28.69%,1.12%,19.65%,1.22B,0.55,-11.20%,-0.45%,3.04,22.56%,19.89B,0.89,8.57%,4.19%,5.39M,19.40%,25.42,3.13,1.93%,10.51%,24.58 -7.85%,29.80%,7.23,11.56,7.54% 17.11%,6.52%,17.29 31.00%,92.93%,0.86 (3.80%),3.85,3.31% -0.39%,34.75%,1.87%,1.96%,77.93%,0.42 (1.85%),0.86,246.94%,8.70%,0.52,64.01%,"Nov 05, 2025",1.16,12.09%,6.14%,58.01,1.35,-5.18% 0.39%,1.20,116.47%,3.73%,0.65,24.96,20.61%,0.69,54.76%,1.18%,0.88,22.75,14701,0.53,Feb 10 AMC,11.83%,1.77M,22.65,"May 26, 1999",Yes / Yes,-11.72% 0.57%,"

","1,566,802",-0.44%,KT
Kohl's Corp,Consumer Cyclical,Department Stores,USA,NYSE,RUT,6.10,2.34,3.85%,112.00M,5.85%,1.60B,9.93,1.44,-0.92%,107.90M,9.66%,7.56B,-,-0.21,107.38%,28.29%,-30.18%,271.00M,0.10,-16.03%,12.39%,6.59,-7.92%,15.53B,0.40,5.82%,2.01%,30.53M,-29.94%,36.14,2.38,-4.40%,6.90%,25.22 -43.30%,128.43%,6.01,1.59,- -,2.58%,6.04 136.75%,-38.84%,0.50 (3.50%),6.25,-4.98% -0.54%,36.06%,5.25%,5.23%,-75.86%,0.50 (3.50%),0.49,146.27%,3.28%,0.78,-67.03%,"Mar 18, 2026",0.37,-4.28%,1.75%,54.82,3.20,-32.32% -2.40%,1.46,149.28%,10.09%,1.51,15.32,26.19%,1.64,-4.15%,-6.01%,1.17,13.62,84000,1.59,Mar 10 BMO,-11.27%,4.63M,14.30,"May 19, 1992",Yes / Yes,24.35% -0.87%,"

","5,407,467",4.99%,KSS
Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,NASD,-,7.65,10.73,23.25%,190.23M,7.49%,15.60B,6.11,13.44,0.00%,145.84M,14.50%,-,0.43,2.66,24.42%,1.17%,4.69%,2.06B,2.01,2.32%,-4.06%,3.17,9.23%,7.76B,3.18,11.40%,10.89%,1.70M,5.11%,25.83,-,14.07%,52.77%,99.20 -17.22%,-4.79%,-,5.54,17.78% 26.88%,36.58%,68.59 19.73%,17.14%,7.16 (8.72%),-,39.77% 38.04%,-,3.75%,3.47%,17.62%,-,-,-7.07%,32.95%,2.85,-,"Apr 16, 2026",-,44.06%,26.56%,66.11,2.43,- -,0.92,-13.54%,9.54%,0.68,87.06,0.00%,0.15,50.04%,10.81%,0.72,82.34,-,0.15,Mar 02 BMO,3.31%,535.43K,82.12,"Jan 19, 2024",Yes / Yes,-10.59% -3.84%,"

","385,914",-0.27%,KSPI
Krystal Biotech Inc,Healthcare,Biotechnology,USA,NASD,RUT,39.24,6.84,13.34%,29.19M,1.64%,7.85B,27.76,9.67,-6.12%,25.33M,7.35%,7.03B,1.10,1.49,95.92%,12.38%,-8.01%,204.83M,20.17,10.53%,-1.34%,10.89,45.36%,389.13M,6.43,27.94%,17.14%,3.14M,8.92%,41.78,9.48,25.30%,18.91%,298.30 -9.98%,58.78%,28.32,41.55,- -,16.69%,122.80 118.68%,210.88%,-,41.93,- -,92.50%,3.32%,3.64%,250.57%,-,18.07,127.79%,41.41%,9.61,-,-,9.56,33.95%,52.64%,57.88,1.17,- -,9.95,11.65%,4.33%,0.54,324.78,0.00%,0.01,17.52%,2.16%,0.85,270.00,295,0.01,Feb 17 BMO,27.72%,288.17K,268.54,"Sep 20, 2017",Yes / Yes,10.08% 1.67%,"

","246,239",-0.54%,KRYS
Kimbell Royalty Partners LP,Energy,Oil & Gas E&P,USA,NYSE,-,27.92,0.51,11.63%,93.40M,-1.86%,1.74B,19.68,0.72,-0.29%,82.53M,-3.39%,2.39B,54.65,0.24,24.17%,1.42%,14.75%,56.04M,5.42,8.67%,5.94%,1.60,8.79%,321.74M,2.50,-18.93%,7.74%,1.17M,21.09%,5.69,39.62,0.36%,12.36%,15.12 -5.82%,19.26%,0.36,7.09,-28.97% -,4.93%,11.31 25.91%,-14.27%,1.70 (11.91%),9.72,4.12% 28.19%,54.93%,2.06%,2.09%,39.20%,1.57 (11.03%),7.42,704.60%,37.53%,0.36,-,"Mar 18, 2026",8.64,3.57%,17.42%,45.42,2.00,-5.23% 12.96%,8.64,143.93%,-2.11%,0.23,17.83,259.28%,0.65,8.78%,-0.87%,0.63,14.20,29,0.65,May 07 BMO,4.95%,731.25K,14.24,"Feb 03, 2017",Yes / Yes,52.06% 7.32%,"

","461,741",0.28%,KRP
Karman Holdings Inc,Industrials,Aerospace & Defense,USA,NYSE,-,706.78,0.13,29.74%,132.32M,5.68%,12.29B,95.18,0.97,-1.60%,93.11M,-10.91%,12.84B,1.78,0.12,66.69%,9.23%,-13.73%,17.37M,26.06,77.80%,18.26%,4.13,17.28%,471.50M,32.06,48.10%,1.77%,8.60M,26.73%,2.89,361.87,53.44%,6.00%,118.38 -21.67%,171.62%,0.26,-,- -,1.81%,31.64 193.08%,-,-,98.26,27.72% -,33.64%,5.69%,8.03%,-,-,27.24,36.67%,18.66%,6.84,-,-,3.17,36.57%,3.68%,52.79,1.67,- -,3.29,359.06%,3.19%,2.22,117.10,0.00%,1.53,47.41%,1.51%,0.74,90.18,1400,1.51,Mar 25 AMC,24.14%,2.08M,92.73,"Feb 13, 2025",Yes / Yes,-4.35% 1.40%,"

","1,538,312",2.83%,KRMN
Kite Realty Group Trust,Real Estate,REIT - Retail,USA,NYSE,RUT,30.09,0.86,1.84%,208.98M,2.51%,5.33B,62.40,0.41,-0.20%,202.99M,1.02%,8.17B,-,0.07,103.97%,6.71%,9.99%,183.80M,6.24,-76.25%,-0.86%,7.56,19.69%,853.97M,1.75,26.92%,4.34%,13.62M,8.15%,14.71,11.14,-,9.35%,26.38 -2.31%,24.70%,2.31,18.91,- -,3.14%,20.41 26.27%,29.26%,1.20 (4.67%),14.36,1.81% 24.97%,30.45%,1.82%,1.71%,30.44%,1.12 (4.33%),9.57,4532.43%,22.92%,0.46,-7.70%,"Apr 09, 2026",0.95,0.72%,21.52%,63.29,2.23,8.13% 12.89%,0.95,750.86%,3.66%,0.86,27.73,80.45%,1.04,-4.59%,2.21%,0.93,25.65,228,0.90,Apr 29 BMO,11.09%,1.80M,25.77,"Aug 11, 2004",Yes / Yes,852.38% -3.08%,"

","1,676,711",0.47%,KRG
