Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1221.28B,1194.00B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",287.30,133.13,5.53,11.79,14.06,27.74,211.95,106.14,11.52,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.32,0.48,6.64%,31.21%,24.08%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,30.04%,-0.01%,41.30%,-0.90%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,-19.72%,-22.66%,-25.33%,"

",3.95B,2.76B,2.56%,1.46,70.65M,498.83 -38.01%,297.82 3.83%,4.73%,4.63%,18.44,27.34,1.85,0.93,48.45M,"44,919,377",-16.33%,-17.57%,-17.83%,-31.14%,-31.24%,-2.16%,20.93%,43.87%,1929.98%,2.45,383.53,313.03,309.22,-1.22%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1127.76B,1165.85B,25.27B,72.25B,33.07,5.61,6.97 (0.58%),6.46 (0.54%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",43.11,26.49,0.91,15.61,36.22,213.51,95.39,32.19,16.14,1.10,1.50,1.39,1.26,Yes / Yes,27.78,45.20,6.01,45.07%,28.70%,29.15%,49.25% 27.59%,31.69% 21.58%,130.02%,47.44%,169.45%,55.55%,Aug 05 BMO,22.64% 11.11%,10.05%,-0.02%,74.78%,-0.58%,24.54%,107.64%,35.82%,82.83%,47.30%,34.98%,0.65%,5.69%,17.65%,"

",943.50M,847.09M,1.21%,3.25,10.28M,1249.45 -4.16%,623.78 91.98%,2.58%,3.17%,35.73,57.27,0.51,0.50,3.17M,"1,593,789",4.41%,6.19%,35.47%,12.52%,11.43%,47.35%,163.20%,391.64%,1335.89%,1.61,1306.96,1196.03,1197.53,0.13%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1016.68B,997.01B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",20.38,5.82,0.03,11.26,10.09,39.03,38.85,14.58,11.04,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.67,31.16,783.32%,111.21%,172.07%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.44%,-5.33%,78.11%,-1.85%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,-6.64%,-5.97%,78.03%,"

",1.13B,1.12B,3.22%,0.69,36.21M,1255.00 -28.27%,103.38 770.77%,6.70%,6.88%,80.98,45.63,2.20,0.91,52.12M,"47,591,161",4.01%,-25.82%,81.23%,125.25%,215.41%,709.10%,1166.64%,1112.88%,6243.90%,1.31,1568.74,920.95,900.20,-2.25%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",954.44B,-,63.63B,297.42B,133.01,-,6.39 (1.80%),6.00 (1.68%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.26,14.25,1.35,3.21,2.68,-,6.44,-,-,-,1.37,3.30,1.23,Yes / Yes,23.34,24.99,5.80,23.10%,1.42%,10.58%,18.32% 17.66%,21.00% 17.27%,19.76%,8.17%,47.08%,18.09%,Jul 14 BMO,37.84% 13.06%,0.45%,-2.95%,75.08%,-0.52%,1.35%,17.71%,7.76%,-,28.36%,21.39%,4.69%,10.12%,14.56%,"

",2.68B,2.67B,1.11%,3.13,29.48M,353.37 0.80%,279.10 27.62%,1.75%,2.14%,7.32,70.14,0.97,0.84,9.41M,"7,888,780",5.11%,6.29%,15.54%,19.64%,10.55%,19.28%,128.30%,135.19%,453.71%,2.00,374.13,353.21,356.20,0.85%,JPM
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1042.42B,1021.24B,52.12B,92.06B,15.14,4.87,0.80 (0.56%),-,-,- -,-,34549,"Jul 10, 2026",19.52,4.57,0.04,11.32,9.44,29.37,35.92,16.03,11.09,2.22,2.62,0.13,0.09,Yes / Yes,7.33,31.29,4.79,430.82%,47.22%,102.73%,159.13% 49.26%,25.56% 20.38%,176.85%,79.67%,391.93%,195.26%,Jul 28 AMC,50.27% 4.56%,-,-,-,-37.34%,45.38%,64.12%,44.42%,67.52%,58.30%,56.61%,-12.10%,-12.10%,-12.10%,"

",7.08B,-,-,0.27,14.86M,194.80 -26.58%,145.57 -1.75%,8.31%,-,19.98,-,-,0.91,55.50M,"50,747,385",-5.39%,-,-,-,-15.87%,-,-,-,-,1.22,234.18,154.57,143.02,-7.47%,SKHY
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",889.24B,959.33B,22.74B,725.30B,11.85,1.35,1.00 (0.89%),0.97 (0.86%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",39.36,34.10,2.97,1.23,9.43,82.88,70.84,21.40,1.32,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.28,0.74,9.86%,12.97%,11.48%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.95%,-0.53%,36.36%,-0.47%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,-0.31%,-4.72%,-5.14%,"

",7.96B,4.38B,1.70%,3.33,74.40M,135.15 -17.32%,95.42 17.10%,1.68%,2.12%,2.65,44.99,0.61,0.85,22.32M,"19,008,748",-0.41%,-3.49%,-13.99%,-5.09%,0.30%,14.64%,110.62%,135.01%,357.20%,1.51,139.93,109.47,111.74,2.07%,WMT
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",807.07B,798.58B,5.01B,37.45B,39.55,7.58,-,-,-,- -,0.00%,31000,"Oct 15, 1979",162.44,36.00,0.54,21.55,12.52,65.31,94.13,107.63,21.32,1.96,2.72,0.06,0.05,Yes / Yes,3.05,13.75,1.61,79.93%,83.25%,66.57%,46.65% 5.13%,13.64% 28.82%,123.87%,34.97%,92.25%,37.85%,Aug 04 AMC,6.24% 3.57%,0.48%,-7.67%,68.38%,-1.15%,6.52%,8.06%,7.43%,47.09%,11.75%,13.37%,-6.92%,-2.85%,61.17%,"

",1.63B,1.62B,2.45%,1.17,39.77M,584.73 -15.35%,149.22 231.69%,6.84%,6.35%,37.49,45.24,2.48,0.94,33.85M,"31,800,253",-1.71%,-7.06%,42.30%,90.60%,131.11%,197.32%,345.50%,443.72%,7125.55%,1.52,573.38,521.95,494.95,-5.17%,AMD
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,637.97B,631.57B,12.41B,41.20B,64.74,22.49,10.61 (0.64%),8.79 (0.53%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",51.53,27.66,0.74,15.49,25.57,73.60,56.33,39.97,15.33,0.80,1.33,0.09,0.09,Yes / Yes,32.12,59.84,11.74,47.74%,37.14%,37.61%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,18.76%,-19.30%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-7.62%,-5.04%,19.99%,"

",385.42M,385.25M,0.33%,0.67,1.28M,1999.96 -17.24%,683.48 142.18%,3.80%,4.01%,84.36,41.05,1.79,1.74,1.91M,"3,330,930",-4.82%,-10.10%,13.55%,19.17%,54.72%,132.73%,133.75%,122.00%,1410.83%,1.41,2396.00,1757.09,1655.26,-5.80%,ASML
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",683.05B,691.63B,22.04B,43.03B,18.64,8.45,2.72 (0.75%),2.60 (0.72%),"May 12, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.87,24.28,1.76,15.87,19.45,42.90,32.24,22.89,16.07,1.09,1.09,0.67,0.63,Yes / Yes,11.37,14.93,3.23,14.71%,13.46%,13.83%,13.82% 16.47%,10.92% 12.86%,13.59%,14.37%,35.82%,17.05%,Jul 28 AMC,6.79% 4.46%,12.11%,-0.03%,79.91%,-1.22%,23.45%,59.80%,37.94%,78.28%,67.24%,51.21%,2.35%,7.48%,9.89%,"

",1.66B,1.66B,1.42%,2.82,23.58M,365.14 -0.71%,293.89 23.36%,1.33%,2.13%,7.46,62.57,0.74,0.79,8.35M,"6,632,121",0.54%,9.68%,17.16%,11.14%,3.37%,1.54%,54.64%,44.47%,361.65%,1.33,406.81,355.74,362.53,1.91%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,641.44B,687.28B,25.31B,329.32B,61.37,2.04,4.15 (2.68%),4.08 (2.64%),"May 15, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",26.12,14.45,0.92,1.95,2.52,76.04,34.13,11.49,2.09,0.77,1.04,0.19,0.13,Yes / Yes,5.93,10.71,3.60,59.66%,-4.06%,15.67%,-20.34% -,-6.83% 12.70%,-21.84%,-3.07%,-43.57%,7.31%,Jul 31 BMO,17.91% 4.94%,0.23%,-63.54%,68.00%,0.18%,5.53%,9.79%,8.80%,20.92%,9.95%,7.69%,7.02%,5.55%,11.91%,"

",4.14B,4.13B,1.03%,2.53,42.69M,176.41 -12.27%,105.53 46.67%,1.78%,1.86%,3.43,66.15,0.15,0.83,16.84M,"13,958,944",4.32%,12.52%,3.94%,14.67%,28.61%,40.19%,46.81%,167.63%,70.25%,2.31,167.09,156.94,154.77,-1.38%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",640.91B,669.19B,21.04B,97.94B,35.28,8.61,5.38 (2.02%),5.24 (1.97%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",30.82,20.66,2.08,6.54,7.54,30.88,28.81,19.58,6.83,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.88,3.05,8.28%,10.20%,9.95%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.13%,-10.64%,76.10%,0.43%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,3.46%,9.61%,18.19%,"

",2.41B,2.41B,1.14%,3.34,27.43M,269.43 -1.29%,164.23 61.94%,2.22%,2.32%,6.07,64.49,0.22,1.18,8.20M,"9,647,902",6.88%,8.60%,16.90%,20.81%,28.51%,58.02%,53.12%,54.03%,113.15%,1.81,275.81,263.40,265.95,0.97%,JNJ
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,487.48B,497.68B,15.57B,34.01B,7.57,9.93,3.48 (0.63%),3.37 (0.61%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.93,24.18,1.52,14.33,72.83,55.59,28.08,23.27,14.63,0.98,0.98,2.82,2.56,Yes / Yes,17.28,22.82,4.77,15.47%,16.15%,15.93%,17.34% 20.99%,13.90% 16.50%,21.18%,17.06%,21.14%,16.20%,Jul 30 BMO,4.37% 1.68%,8.42%,-0.05%,82.24%,-1.18%,30.86%,232.56%,65.06%,96.57%,59.46%,45.78%,3.46%,8.52%,4.52%,"

",880.00M,809.18M,1.12%,2.40,9.06M,601.77 -8.32%,464.52 18.77%,1.73%,2.21%,11.81,63.84,0.72,0.63,3.77M,"2,365,442",0.78%,12.84%,9.43%,5.14%,-3.36%,-2.91%,39.85%,41.37%,488.49%,1.30,644.81,539.66,551.71,2.23%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",460.73B,496.97B,-11.29B,57.03B,17.36,5.95,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,45.40,0.49,8.08,5.28,15.41,162.75,29.31,8.71,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.02,0.38,251.45%,36.81%,92.86%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.71%,-0.01%,61.15%,1.59%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-15.87%,-20.07%,38.83%,"

",5.04B,4.29B,2.82%,0.91,120.96M,142.35 -35.60%,18.97 383.36%,7.13%,6.89%,8.55,36.76,2.25,1.01,132.36M,"133,247,260",-5.55%,-31.01%,11.06%,103.39%,148.43%,342.85%,165.33%,72.38%,163.19%,2.50,120.75,92.32,91.67,-0.70%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,453.91B,517.42B,3.60B,62.82B,-3.77,5.32,6.87 (2.67%),6.83 (2.66%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",126.71,15.61,0.71,7.23,-,48.33,22.72,17.72,8.24,0.68,0.80,-,-,Yes / Yes,2.03,16.46,3.60,40.55%,17.13%,22.07%,-29.11% -2.81%,1.75% 5.95%,-13.63%,9.50%,-46.38%,12.43%,Jul 31 BMO,2.25% 1.93%,0.12%,-2.14%,76.31%,0.84%,2.64%,15221.82%,6.21%,70.58%,33.58%,5.72%,1.55%,9.67%,14.63%,"

",1.77B,1.76B,1.28%,3.27,22.63M,261.64 -1.81%,187.62 36.93%,1.89%,2.42%,5.90,62.31,0.28,0.78,6.93M,"5,404,822",1.39%,5.66%,29.29%,17.17%,12.44%,35.02%,72.60%,117.79%,295.86%,1.66,269.16,259.36,256.91,-0.94%,ABBV
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",451.57B,467.93B,12.23B,60.75B,12.40,4.22,1.66 (1.45%),1.66 (1.45%),"Jul 06, 2026",2.60% 2.67%,63.62%,86200,"Feb 16, 1990",37.35,23.94,2.09,7.43,9.24,27.14,38.31,27.39,7.70,0.81,0.92,0.68,0.42,Yes / Yes,3.07,4.79,1.17,12.23%,11.95%,11.44%,-3.32% -0.69%,3.19% 2.82%,25.97%,9.21%,36.10%,11.96%,Aug 12 AMC,2.43% 1.82%,0.24%,-1.27%,79.83%,0.84%,9.97%,25.80%,17.59%,63.53%,23.94%,20.13%,0.04%,-2.81%,29.31%,"

",3.94B,3.93B,1.65%,2.60,64.82M,130.37 -12.12%,65.75 74.25%,2.10%,3.01%,3.52,49.87,1.01,0.64,24.97M,"15,976,757",3.50%,-3.70%,28.72%,53.60%,48.73%,66.79%,116.17%,107.25%,272.46%,1.90,132.40,114.17,114.57,0.35%,CSCO
