Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,452.94,0.09,81.68%,46.23M,-13.19%,9.89B,14.10,2.89,-0.11%,43.95M,-25.01%,9.05B,0.44,0.46,17.59%,5.11%,-43.59%,23.00M,3.83,34.41%,-3.19%,1.95,-50.54%,2.58B,2.01,31.28%,0.40%,2.24M,-40.19%,20.31,7.61,31.98%,0.47%,90.22 -54.77%,-41.62%,5.36,42.08,- -,0.46%,41.90 -2.60%,5.59%,-,34.66,9.67% -5.01%,74.14%,5.00%,5.86%,-73.98%,-,3.50,119.94%,-1.24%,2.60,70.04%,-,3.13,15.52%,0.89%,29.93,2.06,- -,3.13,105.41%,-8.56%,2.13,75.08,0.00%,0.09,18.05%,-27.05%,0.91,44.35,7068,0.02,Feb 10 AMC,-40.99%,1.15M,40.81,"Jul 20, 2011",Yes / Yes,-3.27% 0.54%,"

","1,047,103",-7.98%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.15,12.68%,221.18M,-4.55%,4.44B,15.19,1.19,-0.04%,214.77M,5.13%,4.34B,0.52,0.12,75.72%,13.16%,-6.33%,-31.51M,3.40,30.38%,0.96%,3.19,-4.29%,1.30B,5.49,24.81%,-2.37%,28.26M,-11.30%,3.29,13.88,28.98%,-4.25%,24.90 -27.51%,24.14%,1.30,23.98,58.59% 17.79%,-3.11%,10.69 68.85%,76.44%,-,43.01,30.21% 28.80%,55.11%,5.24%,6.82%,-,-,3.32,63.53%,2.21%,1.12,-,-,1.60,29.72%,-2.42%,50.51,1.40,- -,1.60,-56.98%,4.94%,1.26,29.08,-,0.27,25.41%,-5.38%,0.52,18.24,3300,0.26,Feb 24 AMC,0.61%,8.85M,18.05,"Jun 10, 2021",Yes / Yes,21.21% 4.06%,"

","4,563,352",-1.04%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,35.66,1.11,5.89%,38.38M,-9.58%,1.49B,5.63,7.01,0.06%,35.44M,19.71%,1.77B,2.89,1.00,117.10%,16.29%,13.03%,47.35M,1.02,-0.12%,-4.14%,5.99,7.87%,1.45B,0.86,5.84%,1.29%,5.77M,12.29%,45.69,2.45,1.95%,2.66%,50.55 -21.92%,-1.45%,16.12,5.16,-5.27% -18.45%,1.90%,22.45 75.81%,-46.52%,-,4.25,1.42% 4.60%,70.01%,4.83%,7.47%,-62.14%,-,1.22,-22.24%,12.97%,3.02,-21.87%,"May 17, 2019",1.27,3.54%,3.26%,58.79,2.25,- -,1.27,-99.32%,16.12%,1.36,43.43,0.00%,0.51,-1.48%,11.91%,0.86,40.72,3900,0.42,Feb 23 AMC,13.85%,963.95K,39.47,"Jul 23, 1999",Yes / Yes,-5.13% -2.39%,"

","828,451",-3.07%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,24.99,8.16,0.95%,49.59M,-11.16%,10.04B,10.22,19.97,0.18%,48.72M,-20.47%,12.61B,0.86,4.25,96.18%,4.15%,-23.07%,419.00M,1.85,13.16%,-3.53%,2.67,-33.36%,5.43B,2.82,11.42%,5.09%,2.02M,-15.97%,72.35,80.30,11.86%,11.68%,352.66 -42.14%,-26.91%,2.54,12.08,-2.43% -2.63%,6.86%,205.73 -0.82%,-29.20%,-,12.31,-1.54% 4.06%,46.33%,3.95%,4.90%,-56.85%,-,2.32,-19.74%,15.44%,10.95,204.51%,-,0.58,9.36%,7.71%,30.83,1.75,- -,0.97,-55.92%,-13.14%,1.68,340.00,0.00%,0.75,12.28%,-16.00%,1.12,213.67,10700,0.70,Feb 12 BMO,-27.51%,756.48K,204.05,"Aug 15, 1991",Yes / Yes,0.01% 0.58%,"

","848,817",-4.50%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.53,56.05%,42.21M,-3.01%,1.32B,-,-3.95,4.10%,23.59M,14.06%,1.03B,-,-1.63,45.73%,34.01%,-35.82%,-189.90M,87.68,1.57%,12.64%,9.42,23.80%,15.00M,5.27,12.24%,-52.35%,8.02M,-32.53%,4.65,4.52,9.25%,-68.33%,44.60 -45.07%,198.42%,5.42,-,-9.85% -,-96.59%,6.11 300.98%,-,-,-,- -,99.47%,6.34%,7.84%,-,-,68.34,-38.04%,-1304.64%,1.88,-,-,5.66,-70.00%,-1265.99%,46.78,1.25,- -,5.66,-32.20%,-5.55%,-1.65,40.75,-,0.00,-,5.54%,0.35,25.34,130,0.00,Feb 25,9.41%,851.58K,24.50,"Sep 13, 2024",Yes / Yes,-7.18% -53.62%,"

","294,045",-3.31%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,26.11,3.55,0.15%,195.50M,-0.92%,18.12B,10.29,9.00,-0.74%,195.36M,1.30%,25.28B,1.99,1.86,103.21%,3.94%,0.35%,705.00M,2.20,2.46%,2.79%,3.51,-9.49%,8.23B,1.43,7.10%,3.17%,7.69M,2.97%,64.95,30.61,5.18%,5.60%,114.44 -19.09%,-11.00%,3.03,15.46,47.75% -,3.56%,84.59 9.46%,-25.05%,0.92 (1.00%),10.46,5.85% 3.22%,60.94%,3.47%,2.70%,-41.50%,0.96 (1.04%),3.07,-20.10%,16.07%,2.70,-8.76%,"Mar 31, 2026",1.10,7.20%,8.56%,44.26,2.62,0.00% 0.00%,1.98,-41.28%,-4.33%,0.60,102.00,27.05%,0.61,10.90%,0.34%,1.45,93.73,17000,0.56,Feb 10 BMO,-2.82%,2.19M,92.59,"Jul 25, 2001",Yes / Yes,0.92% 0.90%,"

","3,184,548",-1.22%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,457.82,0.09,29.80%,187.99M,-11.59%,9.87B,14.31,2.88,-0.31%,168.43M,-24.60%,9.03B,0.45,0.45,72.66%,6.99%,-44.70%,23.00M,3.82,33.86%,-3.18%,2.77,-51.87%,2.58B,2.03,31.32%,0.40%,11.77M,-39.53%,20.31,7.60,31.70%,0.47%,93.88 -56.06%,-42.45%,5.43,42.02,- -,0.46%,41.91 -1.57%,5.23%,-,34.60,9.67% -5.01%,74.14%,5.31%,6.14%,-72.63%,-,3.50,119.94%,-1.24%,2.71,78.73%,-,3.13,15.52%,0.89%,30.72,2.09,- -,3.13,105.41%,-7.61%,2.16,74.96,0.00%,0.09,18.05%,-26.79%,1.09,44.90,7068,0.02,Feb 10 AMC,-41.93%,4.25M,41.25,"Aug 03, 2015",Yes / Yes,-2.91% 0.55%,"

","4,640,887",-8.13%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,21.00,2.50,3.95%,354.00M,0.21%,18.53B,16.26,3.23,-1.18%,339.17M,-8.11%,20.22B,1.34,0.87,73.65%,1.61%,14.08%,929.00M,1.57,15.11%,3.14%,3.57,18.33%,11.80B,3.45,11.51%,8.48%,5.45M,9.95%,15.19,13.39,12.11%,16.73%,58.39 -10.10%,6.41%,3.92,21.76,34.03% 4.49%,12.81%,41.00 28.02%,-10.67%,1.07 (2.05%),10.36,7.23% 7.38%,17.35%,2.25%,2.33%,-14.20%,1.01 (1.92%),1.71,7.35%,12.71%,1.38,-,"Mar 04, 2026",0.85,4.37%,7.87%,46.79,1.37,25.99% 31.95%,1.05,28.84%,-2.80%,0.11,61.70,38.34%,0.44,8.79%,1.61%,1.46,52.92,290000,0.35,Feb 04 BMO,11.90%,1.53M,52.49,"Oct 17, 2016",Yes / Yes,30.72% 3.90%,"

","2,233,283",-0.81%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,28.54,5.55,0.16%,277.00M,-0.10%,43.80B,21.22,7.47,-12.14%,275.98M,-0.25%,55.99B,1.83,1.37,87.94%,2.34%,10.78%,1.56B,5.33,10.26%,2.50%,3.22,8.52%,8.21B,-,11.95%,20.89%,6.46M,4.75%,-26.44,48.62,11.59%,-,169.39 -6.45%,2.63%,3.26,26.73,6.69% 13.51%,27.25%,137.33 15.39%,27.20%,3.04 (1.92%),20.40,6.28% 7.76%,46.17%,2.55%,2.13%,51.19%,2.88 (1.82%),6.82,5.99%,30.90%,3.57,183.36%,"Feb 20, 2026",1.35,8.80%,18.98%,45.87,2.30,7.60% 8.60%,1.35,27.83%,-2.23%,0.65,172.70,51.19%,-,6.44%,0.17%,0.85,156.60,49000,-,Feb 04 BMO,5.79%,2.01M,158.46,"Sep 12, 1997",Yes / Yes,-1.86% 2.62%,"

","1,706,639",1.19%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,NYSE,-,-,-,34.77%,126.94M,-12.33%,2.54B,34.23,0.58,1.74%,82.80M,-27.16%,2.72B,-,-0.11,-,3.66%,-,-,-,91.19%,33.99%,1.58,-,-,3.26,1007.27%,-,3.03M,-40.55%,6.13,24.23,-,-,38.47 -48.06%,-,0.82,-,- -,-,20.30 -1.58%,-,-,-,- -,-,7.50%,8.96%,-,-,-,-,-,2.43,-,-,0.80,-,-,27.53,1.60,- -,0.95,-,-19.54%,-,38.00,-,0.26,-,-22.60%,0.39,21.18,-,0.26,Feb 25,-22.60%,1.92M,19.98,"Jan 29, 2026",Yes / Yes,0.00% 0.00%,"

","742,920",-5.67%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-1.21,0.04%,393.26M,6.34%,15.05B,6.88,5.56,0.00%,393.12M,-2.15%,25.51B,-,0.75,8.62%,1.65%,7.08%,-467.65M,0.80,277.78%,-3.68%,4.34,33.59%,18.79B,1.30,48.17%,-1.60%,6.50M,5.81%,29.53,14.78,-,-4.01%,40.38 -5.25%,12.89%,2.59,-,843.02% -,-2.37%,22.82 67.66%,259.25%,-,5.58,14.06% 7.05%,25.24%,5.22%,4.29%,767.57%,-,1.36,57.23%,6.52%,1.65,118.38%,"Jul 09, 2019",0.54,-2.79%,-2.49%,56.26,1.60,- -,0.75,-113.09%,3.45%,1.46,50.30,0.00%,0.98,-11.58%,4.20%,1.40,39.28,-,0.72,Feb 27 BMO,14.43%,1.50M,38.26,"Jun 29, 1993",Yes / Yes,-348.51% 4.33%,"

","2,098,492",-2.60%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,40.18,1.12,8.79%,97.99M,-5.09%,5.94B,17.45,2.57,-15.56%,89.19M,37.00%,5.38B,0.57,0.31,96.73%,11.81%,27.67%,109.17M,6.60,24.55%,-2.28%,6.16,24.01%,900.78M,24.79,84.09%,8.60%,10.54M,28.29%,1.81,8.49,30.86%,58.05%,50.24 -10.81%,79.87%,5.28,17.33,- -,38.37%,22.90 95.67%,83.72%,0.70 (1.56%),24.35,27.22% 31.30%,60.58%,4.04%,5.43%,-,0.52 (1.16%),5.98,-36.34%,20.70%,2.22,-,"Mar 10, 2026",1.01,16.91%,12.12%,64.08,2.22,- -,1.01,-72.10%,8.65%,1.14,50.88,44.73%,0.63,16.72%,21.35%,0.83,44.79,3301,0.60,Feb 25 BMO,34.33%,1.71M,44.81,"Jun 30, 2021",Yes / Yes,5.08% 2.13%,"

","1,425,505",0.04%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,17.38,0.52,6.22%,939.30M,0.45%,8.43B,13.40,0.67,0.00%,880.85M,-10.20%,6.42B,0.53,0.14,72.43%,2.10%,-21.71%,550.82M,4.88,50.07%,1.36%,2.24,-32.94%,1.73B,1.70,4.53%,9.19%,18.54M,-16.31%,5.27,3.86,25.28%,10.30%,14.07 -36.18%,-29.24%,2.33,-,- -,9.99%,8.71 3.09%,23.52%,0.22 (2.49%),11.71,29.32% 34.26%,60.39%,4.74%,3.05%,-,0.19 (2.14%),3.71,28.26%,31.21%,0.32,-,"Oct 10, 2025",6.26,19.01%,31.85%,35.62,1.64,- -,6.26,-19.86%,-3.82%,0.23,12.95,39.99%,0.00,10.94%,-8.97%,1.29,9.13,7185,0.00,Mar 12 BMO,-22.58%,8.29M,8.98,"Jun 22, 2021",Yes / Yes,6.02% -2.64%,"

","10,673,700",-1.64%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,NYSE,-,17.71,2.04,0.97%,74.99M,-14.02%,2.72B,11.09,3.26,-1.32%,74.54M,-23.23%,2.76B,0.87,0.18,117.42%,11.07%,-16.83%,165.39M,1.46,13.62%,-2.36%,5.15,2.06%,1.87B,4.17,15.66%,12.52%,8.25M,-18.20%,8.67,14.44,12.74%,23.79%,51.29 -29.56%,8.86%,2.50,12.82,25.37% 2.71%,19.26%,26.61 35.78%,-2.98%,0.22 (0.62%),10.30,5.41% 11.35%,57.41%,4.68%,4.72%,-49.32%,-,1.48,-0.40%,11.43%,1.99,-,-,1.11,2.11%,8.85%,18.73,2.00,- -,1.98,18.88%,-17.50%,1.79,50.60,0.00%,0.35,6.80%,-21.39%,0.93,37.71,1390,0.32,Feb 19 BMO,-5.49%,1.60M,36.13,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","1,486,211",-4.19%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,10.66,2.26,4.00%,59.95M,-0.91%,1.43B,9.40,2.56,-18.77%,57.14M,-1.19%,1.13B,1.29,0.26,102.55%,13.14%,-19.59%,145.60M,0.98,-7.52%,-2.57%,5.49,-22.92%,1.46B,2.03,23.53%,14.99%,7.51M,-20.86%,11.86,4.41,7.29%,20.02%,41.22 -41.65%,-31.05%,5.45,4.43,65.31% -,19.99%,19.60 22.70%,-15.82%,-,4.52,7.07% 10.91%,86.85%,3.28%,4.66%,-42.56%,-,0.77,16.49%,12.97%,0.95,16.58%,-,2.99,3.75%,9.94%,50.97,2.92,- -,2.99,-1.87%,6.91%,0.53,25.50,0.00%,0.04,-0.54%,-6.66%,1.43,24.70,5168,0.02,Feb 12 AMC,-21.99%,1.37M,24.05,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","1,949,764",-2.63%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,7.69,0.84,-,133.34M,-8.66%,857.38M,6.99,0.92,-,131.47M,-10.32%,95.96M,-,-,16.21%,1.04%,-8.92%,149.83M,2.51,4.82%,3.05%,4.71,-13.46%,341.93M,1.29,5.75%,17.65%,1.36M,-7.35%,4.97,1.14,-,19.79%,9.29 -30.79%,45.48%,5.66,-,16.90% -,18.47%,4.21 52.73%,67.01%,-,-,4.04% 20.44%,67.27%,4.51%,3.05%,-73.11%,-,0.28,13.68%,35.74%,0.23,-,-,8.87,0.66%,43.82%,32.04,1.00,- -,9.02,11.98%,-8.41%,0.40,9.40,0.00%,0.00,-7.67%,-8.30%,1.35,6.57,815,0.00,Mar 09 AMC,-11.29%,289.16K,6.43,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","389,873",-2.13%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,-,-,-,86.30%,90.91M,-5.31%,1.38B,13.06,1.16,0.16%,12.46M,-6.71%,1.08B,-,0.21,8.67%,2.12%,-13.18%,-,-,-2.36%,14.28%,1.54,-,-,5.42,20.00%,-,0.26M,-37.53%,2.80,4.51,-,-,24.60 -38.41%,-,3.36,-,- -,-,12.91 17.31%,-,-,-,68.16% 59.02%,-,4.44%,7.13%,-,-,-,-,-,1.04,-,-,3.86,-,-,37.16,1.00,- -,3.86,490.77%,-3.43%,-,26.00,0.00%,0.03,92.89%,-19.25%,0.87,15.46,354,0.02,Feb 25 AMC,-19.22%,171.38K,15.15,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","149,461",-2.01%,XZO
