Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors,Taiwan,NYSE,-,31.58,10.66,0.09%,5.19B,-4.85%,1746.35B,19.36,17.40,0.00%,5.18B,-6.96%,1684.00B,0.78,3.23,15.57%,0.39%,10.98%,55.30B,14.25,35.15%,-2.06%,1.54,29.29%,122.54B,10.12,22.66%,24.22%,20.16M,10.80%,33.26,17.88,24.97%,36.46%,390.20 -13.71%,90.05%,18.83,49.83,17.37% 25.67%,27.37%,134.25 150.81%,285.91%,3.90 (1.16%),19.96,17.20% 21.86%,58.73%,3.33%,2.99%,184.62%,3.08 (0.91%),13.74,51.55%,50.84%,12.99,1228.24%,"Mar 17, 2026",2.42,36.10%,45.13%,41.76,1.24,25.69% 14.71%,2.62,40.60%,-7.07%,1.34,419.96,26.18%,0.20,25.50%,-2.27%,1.33,354.56,-,0.17,Jan 15 BMO,20.07%,13.12M,336.71,"Oct 08, 1997",Yes / Yes,6.37% 0.39%,"

","17,455,730",-5.03%,TSM
Sixth Street Specialty Lending Inc,Financial,Asset Management,USA,NYSE,-,9.96,1.81,12.31%,94.71M,-2.22%,1.71B,9.25,1.95,5.44%,83.05M,-11.00%,3.43B,-,0.50,53.50%,7.88%,-19.96%,170.52M,4.43,-9.53%,-,7.13,-25.89%,385.31M,1.06,-1.16%,4.87%,6.54M,-16.90%,16.98,86.90,-6.67%,10.61%,25.06 -28.03%,-18.05%,0.21,9.48,9.46% -7.32%,5.59%,16.99 6.18%,5.90%,1.88 (10.40%),10.53,5.98% 7.62%,76.65%,3.23%,3.31%,-6.67%,1.83 (10.17%),8.91,-10.58%,84.58%,0.59,33.32%,"Mar 16, 2026",0.16,-15.34%,44.26%,36.38,1.50,2.88% 2.33%,0.16,-41.88%,-2.01%,0.75,22.25,101.54%,1.08,-24.64%,-11.18%,1.82,18.39,-,0.90,Feb 12 AMC,-19.02%,917.18K,18.04,"Mar 21, 2014",Yes / No,2.50% 3.67%,"

","1,664,707",-1.90%,TSLX
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,NASD,"NDX, S&P 500",367.11,1.08,28.18%,3.75B,-2.60%,1482.25B,150.23,2.63,0.22%,2.69B,-7.10%,1453.25B,4.92,0.41,43.23%,2.29%,-11.27%,3.79B,15.63,20.16%,0.54%,0.94,13.58%,94.83B,18.04,31.82%,2.92%,61.84M,-12.17%,21.90,33.35,30.56%,4.89%,498.83 -20.81%,59.22%,11.85,238.30,-33.28% 38.32%,4.02%,214.25 84.37%,127.75%,-,132.15,5.19% 24.63%,18.03%,3.20%,3.13%,70.82%,-,15.33,-47.22%,5.11%,14.24,2755.50%,-,1.77,-2.93%,4.00%,41.72,2.55,- -,2.16,-63.92%,-2.74%,1.92,426.61,0.00%,0.18,-3.14%,-6.38%,0.92,407.82,134785,0.15,Jan 28 AMC,0.43%,65.53M,395.01,"Jun 29, 2010",Yes / Yes,9.94% 0.50%,"

","60,564,361",-3.14%,TSLA
Taysha Gene Therapies Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.35,18.08%,273.92M,2.67%,1.26B,-,-0.46,-2.31%,224.41M,2.90%,1.03B,-,-0.09,94.77%,22.14%,-13.18%,-99.93M,200.12,0.62%,4.13%,18.20,41.85%,6.31M,5.77,-27.27%,-40.23%,49.69M,-16.18%,0.80,4.24,-10.35%,-64.93%,6.02 -23.42%,164.94%,1.09,-,57.45% -63.99%,-34.89%,1.05 339.05%,403.49%,-,-,- -,81.77%,5.35%,5.33%,-82.96%,-,163.94,-945.72%,-1618.54%,0.24,-,-,10.47,-36.36%,-1583.66%,48.75,1.07,- -,10.47,2.83%,-0.29%,1.09,11.00,-,0.32,-100.00%,-2.99%,1.46,4.51,73,0.31,Nov 04 BMO,18.08%,2.73M,4.61,"Sep 24, 2020",Yes / Yes,-1.01% -80.03%,"

","3,977,097",2.10%,TSHA
Tower Semiconductor Ltd,Technology,Semiconductors,Israel,NASD,-,61.13,1.94,0.00%,112.53M,-1.66%,13.25B,24.23,4.89,-,111.75M,-13.20%,12.24B,0.60,0.57,73.63%,1.58%,-4.40%,220.47M,8.46,30.18%,0.82%,0.93,75.23%,1.57B,4.57,64.09%,6.89%,1.76M,0.95%,25.94,11.50,40.71%,7.91%,149.57 -20.75%,208.94%,10.31,-,-7.09% 20.39%,7.22%,28.64 313.90%,188.91%,-,26.83,-2.27% 4.35%,23.23%,6.52%,6.67%,306.52%,-,7.82,5.23%,12.40%,8.69,791.95%,-,5.51,9.05%,14.08%,44.47,2.00,- -,6.48,43.76%,-4.79%,0.95,160.83,0.00%,0.06,13.69%,-6.58%,1.50,119.44,5013,0.05,Feb 11 BMO,41.54%,1.89M,118.54,"Oct 26, 1994",Yes / Yes,14.37% 0.10%,"

","2,844,225",-0.75%,TSEM
Tractor Supply Co,Consumer Cyclical,Specialty Retail,USA,NASD,S&P 500,23.35,2.06,0.34%,527.02M,-4.77%,25.32B,20.00,2.41,-11.05%,524.59M,-11.01%,31.07B,2.21,0.35,98.33%,5.78%,-8.12%,1.10B,1.63,5.82%,1.49%,4.45,-17.71%,15.52B,9.82,10.33%,10.57%,30.32M,-3.82%,4.90,130.43,9.04%,45.18%,63.99 -24.83%,-8.14%,0.37,34.19,1.99% 10.06%,13.58%,46.85 2.67%,5.84%,0.98 (2.03%),15.84,3.00% 7.89%,33.24%,2.72%,2.92%,40.64%,0.93 (1.93%),2.00,0.88%,9.45%,1.51,166.30%,"Feb 24, 2026",0.16,4.31%,7.06%,32.54,2.03,7.53% 25.12%,1.34,-2.70%,-7.08%,0.71,57.80,44.67%,2.30,3.31%,-7.83%,0.91,49.47,52000,2.13,Jan 29 BMO,-12.16%,6.81M,48.10,"Feb 18, 1994",Yes / Yes,-6.99% -2.28%,"

","6,196,175",-2.77%,TSCO
Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services,Luxembourg,NYSE,-,14.35,3.73,0.16%,505.91M,1.56%,27.07B,14.10,3.80,0.00%,505.11M,13.08%,24.87B,4.06,0.88,6.55%,1.11%,31.80%,1.94B,2.25,-2.71%,-1.99%,3.77,50.44%,12.01B,1.63,6.60%,9.56%,5.61M,39.17%,32.81,9.40,3.47%,11.67%,55.02 -2.74%,44.19%,5.69,13.20,-5.33% -,11.61%,30.06 78.01%,67.95%,1.78 (3.32%),8.58,0.70% 18.33%,33.83%,2.14%,2.18%,127.90%,1.70 (3.18%),2.07,2.15%,19.00%,1.32,121.67%,"May 19, 2026",2.31,-3.95%,16.14%,62.15,2.27,20.39% 33.49%,3.87,-5.79%,1.67%,0.83,48.77,48.47%,0.03,5.94%,13.88%,1.79,54.42,24875,0.01,Feb 18 AMC,35.22%,1.49M,53.51,"Dec 16, 2002",Yes / Yes,10.34% 1.38%,"

","2,667,475",-1.67%,TS
Trevi Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.37,35.79%,128.22M,-14.37%,1.44B,-,-0.49,0.00%,82.34M,-0.44%,1.24B,-,-0.10,71.17%,20.42%,-13.78%,-45.86M,-,22.51%,0.78%,11.54,16.42%,0.00M,7.57,-34.48%,-34.19%,16.81M,-10.54%,1.48,7.37,-9.44%,-36.87%,14.39 -22.17%,77.78%,1.52,-,31.87% 27.09%,-24.10%,4.85 130.93%,562.72%,-,-,- -,-,8.82%,6.94%,314.81%,-,-,15.84%,-,0.83,-,-,21.93,-,-,45.74,1.00,- -,21.93,37.80%,-2.94%,1.00,21.50,-,0.00,-,-0.64%,0.69,11.94,26,0.00,Mar 17 AMC,17.53%,1.46M,11.20,"May 07, 2019",Yes / Yes,18.62% -,"

","1,011,434",-6.20%,TRVI
Trivago NV ADR,Communication Services,Internet Content & Information,Germany,NASD,-,14.38,0.20,0.83%,23.12M,-6.33%,64.97M,30.96,0.09,0.00%,22.93M,-6.33%,-60.23M,0.61,-0.07,30.34%,0.11%,-3.10%,14.18M,0.10,57.69%,0.32%,0.46,-13.80%,621.59M,5.59,66.55%,3.68%,0.02M,-3.10%,0.50,0.39,50.59%,6.23%,5.83 -51.80%,-31.30%,7.26,17.80,- -,4.88%,2.71 3.69%,-27.36%,-,-5.74,3.28% 16.90%,96.14%,2.41%,2.79%,-72.92%,-,-0.10,153.97%,0.60%,0.09,-,"Nov 14, 2023",2.22,24.49%,2.28%,39.98,3.00,- -,2.22,207.54%,-4.11%,0.76,3.93,0.00%,0.17,38.11%,-2.82%,0.65,2.86,893,0.16,Feb 03 AMC,-14.34%,53.65K,2.81,"Dec 16, 2016",Yes / Yes,275.40% 12.35%,"

","34,764",-1.75%,TRVG
Travelers Companies Inc,Financial,Insurance - Property & Casualty,USA,NYSE,"DJIA, S&P 500",10.97,27.53,0.50%,217.50M,-1.51%,65.31B,10.67,28.30,-17.52%,215.15M,1.14%,-,8.82,6.80,88.25%,1.61%,8.19%,6.24B,1.34,-1.56%,-1.66%,2.14,10.90%,48.83B,2.00,4.21%,4.83%,3.46M,4.12%,151.24,-,1.21%,20.70%,313.12 -3.55%,19.85%,-,6.16,32.56% 21.13%,14.78%,230.43 31.06%,71.91%,4.57 (1.51%),-,9.80% 8.83%,-,2.11%,1.97%,92.03%,4.40 (1.46%),-,28.36%,16.84%,6.36,165.76%,"Mar 10, 2026",-,5.18%,12.78%,52.30,2.50,5.83% 5.24%,0.44,23.42%,-0.63%,0.51,305.83,15.86%,0.29,3.53%,3.38%,0.88,299.40,34000,0.28,Jan 21 BMO,8.61%,1.61M,302.01,"Nov 17, 1975",Yes / Yes,26.50% -2.40%,"

","1,421,780",0.87%,TRV
Trupanion Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,55.55,0.45,20.61%,43.40M,-13.76%,1.08B,35.94,0.69,-0.79%,34.48M,-25.02%,-,-,0.06,74.66%,11.40%,-35.41%,19.43M,0.75,9.69%,-4.26%,8.58,-42.52%,1.44B,2.80,39.85%,2.26%,3.93M,-33.61%,8.85,-,-0.75%,5.50%,57.88 -57.14%,-27.22%,-,14.30,- -,4.00%,24.53 1.14%,-51.46%,-,-,16.72% 23.45%,-,4.89%,5.64%,-73.39%,-,-,297.57%,1.06%,1.49,156.04%,-,-,11.95%,1.35%,32.42,2.00,- -,1.69,231.28%,-9.76%,1.70,46.25,0.00%,0.29,11.72%,-20.68%,0.69,25.70,1121,0.27,Feb 12 AMC,-40.11%,458.19K,24.81,"Jul 18, 2014",Yes / Yes,-19.85% 0.36%,"

","318,096",-3.46%,TRUP
TransUnion,Financial,Financial Data & Stock Exchanges,USA,NYSE,-,30.05,2.32,1.34%,192.40M,-11.26%,13.40B,12.56,5.54,-0.81%,190.02M,-6.15%,17.81B,0.84,1.10,107.05%,4.50%,-14.32%,455.50M,2.93,11.40%,-3.95%,3.25,-22.41%,4.58B,3.02,15.68%,4.12%,8.55M,-18.86%,23.07,15.65,14.98%,10.52%,99.39 -29.99%,-16.49%,4.45,20.26,20.09% 5.34%,4.86%,65.24 6.66%,15.41%,0.50 (0.72%),11.76,7.25% 12.58%,46.53%,5.80%,4.80%,-20.99%,0.47 (0.68%),3.89,60.13%,20.54%,3.66,170.32%,"Feb 26, 2026",1.75,9.38%,9.95%,35.50,1.43,4.77% 8.92%,1.75,54.75%,-7.53%,1.71,94.00,19.86%,1.16,12.98%,-11.57%,1.48,71.61,13500,1.11,Feb 12 BMO,-17.67%,2.63M,69.58,"Jun 25, 2015",Yes / Yes,4.11% 3.47%,"

","3,897,443",-2.83%,TRU
Trimas Corporation,Consumer Cyclical,Packaging & Containers,USA,NASD,RUT,11.87,2.97,22.63%,37.63M,-8.79%,1.33B,16.97,2.08,0.03%,29.13M,-2.65%,1.80B,-,0.19,97.23%,14.52%,4.47%,120.14M,1.41,-24.81%,-7.42%,8.95,-8.12%,941.18M,1.88,32.36%,7.92%,4.23M,-0.45%,18.75,44.26,-,16.21%,42.00 -15.98%,44.28%,0.80,19.23,23.65% -,9.96%,19.45 81.44%,21.61%,-,14.97,-9.93% -3.46%,22.77%,4.71%,4.52%,6.26%,0.16 (0.45%),1.92,405.11%,6.74%,1.63,98.82%,"Feb 27, 2026",1.93,1.75%,12.76%,42.49,1.50,0.00% -,2.52,1377.85%,-5.46%,0.59,45.00,5.43%,0.72,-31.82%,-1.89%,0.97,36.93,3700,0.71,Feb 26 BMO,2.53%,472.28K,35.29,"May 18, 2007",Yes / Yes,81.00% -19.42%,"

","459,442",-4.44%,TRS
TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,NYSE,-,27.05,2.33,0.17%,1.04B,-1.05%,65.73B,22.08,2.86,0.00%,1.04B,5.64%,118.38B,3.41,0.73,74.59%,1.00%,16.65%,2.43B,6.05,6.06%,-6.14%,4.42,21.54%,10.87B,3.60,4.72%,3.16%,10.41M,14.78%,17.55,345.20,6.48%,13.64%,65.57 -3.71%,35.52%,0.18,44.04,67.85% -7.92%,3.91%,43.59 44.86%,78.19%,2.57 (4.08%),17.46,-0.21% 2.60%,49.95%,1.50%,2.04%,48.39%,2.45 (3.88%),10.89,-27.87%,44.15%,1.18,92.71%,"Mar 31, 2026",0.56,-5.97%,22.35%,57.84,2.20,-4.27% 0.08%,0.63,0.93%,-0.24%,0.72,63.73,104.00%,2.22,1.72%,6.57%,1.14,63.14,6668,2.12,Feb 13 BMO,18.43%,2.36M,63.14,"Sep 20, 1982",Yes / Yes,7.86% 2.28%,"

","2,688,904",0.00%,TRP
Tronox Holdings plc,Basic Materials,Chemicals,USA,NYSE,RUT,-,-2.97,27.09%,158.56M,-6.73%,1.08B,-,-0.22,-0.45%,115.60M,-13.61%,4.34B,-,-0.45,71.69%,17.89%,44.16%,-470.00M,0.37,35.34%,-0.53%,5.14,42.65%,2.89B,0.76,77.11%,-7.67%,20.68M,62.83%,8.94,5.10,59.67%,-29.57%,8.80 -22.84%,-2.16%,1.33,-,- -,-10.00%,2.86 137.41%,-51.74%,0.10 (1.48%),20.76,-5.77% 0.87%,7.98%,8.17%,8.75%,-65.13%,0.40 (5.89%),1.50,-875.49%,-3.94%,0.56,17.07%,"Feb 23, 2026",0.67,-5.86%,-16.25%,47.93,2.20,-11.21% 4.56%,2.46,-484.62%,-5.37%,1.12,7.30,-,2.43,7.41%,4.17%,0.64,6.76,5750,2.31,Feb 18 AMC,37.59%,4.02M,6.79,"Dec 01, 2010",Yes / Yes,-31.64% 3.10%,"

","2,572,359",0.44%,TROX
T. Rowe Price Group Inc,Financial,Asset Management,USA,NASD,S&P 500,9.51,9.25,1.92%,218.56M,-4.49%,19.17B,8.69,10.11,-0.18%,213.89M,-9.03%,17.45B,13.37,2.45,85.47%,10.51%,-16.57%,2.04B,2.62,3.00%,4.33%,10.92,-17.56%,7.31B,1.77,1.00%,14.41%,22.48M,-14.13%,49.69,5.67,0.65%,19.21%,118.22 -25.64%,-5.76%,15.49,7.75,11.32% -1.52%,18.07%,77.85 12.92%,-16.30%,5.17 (5.88%),5.83,4.08% 3.34%,78.89%,2.68%,2.37%,-48.61%,5.08 (5.78%),2.39,0.90%,35.40%,2.53,22.91%,"Mar 16, 2026",3.10,3.12%,27.84%,29.56,3.53,1.91% 7.13%,3.10,3.42%,-5.44%,1.56,98.75,54.95%,0.04,6.01%,-11.50%,1.23,89.33,7773,0.04,Feb 04 BMO,-13.61%,2.06M,87.91,"Apr 02, 1986",Yes / Yes,-0.68% 0.31%,"

","2,526,951",-1.59%,TROW
Terreno Realty Corp,Real Estate,REIT - Industrial,USA,NYSE,RUT,15.95,3.89,2.22%,103.57M,-2.48%,6.47B,42.37,1.47,-0.51%,101.86M,-5.03%,7.51B,-,0.32,106.48%,5.58%,1.44%,401.19M,13.58,-65.35%,-0.25%,7.69,8.32%,476.38M,1.55,8.07%,7.90%,5.68M,5.81%,40.03,252.89,-26.26%,10.28%,68.00 -8.65%,-7.08%,0.25,31.04,14.40% 27.38%,7.78%,48.18 28.93%,3.76%,2.14 (3.44%),23.94,19.92% 21.29%,50.32%,2.88%,2.14%,8.77%,2.02 (3.25%),15.76,104.06%,40.32%,1.45,172.12%,"Mar 27, 2026",0.18,24.51%,84.22%,38.39,1.94,4.11% 8.32%,0.18,99.14%,-4.19%,1.14,69.65,42.81%,0.26,32.56%,-1.24%,0.72,62.71,47,0.24,Feb 11,4.44%,739.18K,62.12,"Feb 10, 2010",Yes / Yes,27.15% 0.20%,"

","531,146",-0.94%,TRNO
"Trinity Industries, Inc",Industrials,Railroads,USA,NYSE,RUT,9.56,3.08,1.37%,79.80M,-11.09%,2.35B,13.11,2.25,0.00%,78.74M,-4.44%,7.65B,-,0.34,90.43%,4.03%,6.12%,253.10M,1.09,-36.30%,2.00%,3.88,4.61%,2.16B,2.18,12.50%,3.02%,3.17M,11.54%,13.50,7.28,-,24.37%,35.62 -17.21%,1.65%,4.05,-,57.50% -,4.58%,22.38 31.77%,17.91%,1.18 (4.00%),11.48,2.94% 4.27%,26.67%,3.87%,3.21%,-1.80%,1.21 (4.10%),3.55,87.25%,16.74%,1.07,115.63%,"Apr 15, 2026",0.44,-29.95%,11.73%,32.54,3.00,8.40% 9.18%,0.73,567.02%,-12.26%,1.48,33.50,39.63%,5.15,-2.89%,-3.35%,0.70,30.80,6110,4.13,Feb 12 BMO,5.22%,817.67K,29.49,"Jun 28, 1972",Yes / Yes,1.32% 7.14%,"

","572,790",-4.25%,TRN
Trustmark Corp,Financial,Banks - Regional,USA,NASD,RUT,11.12,3.70,7.31%,59.01M,-3.81%,2.42B,10.12,4.07,-0.19%,54.55M,-6.13%,-,-,0.88,75.68%,2.71%,4.87%,224.13M,2.20,2.88%,0.11%,4.12,2.59%,1.10B,1.14,6.83%,1.20%,1.48M,5.67%,35.95,-,-,10.98%,45.43 -9.40%,22.57%,-,9.59,46.80% 8.05%,8.87%,29.77 38.26%,54.04%,0.98 (2.39%),-,12.67% 11.03%,-,3.39%,3.03%,15.94%,0.97 (2.36%),-,4530.27%,24.18%,1.35,75.97%,"Feb 27, 2026",-,14.18%,20.39%,37.95,2.33,1.43% 0.85%,0.05,5.21%,-4.83%,0.66,45.20,25.93%,0.51,-4.77%,-2.52%,0.81,41.22,2543,0.19,Jan 27 AMC,4.80%,359.90K,41.16,"Mar 17, 1980",Yes / Yes,6.39% 1.36%,"

","291,618",-0.15%,TRMK
Torm Plc,Energy,Oil & Gas Midstream,United Kingdom,NASD,-,8.68,2.84,40.08%,101.33M,-15.01%,2.51B,13.75,1.79,0.00%,61.08M,-2.42%,3.35B,-,1.24,43.59%,0.78%,19.21%,285.30M,1.87,17.13%,1.70%,0.70,9.37%,1.34B,1.13,-47.43%,8.35%,0.47M,25.84%,21.74,15.36,-,13.34%,31.76 -22.42%,39.84%,1.60,13.07,-25.13% 19.63%,9.78%,13.60 81.18%,-24.16%,3.21 (13.01%),6.07,-2.46% 12.44%,33.66%,3.50%,3.26%,168.70%,2.12 (8.60%),2.50,-55.97%,25.17%,1.12,-,"Mar 12, 2026",1.16,-14.10%,21.30%,37.16,2.00,-23.53% 20.35%,1.33,9.52%,-11.77%,-0.04,30.25,71.48%,0.46,15.46%,-1.22%,3.20,27.23,481,0.32,Feb 26 BMO,15.58%,673.00K,24.64,"Feb 23, 2018",Yes / Yes,4.72% 6.28%,"

","2,152,465",-9.51%,TRMD
Trimble Inc,Technology,Scientific & Technical Instruments,USA,NASD,S&P 500,37.59,1.76,0.36%,236.00M,-6.10%,15.48B,16.36,4.04,-6.84%,233.09M,-3.95%,16.79B,1.03,0.72,99.14%,2.12%,-18.76%,424.00M,4.31,13.40%,-2.15%,2.53,-17.47%,3.59B,2.68,13.93%,4.51%,4.95M,-15.56%,24.73,63.33,15.83%,7.32%,87.50 -24.39%,-1.78%,1.04,42.88,-0.78% 2.58%,5.75%,52.91 25.04%,37.03%,-,20.23,-0.81% 2.65%,66.10%,3.49%,3.30%,-10.44%,-,4.68,-71.05%,17.57%,2.24,166.45%,-,0.96,-2.61%,11.82%,40.76,1.31,- -,1.09,79.69%,-2.39%,1.56,91.00,0.00%,0.27,-1.38%,-6.68%,1.11,67.60,11500,0.26,Feb 10 BMO,-14.35%,1.96M,66.16,"Jul 20, 1990",Yes / Yes,4.11% 2.08%,"

","2,169,060",-2.13%,TRMB
TripAdvisor Inc,Consumer Cyclical,Travel Services,USA,NASD,RUT,31.18,0.30,7.49%,114.47M,-11.14%,1.07B,5.41,1.73,-0.45%,106.16M,-27.28%,1.29B,0.24,-0.05,108.91%,28.48%,-38.58%,40.00M,0.57,18.04%,-1.58%,9.52,-47.47%,1.89B,1.66,15.13%,1.54%,30.23M,-35.92%,5.63,1.03,22.34%,5.04%,20.16 -53.72%,-32.15%,9.02,6.57,31.62% -,2.62%,9.46 -1.38%,-52.42%,-,6.11,8.22% 25.64%,57.17%,5.73%,6.56%,-84.40%,-,0.68,890.32%,6.27%,0.61,-83.53%,"Nov 19, 2019",1.29,3.05%,2.12%,30.41,3.00,- -,1.29,-4847.83%,-8.48%,0.95,13.75,0.00%,1.94,0.00%,-23.90%,1.04,9.83,2590,1.37,Feb 12 BMO,-37.87%,3.17M,9.33,"Dec 07, 2011",Yes / Yes,-72.66% -0.33%,"

","3,302,430",-5.09%,TRIP
Trinity Capital Inc,Financial,Asset Management,USA,NASD,-,7.49,1.96,4.41%,81.52M,-2.26%,1.22B,7.09,2.07,0.84%,79.51M,-8.98%,2.51B,-,0.52,25.07%,6.08%,-3.16%,135.61M,5.26,-0.43%,-,3.55,-8.81%,232.25M,1.09,0.09%,6.37%,4.84M,0.27%,13.42,63.94,-3.49%,14.15%,17.20 -14.60%,-7.08%,0.23,10.72,- -,5.66%,12.50 17.52%,19.32%,2.04 (13.89%),11.60,9.20% 38.51%,100.00%,1.78%,2.56%,4.94%,2.38 (16.20%),10.79,-8.61%,93.07%,0.37,-,"Mar 13, 2026",0.43,1.67%,58.39%,36.92,1.60,5.65% -,0.43,-30.52%,-2.56%,0.61,16.75,104.23%,1.19,-37.36%,-6.26%,0.94,14.80,106,1.19,Feb 25 BMO,-3.52%,1.36M,14.69,"Jan 29, 2021",Yes / Yes,0.72% 3.68%,"

","1,275,215",-0.74%,TRIN
Thomson-Reuters Corp,Industrials,Specialty Business Services,Canada,NASD,NDX,29.80,3.33,69.83%,444.96M,-9.28%,44.16B,19.80,5.01,0.00%,134.19M,9.27%,46.13B,1.53,1.19,22.12%,9.84%,-22.83%,1.50B,5.91,12.40%,0.81%,5.32,-41.77%,7.48B,3.74,13.79%,8.15%,13.21M,-24.73%,26.53,85.26,12.91%,12.40%,218.42 -54.55%,-41.95%,1.16,21.85,6.55% 8.16%,11.15%,79.71 24.55%,-17.11%,2.58 (2.60%),15.82,4.10% 4.55%,26.57%,5.70%,5.80%,13.16%,2.44 (2.46%),6.17,-31.93%,26.57%,5.70,161.25%,"Feb 17, 2026",0.60,3.00%,20.04%,46.80,1.50,10.53% 9.47%,0.61,-42.88%,3.15%,0.81,134.18,71.52%,0.20,5.24%,-8.13%,0.86,103.11,27100,0.13,Feb 05 BMO,-35.37%,2.48M,99.28,"Jun 12, 2002",Yes / Yes,0.68% 0.47%,"

","2,135,504",-3.71%,TRI
Targa Resources Corp,Energy,Oil & Gas Midstream,USA,NYSE,S&P 500,27.98,8.51,1.65%,214.66M,-0.36%,51.19B,20.95,11.37,-3.56%,211.41M,9.72%,68.52B,1.35,2.48,94.82%,2.14%,29.65%,1.84B,2.98,17.50%,1.56%,3.13,45.74%,17.19B,16.66,13.24%,7.33%,4.53M,29.08%,14.29,159.58,15.54%,65.06%,250.00 -4.74%,27.33%,1.49,87.64,29.82% -,9.29%,144.14 65.23%,223.81%,5.00 (2.10%),13.67,-7.45% 15.75%,22.50%,2.46%,3.07%,584.96%,4.00 (1.68%),3.99,47.83%,20.36%,6.66,740.37%,"Jan 30, 2026",0.55,3.38%,10.71%,66.45,1.54,38.88% 25.39%,0.67,74.06%,2.32%,0.86,244.40,44.17%,5.71,-9.22%,14.10%,1.01,236.52,3570,5.46,Feb 19 BMO,34.12%,1.45M,238.16,"Dec 07, 2010",Yes / Yes,10.48% -14.25%,"

","1,463,182",0.69%,TRGP
"TREX Co., Inc",Industrials,Building Products & Equipment,USA,NYSE,-,21.04,1.77,0.72%,105.74M,-3.69%,3.95B,20.28,1.84,3.74%,104.97M,-15.98%,4.13B,3.48,0.51,100.42%,8.14%,9.50%,190.41M,3.36,-12.46%,-7.46%,4.30,-37.77%,1.17B,3.82,11.90%,13.36%,8.54M,6.44%,9.78,1036.28,5.83%,20.21%,68.78 -45.71%,-32.13%,0.04,29.35,2.52% 3.31%,17.70%,29.77 25.43%,-23.51%,-,12.87,2.02% 5.92%,39.17%,4.10%,4.34%,-61.17%,-,3.52,-14.85%,21.97%,1.72,249.95%,-,0.29,1.98%,16.22%,33.13,2.18,- -,1.24,-76.29%,-7.47%,1.61,48.70,0.00%,0.18,-3.88%,-8.77%,1.46,38.16,1839,0.04,Feb 24 AMC,-23.77%,1.99M,37.34,"Apr 08, 1999",Yes / Yes,361.44% 11.57%,"

","2,892,961",-2.15%,TREX
"Tootsie Roll Industries, Inc",Consumer Defensive,Confectioners,USA,NYSE,RUT,31.01,1.33,76.67%,42.96M,-0.17%,2.88B,-,-,0.00%,17.54M,7.34%,2.72B,-,-,18.03%,14.43%,14.50%,100.05M,3.93,-,-,19.08,7.88%,732.52M,3.30,-,8.33%,2.53M,16.19%,12.54,16.27,-,11.05%,43.11 -4.15%,35.41%,2.54,29.89,10.77% 12.40%,10.50%,28.28 46.10%,6.39%,-,22.30,2.16% 9.23%,35.53%,3.63%,3.36%,36.55%,0.35 (0.84%),3.71,16.13%,14.03%,1.30,66.96%,"Mar 05, 2026",2.50,1.29%,13.66%,57.81,-,3.03% 3.13%,3.27,28.56%,0.66%,0.51,-,26.04%,0.01,1.50%,7.81%,0.92,40.98,2100,0.01,-,10.31%,132.63K,41.32,"Jan 01, 1919",Yes / Yes,- -,"

","122,178",0.83%,TR
