Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1080.08B,1118.17B,25.27B,72.25B,33.07,5.61,6.97 (0.61%),6.46 (0.56%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",41.28,25.37,0.87,14.95,34.68,204.48,91.36,30.88,15.48,1.10,1.50,1.39,1.26,Yes / Yes,27.78,45.20,6.04,45.86%,28.01%,29.14%,49.25% 27.59%,31.69% 21.58%,130.02%,47.44%,169.45%,55.55%,Aug 05 BMO,22.64% 11.11%,10.05%,-0.02%,75.71%,-0.66%,24.54%,107.64%,35.82%,82.83%,47.30%,34.98%,-2.56%,3.08%,13.65%,"

",943.50M,847.09M,1.10%,2.88,9.35M,1249.45 -8.21%,623.78 83.86%,3.14%,3.29%,38.45,47.94,0.51,0.81,3.25M,"2,644,411",-2.96%,3.14%,23.72%,11.03%,6.72%,48.62%,147.27%,388.00%,1328.62%,1.61,1306.96,1179.11,1146.90,-2.73%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",977.44B,957.77B,50.47B,90.27B,89.22,23.06,0.58 (0.07%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",19.59,5.61,0.03,10.83,9.70,37.52,37.35,14.01,10.61,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.18,31.16,782.73%,110.70%,172.07%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.44%,-5.79%,79.17%,-0.59%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,-14.31%,-7.70%,77.87%,"

",1.13B,1.12B,2.82%,0.61,31.67M,1255.00 -31.04%,103.38 737.16%,7.93%,7.06%,83.17,42.50,2.20,0.73,51.79M,"37,705,237",-7.64%,-17.04%,90.18%,157.10%,203.23%,656.59%,1237.86%,1047.98%,6268.36%,1.32,1570.27,848.95,865.46,1.94%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",908.01B,-,63.63B,297.42B,133.01,-,6.40 (1.89%),6.00 (1.77%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",14.52,13.59,1.30,3.05,2.55,-,6.12,-,-,-,1.37,3.30,1.23,Yes / Yes,23.34,24.93,5.75,22.04%,2.03%,10.43%,18.32% 17.66%,21.00% 17.27%,19.76%,8.17%,47.08%,18.09%,Jul 14 BMO,37.84% 13.06%,0.45%,-2.95%,76.24%,-0.38%,1.35%,17.71%,7.76%,-,28.36%,21.39%,0.92%,6.33%,9.35%,"

",2.68B,2.67B,1.01%,2.88,26.87M,351.24 -3.52%,279.10 21.42%,3.14%,2.33%,7.91,57.71,0.98,0.83,9.33M,"7,723,288",1.30%,1.62%,9.21%,9.57%,5.17%,16.34%,117.02%,126.35%,430.06%,2.07,372.26,341.10,338.87,-0.65%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",892.90B,962.99B,22.74B,725.30B,11.85,1.35,1.00 (0.89%),0.97 (0.86%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",39.53,34.19,2.97,1.23,9.47,83.22,71.14,21.48,1.33,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.28,0.74,9.95%,13.05%,11.51%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,May 21 BMO,0.18% 1.66%,44.96%,-0.53%,37.00%,-0.46%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,-1.55%,-5.94%,-4.60%,"

",7.96B,4.38B,1.92%,3.81,83.88M,135.15 -16.98%,94.43 18.82%,2.45%,2.20%,2.82,41.88,0.60,0.81,22.03M,"17,738,930",-2.25%,-5.02%,-12.00%,-5.87%,0.71%,18.04%,113.74%,137.26%,356.16%,1.51,140.11,114.24,112.20,-1.79%,WMT
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1095.10B,1073.92B,52.12B,92.06B,15.14,4.90,0.80 (0.53%),-,-,- -,-,34549,"Jul 10, 2026",20.63,4.83,0.05,11.90,9.98,30.85,37.73,16.85,11.67,2.22,2.62,0.13,0.09,Yes / Yes,7.33,31.28,4.59,430.66%,47.22%,102.72%,159.13% 49.26%,25.56% 20.38%,176.85%,79.67%,391.93%,195.26%,Apr 22 AMC,50.27% 4.56%,-,-,-,-37.86%,45.38%,64.12%,44.42%,67.52%,58.30%,56.61%,-7.85%,-7.85%,-7.85%,"

",7.08B,-,-,-,-,194.80 -22.40%,145.57 3.84%,13.17%,-,22.57,-,-,0.51,74.02M,"37,817,454",-0.78%,-,-,-,-11.08%,-,-,-,-,1.22,233.92,154.03,151.16,-1.86%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",821.12B,812.63B,5.01B,37.45B,39.55,7.58,-,-,-,- -,0.00%,31000,"Oct 15, 1979",165.27,37.17,0.58,21.92,12.73,66.44,95.77,109.52,21.70,1.96,2.72,0.06,0.05,Yes / Yes,3.05,13.55,1.61,79.56%,80.92%,64.57%,46.65% 5.13%,13.64% 28.82%,123.87%,34.97%,92.25%,37.85%,Aug 04 AMC,6.24% 3.57%,0.48%,-7.70%,69.47%,0.31%,6.52%,8.06%,7.43%,47.09%,11.75%,13.37%,-5.22%,0.57%,68.76%,"

",1.63B,1.62B,2.56%,1.16,41.58M,584.73 -13.88%,149.22 237.47%,6.82%,5.90%,36.92,47.60,2.48,0.66,35.76M,"23,440,720",-5.77%,-1.74%,80.89%,120.94%,135.14%,220.77%,356.75%,478.09%,9208.13%,1.52,546.82,495.76,503.57,1.58%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",679.36B,687.94B,22.04B,43.03B,18.64,8.45,2.72 (0.75%),2.60 (0.72%),"May 12, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.70,24.17,1.77,15.79,19.34,42.67,32.07,22.76,15.99,1.09,1.09,0.67,0.63,Yes / Yes,11.37,14.92,3.23,14.64%,13.44%,13.69%,13.82% 16.47%,10.92% 12.86%,13.59%,14.37%,35.82%,17.05%,Jul 28 AMC,6.79% 4.46%,12.11%,-0.03%,80.87%,-1.20%,23.45%,59.80%,37.94%,78.28%,67.24%,51.21%,3.62%,7.98%,9.36%,"

",1.66B,1.66B,1.25%,2.46,20.68M,365.14 -1.25%,293.89 22.69%,2.25%,2.30%,8.20,63.57,0.74,0.91,8.41M,"7,617,251",0.79%,9.14%,13.74%,10.01%,2.81%,3.30%,50.48%,48.57%,354.35%,1.33,404.92,358.56,360.57,0.56%,V
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,670.25B,663.85B,12.41B,41.20B,64.74,22.49,10.46 (0.60%),8.79 (0.51%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",54.14,29.69,0.83,16.27,26.86,77.33,59.18,42.02,16.11,0.80,1.33,0.09,0.09,Yes / Yes,32.12,58.57,11.74,45.54%,36.25%,35.96%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,18.71%,-19.78%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-3.71%,0.97%,27.78%,"

",385.42M,385.25M,0.29%,0.58,1.13M,1999.96 -13.05%,683.48 154.44%,4.31%,3.88%,86.71,47.40,1.79,0.85,1.94M,"1,639,049",0.75%,-6.90%,19.13%,30.60%,62.55%,136.74%,157.20%,154.22%,1507.82%,1.48,2310.86,1747.58,1739.02,-0.49%,ASML
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,614.87B,660.71B,25.31B,329.32B,61.37,2.04,4.15 (2.80%),4.08 (2.75%),"May 15, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",25.04,14.02,0.88,1.87,2.42,72.90,32.72,11.04,2.01,0.77,1.04,0.19,0.13,Yes / Yes,5.93,10.59,3.60,58.35%,-4.37%,15.95%,-20.34% -,-6.83% 12.70%,-21.84%,-3.07%,-43.57%,7.31%,Jul 31 BMO,17.91% 4.94%,0.23%,-63.54%,69.24%,0.26%,5.53%,9.79%,8.80%,20.92%,9.95%,7.69%,5.72%,1.62%,8.10%,"

",4.14B,4.13B,0.91%,2.23,37.81M,176.41 -15.90%,105.53 40.59%,1.82%,1.84%,3.34,61.05,0.16,0.72,16.96M,"12,149,262",2.66%,5.41%,1.31%,14.89%,23.28%,37.66%,43.47%,165.12%,57.95%,2.29,167.19,147.36,148.36,0.68%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",598.96B,631.90B,21.04B,97.93B,33.73,9.16,5.38 (2.16%),5.24 (2.11%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",28.84,19.33,1.95,6.12,7.38,27.16,33.68,18.78,6.45,0.77,1.03,0.68,0.46,Yes / Yes,8.63,12.87,3.05,8.13%,10.31%,9.91%,17.88% 14.90%,5.56% 2.67%,-3.56%,8.06%,-0.92%,6.61%,Jul 15 BMO,1.59% 0.99%,0.14%,-9.41%,77.33%,0.32%,10.66%,26.42%,17.72%,75.08%,26.79%,21.48%,-1.59%,4.05%,11.46%,"

",2.41B,2.40B,1.11%,3.23,26.58M,269.43 -7.65%,162.78 52.86%,2.54%,2.32%,6.16,50.08,0.23,0.98,8.24M,"8,114,673",-3.47%,6.24%,6.25%,13.32%,20.23%,52.00%,47.77%,47.71%,98.83%,1.81,275.14,253.04,248.82,-1.67%,JNJ
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,483.71B,493.90B,15.57B,34.01B,7.57,9.93,3.48 (0.63%),3.37 (0.62%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.68,23.98,1.51,14.22,72.27,55.15,27.86,23.09,14.52,0.98,0.98,2.82,2.56,Yes / Yes,17.28,22.83,4.76,15.71%,15.98%,15.92%,17.34% 20.99%,13.90% 16.50%,21.18%,17.06%,21.14%,16.20%,Jul 30 BMO,4.37% 1.68%,8.42%,-0.05%,83.29%,-1.08%,30.86%,232.56%,65.06%,96.57%,59.46%,45.78%,5.00%,8.57%,3.52%,"

",880.00M,809.18M,0.96%,2.05,7.75M,601.77 -9.03%,464.52 17.85%,2.13%,2.34%,12.32,65.38,0.72,0.68,3.79M,"2,572,570",1.81%,11.04%,5.01%,0.88%,-4.11%,-0.94%,37.53%,46.22%,486.75%,1.30,644.59,543.60,547.44,0.71%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",487.82B,513.66B,-3.17B,53.76B,22.18,6.52,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,60.06,0.74,9.07,4.38,14.88,-,38.07,9.55,1.85,2.31,0.40,0.39,Yes / Yes,-0.63,1.62,0.22,160.69%,47.59%,80.72%,- -,-5.71% -7.46%,86.07%,1.36%,-288.04%,7.18%,Jul 23 AMC,1426.32% 9.33%,14.71%,-0.01%,62.16%,3.10%,-1.60%,-3.01%,-2.06%,35.90%,2.47%,-5.90%,-17.50%,-17.00%,50.51%,"

",5.02B,4.29B,2.98%,0.95,127.79M,142.35 -31.82%,18.97 411.78%,7.25%,6.90%,8.97,38.01,2.24,0.67,134.29M,"89,741,378",-5.88%,-19.85%,41.69%,100.87%,163.04%,320.17%,190.86%,75.71%,171.95%,2.52,113.29,95.04,97.06,2.13%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,447.67B,511.18B,3.60B,62.82B,-3.77,5.32,6.82 (2.69%),6.83 (2.70%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",124.97,15.41,0.69,7.13,-,47.67,22.41,17.51,8.14,0.68,0.80,-,-,Yes / Yes,2.03,16.44,3.60,40.46%,17.08%,22.42%,-29.11% -2.81%,1.75% 5.95%,-13.63%,9.50%,-46.38%,12.43%,Jul 31 BMO,2.25% 1.93%,0.12%,-2.14%,77.44%,0.56%,2.64%,15221.82%,6.21%,70.58%,33.58%,5.72%,1.89%,10.61%,13.32%,"

",1.77B,1.76B,1.24%,3.06,21.90M,261.64 -3.16%,184.63 37.24%,2.36%,2.74%,6.39,62.74,0.28,0.61,7.15M,"4,332,806",2.17%,14.53%,21.60%,16.90%,10.89%,33.88%,78.20%,118.34%,299.59%,1.66,267.80,254.49,253.38,-0.44%,ABBV
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",436.32B,452.68B,12.23B,60.75B,12.40,4.22,1.66 (1.50%),1.66 (1.50%),"Jul 06, 2026",2.60% 2.67%,63.62%,86200,"Feb 16, 1990",36.09,23.13,2.02,7.18,8.93,26.22,37.01,26.50,7.45,0.81,0.92,0.68,0.42,Yes / Yes,3.07,4.79,1.17,12.23%,11.95%,11.44%,-3.32% -0.69%,3.19% 2.82%,25.97%,9.21%,36.10%,11.96%,Aug 12 AMC,2.43% 1.82%,0.24%,-1.27%,81.02%,2.15%,9.97%,25.80%,17.59%,63.53%,23.94%,20.13%,-4.55%,-4.84%,26.53%,"

",3.94B,3.93B,1.37%,2.14,53.80M,130.37 -15.08%,65.75 68.37%,3.87%,3.22%,4.03,42.80,1.01,0.63,25.15M,"15,821,212",-7.17%,-5.65%,28.35%,47.11%,43.71%,62.67%,111.38%,106.61%,261.41%,1.90,132.40,111.94,110.70,-1.11%,CSCO
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,428.78B,-,32.26B,194.43B,39.34,-,1.19 (1.97%),1.12 (1.85%),"Jun 05, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",13.90,11.55,0.75,2.21,1.54,-,6.64,-,-,-,1.05,2.43,1.13,Yes / Yes,4.35,5.23,1.18,21.29%,13.16%,15.50%,6.17% 15.28%,18.12% 15.40%,27.92%,-2.06%,35.65%,-1.14%,Jul 14 BMO,7.19% 2.54%,0.29%,-2.92%,78.34%,-2.22%,0.97%,11.25%,5.27%,-,21.31%,16.59%,2.16%,9.34%,13.92%,"

",7.10B,7.08B,1.28%,2.54,90.91M,62.12 -2.73%,44.75 35.02%,2.35%,1.95%,1.25,63.13,1.17,0.86,35.77M,"30,741,104",1.55%,6.88%,12.08%,14.89%,9.85%,27.68%,90.66%,60.31%,319.58%,1.52,67.57,61.27,60.42,-1.39%,BAC
