Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Woori Financial Group Inc ADR,Financial,Banks - Regional,South Korea,Large,NYSE,-,15.11B,-,2.10B,20.41B,91.90,-,3.00 (4.82%),2.82 (4.54%),"May 11, 2026",5.41% 28.22%,29.54%,-,"Sep 29, 2003",7.23,6.45,1.04,0.74,0.68,-,1.86,-,-,-,0.73,2.71,1.25,No / Yes,8.61,9.65,2.40,1.22%,10.86%,6.20%,-4.20% 14.07%,12.15% 14.27%,8.29%,7.90%,-1.78%,14.92%,Apr 24 BMO,-30.43% -2.74%,0.00%,-,3.37%,-69.02%,0.55%,9.77%,4.18%,-,12.61%,10.29%,2.71%,0.79%,-0.40%,"

",243.66M,242.68M,0.15%,2.08,0.36M,84.71 -26.51%,48.83 27.48%,1.76%,2.15%,1.78,52.00,1.05,0.71,172.90K,"121,930",-1.61%,-0.89%,-16.24%,7.83%,5.89%,15.21%,125.38%,109.17%,130.77%,1.25,85.45,62.45,62.25,-0.32%,WF
TransUnion,Financial,Financial Data & Stock Exchanges,USA,Large,NYSE,-,15.23B,20.35B,704.50M,4.73B,24.66,3.80,0.51 (0.65%),0.48 (0.61%),"May 27, 2026",4.77% 8.92%,19.86%,13500,"Jun 25, 2015",21.91,14.19,0.95,3.22,3.20,20.78,21.89,16.17,4.30,1.93,1.93,1.20,1.15,Yes / Yes,3.61,5.57,1.16,11.14%,16.47%,15.02%,20.09% 5.34%,7.25% 12.58%,93.17%,10.99%,172.01%,13.69%,Jul 28 BMO,6.60% 2.96%,0.82%,-3.03%,115.97%,4.65%,6.13%,15.42%,6.90%,46.38%,14.18%,14.91%,6.23%,10.95%,3.40%,"

",192.80M,191.22M,5.31%,4.22,10.16M,99.39 -20.51%,63.37 24.68%,3.55%,3.58%,2.84,62.20,1.52,0.69,2.41M,"1,673,401",3.67%,22.61%,0.97%,-7.33%,-7.86%,-15.60%,-1.16%,-31.55%,123.63%,1.52,90.64,79.85,79.01,-1.05%,TRU
Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,Large,NASD,-,15.08B,14.57B,460.40M,2.68B,21.00,22.85,-,-,-,- -,0.00%,6200,"Aug 11, 2016",33.21,28.49,2.69,5.63,25.14,23.10,21.21,24.65,5.44,0.85,0.85,0.24,0.20,Yes / Yes,15.90,18.53,3.98,11.05%,9.22%,10.58%,28.02% 31.79%,20.12% 22.27%,20.19%,24.19%,16.43%,26.50%,Jul 22 AMC,9.17% 1.29%,19.45%,-0.86%,85.07%,-0.76%,22.87%,77.25%,63.89%,28.02%,21.02%,17.19%,-0.11%,10.74%,2.32%,"

",28.49M,23.00M,9.24%,5.85,2.13M,628.92 -16.06%,306.70 72.13%,2.68%,3.52%,17.24,56.36,1.15,0.78,363.40K,"283,507",-0.43%,15.50%,1.41%,-14.58%,-6.00%,69.28%,113.82%,187.62%,-,2.73,485.36,537.73,527.93,-1.82%,MEDP
Jones Lang Lasalle Inc,Real Estate,Real Estate Services,USA,Large,NYSE,-,15.12B,18.71B,895.80M,26.76B,157.80,10.92,-,-,"Nov 14, 2019",- -,0.00%,113200,"Jul 17, 1997",17.52,12.40,0.75,0.57,2.07,29.85,14.71,12.62,0.70,1.12,1.12,0.54,0.26,Yes / Yes,18.60,26.29,4.54,22.84%,13.86%,16.50%,7.32% 16.32%,7.77% 9.50%,68.38%,11.23%,190.98%,11.14%,Jul 30 BMO,14.07% 6.46%,1.03%,-1.81%,94.97%,0.19%,5.19%,12.66%,9.76%,99.11%,4.65%,3.35%,2.29%,6.41%,3.04%,"

",46.30M,45.92M,2.31%,2.61,1.06M,363.06 -10.22%,251.54 29.58%,3.72%,3.07%,10.33,56.57,1.25,1.04,406.20K,"421,054",1.24%,9.26%,-5.91%,-7.93%,-3.13%,28.69%,92.35%,67.37%,207.61%,1.71,398.78,330.67,325.94,-1.43%,JLL
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,Large,NYSE,-,15.34B,16.90B,946.00M,12.09B,15.48,4.09,1.14 (2.59%),1.06 (2.41%),"May 27, 2026",25.99% 31.95%,38.34%,290000,"Oct 17, 2016",16.90,13.58,1.09,1.27,2.84,10.73,16.27,8.61,1.40,0.83,1.01,0.43,0.34,Yes / Yes,2.60,3.23,0.67,15.50%,11.57%,12.48%,34.03% 4.49%,7.23% 7.38%,8.73%,6.72%,13.00%,9.73%,Jul 30 BMO,1.91% 1.82%,4.02%,-0.99%,70.07%,3.82%,8.66%,16.87%,12.99%,17.23%,12.43%,7.83%,4.07%,0.83%,-7.39%,"

",351.00M,335.10M,1.37%,2.82,4.61M,58.39 -24.76%,40.15 9.41%,2.22%,1.83%,1.02,56.51,0.09,0.72,1.63M,"1,169,313",0.07%,1.50%,-9.52%,-8.84%,-7.98%,-6.19%,-24.94%,-32.04%,-,1.26,59.71,43.87,43.93,0.14%,YUMC
Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,Large,NYSE,-,14.79B,21.22B,521.40M,7.67B,14.97,0.53,0.68 (0.97%),0.64 (0.91%),"May 21, 2026",14.47% -,32.68%,20000,"Dec 18, 2003",28.67,18.04,0.83,1.93,4.70,133.47,20.07,16.32,2.77,0.38,0.78,2.08,1.91,Yes / Yes,2.45,3.90,0.57,16.48%,23.89%,21.82%,-4.01% -9.69%,14.93% 8.68%,54.97%,43.53%,388.63%,12.26%,Aug 06 BMO,2.73% -1.62%,3.58%,-0.09%,101.54%,0.77%,4.56%,17.71%,5.69%,44.45%,13.51%,6.79%,-6.42%,-1.36%,-14.23%,"

",210.30M,202.84M,7.97%,5.54,16.16M,98.56 -28.67%,60.39 16.41%,4.24%,3.63%,3.01,41.80,1.19,0.68,2.92M,"1,984,712",-2.03%,-5.09%,-17.30%,-24.40%,-21.26%,-4.12%,53.33%,77.84%,366.10%,1.36,97.25,72.73,70.30,-3.34%,SGI
LATAM Airlines Group SA ADR,Industrials,Airlines,Chile,Large,NYSE,-,14.86B,20.62B,1.68B,14.97B,6.73,9.11,1.15 (2.22%),1.53 (2.96%),"May 08, 2026",- -,19.35%,41125,"Nov 07, 1997",9.10,7.82,0.83,0.99,7.69,5.68,8.49,4.65,1.38,0.59,0.66,4.34,3.90,Yes / Yes,5.69,6.62,0.41,-0.61%,34.41%,9.40%,-43.77% -,14.83% 29.28%,62.18%,16.19%,68.00%,20.79%,May 05 AMC,74.00% 4.88%,0.00%,-,25.40%,0.00%,9.71%,116.38%,17.72%,29.29%,17.34%,11.20%,-7.26%,-1.92%,-0.33%,"

",287.11M,287.11M,1.19%,4.03,3.41M,70.42 -26.53%,40.52 27.69%,3.59%,3.33%,2.07,41.74,3.66,0.87,845.45K,"735,668",-2.98%,-5.13%,-7.04%,-12.13%,-4.20%,25.40%,-96.39%,-98.96%,-99.70%,1.08,69.77,52.56,51.74,-1.56%,LTM
Camden Property Trust,Real Estate,REIT - Residential,USA,Large,NYSE,S&P 500,15.26B,19.48B,387.25M,1.58B,38.75,0.96,4.24 (3.76%),4.22 (3.74%),"Jun 30, 2026",3.76% 4.81%,118.71%,1640,"Jul 22, 1993",31.53,93.43,-,9.64,2.91,117.13,41.19,21.64,12.30,0.16,0.16,1.06,0.75,Yes / Yes,3.58,1.21,0.31,-68.29%,7.62%,-24.22%,-16.30% 23.26%,3.51% 8.46%,230.03%,1.45%,13.21%,-0.48%,Jul 30 AMC,42.15% 2.27%,2.70%,-0.88%,107.57%,-0.98%,4.29%,8.96%,5.51%,22.96%,18.21%,24.45%,-0.96%,2.01%,6.38%,"

",103.98M,97.81M,5.80%,4.86,5.68M,119.81 -5.80%,96.53 16.92%,2.06%,1.82%,2.29,49.83,0.78,0.67,1.17M,"782,984",-1.16%,3.21%,9.15%,4.16%,2.53%,-0.94%,2.44%,-19.09%,40.42%,2.67,115.35,112.97,112.86,-0.10%,CPT
Pinnacle Financial Partners Inc,Financial,Banks - Regional,USA,Large,NYSE,-,15.02B,-,625.06M,4.20B,91.48,-,2.00 (2.01%),1.48 (1.49%),"May 01, 2026",2.94% 8.45%,11.90%,3709,"Aug 22, 2000",13.77,8.53,0.51,3.57,1.09,-,8.96,-,-,-,0.08,0.41,0.39,Yes / Yes,7.22,11.65,2.46,22.03%,14.09%,16.89%,4.03% 14.90%,24.62% 20.59%,16.82%,39.90%,-49.79%,136.95%,Jul 22 AMC,2.82% 2.40%,1.46%,0.05%,84.98%,60.90%,0.74%,6.16%,3.20%,-,22.29%,14.87%,-0.36%,1.86%,5.69%,"

",151.00M,148.90M,4.11%,4.74,6.12M,119.85 -17.06%,81.08 22.59%,2.42%,2.41%,2.55,50.66,1.03,0.74,1.29M,"960,244",-0.74%,4.00%,2.41%,1.79%,4.18%,-15.07%,40.12%,13.87%,85.48%,1.57,117.14,101.05,99.40,-1.63%,PNFP
Rentokil Initial Plc ADR,Industrials,Specialty Business Services,United Kingdom,Large,NYSE,-,15.14B,18.95B,470.56M,6.92B,10.92,4.61,0.66 (2.19%),0.62 (2.06%),"Apr 10, 2026",12.90% 10.38%,62.78%,63388,"Nov 18, 1996",32.44,18.57,1.69,2.19,2.76,6.52,19.77,11.60,2.74,1.07,1.16,1.12,0.83,Yes / Yes,0.93,1.62,0.66,11.65%,12.55%,10.97%,9.35% 7.73%,14.81% 14.12%,20.26%,-0.33%,95.07%,0.19%,Mar 05 BMO,-7.14% -0.28%,0.03%,0.00%,14.59%,-67.96%,2.10%,5.39%,4.68%,13.68%,13.68%,6.80%,2.07%,-0.80%,-0.57%,"

",503.25M,502.79M,0.44%,2.54,2.23M,34.67 -13.14%,22.77 32.24%,1.60%,1.45%,0.54,52.60,0.95,1.31,877.42K,"1,146,814",1.76%,3.76%,-11.10%,-3.59%,2.21%,26.35%,-25.69%,-16.80%,112.04%,1.74,35.56,30.39,30.11,-0.92%,RTO
DaVita Inc,Healthcare,Medical Care Facilities,USA,Large,NYSE,S&P 500,15.03B,29.31B,756.42M,13.84B,-11.41,11.66,1.67 (0.71%),-,-,- -,0.00%,78000,"Oct 31, 1995",22.47,13.51,0.64,1.09,-,20.07,10.07,10.59,2.12,1.37,1.42,-,-,Yes / Yes,10.42,17.33,3.88,38.03%,16.48%,21.14%,18.56% 8.29%,5.53% 3.39%,2.79%,6.68%,43.08%,5.96%,May 05 AMC,23.18% 1.76%,2.07%,-69.67%,96.95%,-3.83%,4.37%,635.30%,6.35%,27.27%,14.82%,5.47%,3.20%,11.61%,54.25%,"

",66.19M,62.87M,7.22%,5.24,4.54M,239.64 -2.31%,101.00 131.78%,2.56%,2.79%,6.25,67.30,0.88,0.58,865.69K,"505,200",-0.63%,11.17%,58.27%,121.18%,106.06%,65.84%,121.92%,96.05%,201.60%,2.89,217.33,236.97,234.10,-1.21%,DVA
Wise Group Plc,Technology,Information Technology Services,United Kingdom,Large,NASD,-,14.93B,13.20B,504.51M,2.45B,1.93,1.77,-,-,-,- -,0.00%,8000,"Jul 08, 2021",25.66,18.61,1.02,6.08,6.43,7.00,18.99,19.21,5.38,1.08,1.08,0.21,0.20,Yes / Yes,0.48,0.67,0.15,19.42%,15.10%,18.19%,52.18% 64.51%,31.15% 37.31%,-7.61%,12.24%,-9.11%,12.29%,Jul 16 AMC,7.07% -2.73%,22.46%,-0.04%,12.77%,-4.55%,1.94%,28.81%,21.79%,71.48%,26.43%,20.56%,0.46%,1.08%,-0.37%,"

",1.00B,775.64M,0.51%,3.50,3.93M,17.47 -29.08%,10.36 19.59%,2.95%,2.94%,0.45,50.44,1.32,0.72,1.12M,"805,341",-4.69%,10.92%,-12.25%,11.62%,5.81%,-12.75%,28.86%,-6.49%,-,1.58,16.54,12.62,12.39,-1.82%,WSE
Watsco Inc,Industrials,Industrial Distribution,USA,Large,NYSE,-,15.12B,15.47B,460.41M,7.24B,75.49,14.53,11.79 (3.18%),12.60 (3.40%),"Jul 16, 2026",9.86% 11.07%,97.98%,7050,"Apr 10, 1968",30.83,26.70,3.58,2.09,4.91,25.52,21.78,21.02,2.14,1.54,3.34,0.18,0.13,Yes / Yes,12.03,13.89,4.42,4.13%,8.87%,7.45%,-7.37% 11.80%,-0.16% 7.45%,-7.76%,-4.53%,-2.83%,0.13%,Jul 29 BMO,10.48% 3.08%,14.24%,0.00%,96.04%,7.53%,10.11%,16.97%,14.71%,27.40%,9.56%,6.36%,-5.93%,-5.01%,-3.01%,"

",40.67M,34.88M,8.65%,7.83,3.02M,494.94 -25.09%,323.05 14.77%,3.36%,2.94%,12.38,38.59,1.02,0.85,385.36K,"326,271",-5.83%,-3.54%,-13.83%,-2.45%,10.04%,-21.24%,0.79%,30.79%,163.16%,2.94,426.44,371.91,370.77,-0.31%,WSO
Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA,Large,NYSE,-,15.34B,31.51B,543.00M,30.71B,50.18,3.51,3.99 (5.33%),3.75 (5.01%),"May 08, 2026",3.04% 1.81%,158.37%,8910,"Sep 20, 2012",18.96,10.14,0.18,0.50,1.49,21.36,17.55,13.23,1.03,0.92,1.40,1.85,1.82,Yes / Yes,3.95,7.38,2.06,264.49%,-17.97%,55.48%,-21.31% 7.19%,-0.69% 18.67%,-29.09%,37.27%,135.09%,106.41%,Aug 04 BMO,65.62% 4.90%,22.02%,0.00%,48.45%,0.56%,3.33%,11.89%,3.15%,10.02%,5.09%,1.77%,9.17%,10.53%,23.59%,"

",136.89M,106.74M,1.88%,4.12,2.01M,74.29 0.79%,47.98 56.07%,2.71%,3.01%,1.97,68.47,0.41,1.21,487.33K,"588,407",5.76%,19.20%,18.76%,30.00%,42.87%,40.38%,66.51%,109.75%,146.48%,1.50,76.29,74.00,74.88,1.19%,SUN
Everest Group Ltd,Financial,Insurance - Reinsurance,Bermuda,Large,NYSE,S&P 500,15.00B,-,2.01B,17.30B,384.22,-,8.29 (2.19%),8.00 (2.11%),"Jun 12, 2026",7.17% 5.23%,21.16%,3064,"Oct 03, 1995",7.72,6.30,0.42,0.87,0.99,-,4.93,-,-,-,0.39,0.23,0.23,Yes / Yes,49.10,60.15,14.52,17.73%,14.72%,15.03%,35.79% 24.23%,13.20% 12.76%,147.66%,-0.63%,229.57%,-4.57%,Jul 29 AMC,15.08% -2.37%,25.45%,-0.01%,101.02%,-2.74%,3.68%,13.82%,10.77%,-,14.58%,11.62%,4.06%,8.20%,12.66%,"

",39.80M,29.50M,5.29%,3.94,1.56M,385.68 -1.74%,302.44 25.31%,2.20%,2.10%,8.00,64.46,0.28,1.12,396.06K,"444,799",0.29%,12.29%,7.82%,17.99%,11.68%,13.79%,3.82%,57.09%,111.00%,2.58,397.00,382.57,378.99,-0.94%,EG
Regency Centers Corp,Real Estate,REIT - Retail,USA,Large,NASD,S&P 500,15.04B,20.99B,532.77M,1.59B,36.52,0.79,3.04 (3.70%),2.97 (3.62%),"Jun 12, 2026",4.43% 3.82%,101.79%,507,"Oct 29, 1993",28.18,32.19,-,9.47,2.25,103.32,39.31,20.81,13.21,1.17,1.17,0.81,0.77,Yes / Yes,2.91,2.55,0.59,-12.19%,3.04%,-0.36%,0.10% 60.48%,9.80% 7.48%,37.55%,7.84%,16.85%,8.56%,Jul 29 AMC,9.54% 1.34%,0.53%,-34.46%,104.16%,-1.78%,4.27%,8.04%,4.47%,44.52%,37.38%,33.54%,2.28%,4.15%,9.89%,"

",182.59M,182.12M,3.24%,3.94,5.89M,83.66 -1.82%,66.86 22.86%,1.93%,1.57%,1.38,60.42,0.82,0.91,1.50M,"1,355,081",2.75%,6.17%,1.50%,17.59%,18.99%,17.56%,25.54%,27.33%,0.29%,2.14,86.11,82.68,82.14,-0.65%,REG
Circle Internet Group Inc,Financial,Capital Markets,USA,Large,NYSE,-,16.27B,14.77B,-79.05M,2.86B,13.84,6.11,-,-,-,- -,-,1100,"Jun 05, 2025",-,39.63,-,5.68,4.73,10.71,33.16,-,5.16,1.03,1.03,0.00,0.00,Yes / Yes,-0.63,1.65,0.17,303.90%,84.06%,-,56.37% -,52.66% -,-233.85%,51.46%,-28.82%,19.97%,May 11 BMO,8.08% -2.88%,25.08%,-4.13%,40.33%,6.86%,-0.11%,-2.98%,-2.30%,4.98%,-4.63%,-2.76%,-2.29%,-25.12%,-29.82%,"

",228.93M,186.24M,11.75%,1.46,21.87M,262.97 -75.11%,49.90 31.16%,7.33%,7.75%,5.91,42.70,0.26,0.93,14.96M,"13,867,213",3.89%,-18.79%,-38.20%,-14.56%,-17.47%,-70.75%,-,-,-,2.06,123.71,60.46,65.45,8.25%,CRCL
James Hardie Industries plc,Basic Materials,Building Materials,Ireland,Large,NYSE,-,14.50B,18.74B,104.00M,4.84B,11.08,0.94,-,-,"May 26, 2022",- -,0.00%,7500,"Oct 22, 2001",116.13,17.12,1.05,3.00,2.26,26.70,71.86,16.10,3.88,1.03,1.58,0.74,0.73,Yes / Yes,0.22,1.46,0.30,9.44%,22.31%,16.30%,-45.07% -20.29%,8.59% 10.70%,-77.97%,24.71%,-51.30%,44.51%,May 19 AMC,-0.23% -0.58%,0.62%,0.08%,49.04%,-2.40%,1.10%,2.42%,0.93%,35.77%,13.87%,2.15%,-1.99%,6.47%,14.90%,"

",580.17M,576.73M,3.46%,2.70,19.97M,29.83 -16.24%,16.46 51.76%,3.50%,3.41%,0.98,50.46,1.77,0.61,7.39M,"4,494,222",2.84%,1.59%,14.85%,4.08%,20.39%,-4.87%,-9.03%,-26.16%,55.83%,1.78,27.14,25.82,24.98,-3.25%,JHX
Sun Communities Inc,Real Estate,REIT - Residential,USA,Large,NYSE,-,14.81B,18.91B,1.39B,2.36B,54.79,4.03,4.47 (3.72%),4.32 (3.59%),"Jun 30, 2026",4.87% 5.14%,37.47%,3614,"Dec 09, 1993",10.92,44.27,-,6.28,2.19,29.80,34.76,18.65,8.02,1.14,1.33,0.64,0.63,Yes / Yes,11.00,2.72,0.66,-79.54%,22.39%,-,75.76% 51.87%,-7.87% 10.68%,1635.86%,-22.34%,78.96%,7.75%,Jul 27 AMC,-126.36% 3.45%,1.19%,-4.11%,101.23%,-0.21%,-0.34%,-0.71%,12.68%,16.15%,5.50%,58.81%,-0.12%,-1.78%,-4.67%,"

",123.25M,121.77M,2.90%,3.12,3.53M,137.85 -12.80%,115.53 4.05%,2.27%,2.24%,2.78,47.21,0.79,0.70,1.13M,"788,331",-0.50%,-1.39%,-7.87%,-5.65%,-2.99%,-4.07%,-8.86%,-32.39%,67.43%,1.68,139.89,121.46,120.20,-1.04%,SUI
Omega Healthcare Investors Inc,Real Estate,REIT - Healthcare Facilities,USA,Large,NYSE,-,14.77B,19.42B,616.77M,1.24B,17.43,0.18,2.69 (5.43%),2.68 (5.41%),"May 04, 2026",0.00% 0.00%,138.19%,69,"Aug 07, 1992",24.03,24.62,10.26,11.86,2.84,276.91,17.21,17.15,15.60,2.46,2.46,0.86,0.86,Yes / Yes,2.06,2.01,0.51,2.49%,1.30%,2.40%,3.53% 23.40%,10.73% 6.42%,27.68%,13.95%,39.25%,16.85%,Jul 29 AMC,-3.01% 1.06%,0.33%,0.00%,80.80%,-0.11%,6.19%,12.42%,6.40%,72.35%,64.52%,49.54%,2.50%,5.07%,9.55%,"

",297.80M,296.83M,4.75%,6.18,14.09M,50.75 -2.31%,37.70 31.51%,2.10%,1.89%,0.98,60.24,0.57,0.84,2.28M,"1,907,610",2.35%,11.07%,5.89%,11.47%,11.82%,30.68%,51.62%,39.46%,48.80%,2.47,50.76,50.21,49.58,-1.25%,OHI
QXO Inc,Industrials,Industrial Distribution,USA,Large,NYSE,-,14.05B,15.96B,-632.00M,8.56B,12.81,2.94,-,-,"Jun 05, 2024",- -,-,7794,"Mar 05, 2004",-,18.92,0.36,1.64,1.06,4.61,72.08,65.98,1.86,2.47,3.33,0.38,0.37,Yes / Yes,-0.90,0.72,0.08,-11.07%,136.71%,53.23%,-13.17% -,433.80% 177.98%,6.22%,15198.68%,-1037.83%,12708.71%,May 12 AMC,-24.74% 0.05%,9.12%,0.00%,63.90%,2.56%,-4.73%,-6.77%,-3.70%,16.24%,-4.03%,-7.38%,-14.26%,-17.75%,-31.81%,"

",1.04B,943.18M,17.40%,7.31,164.14M,27.61 -50.96%,13.82 -2.03%,6.38%,6.62%,1.04,35.79,2.26,1.25,22.46M,"28,181,549",-2.52%,-18.24%,-45.84%,-45.88%,-29.81%,-37.40%,-37.58%,-77.95%,107.28%,1.13,29.62,14.40,13.54,-5.97%,QXO
Aramark,Industrials,Specialty Business Services,USA,Large,NYSE,-,14.84B,20.78B,357.03M,19.41B,12.48,2.06,0.48 (0.85%),0.46 (0.82%),"May 20, 2026",-1.54% -0.93%,34.40%,278390,"Dec 12, 2013",42.09,20.96,1.07,0.76,4.52,27.44,37.73,15.49,1.07,1.07,1.21,1.96,1.93,Yes / Yes,1.34,2.69,0.48,22.16%,19.75%,19.68%,17.60% -,4.27% 7.60%,3.07%,10.15%,65.46%,14.68%,Aug 11 BMO,1.22% 1.09%,0.85%,-0.81%,101.39%,-2.76%,2.61%,11.33%,3.72%,5.79%,4.31%,1.84%,0.29%,4.92%,30.33%,"

",262.80M,260.71M,4.07%,3.67,10.61M,58.68 -3.83%,35.07 60.91%,2.47%,2.12%,1.19,57.02,1.11,0.86,2.89M,"2,485,752",-2.96%,5.50%,24.71%,44.66%,53.09%,30.32%,82.89%,128.23%,117.56%,1.67,60.20,56.74,56.43,-0.55%,ARMK
Nutanix Inc,Technology,Software - Infrastructure,USA,Large,NASD,-,14.90B,14.41B,275.86M,2.75B,-2.72,7.46,-,-,-,- -,0.00%,7800,"Sep 30, 2016",57.74,25.17,1.99,5.42,-,7.38,19.33,46.18,5.24,1.68,1.68,-,-,Yes / Yes,0.95,2.19,0.49,8.25%,13.62%,12.67%,- -,17.09% 14.18%,1894.19%,13.04%,19.25%,10.03%,May 27 AMC,32.10% 2.44%,2.45%,-0.72%,89.48%,-1.70%,8.47%,-,35.95%,87.08%,8.74%,10.03%,5.48%,10.03%,10.36%,"

",266.52M,263.69M,8.46%,5.67,22.30M,82.42 -33.14%,34.01 62.04%,4.57%,4.26%,2.28,63.14,0.61,0.64,3.94M,"2,502,629",-0.20%,18.59%,37.60%,13.23%,6.62%,-27.05%,91.82%,56.43%,-,2.10,58.93,55.08,55.11,0.05%,NTNX
Blue Owl Capital Inc,Financial,Asset Management,USA,Large,NYSE,-,14.58B,22.43B,86.94M,2.94B,3.11,0.12,0.92 (9.84%),0.91 (9.68%),"May 13, 2026",25.50% -,828.49%,1365,"Dec 14, 2020",114.30,9.56,0.94,4.96,3.01,76.54,11.36,25.46,7.63,1.91,1.91,2.07,2.07,Yes / Yes,0.08,0.98,0.22,3.73%,12.19%,10.21%,- -,27.97% 62.95%,-20.10%,19.26%,744.44%,10.29%,Jul 30 BMO,5.79% 1.84%,5.37%,0.00%,100.70%,1.68%,0.70%,3.92%,1.35%,87.14%,17.10%,2.96%,2.48%,-2.28%,-23.63%,"

",675.80M,639.49M,20.34%,5.23,130.09M,20.99 -55.45%,7.95 17.61%,3.54%,3.96%,0.39,49.60,1.18,0.77,24.86M,"19,056,478",0.65%,-1.48%,-5.08%,-40.79%,-37.42%,-54.63%,-23.23%,-29.49%,-,1.83,12.50,9.52,9.35,-1.79%,OWL
DT Midstream Inc,Energy,Oil & Gas Midstream,USA,Large,NYSE,-,14.67B,18.03B,463.00M,1.28B,46.59,1.47,3.52 (2.45%),3.40 (2.36%),"Jun 15, 2026",8.61% -,76.24%,588,"Jun 18, 2021",31.87,28.11,3.04,11.50,3.09,97.80,28.60,19.73,14.13,1.26,1.26,0.71,0.71,Yes / Yes,4.51,5.12,1.17,12.79%,5.49%,9.25%,4.17% 5.96%,10.55% 10.51%,23.30%,22.22%,20.13%,10.89%,Jul 30 BMO,8.49% 5.90%,0.55%,-0.30%,85.65%,-1.28%,4.61%,9.86%,5.71%,52.98%,49.61%,36.29%,-1.72%,-0.81%,10.74%,"

",102.01M,101.46M,3.92%,5.42,3.98M,152.88 -5.93%,98.06 46.66%,2.34%,2.33%,3.32,46.51,0.73,0.93,734.91K,"680,142",-1.57%,2.06%,7.13%,22.88%,20.16%,37.83%,175.34%,249.39%,-,2.41,156.50,145.05,143.81,-0.85%,DTM
Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,USA,Large,NYSE,S&P 500,14.45B,12.92B,1.02B,5.45B,17.86,13.73,-,-,-,- -,0.00%,6000,"Oct 15, 1993",14.78,12.50,1.16,2.65,5.83,7.58,13.17,9.76,2.37,2.94,3.54,0.15,0.12,Yes / Yes,7.04,8.32,0.87,6.73%,11.11%,10.78%,29.58% 25.63%,14.55% 16.45%,10.89%,9.35%,-4.02%,8.68%,Jul 23 AMC,15.52% 3.10%,1.06%,-0.61%,99.88%,-3.99%,27.70%,40.86%,36.69%,56.14%,22.83%,18.77%,-0.55%,-1.20%,1.81%,"

",139.98M,137.41M,4.77%,3.16,6.56M,126.50 -17.75%,78.91 31.85%,3.14%,3.34%,3.76,46.75,1.15,1.05,2.08M,"2,182,320",-3.49%,-1.59%,-7.52%,0.94%,0.36%,2.09%,16.59%,61.78%,886.16%,2.25,128.26,106.49,104.04,-2.30%,DECK
Coeur Mining Inc,Basic Materials,Gold,USA,Large,NYSE,-,14.59B,14.52B,799.28M,2.57B,10.07,0.82,0.04 (0.28%),0.02 (0.14%),"May 22, 2026",- -,0.00%,2620,"Nov 01, 1982",11.71,7.50,0.23,5.69,1.41,17.31,15.95,10.54,5.66,2.14,3.73,0.07,0.07,Yes / Yes,1.21,1.89,0.27,96.35%,20.14%,32.70%,- 55.25%,39.55% 21.64%,325.61%,116.56%,451.88%,137.76%,Aug 05 AMC,-1.83% 4.98%,0.59%,-0.63%,77.22%,30.59%,8.27%,12.15%,7.16%,43.69%,40.87%,31.16%,-11.18%,-17.64%,-24.99%,"

",1.03B,1.02B,5.04%,1.76,51.66M,27.77 -49.01%,8.56 65.32%,5.36%,5.14%,0.98,34.97,1.33,0.93,29.29M,"27,353,150",-9.17%,-19.22%,-30.52%,-33.27%,-20.58%,55.95%,350.96%,95.85%,13.64%,1.25,25.86,14.35,14.16,-1.32%,CDE
