Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Roku Inc,Communication Services,Entertainment,USA,Large,NASD,-,22.71B,20.54B,355.20M,5.21B,18.10,17.24,-,-,-,- -,0.00%,3600,"Sep 28, 2017",65.44,40.50,0.36,4.36,8.46,8.88,37.06,38.50,3.94,2.77,2.87,0.14,0.14,Yes / Yes,2.34,3.78,0.52,352.25%,41.67%,111.45%,- -,14.86% 21.65%,668.39%,18.52%,1438.46%,21.93%,Aug 06 AMC,78.39% 4.40%,11.73%,-4.96%,74.40%,-5.96%,8.02%,13.12%,11.07%,45.50%,5.25%,6.82%,5.73%,10.94%,36.08%,"

",148.34M,130.94M,6.30%,1.92,8.25M,150.61 1.66%,78.53 94.97%,1.40%,1.18%,2.36,77.33,2.04,0.66,4.29M,"2,849,617",5.59%,9.16%,20.87%,77.93%,41.13%,84.23%,73.20%,-60.89%,-,2.44,159.90,150.07,153.11,2.03%,ROKU
Fidelity National Information Services Inc,Technology,Information Technology Services,USA,Large,NYSE,S&P 500,22.06B,21.37B,2.67B,12.20B,30.90,1.49,1.82 (4.25%),1.68 (3.93%),"Sep 11, 2026",-5.23% 2.71%,219.90%,44000,"Jun 20, 2001",8.27,6.36,0.71,1.81,1.38,28.68,7.93,4.46,1.75,0.59,0.59,0.01,1.05,Yes / Yes,5.17,6.72,1.62,8.06%,8.16%,8.92%,- 23.62%,3.18% -3.18%,222.91%,18.26%,-,29.09%,Aug 04 BMO,0.53% -0.21%,0.14%,3.21%,97.89%,-0.82%,7.00%,17.21%,8.15%,34.13%,22.98%,21.89%,-0.21%,3.69%,-17.68%,"

",516.00M,515.00M,3.47%,2.57,17.88M,72.91 -41.34%,37.42 14.30%,5.70%,3.78%,1.78,50.49,0.81,0.83,6.95M,"5,797,277",-4.47%,2.79%,-9.48%,-15.84%,-35.65%,-38.96%,-26.68%,-68.04%,-46.02%,2.03,50.00,42.81,42.77,-0.09%,FIS
FedEx Freight Holding Company Inc,Industrials,Integrated Freight & Logistics,USA,Large,NYSE,S&P 500,21.64B,21.63B,-,-,-0.02,24.61,-,-,-,- -,-,40000,"May 27, 2026",-,-,-,-,-,5.88,-,-,-,167.41,167.41,-,-,Yes / Yes,-,-,1.31,-,-,-,- -,- -,-,-,-,-,Jul 29,0.00% 0.00%,20.24%,0.00%,6.16%,51.08%,-,-,-,-,-,-,-1.59%,-6.88%,-6.83%,"

",149.51M,119.25M,2.82%,1.87,3.36M,200.00 -27.62%,135.00 7.23%,3.72%,4.80%,7.88,47.20,-,0.74,1.80M,"1,329,234",3.01%,-6.15%,-,-,7.23%,-,-,-,-,1.92,175.00,146.42,144.76,-1.13%,FDXF
Dow Inc,Basic Materials,Chemicals,USA,Large,NYSE,S&P 500,21.19B,37.58B,-1.30B,41.32B,21.96,6.29,1.39 (4.75%),1.40 (4.77%),"May 29, 2026",-9.14% -5.59%,-,34600,"Mar 20, 2019",-,16.41,-,0.51,1.34,4.66,13.25,8.78,0.91,1.14,1.75,1.22,1.15,Yes / Yes,-1.82,1.79,0.75,366.82%,-28.69%,-,- -,-11.11% 0.73%,-30.03%,-1.20%,183.39%,19.68%,Jul 23 BMO,12.65% 0.50%,0.26%,0.00%,71.77%,0.07%,-2.16%,-7.89%,-3.83%,9.44%,3.64%,-3.16%,-2.26%,-4.95%,-4.44%,"

",722.34M,720.44M,4.70%,2.93,33.85M,42.74 -31.35%,20.40 43.81%,4.00%,3.59%,1.23,44.93,0.42,0.78,11.57M,"9,022,058",-3.14%,2.95%,-21.38%,-4.12%,25.49%,35.77%,-47.15%,-52.68%,-,2.30,35.24,30.30,29.34,-3.17%,DOW
Entegris Inc,Technology,Semiconductor Equipment & Materials,USA,Large,NASD,-,23.24B,26.55B,264.70M,3.24B,26.59,2.90,0.32 (0.21%),0.40 (0.26%),"Jul 29, 2026",0.00% 4.56%,25.84%,7700,"Jul 11, 2000",87.65,30.04,0.96,7.18,5.72,52.49,45.99,29.78,8.21,2.05,3.21,0.93,0.93,Yes / Yes,1.74,5.06,1.02,42.38%,29.28%,31.26%,1.98% -6.49%,-0.88% 11.45%,-15.17%,-0.25%,45.12%,5.01%,Aug 04 BMO,13.10% 5.67%,0.51%,-25.22%,109.08%,-3.72%,3.13%,6.79%,3.39%,39.07%,16.00%,8.18%,14.24%,5.60%,26.26%,"

",152.30M,152.02M,5.60%,2.60,8.52M,186.94 -18.65%,67.97 123.75%,6.54%,6.43%,10.83,58.25,1.38,0.61,3.28M,"2,012,219",27.74%,4.09%,2.99%,37.84%,80.51%,107.11%,47.66%,25.09%,789.88%,2.07,170.40,142.65,152.08,6.61%,ENTG
Amcor Plc,Consumer Cyclical,Packaging & Containers,Switzerland,Large,NYSE,S&P 500,22.13B,37.26B,678.00M,22.19B,25.21,3.43,-,2.59 (5.41%),"May 28, 2026",2.05% 1.74%,158.52%,77000,"Jun 11, 2019",32.98,-,-,1.00,1.90,13.94,29.65,11.63,1.68,0.95,1.44,1.43,1.38,Yes / Yes,1.45,-,1.19,-,-,-,-15.45% -3.49%,1.05% 3.78%,-48.00%,64.83%,-11.55%,77.44%,Aug 12 BMO,0.33% 3.53%,0.26%,0.00%,79.25%,6.38%,2.44%,8.75%,2.45%,16.71%,7.99%,3.06%,6.58%,12.55%,13.44%,"

",462.10M,461.13M,6.43%,8.01,29.66M,50.94 -6.05%,36.25 32.03%,2.33%,2.58%,1.24,65.47,0.60,0.60,3.70M,"2,209,186",6.64%,12.08%,19.89%,2.31%,14.77%,-0.71%,-3.41%,-18.40%,-,2.04,49.03,47.06,47.86,1.70%,AMCR
Woodward Inc,Industrials,Aerospace & Defense,USA,Large,NASD,-,21.43B,22.32B,552.03M,4.19B,41.78,8.04,1.24 (0.34%),1.20 (0.33%),"Aug 20, 2026",13.80% 16.59%,15.57%,10200,"May 31, 1996",40.36,33.86,1.50,5.11,8.68,45.12,56.91,28.46,5.32,1.14,1.65,0.55,0.26,Yes / Yes,8.99,10.72,2.53,37.23%,13.35%,22.51%,38.38% 13.95%,14.40% 7.41%,41.77%,22.35%,36.29%,21.22%,Jul 29 AMC,3.13% -0.06%,0.42%,-17.46%,90.04%,-1.11%,11.14%,22.34%,17.75%,29.47%,15.84%,13.17%,-6.82%,-7.90%,3.36%,"

",59.20M,58.80M,2.38%,1.84,1.40M,450.92 -19.52%,233.31 55.54%,3.88%,3.69%,15.70,36.99,0.88,0.62,762.67K,"476,640",0.59%,-10.06%,-2.13%,-3.69%,20.04%,44.79%,184.57%,219.39%,515.80%,1.31,450.17,365.78,362.89,-0.79%,WWD
International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,Large,NYSE,S&P 500,21.91B,27.62B,277.00M,9.98B,54.74,2.23,1.64 (1.90%),1.60 (1.86%),"Sep 18, 2026",-20.63% -12.05%,-,21500,"Mar 02, 1964",79.69,21.31,7.06,2.20,1.57,38.51,40.73,14.31,2.77,1.71,2.06,0.45,0.37,Yes / Yes,1.08,4.03,0.80,-16.85%,15.40%,3.02%,42.26% -,-4.34% 16.46%,170.53%,-11.72%,-91.83%,-29.31%,Aug 04 AMC,-23.03% -25.45%,1.84%,10.22%,101.79%,1.33%,1.01%,1.83%,1.44%,32.44%,10.48%,2.78%,9.05%,10.62%,18.37%,"

",255.30M,250.45M,6.00%,7.37,15.03M,89.32 -3.83%,59.14 45.23%,3.61%,3.04%,2.79,64.11,0.95,0.70,2.04M,"1,421,056",8.42%,9.37%,9.75%,16.97%,27.45%,33.72%,6.91%,-43.14%,-35.91%,1.78,95.40,84.55,85.89,1.58%,IFF
Moderna Inc,Healthcare,Biotechnology,USA,Large,NASD,S&P 500,23.62B,19.77B,-3.15B,2.23B,16.94,12.87,-,-,-,- -,-,4700,"Dec 07, 2018",-,-,-,10.60,3.49,4.60,-,-,8.87,2.18,2.29,0.19,0.18,Yes / Yes,-7.98,-4.85,-1.16,-16.71%,42.76%,26.94%,- -29.93%,-53.32% 19.33%,-6.22%,-27.62%,7.60%,2.11%,Jul 31 BMO,3.06% 40.87%,8.44%,-2.46%,76.19%,0.13%,-27.43%,-39.00%,-39.41%,12.57%,-149.01%,-141.43%,0.62%,-0.21%,29.78%,"

",399.00M,365.53M,14.34%,6.90,52.40M,85.60 -30.88%,22.28 165.57%,8.03%,6.20%,4.09,50.10,0.90,0.90,7.59M,"6,820,581",7.94%,-22.71%,21.90%,44.78%,100.64%,122.36%,-41.53%,-85.70%,-,2.92,53.79,53.86,59.17,9.86%,MRNA
International Paper Co,Consumer Cyclical,Packaging & Containers,USA,Large,NYSE,S&P 500,22.02B,33.33B,-3.42B,24.20B,27.30,1.37,1.88 (4.51%),1.85 (4.44%),"Aug 14, 2026",0.00% -2.03%,-,62602,"Oct 06, 1941",-,14.10,-,0.91,1.52,30.33,44.76,11.53,1.38,0.84,1.10,0.83,0.75,Yes / Yes,-6.48,2.95,0.34,1830.51%,112.97%,-,- -,3.75% 6.12%,-7165.92%,10.34%,-116.12%,-11.28%,Jul 30 BMO,233.78% -2.99%,1.65%,0.37%,98.04%,-6.20%,-6.91%,-16.48%,-13.54%,18.92%,0.86%,-14.14%,4.25%,10.61%,7.97%,"

",529.50M,520.84M,9.92%,8.77,51.68M,50.25 -17.25%,29.26 42.11%,3.40%,4.23%,1.69,57.12,0.91,0.61,5.89M,"3,594,232",1.84%,11.83%,25.70%,-6.29%,5.56%,-13.45%,15.05%,-24.73%,-5.23%,1.80,48.30,40.53,41.58,2.59%,IP
Snap-on Inc,Industrials,Tools & Accessories,USA,Large,NYSE,S&P 500,21.54B,21.23B,1.03B,5.27B,116.81,31.80,10.04 (2.41%),9.46 (2.27%),"May 20, 2026",14.64% 14.66%,46.18%,13000,"Feb 27, 1978",21.24,19.51,3.46,4.08,3.56,13.09,19.43,14.72,4.02,2.64,3.43,0.22,0.16,Yes / Yes,19.60,21.34,4.97,3.20%,7.77%,5.63%,4.48% 10.89%,2.11% 5.52%,4.39%,4.02%,5.08%,4.19%,Jul 23 BMO,0.23% 1.30%,2.36%,-6.03%,99.73%,3.93%,12.27%,17.58%,14.76%,51.82%,25.45%,19.60%,1.67%,4.70%,12.21%,"

",51.72M,50.51M,5.88%,8.17,2.97M,423.02 -1.58%,319.20 30.44%,2.08%,2.19%,8.83,58.05,0.72,1.08,363.92K,"392,557",1.45%,4.08%,12.32%,12.28%,20.82%,29.72%,52.10%,85.51%,166.21%,2.62,435.86,414.68,416.35,0.40%,SNA
Banco Santander (Brasil) SA ADR,Financial,Banks - Regional,Brazil,Large,NYSE,-,21.75B,-,2.61B,36.48B,2.19,-,0.39 (6.77%),0.42 (7.18%),"Jul 30, 2026",-16.21% 7.39%,65.04%,49661,"Oct 07, 2009",16.66,6.36,0.85,0.60,2.66,-,-,-,-,-,3.61,3.38,3.38,Yes / Yes,0.35,0.91,0.19,-5.31%,15.84%,7.47%,-6.31% -2.57%,7.57% 19.46%,27.11%,20.73%,68.28%,21.26%,Jul 29 BMO,-19.29% -3.59%,0.01%,-50.57%,0.81%,-0.50%,1.10%,11.11%,2.42%,-,9.20%,7.16%,6.55%,8.56%,-1.94%,"

",3.75B,3.74B,0.22%,4.46,8.34M,7.32 -20.63%,4.72 23.03%,1.83%,2.16%,0.17,62.56,0.54,3.01,1.87M,"5,624,238",2.47%,13.04%,0.17%,-10.75%,-4.45%,17.94%,13.87%,-5.40%,35.28%,2.25,6.70,5.79,5.81,0.35%,BSBR
Reliance Inc,Basic Materials,Steel,USA,Large,NYSE,-,21.64B,23.41B,893.80M,15.81B,144.98,4.61,4.97 (1.17%),4.90 (1.16%),"Aug 14, 2026",11.10% 13.94%,34.33%,15700,"Sep 16, 1994",24.65,18.37,1.16,1.37,2.92,91.93,40.11,15.36,1.48,2.27,4.30,0.27,0.26,Yes / Yes,17.19,23.08,6.62,61.67%,0.11%,15.78%,-22.40% 19.85%,-5.66% 10.16%,25.45%,15.44%,42.33%,26.51%,Jul 22 AMC,14.72% 8.68%,0.46%,-14.16%,83.78%,-0.32%,8.25%,12.21%,9.58%,26.45%,7.88%,5.65%,5.57%,7.25%,26.90%,"

",51.05M,50.82M,1.94%,2.77,0.99M,424.77 -0.21%,260.31 62.84%,2.88%,2.89%,11.48,66.13,0.97,0.78,357.11K,"279,109",4.38%,12.58%,14.84%,23.84%,46.74%,48.48%,49.06%,177.54%,455.33%,2.82,409.50,418.13,423.88,1.38%,RS
Expand Energy Corp,Energy,Oil & Gas E&P,USA,Large,NASD,S&P 500,21.49B,23.85B,2.78B,12.59B,82.82,5.90,2.31 (2.48%),2.30 (2.48%),"Aug 13, 2026",4.08% 46.57%,30.39%,1600,"Feb 10, 2021",8.01,10.61,0.58,1.71,1.12,15.73,8.68,4.23,1.89,0.96,0.96,0.19,0.19,Yes / Yes,11.59,8.75,1.47,50.16%,-4.44%,18.19%,-39.01% -,-6.22% 20.35%,2605.14%,42.49%,-45.58%,-10.61%,Jul 28 AMC,17.85% -2.89%,0.47%,0.83%,94.32%,-3.15%,9.97%,14.89%,12.04%,48.69%,21.53%,22.08%,2.47%,3.16%,-9.27%,"

",234.35M,230.41M,3.68%,2.33,8.47M,126.62 -26.68%,84.99 9.24%,2.52%,2.82%,2.55,55.17,0.32,0.62,3.63M,"2,240,295",-1.27%,4.35%,-4.70%,-15.11%,-15.88%,-6.30%,8.00%,88.15%,-,1.45,126.19,91.96,92.84,0.96%,EXE
BCE Inc,Communication Services,Telecom Services,Canada,Large,NYSE,-,21.22B,52.81B,4.55B,17.94B,15.61,0.36,1.24 (5.46%),1.27 (5.58%),"Sep 15, 2026",-16.46% -7.83%,34.04%,38683,"Jul 02, 1962",4.67,12.00,66.68,1.18,1.46,62.84,11.15,6.78,2.94,0.60,0.65,1.75,1.57,Yes / Yes,4.88,1.90,0.50,-10.22%,3.19%,0.18%,28.50% 20.83%,-1.94% 0.52%,1561.47%,2.55%,-3.78%,1.52%,Aug 06 BMO,2.25% 0.82%,0.08%,0.00%,47.26%,0.16%,8.52%,30.98%,10.76%,30.77%,21.57%,25.34%,4.43%,0.39%,-4.78%,"

",932.53M,931.79M,2.98%,6.83,27.75M,26.52 -14.22%,20.87 9.01%,2.42%,2.05%,0.50,59.53,0.56,0.77,4.06M,"3,122,211",4.94%,6.71%,-7.41%,-11.03%,-4.49%,-4.33%,-46.14%,-55.17%,-52.28%,2.00,26.26,22.77,22.75,-0.09%,BCE
Guardant Health Inc,Healthcare,Diagnostics & Research,USA,Large,NASD,-,22.61B,23.25B,-453.44M,1.18B,-1.67,7.85,-,-,-,- -,-,2506,"Oct 04, 2018",-,-,-,19.11,-,21.46,-,-,19.65,3.71,4.03,-,-,Yes / Yes,-3.50,-1.93,-0.75,3.85%,39.43%,71.63%,19.67% -4.99%,29.75% 27.92%,-4.60%,42.74%,-12.34%,44.33%,Jul 30 AMC,-18.14% 6.60%,4.01%,-12.69%,101.02%,-0.13%,-27.95%,-,-31.35%,65.01%,-39.70%,-38.33%,8.83%,15.18%,53.58%,"

",133.61M,128.82M,8.87%,4.23,11.42M,176.58 -4.59%,48.25 249.18%,4.50%,4.93%,8.54,63.30,1.57,0.81,2.70M,"2,193,758",4.01%,2.68%,82.61%,71.29%,64.95%,234.35%,349.28%,47.71%,-,1.46,198.17,157.58,168.48,6.92%,GH
Charter Communications Inc,Communication Services,Telecom Services,USA,Large,NASD,S&P 500,20.41B,119.87B,4.92B,54.40B,142.12,4.48,0.07 (0.04%),-,-,- -,0.00%,91900,"Dec 02, 2009",3.96,3.39,0.27,0.38,1.07,34.08,4.68,5.50,2.20,0.36,0.36,5.61,5.48,Yes / Yes,38.49,45.07,9.85,13.56%,9.59%,12.62%,5.60% 18.65%,0.46% 2.63%,4.45%,-1.50%,16.04%,-1.74%,Jul 24 BMO,6.81% 0.11%,29.85%,-0.16%,84.30%,-0.57%,3.21%,29.70%,4.48%,45.98%,23.98%,9.05%,10.75%,11.48%,-19.55%,"

",119.28M,83.67M,24.22%,5.94,20.27M,285.82 -46.62%,111.55 36.77%,4.41%,5.07%,7.37,61.95,0.69,0.59,3.41M,"2,022,884",5.24%,13.56%,-4.79%,-31.75%,-26.91%,-41.04%,-63.62%,-80.19%,-35.02%,2.96,209.12,157.44,152.57,-3.09%,CHTR
Banco de Chile ADR,Financial,Banks - Regional,Chile,Large,NYSE,-,20.92B,-,1.33B,5.05B,12.28,-,2.19 (5.30%),2.19 (5.28%),"Mar 30, 2026",0.61% 34.85%,66.66%,11156,"Jan 08, 2002",15.78,13.93,1.77,4.14,3.37,-,56.15,-,-,-,0.38,2.45,1.79,Yes / Yes,2.63,2.97,0.73,5.22%,9.21%,7.89%,-8.06% 16.47%,-8.65% 7.41%,3.40%,3.94%,34.62%,37.28%,Jul 30 BMO,18.51% 2.50%,0.00%,-,2.19%,758.93%,2.27%,21.80%,7.68%,-,33.17%,26.25%,1.05%,4.06%,6.17%,"

",505.09M,505.08M,0.14%,2.21,0.71M,46.77 -11.44%,27.69 49.58%,2.39%,2.62%,1.14,54.39,0.25,1.87,322.26K,"603,278",0.17%,3.19%,13.57%,-7.25%,9.00%,45.69%,94.00%,137.77%,94.66%,2.73,41.43,42.16,41.42,-1.76%,BCH
Bunge Global SA,Consumer Defensive,Farm Products,USA,Large,NYSE,S&P 500,20.82B,38.30B,1.01B,91.81B,83.04,4.35,2.88 (2.65%),2.82 (2.60%),"Aug 18, 2026",5.27% 6.96%,56.91%,34000,"Aug 02, 2001",21.02,9.71,0.60,0.23,1.31,24.91,-,12.87,0.42,0.63,1.57,1.06,0.66,Yes / Yes,5.16,11.16,2.47,25.04%,17.95%,16.26%,-22.36% -8.06%,1.51% 11.17%,-48.63%,80.50%,32.95%,88.26%,Jul 29 BMO,1.71% 5.38%,17.30%,0.01%,80.20%,3.09%,2.59%,7.53%,3.81%,4.87%,2.19%,1.10%,-5.12%,-6.98%,-3.46%,"

",192.11M,158.88M,3.96%,3.80,6.29M,134.87 -19.64%,76.01 42.59%,3.20%,2.98%,3.78,40.90,0.65,0.89,1.65M,"1,473,200",2.02%,-4.61%,-12.42%,-4.88%,21.67%,30.97%,-6.55%,41.56%,63.69%,1.36,144.20,109.00,108.38,-0.57%,BG
Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,Large,NYSE,-,15.98B,42.38B,-25.92B,173.53B,22.15,13.62,0.03 (0.52%),-,"Apr 23, 2025",- -,-,258668,"Dec 29, 2003",-,4.50,-,0.09,0.25,0.41,-,-,0.24,0.76,1.04,1.02,0.73,Yes / Yes,-8.97,1.23,0.15,245.59%,69.88%,-,- -,-2.82% 26.10%,-555.79%,2.27%,110.63%,292.15%,Jul 30 BMO,-70.53% 1.94%,30.03%,0.00%,21.28%,-0.60%,-11.67%,-35.15%,-23.26%,-1.68%,-14.87%,-14.94%,-3.98%,-10.87%,-33.77%,"

",2.90B,2.03B,5.42%,5.64,109.84M,12.22 -54.83%,5.25 5.14%,3.65%,3.07%,0.22,39.50,1.44,1.58,19.46M,"30,783,847",-4.17%,3.56%,-26.20%,-42.14%,-49.31%,-40.13%,-71.81%,-73.83%,6.97%,2.97,6.75,5.55,5.52,-0.54%,STLA
Amer Sports Inc,Consumer Cyclical,Leisure,Finland,Large,NYSE,-,21.30B,21.63B,457.40M,7.04B,11.66,1.18,-,-,-,- -,0.00%,15400,"Feb 01, 2024",45.63,23.73,0.97,3.03,3.16,31.16,-,17.65,3.07,0.82,1.66,0.15,0.10,Yes / Yes,0.81,1.55,0.10,29.75%,23.35%,24.57%,- -,22.77% 21.83%,118.73%,29.03%,19.14%,32.12%,Aug 18 BMO,24.10% 5.94%,71.27%,-0.21%,28.90%,7.99%,4.93%,7.65%,6.15%,58.23%,11.60%,6.50%,3.79%,4.98%,3.92%,"

",578.27M,166.13M,7.75%,2.99,12.88M,42.76 -13.84%,28.92 27.39%,3.01%,3.54%,1.27,58.95,2.02,1.43,4.30M,"6,134,341",3.75%,8.77%,0.96%,3.11%,-1.37%,-2.62%,-,-,-,1.22,50.00,36.11,36.84,2.02%,AS
NiSource Inc,Utilities,Utilities - Regulated Gas,USA,Large,NYSE,S&P 500,20.43B,40.06B,906.00M,6.88B,19.97,0.20,1.21 (2.85%),1.18 (2.77%),"Jul 31, 2026",6.01% 5.92%,57.34%,7738,"Dec 19, 1962",22.57,18.94,2.04,2.97,2.13,214.19,-,12.79,5.82,0.41,0.50,1.82,1.63,Yes / Yes,1.89,2.25,0.22,8.28%,9.37%,9.26%,4.91% -,4.32% 7.25%,0.39%,12.25%,-56.26%,4.63%,Aug 05 BMO,1.39% -4.56%,0.38%,-3.30%,98.07%,-0.48%,2.52%,9.78%,3.58%,59.16%,27.02%,13.17%,-5.96%,-7.96%,-5.78%,"

",479.50M,477.74M,2.42%,2.52,11.55M,49.21 -13.41%,38.45 10.82%,2.52%,2.08%,1.00,30.17,0.55,1.67,4.59M,"7,667,390",-4.10%,-8.68%,-9.38%,-3.00%,2.04%,0.57%,59.77%,67.76%,71.47%,1.74,50.54,43.38,42.61,-1.78%,NI
Mastec Inc,Industrials,Engineering & Construction,USA,Large,NYSE,-,21.88B,24.92B,494.33M,16.11B,43.96,3.93,-,-,-,- -,0.00%,36000,"Nov 01, 1982",43.40,21.79,0.62,1.36,6.20,69.32,89.38,19.17,1.55,1.37,1.40,0.93,0.83,Yes / Yes,6.28,12.50,2.95,41.69%,34.73%,35.34%,130.20% 2.97%,13.51% 17.73%,86.29%,23.46%,51.04%,23.38%,Jul 30 AMC,-0.48% 1.60%,21.98%,-0.10%,73.19%,-3.42%,4.93%,15.39%,7.77%,10.05%,5.21%,3.07%,-14.19%,-23.01%,-8.75%,"

",79.09M,62.65M,6.76%,3.28,4.24M,441.43 -38.28%,167.66 62.51%,5.74%,5.52%,22.59,37.33,1.82,1.37,1.29M,"1,771,948",3.56%,-29.18%,-33.91%,11.27%,25.34%,48.90%,183.40%,189.08%,864.46%,1.25,439.62,258.63,272.46,5.35%,MTZ
TD Synnex Corp,Technology,Electronics & Computer Distribution,USA,Large,NYSE,-,20.18B,23.81B,1.13B,69.77B,112.81,13.68,1.93 (0.76%),1.88 (0.74%),"Jul 17, 2026",13.62% 34.49%,17.69%,24000,"Nov 25, 2003",18.06,11.79,0.50,0.29,2.24,18.45,53.89,10.75,0.34,0.64,1.20,0.53,0.40,Yes / Yes,13.98,21.41,4.63,43.85%,12.86%,23.44%,13.67% -0.52%,0.09% 25.63%,63.20%,16.26%,87.88%,30.96%,Jun 25 BMO,17.13% 16.49%,7.81%,-1.47%,92.98%,0.76%,3.26%,13.02%,8.98%,6.44%,2.57%,1.61%,0.71%,-3.41%,29.77%,"

",79.34M,73.71M,2.34%,2.05,1.73M,296.47 -14.86%,142.13 77.60%,3.05%,3.41%,9.25,48.73,1.43,0.55,843.23K,"463,698",-1.28%,0.90%,8.59%,53.74%,68.02%,75.93%,155.20%,105.72%,396.91%,1.31,335.82,259.21,252.42,-2.62%,SNX
Tenet Healthcare Corp,Healthcare,Medical Care Facilities,USA,Large,NYSE,-,21.11B,36.23B,2.24B,21.81B,57.86,26.95,-,-,-,- -,0.00%,99000,"Apr 28, 1971",10.11,12.59,1.17,0.97,4.53,9.73,6.98,8.08,1.66,1.35,1.41,2.84,2.81,Yes / Yes,25.93,20.81,4.64,25.19%,-0.93%,10.72%,60.90% 32.77%,3.58% 3.85%,65.86%,5.43%,213.54%,6.77%,Jul 23 AMC,43.63% 3.62%,1.08%,-8.95%,103.59%,-3.50%,7.55%,53.31%,12.63%,16.47%,16.47%,10.27%,15.52%,31.31%,29.88%,"

",80.51M,79.66M,3.74%,2.12,2.98M,265.32 -1.20%,157.58 66.35%,4.16%,4.38%,10.57,71.31,1.22,0.45,1.40M,"626,389",2.88%,26.77%,35.03%,33.76%,31.91%,60.40%,246.27%,281.34%,853.89%,1.52,281.60,256.64,262.13,2.14%,THC
Equifax Inc,Industrials,Consulting Services,USA,Large,NYSE,S&P 500,21.45B,26.88B,691.40M,6.44B,37.25,1.45,2.24 (1.22%),2.12 (1.16%),"May 22, 2026",6.61% 3.91%,35.52%,15000,"May 11, 1971",32.08,17.95,1.06,3.33,4.90,126.09,19.41,13.86,4.17,0.60,0.60,1.25,0.93,Yes / Yes,5.69,10.17,2.22,11.99%,18.70%,17.01%,-1.96% 4.67%,5.85% 8.04%,11.11%,10.35%,0.81%,10.61%,Jul 21 BMO,2.19% 0.23%,0.78%,-12.54%,103.88%,2.21%,5.79%,14.58%,8.19%,44.05%,18.53%,10.73%,3.79%,8.03%,-4.23%,"

",117.60M,116.57M,5.68%,3.81,6.63M,271.84 -32.84%,150.74 21.11%,3.54%,4.27%,7.81,58.24,1.29,1.08,1.74M,"1,873,810",5.76%,9.54%,3.95%,-4.42%,-15.86%,-24.54%,-7.82%,-28.08%,37.43%,1.86,209.00,175.79,182.56,3.85%,EFX
YPF ADR,Energy,Oil & Gas Integrated,Argentina,Large,NYSE,-,19.33B,28.63B,-318.97M,18.83B,2.93,4.29,-,-,"Jul 09, 2019",- -,-,-,"Jun 29, 1993",-,7.76,-,1.03,16.79,11.47,40.89,5.11,1.52,0.73,0.94,0.95,0.78,Yes / Yes,-0.08,6.33,2.41,401.73%,-0.50%,-,- 2.51%,-0.90% 14.65%,-119.47%,-4.17%,2370.83%,6.42%,Aug 07 BMO,0.65% -1.78%,0.00%,-,11.94%,11.17%,-1.06%,-2.77%,-1.58%,28.96%,12.68%,-1.69%,-2.57%,-2.33%,18.19%,"

",3.87B,393.25M,1.38%,3.16,5.41M,57.49 -14.49%,22.82 115.43%,3.22%,2.93%,1.66,47.07,1.24,0.54,1.71M,"929,374",-6.43%,4.51%,14.86%,31.09%,35.95%,37.43%,252.40%,1009.71%,168.34%,1.43,59.68,49.61,49.16,-0.91%,YPF
