Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1351.81B,1324.53B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",318.01,152.74,6.45,13.05,15.56,30.71,234.61,117.75,12.78,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.24,0.46,1.47%,33.04%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.56%,-0.01%,42.25%,-0.58%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,3.99%,-7.77%,-15.71%,"

",3.95B,2.82B,2.43%,1.59,68.50M,498.83 -31.39%,297.38 15.10%,3.46%,3.74%,13.88,48.82,1.83,1.05,43.07M,"45,437,144",4.17%,-12.48%,-22.79%,-17.93%,-23.89%,1.99%,42.76%,43.18%,2175.63%,2.45,374.27,339.96,342.27,0.68%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1110.95B,1156.91B,26.71B,79.67B,35.98,9.51,6.83 (0.58%),6.69 (0.57%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",40.10,25.28,0.83,13.95,32.80,124.13,61.07,27.74,14.52,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.69,9.85,50.34%,28.28%,30.30%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.88%,-0.03%,75.17%,-1.02%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,-0.16%,0.91%,13.13%,"

",941.50M,848.31M,1.07%,3.06,9.12M,1249.45 -5.55%,655.10 80.15%,2.91%,3.16%,40.48,50.06,0.51,0.76,2.98M,"2,274,689",-0.47%,0.94%,17.23%,13.67%,9.82%,72.43%,119.36%,346.68%,1371.15%,1.59,1345.81,1209.00,1180.16,-2.39%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1097.39B,1077.71B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.05%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",22.00,6.29,0.04,12.16,10.89,42.13,41.93,15.76,11.94,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.52,31.15,783.11%,111.06%,172.75%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.43%,-5.50%,76.72%,-2.63%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,9.17%,1.14%,75.83%,"

",1.13B,1.12B,2.66%,0.59,29.89M,1255.00 -22.58%,113.46 756.39%,4.73%,7.53%,72.75,56.30,2.22,0.55,50.25M,"27,881,135",10.72%,13.88%,25.21%,134.72%,240.44%,675.53%,1323.05%,1270.08%,6408.10%,1.30,1565.79,949.83,971.66,2.30%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",964.50B,-,63.63B,297.51B,133.01,-,6.39 (1.76%),6.00 (1.65%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.54,14.44,1.34,3.24,2.73,-,6.27,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.19%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.46%,-2.93%,75.25%,-0.89%,1.35%,17.71%,7.41%,-,28.36%,21.39%,2.32%,6.91%,15.24%,"

",2.66B,2.65B,1.07%,3.15,28.24M,366.50 -1.00%,279.10 30.00%,1.23%,1.80%,6.33,65.16,0.97,0.56,8.97M,"5,058,608",1.49%,5.74%,20.98%,19.89%,12.61%,23.35%,134.44%,126.80%,455.48%,2.03,376.35,363.11,362.84,-0.07%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",917.33B,987.42B,22.74B,725.30B,11.85,1.35,1.00 (0.86%),0.97 (0.84%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",40.61,35.20,3.08,1.26,9.73,85.50,73.08,22.02,1.36,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.27,0.74,9.72%,13.04%,11.44%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.22%,-0.54%,36.37%,-0.51%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,2.80%,0.68%,-2.58%,"

",7.96B,4.44B,1.62%,3.03,72.04M,135.15 -14.71%,95.42 20.80%,1.81%,2.12%,2.50,56.51,0.61,0.61,23.75M,"14,519,994",3.06%,0.28%,-12.98%,-13.75%,3.46%,14.30%,116.13%,131.26%,368.01%,1.56,139.84,115.72,115.27,-0.39%,WMT
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1212.32B,1191.14B,109.59B,129.01B,15.14,4.87,0.43 (0.26%),-,-,- -,-,34549,"Jul 10, 2026",22.70,5.11,0.05,9.40,10.98,34.16,41.77,18.69,9.23,2.22,2.62,0.13,0.09,Yes / Yes,7.33,32.56,6.09,509.03%,33.53%,106.80%,159.13% 49.26%,25.56% 20.38%,420.13%,134.05%,1182.30%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-97.43%,45.38%,64.12%,93.46%,48.18%,67.76%,84.95%,10.96%,8.25%,8.25%,"

",7.29B,-,-,0.51,22.52M,194.80 -14.61%,124.80 33.28%,5.37%,7.88%,14.46,53.48,-,0.47,44.42M,"20,684,835",20.61%,9.20%,-,-,-2.16%,-,-,-,-,1.21,230.63,165.67,166.33,0.40%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",839.73B,830.88B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",132.01,33.09,0.44,20.33,12.49,63.99,99.93,87.31,20.12,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.55,1.93,83.21%,103.49%,75.07%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.48%,-6.07%,70.55%,-1.14%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,4.08%,0.78%,58.60%,"

",1.63B,1.62B,2.32%,1.26,37.75M,584.73 -12.03%,149.22 244.72%,3.61%,6.05%,32.35,53.73,2.46,0.85,29.91M,"25,570,295",6.42%,2.68%,14.39%,149.78%,140.19%,184.27%,359.36%,365.30%,7543.24%,1.54,619.80,483.01,514.39,6.50%,AMD
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,710.75B,704.35B,12.41B,41.20B,64.74,22.49,10.70 (0.58%),9.08 (0.49%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",57.41,30.66,0.82,17.25,28.48,82.00,62.75,44.58,17.10,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.15,11.74,47.69%,37.88%,37.60%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.47%,-20.14%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,6.95%,3.85%,29.10%,"

",385.42M,385.28M,0.28%,0.56,1.07M,1999.96 -7.79%,716.20 157.48%,2.62%,3.50%,72.98,59.48,1.80,0.49,1.91M,"928,987",5.92%,3.32%,16.38%,31.08%,72.37%,144.18%,176.66%,133.74%,1572.33%,1.40,2373.23,1847.90,1844.08,-0.21%,ASML
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",679.89B,688.37B,22.40B,44.49B,18.55,8.51,2.72 (0.75%),2.68 (0.74%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.25,24.27,1.72,15.28,19.63,42.78,32.36,22.09,15.47,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.00,3.43,15.21%,13.54%,14.14%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.08%,80.92%,-1.33%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,0.35%,4.50%,9.91%,"

",1.70B,1.70B,1.22%,2.57,20.79M,373.97 -2.63%,293.89 23.91%,1.43%,1.89%,7.16,55.70,0.75,1.00,8.08M,"8,106,976",0.46%,-0.27%,12.91%,12.33%,3.83%,5.40%,49.92%,56.52%,355.07%,1.33,420.14,365.45,364.15,-0.36%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,658.32B,696.83B,32.76B,363.39B,63.08,2.57,4.16 (2.60%),4.08 (2.55%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",20.60,15.00,1.03,1.81,2.54,62.18,21.55,9.85,1.92,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.68,3.45,63.87%,-6.81%,14.51%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.23%,-63.71%,66.18%,-0.75%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,2.90%,8.49%,13.29%,"

",4.11B,4.10B,1.03%,2.60,42.35M,176.41 -9.25%,105.67 51.51%,1.95%,2.10%,3.64,64.31,0.17,0.63,16.31M,"10,231,356",4.61%,9.70%,4.79%,6.78%,33.04%,49.10%,43.05%,182.02%,82.24%,2.31,168.59,158.61,160.10,0.94%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",627.42B,655.70B,21.04B,97.94B,35.28,8.61,5.38 (2.06%),5.24 (2.01%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",30.18,20.42,2.10,6.41,7.38,30.23,28.21,19.18,6.69,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.75,2.90,7.37%,10.04%,9.72%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.15%,-11.30%,75.75%,0.27%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,0.60%,3.60%,13.30%,"

",2.41B,2.41B,1.06%,3.10,25.41M,274.90 -5.29%,172.72 50.74%,1.62%,2.07%,5.54,55.20,0.23,0.61,8.19M,"4,998,300",0.43%,4.15%,12.80%,6.46%,25.80%,49.01%,50.11%,47.72%,111.29%,1.81,277.81,262.08,260.35,-0.66%,JNJ
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",517.01B,553.25B,-11.29B,57.03B,17.36,5.93,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,50.19,0.54,9.07,5.90,17.29,1502.94,32.63,9.70,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.04,0.39,256.70%,36.32%,93.21%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.72%,0.01%,61.47%,1.65%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,5.86%,-6.31%,46.13%,"

",5.04B,4.30B,2.91%,1.02,125.10M,142.35 -27.99%,21.90 368.04%,4.40%,6.54%,7.20,51.25,2.26,0.78,122.66M,"95,387,502",0.84%,5.69%,-11.58%,120.52%,177.78%,329.59%,187.28%,91.62%,196.50%,2.42,121.24,104.56,102.50,-1.97%,INTC
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,498.70B,511.24B,16.26B,35.13B,6.39,13.81,3.55 (0.62%),3.37 (0.59%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.32,24.66,1.50,14.19,89.08,41.23,30.24,23.25,14.55,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.15,17.22%,15.79%,16.48%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.88%,-0.13%,81.79%,-1.55%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,1.77%,7.57%,7.83%,"

",871.00M,807.00M,1.11%,2.54,8.96M,601.77 -5.40%,464.52 22.55%,1.41%,1.80%,10.92,62.07,0.72,0.70,3.54M,"2,473,420",1.13%,3.22%,16.20%,7.93%,-0.28%,-2.48%,42.83%,56.94%,492.27%,1.38,668.57,567.04,569.29,0.40%,MA
Oracle Corp,Technology,Software - Infrastructure,USA,Mega,NYSE,S&P 500,433.57B,574.61B,16.98B,67.36B,13.04,11.07,1.95 (1.30%),2.00 (1.33%),"Jul 10, 2026",13.72% 13.97%,34.31%,141000,"Mar 12, 1986",25.84,13.76,0.52,6.44,11.54,13.59,-,18.11,8.53,1.12,1.12,3.94,3.67,Yes / Yes,5.82,10.94,1.73,5.61%,35.74%,26.50%,23.77% 5.08%,10.48% 10.72%,32.98%,17.35%,21.36%,20.63%,Jun 10 AMC,7.44% 0.44%,40.48%,-0.04%,44.29%,-1.66%,7.95%,54.28%,8.60%,63.34%,33.32%,25.21%,11.36%,-1.21%,-14.54%,"

",2.88B,1.71B,2.92%,1.57,50.14M,345.72 -56.46%,114.50 31.46%,4.74%,5.12%,7.58,56.04,1.75,0.69,31.91M,"21,905,515",2.38%,21.18%,-23.05%,-3.81%,-22.77%,-38.55%,30.24%,66.54%,266.32%,1.57,249.45,156.22,150.52,-3.65%,ORCL
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,450.96B,-,32.26B,195.14B,39.34,-,1.19 (1.85%),1.12 (1.74%),"Sep 04, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",14.84,12.26,0.79,2.31,1.64,-,5.49,-,-,-,1.03,2.47,1.10,Yes / Yes,4.35,5.26,1.19,21.91%,13.27%,15.60%,6.17% 15.28%,18.12% 15.40%,27.92%,-1.71%,35.31%,0.28%,Jul 14 BMO,7.19% 2.54%,0.30%,-2.87%,78.31%,-2.87%,0.97%,11.25%,5.34%,-,21.32%,16.53%,3.01%,8.14%,19.06%,"

",7.02B,6.97B,1.44%,2.85,100.51M,65.20 -1.09%,46.12 39.85%,1.48%,1.64%,1.04,68.37,1.16,0.62,35.30M,"21,847,940",2.09%,4.88%,29.37%,22.79%,17.25%,35.17%,108.50%,54.91%,332.53%,1.52,68.23,64.09,64.49,0.62%,BAC
