Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Trimble Inc,Technology,Scientific & Technical Instruments,USA,Large,NASD,S&P 500,13.43B,14.68B,-104.70M,3.78B,21.92,0.92,-,-,-,- -,0.00%,11500,"Jul 20, 1990",-,13.99,0.93,3.55,2.63,62.65,17.37,16.16,3.88,0.82,0.95,0.29,0.28,Yes / Yes,-0.49,4.12,0.86,17.09%,12.33%,15.00%,-0.78% 2.58%,-0.81% 2.65%,-140.22%,5.80%,-643.78%,11.00%,Aug 12 BMO,7.17% 2.09%,0.46%,-3.09%,97.69%,-3.24%,-1.19%,-1.94%,-1.60%,66.92%,18.67%,-2.77%,2.25%,7.60%,-13.10%,"

",233.20M,232.11M,4.90%,3.81,11.37M,84.42 -31.77%,47.92 20.20%,5.26%,4.03%,2.30,55.80,1.35,1.39,2.99M,"4,143,289",-3.21%,7.16%,3.30%,-12.74%,-26.48%,-31.16%,3.75%,-35.21%,107.72%,1.40,80.09,57.54,57.60,0.10%,TRMB
Costar Group Inc,Real Estate,Real Estate Services,USA,Large,NASD,S&P 500,13.12B,13.02B,74.10M,3.56B,19.59,3.12,-,-,-,- -,0.00%,8441,"Jul 01, 1998",178.21,18.98,0.53,3.69,1.65,10.36,29.52,32.27,3.66,2.21,2.21,0.15,0.14,Yes / Yes,0.18,1.71,0.33,56.34%,25.41%,35.52%,-73.85% -51.08%,14.16% 14.37%,-28.75%,21.96%,831.51%,18.39%,Jul 28 AMC,11.97% -0.41%,0.88%,6.07%,101.04%,-7.11%,0.72%,0.90%,0.82%,74.55%,2.43%,2.08%,8.54%,7.11%,-30.40%,"

",404.80M,401.64M,4.06%,2.09,16.31M,91.89 -64.76%,25.89 25.05%,4.58%,5.03%,1.55,59.39,0.77,0.77,7.80M,"5,996,714",7.08%,6.62%,1.66%,-28.09%,-51.84%,-63.19%,-60.18%,-61.66%,55.79%,2.04,36.26,33.05,32.38,-2.03%,CSGP
Five Below Inc,Consumer Cyclical,Specialty Retail,USA,Large,NASD,-,13.52B,14.41B,440.55M,5.08B,41.82,20.13,-,-,-,- -,0.00%,24600,"Jul 19, 2012",30.85,24.85,1.28,2.66,5.85,12.15,26.76,19.02,2.84,1.27,2.10,0.86,0.73,Yes / Yes,7.93,9.84,1.34,37.06%,7.65%,19.39%,11.31% 24.07%,15.70% 19.41%,66.82%,25.87%,196.81%,32.46%,Jun 03 AMC,25.57% 4.60%,1.77%,-3.21%,98.96%,-1.74%,9.27%,21.13%,10.98%,32.93%,11.04%,8.67%,10.88%,21.23%,21.44%,"

",55.30M,54.31M,3.43%,1.49,1.86M,251.63 -2.82%,131.52 85.93%,2.91%,3.59%,8.01,74.44,0.99,0.49,1.25M,"615,315",0.07%,23.69%,13.77%,21.52%,29.83%,82.00%,24.57%,10.34%,382.42%,1.69,268.75,241.71,244.54,1.17%,FIVE
Graco Inc,Industrials,Specialty Industrial Machinery,USA,Large,NYSE,-,13.27B,12.82B,533.55M,2.27B,15.58,3.13,1.17 (1.43%),1.16 (1.42%),"Jul 20, 2026",9.20% 9.54%,36.32%,4400,"Nov 03, 1982",25.74,23.40,2.64,5.85,5.26,26.15,21.08,17.57,5.65,2.14,2.99,0.02,0.01,Yes / Yes,3.18,3.50,0.83,11.64%,6.31%,8.87%,4.99% 9.93%,1.43% 6.27%,12.51%,4.58%,15.51%,3.28%,Jul 22 AMC,12.62% -2.88%,0.81%,-0.15%,91.91%,-0.83%,17.28%,21.24%,21.02%,52.64%,27.44%,23.53%,2.01%,6.37%,-0.62%,"

",161.95M,160.65M,4.28%,4.80,6.87M,95.69 -14.37%,72.51 13.00%,1.75%,2.08%,1.64,59.87,0.92,0.76,1.43M,"1,083,634",-1.92%,7.58%,7.08%,-13.09%,-0.04%,-3.93%,4.78%,4.66%,233.68%,2.50,92.33,82.26,81.94,-0.39%,GGG
RenaissanceRe Holdings Ltd,Financial,Insurance - Reinsurance,Bermuda,Large,NYSE,-,13.44B,-,2.55B,11.06B,264.77,-,1.64 (0.51%),1.62 (0.50%),"Sep 15, 2026",2.63% 2.71%,2.86%,1040,"Jul 27, 1995",5.56,7.86,2.02,1.21,1.22,-,3.73,-,-,-,0.72,0.20,0.20,Yes / Yes,58.20,41.12,6.73,10.30%,-4.66%,3.89%,- 29.62%,36.27% 19.90%,48.57%,-14.15%,-9.98%,-13.67%,Jul 22 AMC,10.24% -11.37%,2.30%,-0.67%,101.12%,-4.55%,5.24%,22.90%,18.30%,-,40.36%,23.09%,0.26%,3.07%,10.36%,"

",41.81M,40.60M,3.05%,3.42,1.24M,335.97 -3.75%,231.17 39.88%,1.73%,2.35%,7.43,54.53,0.17,0.57,362.63K,"206,465",0.46%,2.57%,12.31%,4.01%,15.01%,33.47%,76.30%,101.27%,175.41%,2.60,339.20,319.86,323.36,1.09%,RNR
Biomarin Pharmaceutical Inc,Healthcare,Biotechnology,USA,Large,NASD,-,13.04B,16.38B,72.97M,3.46B,32.66,4.52,-,-,-,- -,0.00%,3221,"Jul 23, 1999",181.61,10.13,0.16,3.77,2.06,14.92,17.66,20.67,4.74,1.32,2.39,0.67,0.56,Yes / Yes,0.37,6.65,1.36,179.44%,32.19%,62.90%,34.05% -16.79%,16.55% 11.97%,-89.03%,13.69%,-81.28%,20.41%,Aug 06 AMC,26.66% 6.19%,1.61%,-1.65%,103.68%,0.45%,0.76%,1.18%,0.74%,73.93%,18.50%,2.11%,7.80%,13.11%,18.44%,"

",193.54M,190.46M,6.57%,5.71,12.50M,70.98 -5.10%,49.26 36.75%,4.21%,3.02%,2.04,66.07,0.26,0.65,2.19M,"1,413,479",5.56%,12.27%,26.52%,12.38%,13.34%,16.14%,-25.40%,-10.22%,-27.13%,1.62,90.58,68.53,67.36,-1.71%,BMRN
Warner Music Group Corp,Communication Services,Entertainment,USA,Large,NASD,-,13.42B,17.95B,665.00M,7.30B,1.63,1.18,0.78 (3.02%),0.76 (2.96%),"Aug 20, 2026",6.17% 43.49%,105.25%,5500,"Jun 03, 2020",20.28,14.14,0.32,1.84,15.71,21.71,16.05,10.04,2.46,0.72,0.73,5.76,5.71,Yes / Yes,1.26,1.81,0.37,115.78%,21.80%,44.68%,-13.10% -,4.25% 8.49%,125.41%,12.91%,1348.53%,10.36%,Aug 05 AMC,10.63% 3.01%,72.23%,0.00%,30.51%,0.76%,6.49%,92.17%,11.61%,40.06%,18.77%,9.10%,-3.68%,-7.12%,-11.17%,"

",147.73M,145.25M,6.61%,4.12,9.59M,35.42 -27.58%,23.34 9.90%,3.40%,4.02%,1.08,42.33,1.28,0.74,2.33M,"1,729,876",-2.80%,-10.16%,-21.82%,-10.16%,-16.37%,-20.47%,-23.32%,-27.25%,-,1.45,37.62,25.34,25.65,1.22%,WMG
Sprott Physical Silver Trust,Financial,Asset Management,Canada,Large,AMEX,-,13.40B,-,-,-,-,-,-,-,-,- -,-,-,"Oct 29, 2010",-,-,-,-,-,-,-,-,-,-,-,-,-,No / Yes,-,-,-,-,-,-,- -,- -,-,-,-,-,-,- -,-,-,-,-,-,-,-,-,-,-,7.23%,6.54%,-8.39%,"

",635.78M,635.78M,0.13%,0.09,0.80M,38.13 -44.71%,12.61 67.17%,2.42%,2.22%,0.67,60.22,0.51,0.32,8.71M,"2,805,154",1.25%,17.90%,-21.84%,-13.61%,-10.87%,63.54%,170.95%,151.85%,176.64%,-,-,20.97,21.08,0.52%,PSLV
Applied Industrial Technologies Inc,Industrials,Industrial Distribution,USA,Large,NYSE,-,13.38B,13.73B,414.52M,4.97B,50.59,3.44,2.09 (0.58%),1.99 (0.55%),"Aug 14, 2026",12.71% 8.72%,18.17%,6900,"Jul 02, 1962",33.03,27.36,4.83,2.69,7.16,105.23,29.05,21.13,2.77,1.75,2.58,0.26,0.23,Yes / Yes,10.96,13.23,2.88,9.89%,9.93%,5.66%,7.39% 24.34%,4.02% 8.95%,8.10%,8.84%,13.21%,10.45%,Aug 13 BMO,8.65% 4.65%,0.87%,-4.98%,97.27%,0.34%,13.40%,22.37%,18.08%,29.21%,11.76%,8.35%,3.50%,7.68%,24.59%,"

",36.80M,36.64M,2.03%,2.78,0.74M,374.80 -3.43%,238.34 51.86%,3.07%,2.52%,8.98,66.00,0.84,1.46,267.82K,"392,054",0.57%,8.98%,14.64%,29.72%,40.96%,32.56%,133.82%,300.74%,690.46%,1.90,400.00,357.62,361.95,1.21%,AIT
Pinterest Inc,Communication Services,Internet Content & Information,USA,Large,NYSE,-,13.63B,13.55B,248.92M,4.56B,5.12,2.25,-,-,-,- -,0.00%,5265,"Apr 18, 2019",70.13,9.95,0.51,2.99,4.70,10.69,10.64,42.41,2.97,3.81,3.81,0.41,0.41,Yes / Yes,0.34,2.42,0.48,26.12%,19.85%,19.56%,- -,14.63% 20.06%,-87.65%,16.64%,-247.51%,18.17%,Aug 04 AMC,20.52% 2.73%,14.78%,-1.22%,88.27%,-11.91%,4.90%,6.46%,6.09%,79.47%,6.27%,5.46%,2.07%,7.54%,7.29%,"

",490.71M,482.60M,10.46%,3.18,50.50M,38.57 -37.62%,13.84 73.84%,3.59%,3.86%,0.97,55.25,0.90,0.54,15.90M,"8,644,647",1.60%,4.20%,26.43%,29.77%,-7.07%,-33.81%,-7.99%,-57.08%,-,2.10,29.18,23.32,24.06,3.17%,PINS
Advanced Energy Industries Inc,Industrials,Electrical Equipment & Parts,USA,Large,NASD,-,13.23B,13.21B,219.40M,2.04B,36.40,34.92,0.29 (0.09%),0.40 (0.12%),"Aug 24, 2026",0.00% -,10.40%,13000,"Nov 17, 1995",61.58,21.74,0.51,6.49,9.07,9.46,149.29,36.64,6.48,2.94,3.79,0.95,0.84,Yes / Yes,5.36,15.19,3.04,75.42%,35.09%,42.46%,-10.11% 1.93%,-0.85% 4.90%,159.06%,24.58%,91.84%,30.03%,Aug 03 AMC,23.80% 5.45%,1.06%,-14.51%,96.79%,-6.72%,7.60%,16.27%,8.18%,38.90%,14.62%,10.77%,7.27%,2.88%,12.59%,"

",40.00M,39.63M,4.74%,2.02,1.88M,397.44 -16.90%,143.38 130.34%,4.03%,5.97%,20.54,54.82,1.33,0.37,927.94K,"345,647",1.61%,15.52%,-4.16%,5.53%,57.74%,104.00%,191.93%,281.32%,692.18%,1.33,429.08,329.54,330.26,0.22%,AEIS
Fidelity National Financial Inc,Financial,Insurance - Specialty,USA,Large,NYSE,-,13.27B,-,772.00M,15.36B,27.81,-,2.05 (4.13%),2.04 (4.13%),"Sep 16, 2026",4.50% 8.39%,91.27%,24535,"Oct 14, 2005",17.22,8.61,1.12,0.86,1.78,-,2.11,-,-,-,-,0.64,0.64,Yes / Yes,2.87,5.75,1.45,2.89%,12.39%,7.72%,-22.04% -15.01%,7.72% 6.05%,-27.30%,12.68%,5.93%,10.53%,Aug 05 AMC,6.09% 6.91%,5.69%,-0.52%,83.16%,-1.10%,0.86%,10.05%,6.33%,-,12.93%,5.03%,-2.41%,0.56%,-3.67%,"

",268.00M,252.92M,3.61%,5.82,9.12M,59.19 -16.42%,42.78 15.64%,2.30%,2.80%,1.41,47.77,0.95,1.04,1.57M,"1,633,642",-1.41%,-4.79%,3.52%,-13.21%,-9.38%,-15.12%,22.07%,8.82%,100.37%,1.67,60.80,48.97,49.47,1.02%,FNF
Revvity Inc,Healthcare,Diagnostics & Research,USA,Large,NYSE,S&P 500,13.04B,15.36B,238.07M,2.91B,64.78,9.17,0.29 (0.25%),0.28 (0.24%),"Oct 23, 2026",0.00% 0.00%,13.49%,11000,"Jul 06, 1965",55.49,19.86,2.32,4.48,1.80,12.74,23.36,17.81,5.27,1.50,1.80,0.46,0.38,Yes / Yes,2.11,5.88,1.29,5.84%,9.87%,8.57%,-22.75% -20.40%,-4.82% -5.47%,-10.40%,4.05%,-0.88%,1.31%,Aug 04 BMO,16.16% 1.14%,0.48%,-0.49%,107.66%,1.98%,1.94%,3.21%,2.38%,48.19%,15.45%,8.18%,3.19%,6.86%,16.92%,"

",111.58M,111.05M,6.35%,4.72,7.05M,118.34 -1.27%,81.22 43.86%,2.42%,3.59%,3.62,59.45,1.08,0.52,1.49M,"774,620",1.90%,4.60%,21.23%,22.26%,20.76%,30.62%,-0.81%,-36.19%,114.74%,2.40,122.62,117.50,116.84,-0.56%,RVTY
Equinox Gold Corp,Basic Materials,Gold,Canada,Large,AMEX,-,13.54B,13.64B,706.14M,3.13B,8.07,0.41,0.06 (0.52%),0.03 (0.26%),"Aug 19, 2026",- -,0.00%,-,"Sep 19, 2013",13.31,7.98,0.21,4.32,1.44,28.12,173.76,8.31,4.36,0.77,1.33,0.09,0.09,Yes / Yes,0.87,1.45,0.28,70.83%,27.07%,38.39%,- 27.35%,24.04% 16.54%,1736.25%,64.33%,459.24%,60.83%,Aug 05 AMC,-6.38% -0.77%,4.59%,0.00%,42.94%,3.43%,5.79%,9.84%,10.20%,42.55%,36.24%,22.55%,15.62%,15.63%,-11.98%,"

",1.17B,1.11B,3.93%,3.12,43.76M,18.96 -38.82%,7.08 63.84%,3.84%,4.51%,0.57,65.36,1.32,0.61,14.03M,"8,599,992",0.17%,32.57%,-19.05%,-22.97%,-17.38%,48.34%,143.70%,80.97%,54.71%,1.00,17.16,11.22,11.60,3.39%,EQX
Alcoa Corp,Basic Materials,Aluminum,USA,Large,NYSE,-,13.19B,13.98B,1.29B,13.82B,27.93,5.71,0.40 (0.80%),0.40 (0.80%),"Aug 11, 2026",0.00% -,9.02%,14900,"Oct 18, 2016",10.25,8.06,0.41,0.95,1.79,8.75,37.47,6.16,1.01,0.92,1.53,0.30,0.30,Yes / Yes,4.88,6.20,1.58,73.83%,-5.38%,19.58%,- -,1.10% 7.07%,25.38%,6.14%,142.56%,28.64%,Jul 16 AMC,-5.93% -0.56%,-,-,83.94%,-4.23%,8.10%,19.10%,13.45%,14.20%,11.66%,9.33%,6.50%,-5.43%,-11.82%,"

",263.91M,262.47M,3.56%,1.63,9.33M,84.38 -40.77%,28.92 72.82%,4.01%,3.67%,2.21,51.68,1.63,0.51,5.73M,"2,924,266",-0.38%,6.68%,-24.30%,-17.40%,-5.95%,59.53%,57.52%,10.45%,-,1.94,66.47,49.59,49.98,0.79%,AA
Nova Ltd,Technology,Semiconductor Equipment & Materials,Israel,Large,NASD,-,13.29B,13.07B,270.38M,937.50M,46.10,32.12,-,-,-,- -,0.00%,1612,"Apr 11, 2000",52.13,30.61,1.26,14.18,9.07,13.02,65.00,44.25,13.94,1.35,1.55,0.55,0.04,Yes / Yes,8.02,13.66,2.77,23.82%,27.98%,24.38%,17.65% 36.08%,15.55% 26.73%,8.14%,16.16%,2.20%,15.90%,Aug 06 BMO,4.08% 1.85%,0.20%,-12.52%,79.43%,-1.44%,13.44%,21.11%,17.73%,57.12%,28.97%,28.84%,1.77%,-10.91%,-3.73%,"

",31.78M,31.72M,4.58%,2.75,1.45M,615.99 -32.12%,232.73 79.66%,3.41%,5.44%,25.14,48.02,1.77,0.86,528.77K,"452,832",6.39%,-7.32%,-24.81%,-5.73%,27.32%,54.38%,252.46%,340.64%,3610.03%,1.50,532.00,411.50,418.12,1.61%,NVMI
AGNC Investment Corp,Real Estate,REIT - Mortgage,USA,Large,NASD,-,12.99B,121.13B,2.09B,5.01B,9.08,1.51,1.44 (13.14%),1.44 (13.14%),"Aug 31, 2026",0.00% -1.59%,97.69%,54,"May 15, 2008",5.75,7.30,-,2.59,1.21,7.27,14.66,23.41,24.19,0.19,0.19,8.61,0.00,Yes / Yes,1.91,1.50,0.38,5.20%,-4.89%,-1.02%,- -,-16.70% 41.14%,486.52%,133.36%,400.00%,412.11%,Jul 20 AMC,5.07% -3.92%,0.61%,-3.82%,42.50%,2.27%,2.03%,19.80%,18.07%,100.00%,103.31%,41.73%,1.67%,2.04%,2.25%,"

",1.19B,1.18B,8.50%,5.83,100.10M,12.19 -10.09%,9.54 14.88%,1.46%,1.98%,0.20,55.16,1.30,0.71,17.17M,"12,215,143",1.11%,-4.11%,3.89%,-3.69%,2.24%,14.05%,13.22%,-32.93%,-44.92%,2.57,11.06,10.96,10.96,0.00%,AGNC
Stifel Financial Corp,Financial,Capital Markets,USA,Large,NYSE,-,12.93B,14.45B,916.35M,6.69B,35.15,14.71,1.36 (1.59%),1.29 (1.51%),"Sep 01, 2026",15.42% 32.60%,31.32%,9000,"Jul 19, 1983",15.32,11.41,0.77,1.93,2.44,5.82,17.60,9.24,2.16,1.49,1.49,0.51,0.32,Yes / Yes,5.59,7.51,1.60,23.58%,15.07%,14.85%,3.38% 7.16%,11.49% 10.65%,60.96%,11.04%,50.52%,9.81%,Jul 22 BMO,6.98% 2.26%,3.50%,-0.09%,91.71%,-0.67%,2.25%,16.43%,12.04%,87.47%,21.25%,13.70%,3.66%,11.22%,8.96%,"

",151.59M,145.72M,3.19%,3.59,4.65M,89.83 -4.68%,67.81 26.27%,1.67%,2.20%,1.78,70.19,0.99,0.45,1.30M,"579,811",3.04%,8.81%,14.11%,8.15%,2.56%,10.81%,105.85%,86.45%,430.26%,2.33,90.14,85.68,85.62,-0.07%,SF
Icon Plc,Healthcare,Diagnostics & Research,Ireland,Large,NASD,-,12.59B,15.19B,42.34M,8.29B,121.55,12.03,-,-,-,- -,0.00%,40100,"May 15, 1998",296.15,13.66,5.12,1.52,1.34,13.56,14.08,12.18,1.83,0.95,0.95,0.38,0.24,Yes / Yes,0.55,11.94,2.68,-15.40%,12.66%,2.67%,-22.33% -14.31%,2.15% 24.15%,-94.18%,2.08%,-63.33%,1.20%,Jul 29 AMC,0.57% 2.95%,0.93%,-1.43%,107.08%,0.58%,0.26%,0.45%,0.37%,19.45%,10.14%,0.51%,-1.90%,0.60%,10.90%,"

",77.15M,76.43M,2.91%,2.26,2.22M,203.91 -19.99%,66.57 145.08%,3.46%,4.42%,7.39,48.47,1.20,0.33,981.71K,"323,993",-0.83%,-4.03%,39.34%,103.73%,-10.47%,-6.96%,-37.06%,-31.75%,113.02%,2.00,187.60,167.48,163.15,-2.59%,ICLR
J.M. Smucker Co,Consumer Defensive,Packaged Foods,USA,Large,NYSE,S&P 500,12.97B,20.05B,-138.70M,9.05B,51.98,0.55,4.44 (3.66%),4.42 (3.64%),"Aug 14, 2026",2.55% 4.10%,-,8000,"Oct 31, 1994",-,11.26,1.41,1.43,2.34,221.40,11.22,9.66,2.21,0.33,0.78,1.29,1.18,Yes / Yes,-1.31,10.78,2.21,9.92%,7.21%,8.00%,-14.82% -,2.00% 2.49%,88.76%,3.72%,153.00%,5.80%,Aug 26 BMO,5.05% 0.46%,2.24%,-1.28%,89.90%,-0.88%,-0.81%,-2.39%,-1.15%,33.19%,16.77%,-1.53%,1.87%,5.75%,15.33%,"

",106.66M,104.49M,5.39%,3.54,5.63M,127.64 -4.90%,88.25 37.55%,1.79%,2.59%,3.16,58.60,0.25,0.57,1.59M,"905,556",1.02%,6.51%,21.15%,9.35%,24.11%,8.93%,-17.20%,-8.51%,-20.57%,2.14,126.33,120.63,121.39,0.63%,SJM
Clorox Co,Consumer Defensive,Household & Personal Products,USA,Large,NYSE,S&P 500,12.78B,18.38B,587.00M,6.72B,0.74,1.18,5.10 (4.82%),4.97 (4.70%),"Aug 12, 2026",1.59% 2.05%,103.41%,9200,"Aug 01, 1968",21.97,16.77,2.63,1.90,142.02,89.39,31.56,16.20,2.74,0.38,0.66,62.02,48.99,Yes / Yes,4.81,6.30,1.11,5.77%,7.74%,6.37%,58.81% -2.93%,-3.11% -1.75%,-26.46%,-5.41%,-50.12%,-2.01%,Aug 03 AMC,1.18% 1.73%,0.75%,0.55%,85.92%,0.24%,8.79%,285.64%,13.05%,41.95%,13.21%,8.74%,4.64%,7.99%,2.02%,"

",120.93M,120.01M,11.27%,5.27,13.52M,128.90 -18.00%,84.70 24.79%,2.41%,2.87%,3.07,60.69,0.57,0.75,2.57M,"1,936,245",0.52%,7.08%,15.94%,-15.20%,4.83%,-13.06%,-34.01%,-37.25%,-20.78%,3.18,98.38,106.54,105.70,-0.79%,CLX
Jefferies Financial Group Inc,Financial,Capital Markets,USA,Large,NYSE,-,12.71B,34.23B,796.81M,11.69B,51.95,67.02,1.64 (2.98%),1.60 (2.90%),"Aug 18, 2026",10.06% 21.67%,56.50%,7787,"Oct 07, 1968",15.37,11.60,0.48,1.09,1.06,0.82,1.60,7.15,2.93,1.51,1.51,3.49,1.76,Yes / Yes,3.59,4.75,0.92,25.29%,34.05%,23.92%,-2.57% 1.32%,5.90% 5.32%,35.56%,29.74%,159.79%,106.83%,Jun 24 AMC,-11.85% -4.04%,33.67%,18.89%,60.64%,1.12%,1.13%,7.96%,2.83%,91.24%,39.13%,6.82%,-1.03%,-1.28%,2.84%,"

",194.15M,152.92M,3.33%,2.40,5.08M,71.04 -22.38%,35.53 55.19%,2.49%,3.36%,1.89,49.04,1.51,0.85,2.11M,"1,802,512",-2.61%,-1.18%,4.14%,1.96%,-11.02%,-10.63%,57.68%,64.45%,230.37%,2.43,64.60,55.86,55.14,-1.29%,JEF
Watsco Inc,Industrials,Industrial Distribution,USA,Large,NYSE,-,12.94B,13.49B,441.56M,7.28B,72.59,11.23,11.77 (3.76%),12.60 (4.02%),"Jul 16, 2026",9.86% 11.07%,97.98%,7050,"Apr 10, 1968",27.23,23.82,4.63,1.78,4.31,27.87,18.56,19.24,1.85,1.45,3.20,0.18,0.14,Yes / Yes,11.50,13.14,4.13,-1.41%,8.81%,5.15%,-7.37% 11.80%,-0.16% 7.45%,-12.07%,-2.98%,-11.68%,2.06%,Jul 29 BMO,-9.31% -1.77%,14.07%,0.00%,94.01%,4.30%,9.00%,15.35%,12.95%,26.91%,9.02%,6.06%,-6.78%,-15.05%,-17.17%,"

",35.59M,35.45M,9.97%,8.33,3.54M,459.00 -31.80%,300.66 4.12%,2.98%,3.82%,12.65,34.44,1.03,0.62,424.25K,"261,833",-5.16%,-18.72%,-24.76%,-24.58%,-7.09%,-25.75%,-13.39%,13.33%,116.79%,2.88,376.56,311.60,313.06,0.47%,WSO
Crown Holdings Inc,Consumer Cyclical,Packaging & Containers,USA,Large,NYSE,-,12.94B,18.94B,784.00M,13.30B,25.66,7.16,1.40 (1.18%),1.31 (1.10%),"Aug 06, 2026",5.73% -,16.31%,23000,"Dec 18, 1984",17.13,13.18,1.67,0.97,4.64,16.62,10.80,8.76,1.42,0.65,1.05,2.19,1.97,Yes / Yes,6.95,9.03,2.26,7.91%,7.46%,7.88%,2.11% 8.18%,-1.53% 5.70%,45.91%,10.76%,42.76%,17.18%,Jul 20 AMC,15.17% 8.73%,0.92%,-8.09%,104.57%,-5.10%,5.40%,27.23%,9.19%,17.59%,12.75%,5.89%,-0.02%,7.03%,13.64%,"

",111.75M,107.76M,3.01%,2.88,3.24M,122.91 -3.16%,89.21 33.42%,2.58%,2.73%,3.15,56.01,0.57,0.60,1.12M,"670,356",-1.38%,1.71%,19.97%,7.82%,15.59%,17.75%,33.40%,9.93%,120.37%,1.76,135.43,118.37,119.02,0.55%,CCK
Penumbra Inc,Healthcare,Medical Devices,USA,Large,NYSE,-,12.88B,12.44B,160.59M,1.50B,38.86,16.73,-,-,-,- -,0.00%,4700,"Sep 18, 2015",80.31,54.60,2.47,8.56,8.41,19.55,59.66,60.81,8.26,3.86,5.75,0.14,0.13,Yes / Yes,4.07,5.99,1.20,22.60%,27.22%,22.07%,- -,18.33% 20.16%,7.09%,17.55%,-23.74%,14.90%,Jul 30 AMC,-24.30% 0.10%,2.82%,-0.23%,85.65%,-12.78%,8.80%,11.37%,9.30%,66.72%,12.45%,10.67%,1.53%,2.32%,2.41%,"

",39.39M,38.28M,4.80%,4.69,1.84M,362.41 -9.77%,221.26 47.80%,0.51%,0.61%,2.07,72.10,0.70,0.64,391.40K,"251,643",0.73%,2.32%,1.25%,-3.45%,5.18%,29.15%,27.93%,26.92%,340.13%,2.82,363.29,326.75,327.02,0.08%,PEN
CNH Industrial NV,Industrials,Farm & Heavy Construction Machinery,United Kingdom,Large,NYSE,-,12.92B,36.81B,311.00M,18.19B,6.27,1.99,0.15 (1.41%),0.10 (0.96%),"May 21, 2026",-37.00% -5.11%,24.53%,34197,"Sep 30, 2013",41.83,15.98,0.81,0.71,1.67,5.24,21.15,11.96,2.02,6.06,7.29,3.39,3.39,Yes / Yes,0.25,0.65,0.10,-19.68%,47.87%,19.67%,-35.07% -,-8.40% -7.02%,-62.01%,0.60%,-34.59%,1.95%,Aug 03 BMO,24.52% 0.66%,29.90%,-0.01%,72.08%,-0.30%,0.72%,4.02%,0.91%,30.13%,13.32%,1.71%,-2.54%,-1.91%,-1.72%,"

",1.24B,867.70M,7.81%,5.54,67.78M,13.31 -21.56%,9.00 16.00%,3.59%,4.12%,0.46,46.36,1.16,0.71,12.23M,"8,662,006",-4.31%,-1.51%,-2.16%,-17.73%,13.23%,-14.07%,-24.02%,-30.74%,61.23%,2.14,12.81,10.39,10.44,0.48%,CNH
Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA,Large,NYSE,S&P 500,12.91B,15.84B,661.00M,13.19B,134.81,0.30,5.59 (1.71%),5.49 (1.68%),"Aug 28, 2026",4.34% 5.12%,35.27%,44000,"Mar 22, 2011",19.54,15.67,0.95,0.98,2.43,1076.11,-,16.38,1.20,1.14,1.23,0.55,0.55,Yes / Yes,16.77,20.91,4.39,19.92%,13.29%,16.56%,2.16% -2.13%,5.35% 5.93%,25.77%,13.97%,36.49%,10.90%,Jul 30 BMO,39.00% 8.43%,0.86%,-7.60%,88.96%,-7.57%,5.33%,12.97%,8.02%,12.40%,4.89%,5.01%,6.44%,11.00%,-6.11%,"

",39.40M,39.06M,2.91%,2.23,1.14M,460.00 -28.76%,262.66 24.77%,2.45%,3.51%,10.34,63.78,0.24,0.80,508.33K,"406,046",1.00%,20.90%,-2.74%,-19.43%,-3.63%,22.53%,43.93%,59.13%,96.47%,1.87,368.18,325.76,327.71,0.60%,HII
