Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
TFS Financial Corp,Financial,Banks - Regional,USA,Mid,NASD,-,5.13B,-,91.56M,815.02M,6.85,-,1.15 (6.29%),1.13 (6.17%),"Jun 10, 2026",0.00% 0.36%,353.24%,958,"Apr 23, 2007",55.89,49.41,-,6.29,2.67,-,54.95,-,-,-,0.19,2.67,1.80,Yes / Yes,0.33,0.37,0.08,4.69%,10.45%,-,6.87% 1.69%,22.22% 9.53%,13.99%,5.52%,10.55%,5.26%,Apr 30 AMC,0.00% 0.64%,0.51%,-5.13%,13.89%,0.85%,0.53%,4.79%,1.70%,-,14.50%,11.23%,4.14%,10.53%,24.65%,"

",280.48M,279.01M,2.84%,9.02,7.92M,18.52 -1.32%,12.53 45.83%,1.78%,1.88%,0.34,70.93,0.74,0.85,878.71K,"746,536",3.45%,11.06%,26.07%,31.23%,36.62%,40.18%,40.51%,-7.86%,1.95%,3.00,16.00,18.44,18.28,-0.87%,TFSL
UFP Industries Inc,Basic Materials,Lumber & Wood Production,USA,Mid,NASD,RUT,4.85B,4.47B,256.69M,6.19B,54.53,13.61,-,1.42 (1.65%),"Jun 01, 2026",13.80% 22.87%,28.03%,13800,"Nov 10, 1993",18.86,15.57,1.47,0.78,1.58,6.32,16.15,8.89,0.72,3.07,4.64,0.12,0.11,Yes / Yes,4.56,5.52,1.38,-7.47%,18.97%,10.59%,-23.06% 4.53%,-13.09% 4.16%,-24.83%,-6.40%,-30.98%,-8.41%,Jul 29 AMC,-21.79% -3.46%,2.06%,0.00%,86.30%,0.55%,6.27%,8.13%,7.53%,16.62%,5.50%,4.15%,-1.36%,2.18%,-7.35%,"

",56.48M,55.32M,3.34%,3.67,1.85M,118.00 -27.18%,77.89 10.32%,4.25%,3.44%,3.00,50.05,1.23,0.85,503.63K,"426,769",1.31%,-0.20%,-6.76%,-17.77%,-5.62%,-16.05%,-15.38%,23.46%,158.33%,1.83,103.00,88.95,85.93,-3.40%,UFPI
Blackrock Inc,Financial,Asset Management,USA,Large,NYSE,S&P 500,174.34B,186.09B,6.58B,27.61B,347.84,60.52,23.64 (2.20%),21.88 (2.04%),"Jun 05, 2026",2.21% 7.49%,59.02%,24900,"Oct 01, 1999",26.30,16.68,1.09,6.31,3.08,17.72,46.37,18.01,6.74,5.10,5.10,0.26,0.26,Yes / Yes,40.76,64.27,14.22,16.92%,14.30%,15.33%,1.30% 2.08%,12.26% 8.04%,1.35%,22.99%,19.57%,22.09%,Jul 15 BMO,9.60% 5.30%,11.52%,-0.92%,75.99%,-0.28%,4.01%,11.95%,9.18%,81.90%,33.92%,23.82%,5.63%,3.50%,1.25%,"

",162.60M,143.88M,1.44%,2.81,2.07M,1219.94 -12.11%,917.39 16.88%,2.79%,2.74%,30.86,60.15,1.44,1.03,738.18K,"761,091",3.48%,1.90%,4.61%,-1.80%,0.17%,-3.00%,47.31%,22.53%,200.46%,1.32,1322.00,1087.05,1072.20,-1.37%,BLK
Old Second Bancorporation Inc,Financial,Banks - Regional,USA,Small,NASD,RUT,1.22B,-,86.06M,429.16M,17.29,-,0.29 (1.21%),0.27 (1.14%),"May 01, 2026",7.72% 44.27%,15.46%,1062,"Nov 16, 1993",14.08,10.29,-,2.83,1.37,-,8.83,-,-,-,0.04,0.36,0.11,Yes / Yes,1.68,2.30,0.55,33.44%,6.32%,-,2.74% 11.88%,15.65% 23.14%,-8.61%,26.26%,10.68%,32.23%,Apr 22 AMC,-6.61% 0.64%,5.92%,-3.62%,72.07%,0.96%,1.37%,10.84%,8.66%,-,26.91%,20.05%,2.64%,7.44%,17.00%,"

",51.67M,48.39M,4.07%,5.00,1.97M,23.99 -1.46%,16.42 43.93%,2.22%,2.14%,0.50,63.98,0.71,1.18,394.14K,"463,856",3.28%,7.16%,9.60%,15.54%,21.23%,27.03%,69.10%,92.67%,227.88%,1.50,25.33,23.88,23.64,-1.01%,OSBC
XP Inc,Financial,Capital Markets,Brazil,Mid,NASD,-,8.62B,24.29B,964.24M,3.48B,9.16,3.26,0.94 (5.61%),0.38 (2.28%),"Jun 10, 2026",- -,0.01%,8069,"Dec 11, 2019",9.14,7.14,0.67,2.48,1.82,5.12,1.06,20.83,6.98,0.29,0.29,3.67,0.13,Yes / Yes,1.82,2.33,0.51,6.44%,14.34%,10.69%,12.04% 19.21%,7.89% 15.03%,17.87%,10.28%,21.12%,19.30%,May 18 AMC,-0.76% -0.70%,25.28%,0.00%,62.45%,-5.48%,1.37%,22.94%,18.06%,68.60%,31.86%,27.72%,2.90%,0.50%,-8.07%,"

",414.92M,386.30M,5.49%,3.65,21.22M,23.13 -27.93%,14.80 12.64%,3.12%,3.44%,0.62,53.27,1.13,0.64,5.81M,"3,731,616",-1.48%,6.31%,-21.07%,-3.86%,1.83%,-8.00%,-28.91%,-60.08%,-,1.33,23.73,16.68,16.67,-0.06%,XP
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,NASD,"DJIA, NDX, S&P 500",2659.48B,2740.36B,90.80B,742.78B,41.09,13.57,-,-,-,- -,0.00%,1576000,"May 15, 1997",29.55,24.47,1.10,3.58,6.02,18.22,-,17.06,3.69,1.01,1.18,0.51,0.47,Yes / Yes,8.37,10.10,1.82,23.36%,14.23%,22.23%,- 27.96%,11.73% 13.18%,35.55%,14.22%,75.33%,16.61%,Jul 30 AMC,70.22% 2.39%,8.95%,-0.03%,67.70%,0.00%,11.64%,24.28%,13.93%,50.60%,12.14%,12.22%,2.14%,-1.94%,5.63%,"

",10.75B,9.79B,1.02%,2.03,100.35M,278.56 -11.25%,196.00 26.14%,2.74%,3.20%,7.59,51.32,1.47,0.88,49.43M,"43,572,361",0.77%,0.50%,-0.99%,4.47%,7.11%,10.43%,85.11%,38.36%,572.33%,1.21,317.33,249.89,247.23,-1.06%,AMZN
Marvell Technology Inc,Technology,Semiconductors,USA,Large,NASD,"NDX, S&P 500",165.24B,166.92B,2.53B,8.72B,20.80,4.39,0.24 (0.13%),0.24 (0.13%),"Jul 10, 2026",0.00% 0.00%,7.82%,7480,"Jun 27, 2000",64.48,30.40,0.64,18.96,9.07,42.99,99.22,61.56,19.15,2.66,3.28,0.30,0.29,Yes / Yes,2.93,6.21,0.93,42.71%,53.11%,47.26%,- -,11.45% 22.51%,620.48%,34.07%,-81.00%,27.57%,May 27 AMC,0.21% 0.49%,0.77%,-4.17%,77.88%,-5.00%,10.76%,16.03%,10.71%,50.64%,16.41%,28.99%,-24.97%,-19.90%,45.29%,"

",875.60M,868.99M,3.92%,0.80,34.08M,329.88 -42.80%,61.44 207.10%,8.18%,7.62%,22.41,35.72,2.22,0.70,42.47M,"29,656,336",-19.99%,-32.29%,41.47%,132.34%,122.03%,162.02%,192.26%,249.60%,1786.80%,1.43,264.65,188.30,188.68,0.20%,MRVL
Ares Management Corp,Financial,Asset Management,USA,Large,NYSE,S&P 500,41.46B,59.98B,476.55M,6.82B,11.38,4.36,5.45 (4.34%),4.94 (3.93%),"Jun 16, 2026",22.45% 22.87%,253.90%,4250,"May 02, 2014",58.18,17.08,0.78,6.08,11.04,28.83,-,26.79,8.80,0.47,0.47,3.51,3.50,Yes / Yes,2.16,7.36,1.28,24.49%,24.15%,21.96%,26.37% 15.13%,27.27% 31.26%,21.89%,46.89%,779.73%,30.26%,Jul 31 BMO,-6.98% 2.34%,8.23%,0.02%,93.85%,-0.12%,2.08%,13.63%,3.19%,77.90%,29.13%,6.99%,5.54%,1.55%,-7.29%,"

",221.96M,206.97M,7.59%,6.01,15.70M,195.26 -35.63%,95.80 31.19%,3.48%,4.33%,5.05,56.56,1.51,0.74,2.61M,"1,946,062",3.18%,-6.89%,8.14%,-26.04%,-22.24%,-31.39%,24.50%,105.94%,753.56%,1.75,145.06,125.43,125.68,0.20%,ARES
Verisign Inc,Technology,Software - Infrastructure,USA,Large,NASD,S&P 500,25.27B,26.51B,840.90M,1.68B,-24.30,6.11,2.83 (1.02%),3.16 (1.14%),"May 19, 2026",- -,26.24%,928,"Jan 30, 1998",30.70,25.71,2.16,15.01,-,45.41,24.11,22.61,15.75,0.46,0.46,-,-,Yes / Yes,9.04,10.80,2.42,10.47%,10.96%,11.92%,12.16% 4.49%,5.15% 5.54%,10.70%,6.84%,11.14%,6.61%,Jul 23 AMC,1.22% 0.70%,0.83%,-4.13%,98.72%,-2.86%,61.27%,-,-,88.35%,67.93%,49.96%,6.17%,-0.47%,8.23%,"

",91.10M,90.25M,2.11%,2.30,1.90M,312.48 -11.14%,208.86 32.94%,2.14%,2.80%,7.23,60.14,0.71,0.78,827.11K,"648,109",2.80%,1.38%,1.39%,11.37%,14.29%,-1.14%,28.96%,20.86%,230.39%,2.50,325.25,275.22,277.66,0.89%,VRSN
Franklin Electric Co Inc,Industrials,Specialty Industrial Machinery,USA,Mid,NASD,RUT,4.67B,4.88B,149.76M,2.18B,30.34,1.91,1.12 (1.06%),1.09 (1.03%),"May 07, 2026",10.77% 11.32%,32.92%,6500,"Mar 17, 1980",31.91,20.64,-,2.14,3.48,55.25,27.54,13.67,2.24,1.14,2.67,0.22,0.13,Yes / Yes,3.31,5.12,1.44,10.89%,11.52%,-,-6.75% 8.55%,1.41% 11.31%,-13.65%,7.98%,14.88%,9.93%,Jul 28 BMO,10.92% 4.43%,7.30%,-0.60%,89.94%,4.86%,7.63%,11.36%,9.85%,35.24%,12.86%,6.88%,0.76%,3.97%,7.47%,"

",44.16M,40.96M,1.83%,2.38,0.75M,111.53 -5.26%,89.54 18.01%,2.14%,2.36%,2.49,55.19,1.03,0.87,315.48K,"272,937",1.96%,2.06%,6.60%,6.53%,10.60%,15.40%,0.55%,31.89%,177.83%,2.00,113.60,107.73,105.66,-1.92%,FELE
nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,Large,NYSE,-,25.05B,26.56B,487.10M,4.33B,23.48,1.17,0.71 (0.46%),0.82 (0.53%),"Jul 24, 2026",4.99% 2.96%,31.11%,12000,"Apr 17, 2018",52.10,26.64,0.96,5.79,6.60,131.86,65.60,28.73,6.14,1.21,1.70,0.45,0.44,Yes / Yes,2.97,5.82,1.16,37.29%,26.44%,27.83%,3.10% -,10.20% 14.27%,-15.12%,34.18%,-60.21%,53.47%,Jul 31 BMO,15.87% 11.99%,0.99%,-7.40%,93.86%,-1.54%,7.04%,13.00%,8.94%,37.01%,16.20%,11.26%,-4.62%,-6.40%,22.85%,"

",161.72M,160.12M,2.89%,2.15,4.62M,184.64 -16.10%,73.05 112.07%,4.78%,4.34%,8.36,44.36,1.36,0.86,2.15M,"1,856,832",-3.61%,-7.42%,19.44%,48.19%,51.93%,100.60%,187.53%,423.20%,-,1.50,200.88,153.65,154.92,0.83%,NVT
Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,USA,Large,NASD,S&P 500,13.99B,16.31B,235.80M,4.23B,42.27,0.71,-,-,"Jul 26, 2023",- -,0.00%,15000,"Jan 21, 1983",60.57,14.30,1.44,3.31,1.70,100.62,24.56,14.13,3.85,0.78,1.27,0.30,0.23,Yes / Yes,1.18,5.02,1.12,12.47%,8.24%,9.91%,-1.15% 9.30%,7.35% 10.98%,-42.65%,6.09%,-191.42%,7.90%,Jun 04 AMC,9.64% 2.63%,0.67%,0.00%,106.69%,0.83%,1.89%,2.85%,2.33%,60.93%,18.19%,5.57%,1.84%,8.93%,-1.74%,"

",194.90M,193.73M,3.83%,2.54,7.42M,89.83 -20.17%,58.89 21.77%,3.07%,2.79%,2.12,56.53,0.83,0.57,2.92M,"1,666,972",1.43%,6.47%,3.36%,-12.22%,-12.51%,-2.12%,-27.19%,-28.98%,60.77%,1.76,81.25,73.10,71.71,-1.90%,COO
Citigroup Inc,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,221.84B,-,16.46B,175.96B,114.74,-,2.56 (1.98%),2.40 (1.86%),"May 04, 2026",4.38% 2.61%,33.18%,226000,"Oct 29, 1986",13.96,10.15,0.36,1.26,1.13,-,5.80,-,-,-,1.50,3.84,1.57,Yes / Yes,9.26,12.74,2.70,59.68%,14.14%,28.12%,-0.02% 8.24%,18.52% 13.72%,37.25%,3.91%,61.05%,4.85%,Jul 14 BMO,15.01% 4.32%,0.33%,-3.34%,81.57%,-2.67%,0.64%,8.31%,3.24%,-,14.30%,9.35%,-7.56%,-3.34%,10.48%,"

",1.71B,1.71B,1.59%,2.19,27.21M,147.96 -12.57%,87.94 47.10%,4.14%,2.61%,4.02,36.84,1.10,1.26,12.42M,"15,691,875",-8.12%,-9.53%,0.02%,15.08%,10.86%,38.96%,179.64%,93.36%,191.81%,1.54,155.09,131.71,129.36,-1.78%,C
Aercap Holdings NV,Industrials,Rental & Leasing Services,Ireland,Large,NYSE,-,23.17B,64.68B,3.93B,7.46B,113.80,10.03,1.53 (1.04%),1.34 (0.91%),"May 13, 2026",- -,4.96%,668,"Nov 21, 2006",6.44,8.59,1.49,3.11,1.29,14.65,58.91,10.40,8.67,0.59,0.62,2.34,2.34,Yes / Yes,22.83,17.11,4.11,12.57%,-1.14%,5.75%,- -,2.96% 10.91%,100.38%,-3.68%,42.48%,-5.05%,Jul 29 BMO,45.09% 8.24%,4.95%,-1.79%,94.10%,-1.87%,5.45%,22.06%,6.39%,55.71%,48.21%,52.64%,-0.71%,2.43%,5.32%,"

",161.67M,149.87M,0.86%,1.00,1.29M,155.99 -5.78%,105.65 39.11%,2.32%,2.72%,3.91,51.49,0.93,0.51,1.29M,"656,276",-1.94%,2.79%,3.17%,3.62%,2.23%,29.15%,126.70%,193.24%,298.08%,1.60,170.62,147.16,146.97,-0.13%,AER
Enpro Inc,Industrials,Specialty Industrial Machinery,USA,Mid,NYSE,RUT,6.82B,7.36B,43.40M,1.17B,73.97,3.75,-,1.26 (0.39%),"Jun 03, 2026",3.45% 3.58%,64.91%,4000,"May 24, 2002",159.02,30.99,-,5.81,4.36,86.08,39.27,26.21,6.27,1.40,2.20,0.40,0.39,Yes / Yes,2.03,10.41,2.32,16.65%,12.86%,-,-42.04% -,1.32% 1.26%,-48.98%,10.21%,11.31%,10.91%,May 05 BMO,2.72% -0.30%,0.67%,-6.39%,98.09%,-1.57%,1.69%,2.87%,2.00%,42.56%,14.97%,3.70%,-7.61%,-2.47%,22.04%,"

",21.13M,20.98M,2.17%,1.73,0.46M,390.42 -17.35%,199.73 61.56%,3.72%,3.91%,13.62,42.67,1.53,1.07,264.02K,"282,972",-2.49%,-9.91%,18.74%,40.49%,50.69%,56.80%,128.92%,254.87%,572.39%,1.00,335.33,323.39,322.68,-0.22%,NPO
Lowe's Cos. Inc,Consumer Cyclical,Home Improvement Retail,USA,Large,NYSE,S&P 500,117.04B,158.33B,6.62B,88.43B,-16.52,2.22,4.94 (2.37%),4.80 (2.30%),"Jul 22, 2026",6.34% 15.61%,40.08%,276000,"Dec 19, 1979",17.65,15.54,2.45,1.32,-,94.08,15.36,12.62,1.79,0.18,1.09,-,-,Yes / Yes,11.82,13.43,4.25,1.52%,7.67%,6.34%,5.24% 8.87%,-3.85% -0.75%,-2.12%,6.24%,-0.79%,10.26%,May 20 BMO,1.91% 0.44%,0.13%,-4.75%,81.23%,-0.40%,13.20%,-,21.08%,30.96%,11.55%,7.49%,-3.76%,-4.08%,-13.37%,"

",561.00M,560.00M,1.79%,3.37,10.03M,293.06 -28.78%,203.40 2.62%,3.22%,2.76%,6.31,41.78,0.85,1.17,2.98M,"3,475,863",-1.37%,-6.83%,-13.90%,-24.08%,-13.45%,-4.51%,-8.44%,6.42%,155.58%,1.81,264.63,216.16,208.73,-3.44%,LOW
Townebank Portsmouth VA,Financial,Banks - Regional,USA,Mid,NASD,RUT,3.37B,-,159.44M,1.18B,31.31,-,1.80 (4.92%),1.08 (2.94%),"Jun 26, 2026",6.00% 8.04%,47.99%,2976,"May 05, 1999",18.34,10.39,-,2.87,1.17,-,26.36,-,-,-,0.13,0.20,0.13,Yes / Yes,1.99,3.52,0.79,5.08%,10.91%,-,-5.34% 1.89%,14.36% 9.06%,-15.75%,13.97%,-32.32%,24.10%,Apr 22 BMO,-2.99% -3.12%,1.69%,-,59.01%,10.41%,0.80%,6.26%,4.87%,-,24.90%,13.56%,1.60%,4.37%,7.43%,"

",92.37M,90.63M,2.93%,4.42,2.65M,37.12 -1.49%,31.28 16.88%,1.90%,1.90%,0.70,60.02,0.71,1.36,600.17K,"815,822",2.14%,4.11%,5.53%,8.48%,11.76%,2.91%,50.14%,24.48%,60.69%,2.25,39.25,36.99,36.56,-1.15%,TOWN
First Bancorp,Financial,Banks - Regional,USA,Mid,NASD,RUT,2.67B,-,120.65M,561.03M,40.68,-,0.96 (1.50%),0.94 (1.46%),"Jun 30, 2026",1.12% 4.80%,33.97%,1374,"Apr 30, 1987",22.02,12.93,-,4.75,1.58,-,13.57,-,-,-,0.07,0.05,0.05,Yes / Yes,2.93,4.98,1.15,71.34%,8.49%,-,-13.36% -0.96%,10.28% 11.50%,38.23%,3.15%,28.00%,8.23%,Apr 22 AMC,4.15% -0.75%,1.67%,-7.86%,81.37%,2.73%,0.95%,7.56%,6.81%,-,27.04%,21.51%,1.55%,5.84%,14.91%,"

",41.38M,40.69M,5.25%,8.61,2.13M,66.54 -3.17%,45.04 43.05%,2.38%,2.39%,1.55,57.70,0.82,0.99,247.81K,"245,212",1.11%,5.80%,11.22%,16.26%,26.86%,35.07%,101.53%,63.49%,247.14%,1.80,68.55,66.23,64.43,-2.72%,FBNC
Urban Outfitters Inc,Consumer Cyclical,Apparel Retail,USA,Mid,NASD,RUT,6.25B,7.04B,472.28M,6.32B,30.50,4.83,-,-,-,- -,0.00%,31000,"Nov 09, 1993",14.01,10.84,1.18,0.99,2.39,15.12,41.56,9.28,1.11,0.78,1.48,0.46,0.38,Yes / Yes,5.21,6.73,1.72,13.36%,9.19%,9.19%,43.99% 231.76%,8.74% 12.31%,8.96%,11.23%,12.41%,11.42%,May 20 AMC,12.74% 1.14%,43.52%,-1.66%,74.64%,-8.28%,10.24%,18.73%,13.15%,35.98%,9.80%,7.48%,2.35%,1.56%,3.87%,"

",85.60M,48.36M,13.31%,5.14,6.44M,84.35 -13.48%,59.53 22.58%,4.47%,3.99%,2.86,53.58,1.23,0.76,1.25M,"949,524",6.03%,-4.10%,5.04%,4.12%,-3.03%,2.89%,110.80%,97.83%,150.19%,2.35,86.36,75.42,72.98,-3.24%,URBN
Stepan Co,Basic Materials,Specialty Chemicals,USA,Small,NYSE,RUT,1.33B,1.90B,-14.22M,2.34B,52.53,6.20,1.60 (2.73%),1.57 (2.68%),"Jun 01, 2026",4.20% 6.52%,75.66%,2328,"Jul 02, 1962",-,14.98,-,0.57,1.12,9.46,35.78,10.23,0.81,0.86,1.26,0.60,0.31,Yes / Yes,-0.62,3.92,0.61,39.29%,54.44%,-,-31.52% -17.78%,-5.61% 4.52%,-125.23%,5.46%,-310.09%,1.90%,Jul 29 BMO,16.88% -1.26%,4.95%,0.00%,87.00%,2.25%,-0.60%,-1.19%,-0.91%,11.06%,2.41%,-0.61%,4.58%,9.21%,15.49%,"

",22.71M,21.59M,2.98%,4.42,0.64M,68.00 -13.78%,41.82 40.20%,3.99%,3.24%,1.81,66.86,0.95,0.80,145.47K,"116,897",3.64%,8.21%,15.44%,14.51%,23.80%,2.34%,-36.98%,-50.68%,-6.33%,1.00,75.00,59.24,58.63,-1.03%,SCL
UMB Financial Corp,Financial,Banks - Regional,USA,Large,NASD,RUT,11.09B,-,860.92M,4.29B,99.15,-,1.74 (1.19%),1.69 (1.16%),"Jun 10, 2026",3.04% 5.45%,17.54%,5222,"Mar 17, 1980",12.95,10.61,1.00,2.59,1.47,-,11.25,-,-,-,0.41,0.51,0.06,Yes / Yes,11.27,13.77,3.12,14.04%,6.35%,10.63%,1.62% 9.41%,34.42% 26.89%,41.57%,41.57%,176.27%,17.88%,Jul 28 AMC,20.88% 5.32%,5.44%,-0.68%,94.30%,-0.79%,1.24%,12.11%,10.63%,-,25.95%,20.07%,2.07%,7.77%,19.58%,"

",75.98M,71.85M,5.78%,5.74,4.16M,148.31 -1.56%,103.38 41.22%,2.03%,2.56%,3.33,60.63,0.78,0.54,724.06K,"392,251",0.97%,7.89%,21.10%,20.91%,26.90%,33.42%,128.32%,66.60%,159.40%,1.36,156.79,148.02,145.99,-1.37%,UMBF
Western Digital Corp,Technology,Computer Hardware,USA,Large,NASD,"NDX, S&P 500",164.49B,162.98B,6.39B,11.78B,28.06,9.39,0.49 (0.10%),0.50 (0.10%),"Jun 05, 2026",- -41.82%,2.07%,40000,"Mar 17, 1980",28.49,25.79,0.32,13.97,17.01,50.82,56.62,40.39,13.84,1.20,1.49,0.18,0.01,Yes / Yes,16.75,18.50,3.30,102.64%,85.20%,80.89%,0.54% -,-20.28% -10.67%,242.76%,-18.43%,483.37%,45.47%,Apr 30 AMC,13.57% 2.79%,0.94%,-4.48%,99.10%,-1.09%,40.61%,85.87%,65.46%,45.40%,31.17%,54.28%,-19.66%,-13.87%,52.88%,"

",345.00M,341.45M,6.55%,2.67,22.38M,799.87 -40.34%,66.04 622.62%,9.95%,8.34%,54.52,39.76,2.15,1.40,8.39M,"11,777,119",-18.09%,-29.93%,31.94%,121.96%,177.02%,612.06%,1513.59%,883.73%,1122.53%,1.70,643.35,466.81,477.22,2.23%,WDC
Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,Mid,NASD,RUT,3.29B,3.95B,-22.46M,757.29M,8.09,2.90,-,-,-,- -,-,1610,"Apr 18, 2016",-,-,-,4.35,7.00,19.51,-,39.75,5.21,0.46,0.46,1.56,1.14,Yes / Yes,-0.35,-0.10,0.31,71.32%,1.54%,21.53%,12.39% -15.30%,7.56% 6.77%,-1.73%,12.54%,4.23%,52.52%,Aug 05 BMO,11.96% 4.84%,84.96%,-0.09%,12.37%,-,-1.33%,-4.47%,-2.02%,20.70%,2.62%,-2.97%,0.31%,2.85%,18.42%,"

",10.32M,9.65M,5.01%,7.76,0.48M,58.37 -2.93%,41.50 36.53%,2.55%,2.24%,1.32,53.44,0.80,0.93,62.33K,"57,812",1.65%,2.57%,12.64%,30.73%,33.35%,13.96%,31.80%,104.03%,254.79%,2.20,61.60,57.75,56.66,-1.89%,BATRA
Compania de Minas Buenaventura SA ADR,Basic Materials,Other Precious Metals & Mining,Peru,Mid,NYSE,-,7.67B,7.82B,979.88M,2.05B,16.32,3.00,1.03 (3.42%),1.14 (3.75%),"Apr 21, 2026",149.71% -,35.13%,-,"May 15, 1996",7.84,7.82,1.00,3.73,1.85,10.10,19.29,7.77,3.81,1.72,1.84,0.17,0.17,Yes / Yes,3.86,3.87,1.03,45.91%,-13.90%,7.79%,9.33% -,29.01% 20.69%,102.79%,68.80%,137.72%,101.52%,Jul 30 AMC,28.44% -6.22%,0.00%,-,46.03%,-7.49%,17.03%,26.02%,20.23%,48.30%,41.69%,47.69%,0.40%,-7.38%,-3.78%,"

",253.72M,253.72M,1.65%,3.21,4.19M,44.67 -32.30%,16.06 88.29%,3.60%,4.43%,1.48,46.67,0.42,1.47,1.31M,"1,916,518",0.80%,-15.91%,-16.42%,-11.06%,8.66%,78.62%,279.42%,250.41%,137.55%,2.17,34.78,30.17,30.24,0.23%,BVN
First Merchants Corp,Financial,Banks - Regional,USA,Mid,NASD,RUT,2.81B,-,196.94M,1.05B,42.35,-,1.47 (3.30%),1.45 (3.25%),"Jun 05, 2026",4.59% 6.58%,36.83%,2086,"Jun 20, 1989",13.14,9.68,-,2.67,1.05,-,10.02,-,-,-,0.03,0.62,0.34,Yes / Yes,3.39,4.61,1.02,-5.54%,25.69%,-,0.65% 7.21%,13.83% 13.48%,-4.32%,0.97%,-51.83%,0.53%,Jul 22 AMC,-49.25% 2.57%,2.05%,-2.45%,73.72%,2.74%,1.01%,7.95%,5.54%,-,21.21%,18.73%,3.39%,7.67%,13.89%,"

",62.51M,61.73M,2.51%,4.03,1.55M,45.33 -1.63%,34.66 28.65%,2.29%,2.34%,0.98,63.66,0.85,1.18,385.12K,"456,102",3.46%,8.10%,11.22%,17.96%,18.97%,9.53%,47.80%,11.39%,73.37%,1.67,48.00,45.23,44.59,-1.41%,FRME
Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,Mid,NASD,-,3.85B,3.45B,71.35M,496.43M,2.05,1.72,-,-,-,- -,0.00%,1285,"Nov 06, 2020",54.18,34.96,1.55,7.76,7.54,8.98,24.28,41.26,6.94,1.51,1.53,0.04,0.04,Yes / Yes,0.28,0.44,0.06,5.79%,34.67%,22.53%,-19.38% 46.15%,20.68% 19.53%,130.64%,18.43%,-37.82%,19.30%,May 14 BMO,-25.65% 1.01%,50.51%,-0.13%,44.37%,-1.58%,8.59%,16.33%,13.49%,83.86%,13.55%,14.37%,3.58%,10.35%,-0.35%,"

",249.44M,123.46M,5.63%,3.23,6.95M,19.98 -22.72%,11.02 40.11%,4.94%,4.79%,0.71,56.48,1.17,0.51,2.15M,"1,093,472",-3.14%,20.53%,21.48%,-12.02%,-14.36%,6.19%,115.04%,55.18%,-,1.00,21.00,15.83,15.44,-2.46%,CLBT
J&J Snack Foods Corp,Consumer Defensive,Packaged Foods,USA,Small,NASD,RUT,1.44B,1.57B,58.19M,1.55B,46.93,3.19,-,3.20 (4.17%),"Jun 16, 2026",6.49% 6.42%,93.57%,4600,"Feb 04, 1986",25.72,17.70,18.06,0.93,1.63,24.07,16.02,9.09,1.01,1.26,2.09,0.22,0.16,Yes / Yes,2.98,4.33,1.72,-9.13%,11.67%,0.98%,10.93% 28.39%,4.67% 9.15%,-23.39%,-2.04%,-64.07%,-3.17%,May 06 BMO,8.11% -1.39%,22.36%,0.00%,80.18%,-3.36%,4.34%,6.41%,5.71%,30.04%,6.27%,3.75%,1.87%,1.99%,-9.36%,"

",18.75M,14.56M,6.49%,3.71,0.95M,129.24 -40.67%,68.87 11.34%,3.56%,3.28%,2.56,52.28,0.40,0.89,254.94K,"226,531",0.25%,0.88%,-3.67%,-21.26%,-15.15%,-35.55%,-50.98%,-54.23%,-36.20%,1.50,100.50,78.29,76.68,-2.06%,JJSF
