Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Globant S.A,Technology,Information Technology Services,Luxembourg,NYSE,-,21.66,2.28,2.53%,43.84M,8.90%,2.13B,7.44,6.63,0.00%,42.09M,10.53%,2.42B,1.54,1.49,105.03%,14.74%,-27.38%,102.92M,0.87,1.61%,3.40%,4.14,-17.36%,2.45B,1.03,6.33%,3.17%,6.20M,-24.54%,47.76,8.45,4.84%,5.07%,142.24 -65.32%,-53.72%,5.84,8.15,-13.14% 10.58%,4.09%,40.76 21.03%,-68.95%,0.19 (0.39%),5.87,11.31% 24.70%,30.26%,5.80%,5.11%,-78.20%,-,0.99,-39.03%,10.24%,2.50,45.22%,-,1.64,1.62%,4.19%,57.18,1.96,- -,1.64,8.74%,7.77%,1.19,70.05,0.00%,0.23,-4.67%,2.42%,0.91,48.74,28773,0.20,Feb 26 AMC,-21.81%,1.50M,49.33,"Jul 18, 2014",Yes / Yes,-0.17% 1.16%,"

","1,362,950",1.21%,GLOB
Golar Lng,Energy,Oil & Gas Midstream,Bermuda,NASD,RUT,82.21,0.65,15.42%,101.32M,-0.19%,5.41B,76.63,0.70,0.00%,85.93M,15.07%,7.23B,2.19,0.40,77.91%,9.18%,32.99%,65.68M,13.76,-50.49%,0.19%,3.79,39.80%,393.52M,2.93,-12.95%,1.36%,7.89M,43.21%,18.19,4.60,34.98%,3.41%,56.81 -6.20%,42.79%,11.58,-,-53.33% -,1.53%,35.02 52.17%,143.11%,0.88 (1.64%),39.11,13.70% -2.15%,46.85%,2.34%,3.51%,408.01%,1.00 (1.88%),18.37,33.78%,34.44%,1.81,173.28%,"Mar 09, 2026",2.54,51.14%,16.69%,57.18,1.18,- -,2.55,219.38%,-0.90%,0.04,54.49,157.31%,1.50,101.48%,10.43%,0.40,53.83,500,1.34,Feb 25 BMO,27.22%,2.08M,53.29,"Dec 18, 2002",Yes / Yes,1.00% 2.94%,"

","837,090",-1.00%,GLNG
GCI Liberty Inc,Communication Services,Telecom Services,USA,NASD,-,-,-10.13,19.03%,35.75M,3.03%,1.49B,-,-,0.22%,32.23M,0.74%,2.20B,-,-,84.58%,5.19%,-2.98%,-,1.42,-,-,3.90,10.36%,1.05B,0.88,-,-,1.67M,0.51%,42.41,3.51,-,-,41.17 -9.17%,-,10.65,-,- -,-,26.96 38.71%,-,-,-,5.34% 113.07%,50.00%,1.86%,2.88%,-,-,2.11,-,17.02%,0.99,-,-,3.14,-,-,55.06,-,- -,3.14,-40.91%,2.12%,-,-,-,0.66,0.00%,-0.75%,0.81,36.96,74,0.64,Feb 11 BMO,7.35%,428.43K,37.40,"Jul 11, 2025",Yes / Yes,- -,"

","348,121",1.19%,GLIBK
GCI Liberty Inc,Communication Services,Telecom Services,USA,NASD,-,-,-10.13,91.70%,3.65M,3.90%,1.50B,8.05,4.67,0.05%,3.31M,1.81%,2.21B,-,1.21,6.46%,4.69%,-3.29%,-,1.43,141.73%,-,4.17,3.47%,1.05B,0.89,12.26%,-,0.16M,2.01%,42.41,3.54,-,-,41.87 -10.17%,-,10.63,-,- -,-,28.00 34.32%,-,-,-,5.34% 113.07%,50.00%,1.61%,2.12%,-,-,2.12,-,17.02%,0.81,-,-,3.14,-,-,57.79,1.00,- -,3.14,-40.91%,3.09%,-,68.00,-,0.66,0.00%,-0.24%,1.27,36.87,74,0.64,Feb 11 BMO,3.91%,37.22K,37.61,"Jul 11, 2025",No / Yes,-48.00% -0.76%,"

","47,214",2.01%,GLIBA
Global E Online Ltd,Consumer Cyclical,Internet Retail,Israel,NASD,-,87.33,0.39,37.12%,169.05M,10.74%,5.71B,22.19,1.52,-0.13%,106.54M,-0.53%,5.11B,0.28,0.18,62.80%,4.51%,-14.38%,68.27M,5.94,189.77%,1.90%,3.08,-1.29%,962.20M,6.11,34.40%,4.97%,4.81M,-14.25%,5.52,9.17,78.19%,7.48%,43.21 -21.99%,5.34%,3.68,19.19,- 62.44%,7.18%,27.80 21.28%,12.70%,-,55.10,32.99% 47.81%,44.33%,3.78%,4.81%,-,-,5.31,188.50%,7.46%,1.52,-,-,1.93,27.82%,7.10%,58.88,1.29,- -,1.93,4024.42%,7.62%,1.26,48.54,0.00%,0.03,28.05%,2.01%,0.74,33.30,1219,0.02,Feb 18 BMO,-4.35%,1.56M,33.71,"May 12, 2021",Yes / Yes,11.29% 2.64%,"

","1,152,375",1.23%,GLBE
Globe Life Inc,Financial,Insurance - Life,USA,NYSE,S&P 500,10.62,14.09,0.73%,79.09M,1.55%,11.74B,9.07,16.50,-26.66%,77.87M,7.14%,-,1.17,3.48,85.05%,1.94%,5.10%,1.16B,1.96,5.74%,-1.41%,3.01,7.01%,5.99B,1.98,7.50%,3.88%,1.51M,7.02%,75.54,-,7.75%,20.59%,152.71 -1.98%,23.48%,-,9.36,15.91% 15.57%,14.00%,111.13 34.69%,39.52%,1.18 (0.79%),-,4.67% 4.82%,-,1.76%,1.98%,43.36%,1.14 (0.76%),-,18.88%,26.83%,2.90,169.40%,"Apr 02, 2026",-,3.74%,19.37%,68.04,1.69,9.17% 7.57%,0.95,9.36%,5.29%,0.47,171.00,7.68%,0.44,3.64%,4.86%,0.82,149.08,3695,0.39,Apr 22 AMC,8.62%,501.84K,149.68,"Oct 01, 1980",Yes / Yes,-1.40% -0.79%,"

","412,150",0.40%,GL
Glaukos Corporation,Healthcare,Medical Devices,USA,NYSE,RUT,-,-3.27,4.50%,57.51M,1.82%,7.06B,281.32,0.43,-11.88%,55.47M,18.16%,6.89B,-,-0.28,98.28%,5.59%,16.46%,-187.69M,13.92,39.60%,3.30%,3.99,42.55%,507.44M,10.66,179.53%,-19.09%,3.10M,7.71%,11.41,25.34,-,-26.38%,130.23 -6.61%,36.96%,4.80,-,-16.22% -3.95%,-24.70%,73.16 66.24%,149.94%,-,-,21.51% 17.67%,77.97%,2.97%,3.99%,43.05%,-,13.58,-16.27%,-17.09%,4.55,555.63%,-,4.06,32.33%,-36.99%,63.91,1.14,- -,4.69,-284.74%,8.46%,0.79,138.92,-,0.16,35.66%,8.82%,0.97,121.00,1094,0.16,Apr 29 AMC,20.71%,777.64K,121.62,"Jun 25, 2015",Yes / Yes,-43.08% 4.93%,"

","752,844",0.51%,GKOS
"General Mills, Inc",Consumer Defensive,Packaged Foods,USA,NYSE,S&P 500,8.68,4.07,0.40%,533.70M,-3.89%,18.85B,10.76,3.28,-0.07%,531.52M,-8.83%,32.05B,-,0.82,87.30%,7.62%,-22.58%,2.20B,1.03,-18.65%,1.18%,4.54,-27.30%,18.37B,2.02,-4.14%,6.77%,40.52M,-24.04%,17.51,24.00,-6.82%,23.69%,58.47 -39.59%,-37.45%,1.47,11.42,-2.48% 2.88%,10.84%,34.04 3.76%,-59.20%,2.44 (6.92%),9.86,0.86% 2.03%,33.05%,2.68%,2.47%,-42.38%,2.44 (6.91%),1.74,-10.99%,14.69%,0.96,-43.44%,"Apr 10, 2026",0.36,-6.48%,12.00%,32.37,2.92,5.57% 4.13%,0.56,-49.96%,-3.07%,-0.04,39.89,58.56%,1.49,-8.37%,-14.39%,0.98,34.49,33000,1.18,Mar 18 BMO,-24.01%,8.92M,35.32,"Nov 30, 1928",Yes / Yes,-12.12% 0.58%,"

","8,748,642",2.41%,GIS
Gilat Satellite Networks,Technology,Communication Equipment,Israel,NASD,-,56.16,0.33,16.68%,73.83M,5.01%,1.41B,24.12,0.77,-0.45%,61.92M,11.01%,1.23B,2.54,0.04,65.19%,1.54%,11.34%,20.72M,3.12,-21.88%,34.68%,1.05,33.69%,451.66M,2.75,54.67%,3.47%,0.95M,44.13%,6.78,7.61,9.49%,5.15%,20.38 -8.47%,206.24%,2.45,144.84,- -11.49%,4.12%,5.43 243.46%,290.99%,-,28.11,23.49% 22.14%,29.52%,3.89%,6.29%,88.57%,-,2.73,-21.87%,4.48%,1.06,334.73%,"Jan 08, 2021",1.51,47.87%,4.59%,59.25,1.00,- -,1.77,-36.74%,9.07%,1.04,19.00,0.00%,0.02,75.30%,12.43%,0.77,18.41,1159,0.01,Feb 10 BMO,42.37%,906.25K,18.65,"Mar 26, 1993",Yes / Yes,46.31% 2.93%,"

","701,022",1.30%,GILT
"Gilead Sciences, Inc",Healthcare,Drug Manufacturers - General,USA,NASD,"NDX, S&P 500",20.43,6.78,0.12%,1.24B,-2.49%,171.97B,14.37,9.64,-23.26%,1.24B,-4.05%,187.82B,1.65,1.90,89.29%,1.74%,11.67%,8.51B,5.84,1.66%,1.22%,3.03,16.94%,29.45B,7.57,16.35%,14.42%,21.52M,12.88%,18.29,17.89,8.70%,40.49%,157.29 -11.91%,32.10%,7.74,18.19,23.06% 133.64%,18.77%,93.37 48.39%,66.93%,3.23 (2.33%),12.90,2.83% 3.63%,78.85%,2.27%,2.13%,107.19%,3.19 (2.30%),6.38,1682.88%,40.15%,3.15,40.96%,"Mar 13, 2026",1.40,2.51%,28.90%,44.66,1.66,2.67% 3.04%,1.55,23.02%,-0.26%,0.40,160.80,46.60%,1.13,5.21%,-4.23%,0.48,139.77,17000,1.00,Feb 10 AMC,10.25%,7.09M,138.55,"Jan 22, 1992",Yes / Yes,2.76% 3.05%,"

","3,427,639",-0.87%,GILD
Gildan Activewear Inc,Consumer Cyclical,Apparel Manufacturing,Canada,NYSE,-,21.69,2.63,1.01%,185.15M,-0.70%,10.55B,10.62,5.36,0.00%,183.30M,-3.00%,14.90B,0.50,0.35,86.53%,3.03%,-8.82%,398.88M,2.92,23.10%,17.79%,3.94,-6.07%,3.62B,2.96,24.15%,5.56%,5.55M,-8.76%,19.24,37.10,21.12%,15.70%,73.69 -22.67%,40.16%,1.54,22.47,-3.94% -,5.19%,40.17 41.87%,78.09%,0.97 (1.71%),16.69,3.60% 12.78%,30.69%,2.62%,2.63%,72.70%,0.93 (1.63%),4.12,5.54%,20.40%,1.82,86.73%,"Mar 19, 2026",1.05,10.53%,11.03%,44.47,1.44,10.74% 41.57%,2.11,-59.13%,1.05%,1.06,78.54,34.92%,1.30,31.07%,-9.39%,0.61,57.27,80000,1.16,Apr 30 BMO,-3.40%,1.41M,56.99,"Jun 17, 1998",Yes / Yes,0.13% -6.26%,"

","866,046",-0.49%,GIL
G-III Apparel Group Ltd,Consumer Cyclical,Apparel Manufacturing,USA,NASD,RUT,19.70,1.50,11.75%,42.19M,-1.04%,1.24B,12.86,2.29,-1.85%,37.23M,14.47%,1.12B,4.27,-0.30,102.44%,15.93%,-0.91%,67.35M,0.42,-19.95%,-0.64%,11.02,11.19%,2.96B,0.71,9.76%,2.64%,5.93M,1.86%,41.72,3.06,3.01%,3.92%,34.83 -15.30%,25.32%,9.64,4.72,- 25.68%,3.39%,20.33 45.11%,81.76%,0.40 (1.37%),6.05,-2.87% 7.55%,38.38%,2.29%,3.03%,-7.70%,0.20 (0.68%),0.38,-63.99%,5.29%,0.96,-36.23%,"Mar 23, 2026",1.85,-7.04%,2.28%,58.49,2.00,- -,2.69,-170.92%,5.04%,1.29,31.00,6.61%,0.16,-8.11%,1.37%,0.85,29.72,4500,0.13,Mar 12 BMO,6.24%,538.05K,29.50,"Dec 14, 1989",Yes / Yes,-49.01% -2.59%,"

","455,849",-0.74%,GIII
Global Industrial Co,Industrials,Industrial Distribution,USA,NYSE,RUT,17.45,1.86,79.07%,38.20M,-4.08%,1.24B,14.60,2.22,-0.02%,8.00M,6.30%,1.27B,2.10,0.41,33.47%,3.07%,3.51%,71.40M,0.90,8.13%,-2.53%,2.45,-5.37%,1.38B,3.95,10.96%,12.95%,0.25M,10.92%,8.20,18.34,6.95%,23.99%,38.79 -16.45%,47.32%,1.77,16.57,-3.41% 1.62%,17.82%,20.98 54.48%,22.39%,-,12.10,5.75% 6.03%,35.54%,1.85%,2.84%,-27.07%,1.06 (3.27%),0.92,17.41%,7.08%,0.93,445.68%,"Mar 09, 2026",1.24,4.80%,5.18%,52.60,3.00,13.04% 13.18%,2.22,36.45%,1.49%,0.85,40.00,56.01%,0.33,14.32%,1.29%,0.55,32.79,1980,0.28,Feb 24 AMC,1.71%,100.44K,32.41,"Jun 27, 1995",Yes / Yes,9.13% 6.41%,"

","55,478",-1.16%,GIC
CGI Inc,Technology,Information Technology Services,Canada,NYSE,-,14.10,5.34,11.77%,189.53M,7.07%,16.01B,10.55,7.13,0.00%,187.67M,4.72%,18.53B,1.12,1.66,65.92%,1.45%,-20.50%,1.19B,1.38,11.76%,0.35%,5.54,-16.51%,11.60B,2.22,8.62%,9.05%,2.73M,-18.45%,33.96,26.09,9.39%,16.85%,110.07 -31.62%,-27.74%,2.88,9.41,3.55% 10.93%,12.31%,69.40 8.46%,-25.36%,0.50 (0.66%),7.73,4.16% 4.71%,16.82%,2.78%,2.61%,-13.51%,0.46 (0.61%),1.60,-3.77%,16.82%,2.07,52.74%,"Feb 18, 2026",0.94,6.90%,10.25%,57.00,1.89,- -,0.94,5.98%,3.59%,0.55,106.03,8.33%,0.43,8.06%,1.85%,0.76,74.07,94000,0.33,Jan 28 BMO,-14.33%,493.19K,75.27,"Oct 07, 1998",Yes / Yes,2.71% 2.80%,"

","376,612",1.62%,GIB
GH Research PLC,Healthcare,Biotechnology,Ireland,NASD,-,-,-0.79,27.70%,62.03M,16.18%,1.10B,-,-1.82,0.00%,44.85M,15.49%,820.20M,-,-0.29,74.18%,4.94%,4.91%,-48.26M,-,-84.53%,4.81%,11.26,33.18%,0.00M,3.93,-24.59%,-20.26%,2.21M,39.69%,4.51,3.92,-,-21.04%,19.51 -9.07%,103.91%,4.53,-,-22.35% -162.03%,-17.24%,8.51 108.46%,120.10%,-,-,- -,-,5.50%,5.95%,-,-,-,-5.50%,-,0.92,-,-,34.13,-,-,69.50,1.00,- -,34.13,-34.69%,19.74%,1.08,39.25,-,0.00,-,17.04%,1.08,17.00,73,0.00,Mar 05 BMO,23.35%,196.60K,17.74,"Jun 25, 2021",Yes / Yes,12.37% -,"

","212,293",4.35%,GHRS
Graham Corp,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,67.67,1.34,6.11%,10.99M,-0.88%,1.01B,46.94,1.94,0.00%,10.40M,11.21%,991.09M,1.70,0.29,82.92%,2.96%,25.20%,14.93M,4.24,9.73%,2.36%,2.51,50.54%,237.56M,7.61,59.11%,5.36%,0.31M,41.63%,11.95,45.27,27.67%,12.15%,94.97 -4.21%,201.93%,2.01,-,- 42.29%,10.98%,28.49 219.31%,563.53%,-,40.62,19.56% 18.30%,23.89%,4.09%,5.17%,547.93%,-,4.17,61.65%,7.43%,4.50,385.43%,"Nov 08, 2021",0.75,19.01%,6.28%,60.41,1.40,- -,1.06,77.58%,7.01%,1.02,100.25,0.00%,0.05,20.55%,9.01%,1.40,91.97,636,0.03,Feb 06 BMO,41.14%,122.67K,90.97,"Jul 07, 1978",Yes / Yes,17.21% 8.30%,"

","171,333",-1.09%,GHM
Graham Holdings Co,Consumer Defensive,Education & Training Services,USA,NYSE,RUT,16.90,66.42,26.22%,3.40M,2.07%,4.88B,17.01,66.00,-0.00%,3.21M,4.15%,4.91B,1.34,13.11,64.14%,2.67%,-2.36%,290.65M,0.99,-0.33%,-0.23%,4.40,15.50%,4.91B,1.02,-0.38%,3.62%,0.09M,2.20%,1099.31,3.49,12.72%,6.42%,1224.76 -8.33%,22.69%,321.99,18.24,68.91% 2.72%,4.94%,876.27 28.13%,88.94%,-,11.53,7.77% 11.20%,27.64%,2.18%,2.27%,70.92%,7.36 (0.66%),1.00,-59.66%,5.17%,27.08,135.68%,"Apr 16, 2026",1.53,2.52%,5.92%,64.13,5.00,4.44% 4.42%,1.75,-80.32%,4.15%,0.76,1040.00,10.83%,0.28,0.42%,4.00%,0.89,1125.28,19920,0.23,Feb 25 BMO,5.01%,19.45K,1122.73,"Sep 15, 1971",No / Yes,75.73% -3.77%,"

","17,353",-0.23%,GHC
Guardant Health Inc,Healthcare,Diagnostics & Research,USA,NASD,RUT,-,-3.31,3.80%,130.64M,-1.69%,11.24B,-,-1.92,-9.05%,126.19M,-3.44%,11.75B,-,-0.81,100.55%,10.85%,-21.09%,-416.28M,11.45,11.04%,5.96%,6.73,36.99%,982.02M,-,34.92%,-23.79%,13.70M,-16.10%,-0.76,9.36,65.58%,-,120.74 -29.02%,89.69%,9.16,-,19.67% -4.99%,-26.29%,36.36 135.70%,249.80%,-,-,29.75% 27.92%,64.46%,7.37%,5.91%,-45.93%,-,11.96,6.77%,-44.47%,5.25,-,-,4.56,32.88%,-42.39%,45.94,1.38,- -,4.84,-11.34%,-1.85%,1.55,128.36,-,-,39.37%,-7.73%,0.97,84.86,2506,-,Feb 19 AMC,5.17%,2.04M,85.70,"Oct 04, 2018",Yes / Yes,-30.41% 3.25%,"

","1,983,116",0.99%,GH
Graco Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,-,27.53,3.08,0.94%,165.15M,-4.16%,14.08B,24.57,3.46,-2.66%,164.23M,-2.00%,13.51B,2.84,0.74,92.10%,2.23%,-2.03%,521.84M,6.29,7.83%,0.68%,3.40,3.60%,2.24B,5.28,8.65%,16.27%,3.67M,3.60%,16.07,22.56,8.65%,19.92%,95.69 -11.26%,8.29%,3.76,22.07,4.99% 9.93%,19.53%,75.91 11.87%,20.08%,1.17 (1.38%),18.81,1.43% 6.27%,52.45%,1.99%,2.04%,13.03%,1.14 (1.34%),6.04,9.00%,27.31%,1.89,200.57%,"Apr 13, 2026",2.29,5.83%,23.33%,43.05,2.38,9.20% 9.54%,3.15,25.12%,-0.72%,1.04,96.29,36.32%,0.02,8.11%,-4.67%,0.79,85.21,4400,0.01,Apr 22 AMC,-0.64%,1.08M,84.92,"Nov 03, 1982",Yes / Yes,0.52% 0.45%,"

","855,030",-0.34%,GGG
Gerdau S.A. ADR,Basic Materials,Steel,Brazil,NYSE,-,37.04,0.12,0.00%,1.26B,1.91%,5.33B,8.80,0.48,-,1.25B,27.54%,7.04B,0.15,0.12,25.77%,0.35%,2.40%,236.72M,0.43,245.19%,3.33%,0.20,31.89%,12.51B,0.86,4.75%,1.63%,4.38M,15.45%,4.95,4.58,59.50%,2.47%,4.66 -8.58%,69.05%,0.93,28.11,-50.78% -10.35%,1.91%,2.46 72.82%,0.15%,0.19 (4.37%),5.25,-7.81% 8.04%,11.41%,2.28%,2.81%,1.71%,0.11 (2.68%),0.56,-69.88%,5.45%,0.13,170.77%,"Mar 12, 2026",1.40,0.25%,1.89%,70.50,1.46,-42.64% 14.87%,2.89,-559.62%,12.97%,1.44,4.81,82.17%,0.29,9.18%,10.71%,1.10,4.31,30000,0.27,Feb 23 AMC,21.41%,21.55M,4.26,"Mar 10, 1999",Yes / Yes,-272.41% 4.51%,"

","23,806,221",-1.16%,GGB
Grupo Financiero Galicia ADR,Financial,Banks - Regional,Argentina,NASD,-,44.08,1.11,0.08%,132.50M,2.25%,6.49B,6.30,7.78,0.00%,132.40M,18.40%,-,0.05,0.57,23.89%,5.06%,-3.25%,178.60M,0.64,289.16%,65.43%,5.52,53.13%,10.10B,1.47,56.25%,0.56%,6.69M,-8.56%,33.31,-,114.70%,3.18%,65.82 -25.54%,-17.85%,-,231.43,-28.31% -17.81%,3.12%,25.72 90.52%,350.04%,1.08 (2.21%),-,3.02% 19.98%,-,3.33%,4.76%,708.82%,1.27 (2.59%),-,-89.40%,14.27%,2.15,103.10%,"Mar 30, 2026",-,-6.75%,1.77%,61.05,1.50,- -,3.50,-106.69%,6.24%,1.47,70.97,-,0.47,1.19%,6.82%,0.71,49.38,-,0.07,Mar 10,6.78%,1.21M,49.01,"Jul 24, 2000",Yes / Yes,-34.48% 0.00%,"

","860,695",-0.75%,GGAL
GlobalFoundries Inc,Technology,Semiconductors,USA,NASD,-,31.78,1.59,81.06%,555.89M,3.47%,28.04B,20.93,2.41,-0.00%,105.41M,16.51%,26.75B,0.98,0.35,20.18%,16.38%,21.86%,885.00M,4.13,6.94%,0.26%,4.39,43.40%,6.79B,2.35,30.89%,5.22%,17.26M,44.30%,21.46,9.19,21.35%,7.80%,50.98 -1.16%,59.36%,5.48,27.79,-15.29% -,6.57%,30.69 64.19%,-23.48%,-,12.67,-5.74% 6.96%,24.89%,3.29%,4.44%,-,-,3.94,432.21%,11.74%,2.15,-,-,1.95,0.61%,13.03%,64.70,2.30,- -,2.62,126.92%,10.30%,1.45,51.73,0.00%,0.14,0.00%,10.27%,0.97,48.31,14000,0.13,May 05 BMO,29.76%,3.93M,50.39,"Oct 28, 2021",Yes / Yes,15.89% 1.49%,"

","3,799,635",4.31%,GFS
GFL Environmental Inc,Industrials,Waste Management,Canada,NYSE,-,-,-2.60,32.55%,346.11M,-12.42%,13.95B,46.85,0.83,0.00%,241.41M,-8.13%,19.81B,1.40,0.05,65.50%,3.43%,-6.84%,-1.03B,2.95,19.04%,3.99%,4.57,-14.59%,4.74B,2.62,27.66%,1.30%,8.27M,-9.24%,14.88,223.41,33.44%,3.82%,52.00 -25.04%,-19.71%,0.17,50.98,- -,-9.28%,36.96 5.47%,12.37%,0.06 (0.14%),16.09,-3.04% 8.64%,20.69%,5.33%,3.43%,18.52%,0.06 (0.16%),4.18,-84.56%,6.10%,1.56,-,"Apr 13, 2026",0.55,-17.46%,-21.70%,36.12,1.67,6.27% 8.45%,0.58,142.78%,-5.92%,0.81,53.69,12.97%,1.09,-14.83%,-8.43%,2.25,39.00,15000,1.08,Apr 29 AMC,-13.70%,1.81M,38.98,"Mar 03, 2020",Yes / Yes,89.29% 1.86%,"

","4,069,888",-0.05%,GFL
Gold Fields Ltd ADR,Basic Materials,Gold,South Africa,NYSE,-,11.92,3.95,0.00%,895.02M,-3.46%,42.19B,7.77,6.07,-,895.02M,1.57%,43.87B,0.35,-,17.56%,0.52%,-5.34%,3.58B,4.81,96.22%,234.97%,1.27,11.81%,8.77B,5.00,3.09%,28.20%,4.70M,7.97%,9.43,23.71,22.26%,52.47%,61.64 -23.52%,91.08%,1.99,13.52,71.13% 37.26%,31.46%,19.35 143.62%,206.70%,2.42 (5.13%),8.43,27.00% 17.73%,54.20%,2.72%,4.52%,368.12%,1.77 (3.75%),5.00,187.55%,48.48%,2.49,1055.39%,"Mar 13, 2026",1.29,68.87%,40.76%,49.20,2.00,53.78% 36.85%,1.75,197.32%,4.39%,0.79,61.86,30.02%,0.38,71.90%,-5.11%,0.62,47.39,6885,0.35,Feb 19 BMO,14.19%,3.69M,47.14,"Mar 17, 1980",Yes / Yes,-10.00% 0.00%,"

","2,295,190",-0.53%,GFI
Griffon Corp,Industrials,Building Products & Equipment,USA,NYSE,RUT,91.64,0.91,18.53%,46.57M,7.25%,3.91B,14.51,5.78,-0.46%,37.95M,14.88%,5.36B,2.54,0.99,76.80%,3.77%,-0.08%,44.65M,1.54,-7.23%,-0.95%,4.06,12.06%,2.54B,35.86,10.25%,2.04%,1.43M,13.84%,2.34,40.99,5.71%,26.52%,97.58 -14.08%,22.73%,2.05,14.00,- 17.86%,2.77%,63.92 31.16%,192.77%,0.44 (0.52%),10.45,-4.00% 4.05%,41.09%,2.91%,2.96%,251.30%,0.80 (0.95%),2.11,-80.31%,17.72%,2.52,553.39%,"Feb 27, 2026",1.27,-2.91%,1.76%,69.51,1.14,25.99% 19.14%,2.55,-5.60%,12.57%,1.40,117.00,65.77%,14.21,2.64%,4.67%,1.13,83.02,5100,13.82,Feb 05 BMO,8.27%,352.40K,83.84,"Jul 09, 1968",Yes / Yes,8.44% 4.85%,"

","397,821",0.99%,GFF
GE Vernova Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,55.00,17.79,0.07%,269.53M,1.06%,263.69B,43.12,22.69,-2.73%,269.33M,15.91%,256.69B,2.02,1.97,78.32%,2.71%,51.87%,4.88B,6.93,-16.65%,-0.77%,2.63,51.82%,38.06B,23.59,53.87%,8.53%,7.29M,49.69%,41.47,28.31,21.31%,47.13%,1007.38 -2.88%,198.12%,34.56,71.07,- -,40.35%,306.21 219.49%,-,1.84 (0.19%),94.75,8.68% 3.63%,20.28%,2.60%,4.25%,-,1.75 (0.18%),6.74,220.77%,4.88%,36.65,-,"Mar 17, 2026",0.73,8.92%,12.83%,65.84,1.65,- -,0.96,662.22%,6.92%,1.12,956.61,7.06%,0.11,3.69%,13.52%,0.50,985.92,75000,0.08,Apr 22 BMO,44.10%,2.78M,978.32,"Mar 27, 2024",Yes / Yes,357.39% 7.35%,"

","1,396,566",-0.77%,GEV
Geron Corp,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.13,5.12%,639.86M,-3.98%,1.08B,59.65,0.03,-0.03%,607.75M,4.32%,974.29M,-,-0.02,70.38%,12.61%,25.19%,-85.78M,5.89,66.67%,-4.14%,4.15,36.29%,183.88M,4.79,165.38%,-14.72%,76.67M,28.03%,0.35,3.01,-,-33.89%,2.01 -15.92%,36.29%,0.56,-,30.48% 14.78%,-18.69%,1.04 62.50%,-14.21%,-,-,575.71% 273.49%,96.91%,5.27%,6.37%,14.97%,-,5.30,52.84%,-29.28%,0.11,-48.16%,-,3.62,138.82%,-46.65%,53.50,2.00,- -,4.66,-22.25%,4.64%,0.76,3.40,-,1.11,1.00%,3.67%,0.43,1.69,258,1.03,Feb 25 BMO,21.99%,18.47M,1.69,"Jul 31, 1996",Yes / Yes,-66.67% -4.78%,"

","7,982,858",0.00%,GERN
"Geo Group, Inc",Industrials,Security & Protection Services,USA,NYSE,RUT,9.98,1.82,5.05%,136.24M,1.57%,2.41B,10.20,1.78,-0.10%,126.00M,11.55%,4.06B,-,0.19,94.29%,7.85%,5.28%,254.37M,0.92,33.02%,-3.73%,3.99,4.07%,2.63B,1.64,55.59%,6.81%,9.89M,12.66%,11.05,33.48,-,17.91%,32.09 -43.41%,-37.53%,0.54,-,16.04% 14.08%,7.91%,12.51 45.16%,122.28%,-,9.39,3.45% 2.29%,20.18%,3.47%,4.21%,208.84%,-,1.54,793.94%,11.43%,0.74,-18.86%,"Jan 22, 2021",2.01,8.55%,9.67%,61.72,1.00,- -,2.01,119.15%,4.64%,0.80,27.20,0.00%,1.15,16.45%,14.55%,0.67,17.60,17600,1.13,Feb 12 BMO,-1.66%,2.48M,18.16,"Jul 27, 1994",Yes / Yes,4.17% 6.06%,"

","1,664,212",3.18%,GEO
