Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1214.25B,1186.97B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",285.65,134.24,5.67,11.72,13.98,27.58,210.73,105.52,11.46,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.29,0.48,5.71%,30.51%,23.69%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,30.04%,-0.01%,41.40%,-0.90%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,-19.09%,-22.58%,-25.64%,"

",3.95B,2.76B,2.56%,1.47,70.65M,498.83 -38.37%,297.82 3.23%,4.67%,4.55%,17.87,27.03,1.85,0.83,48.10M,"39,802,421",-18.87%,-19.03%,-18.81%,-29.36%,-31.64%,-5.57%,15.39%,42.56%,1899.74%,2.45,382.53,309.22,307.44,-0.58%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1149.55B,1187.63B,25.27B,72.25B,33.07,5.61,6.97 (0.57%),6.46 (0.53%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",43.94,27.02,0.93,15.91,36.92,217.63,97.23,32.79,16.44,1.10,1.50,1.39,1.26,Yes / Yes,27.78,45.18,6.01,44.73%,28.93%,29.15%,49.25% 27.59%,31.69% 21.58%,130.02%,47.44%,169.45%,55.55%,Aug 05 BMO,22.64% 11.11%,10.05%,-0.02%,74.86%,-0.58%,24.54%,107.64%,35.82%,82.83%,47.30%,34.98%,2.63%,7.33%,19.70%,"

",943.50M,847.09M,1.21%,3.26,10.28M,1249.45 -2.30%,623.78 95.69%,2.35%,2.91%,35.64,61.31,0.51,0.76,3.15M,"2,380,169",3.85%,1.04%,40.59%,14.86%,13.58%,51.05%,166.24%,395.18%,1371.92%,1.61,1306.96,1197.53,1220.66,1.93%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",926.70B,907.03B,50.47B,90.27B,89.22,23.06,0.58 (0.07%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",18.58,5.31,0.03,10.27,9.20,35.58,35.41,13.27,10.05,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.67,31.16,783.22%,111.24%,172.07%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.44%,-6.05%,78.11%,-1.85%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,-13.44%,-14.37%,61.28%,"

",1.13B,1.12B,3.22%,0.69,36.21M,1255.00 -34.62%,103.38 693.70%,6.75%,6.91%,83.13,40.29,2.20,1.17,52.22M,"61,039,321",-15.48%,-27.54%,56.42%,110.88%,187.49%,637.56%,1052.43%,986.08%,5841.56%,1.31,1568.74,900.20,820.53,-8.85%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",957.42B,-,63.63B,297.42B,133.01,-,6.39 (1.79%),6.00 (1.68%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.31,14.30,1.35,3.22,2.69,-,6.46,-,-,-,1.37,3.30,1.23,Yes / Yes,23.34,24.99,5.80,23.10%,1.42%,10.58%,18.32% 17.66%,21.00% 17.27%,19.76%,8.17%,47.08%,18.09%,Jul 14 BMO,37.84% 13.06%,0.45%,-2.95%,75.25%,-0.52%,1.35%,17.71%,7.76%,-,28.36%,21.39%,4.59%,10.07%,14.82%,"

",2.68B,2.67B,1.11%,3.13,29.48M,359.05 -0.48%,279.10 28.02%,1.54%,2.08%,7.16,70.84,0.97,0.69,9.41M,"6,538,331",3.50%,8.59%,14.66%,18.69%,10.89%,19.79%,127.72%,135.54%,457.43%,2.00,374.13,356.20,357.31,0.31%,JPM
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,948.76B,927.58B,52.12B,92.06B,15.14,4.87,0.36 (0.27%),-,-,- -,-,34549,"Jul 10, 2026",17.77,4.14,0.04,10.31,8.60,26.73,32.69,14.56,10.08,2.22,2.62,0.13,0.09,Yes / Yes,7.33,31.46,4.79,431.72%,47.76%,103.50%,159.13% 49.26%,25.56% 20.38%,176.85%,79.67%,391.93%,195.26%,Jul 28 AMC,50.27% 4.56%,-,-,-,-37.34%,45.38%,64.12%,44.42%,67.52%,58.30%,56.61%,-18.75%,-18.75%,-18.75%,"

",7.08B,-,-,0.27,14.86M,194.80 -33.18%,139.01 -6.36%,8.01%,-,19.57,-,-,0.93,55.10M,"51,088,282",-24.29%,-,-,-,-23.43%,-,-,-,-,1.21,234.62,143.02,130.17,-8.98%,SKHY
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",900.06B,970.15B,22.74B,725.30B,11.85,1.35,1.00 (0.88%),0.97 (0.85%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",39.84,34.52,3.01,1.24,9.55,83.89,71.71,21.64,1.34,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.28,0.74,9.86%,12.97%,11.48%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.95%,-0.53%,36.39%,-0.47%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,0.98%,-3.24%,-4.03%,"

",7.96B,4.38B,1.70%,3.33,74.40M,135.15 -16.32%,95.42 18.53%,1.90%,2.14%,2.76,48.63,0.61,1.11,22.35M,"24,867,895",2.45%,-2.24%,-11.36%,-3.86%,1.52%,15.87%,112.18%,138.84%,363.27%,1.51,139.93,111.74,113.10,1.22%,WMT
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",741.30B,732.82B,5.01B,37.45B,39.55,7.58,-,-,-,- -,0.00%,31000,"Oct 15, 1979",149.21,33.06,0.50,19.79,11.50,59.99,86.46,98.76,19.57,1.96,2.72,0.06,0.05,Yes / Yes,3.05,13.75,1.61,79.93%,83.25%,66.57%,46.65% 5.13%,13.64% 28.82%,123.87%,34.97%,92.25%,37.85%,Aug 04 AMC,6.24% 3.57%,0.48%,-7.67%,68.37%,-1.15%,6.52%,8.06%,7.43%,47.09%,11.75%,13.37%,-13.81%,-10.78%,47.51%,"

",1.63B,1.62B,2.45%,1.19,39.77M,584.73 -22.25%,149.22 204.66%,7.24%,6.46%,38.58,39.18,2.49,1.08,33.55M,"36,315,461",-16.50%,-12.84%,35.86%,80.90%,112.28%,161.79%,302.46%,364.23%,6565.98%,1.52,573.38,494.95,454.62,-8.15%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",690.70B,699.28B,22.04B,43.03B,18.64,8.45,2.72 (0.74%),2.60 (0.71%),"May 12, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",32.23,24.56,1.78,16.05,19.66,43.38,32.60,23.14,16.25,1.09,1.09,0.67,0.63,Yes / Yes,11.37,14.93,3.45,14.71%,13.46%,13.83%,13.82% 16.47%,10.92% 12.86%,13.59%,14.37%,35.82%,17.05%,Jul 28 AMC,2.68% 2.04%,12.11%,-0.03%,79.97%,-1.22%,23.45%,59.80%,37.94%,78.28%,67.24%,51.21%,3.13%,8.40%,11.10%,"

",1.66B,1.66B,1.42%,2.82,23.58M,365.14 0.40%,293.89 24.74%,1.54%,2.12%,7.55,65.15,0.74,1.32,8.35M,"11,061,972",3.03%,9.03%,18.39%,11.60%,4.53%,3.13%,55.50%,48.45%,362.92%,1.33,406.81,362.53,366.59,1.12%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,634.27B,680.11B,25.31B,329.32B,61.37,2.04,4.15 (2.71%),4.08 (2.67%),"May 15, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",25.82,14.33,0.91,1.93,2.49,75.19,33.75,11.37,2.07,0.77,1.04,0.19,0.13,Yes / Yes,5.93,10.68,3.57,59.66%,-4.30%,15.67%,-20.34% -,-6.83% 12.70%,-21.84%,-3.07%,-43.57%,7.31%,Jul 31 BMO,17.91% 4.94%,0.23%,-63.54%,68.12%,0.18%,5.53%,9.79%,8.80%,20.92%,9.95%,7.69%,5.21%,4.37%,10.51%,"

",4.14B,4.13B,1.03%,2.53,42.69M,176.41 -13.25%,105.53 45.03%,1.90%,1.94%,3.50,61.76,0.15,0.97,16.84M,"16,299,918",0.88%,12.08%,3.27%,13.50%,27.17%,37.33%,46.93%,162.86%,69.67%,2.38,167.27,154.77,153.04,-1.12%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",642.79B,671.07B,21.04B,97.94B,35.28,8.61,5.38 (2.02%),5.24 (1.96%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",30.92,20.72,2.08,6.56,7.56,30.97,28.90,19.63,6.85,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.88,3.05,8.28%,10.20%,9.95%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.13%,-10.64%,76.18%,0.43%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,3.60%,9.60%,18.33%,"

",2.41B,2.41B,1.14%,3.33,27.43M,269.43 -1.00%,164.23 62.41%,2.40%,2.34%,6.28,65.06,0.22,1.28,8.23M,"10,497,931",6.43%,4.74%,18.37%,20.43%,28.89%,60.47%,52.87%,54.91%,114.31%,1.81,275.81,265.95,266.73,0.29%,JNJ
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,610.10B,603.70B,12.41B,41.20B,64.74,22.49,10.61 (0.67%),9.09 (0.57%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",49.28,26.46,0.70,14.81,24.45,70.39,53.87,38.21,14.65,0.80,1.33,0.09,0.09,Yes / Yes,32.12,59.81,11.74,47.68%,37.12%,37.59%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,18.97%,-19.30%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-10.91%,-9.19%,14.50%,"

",385.42M,385.25M,0.33%,0.66,1.28M,1999.96 -20.85%,683.48 131.60%,3.97%,4.04%,85.60,36.86,1.80,1.55,1.94M,"3,010,051",-12.13%,-11.79%,10.51%,12.00%,47.96%,116.85%,120.35%,108.32%,1338.00%,1.39,2396.00,1655.26,1582.95,-4.37%,ASML
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,497.24B,507.43B,15.57B,34.01B,7.57,9.93,3.48 (0.62%),3.37 (0.60%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",32.57,24.67,1.55,14.62,74.29,56.70,28.64,23.72,14.92,0.98,0.98,2.82,2.56,Yes / Yes,17.28,22.82,4.77,15.47%,16.15%,15.93%,17.34% 20.99%,13.90% 16.50%,21.18%,17.06%,21.14%,16.20%,Jul 30 BMO,4.37% 1.68%,8.42%,-0.05%,82.30%,-1.18%,30.86%,232.56%,65.06%,96.57%,59.46%,45.78%,5.01%,10.38%,6.63%,"

",880.00M,809.18M,1.12%,2.40,9.06M,601.77 -6.48%,464.52 21.15%,1.71%,2.12%,11.89,67.72,0.71,0.83,3.77M,"3,126,915",4.54%,12.77%,11.12%,6.71%,-1.42%,-0.97%,43.21%,46.76%,486.14%,1.30,644.81,551.71,562.75,2.00%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",435.30B,471.54B,-11.29B,57.03B,17.36,5.93,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,42.89,0.46,7.63,4.97,14.56,153.76,27.81,8.27,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.01,0.38,251.36%,36.35%,92.86%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.71%,-0.01%,60.93%,1.59%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-19.11%,-24.37%,30.21%,"

",5.04B,4.30B,2.81%,0.92,120.96M,142.35 -39.37%,18.97 355.05%,7.37%,6.97%,8.55,33.76,2.25,1.17,131.63M,"154,346,670",-18.16%,-32.75%,1.54%,103.11%,133.88%,317.31%,134.32%,62.62%,148.20%,2.43,120.67,91.67,86.30,-5.86%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,465.02B,528.53B,3.60B,62.82B,-3.77,5.32,6.87 (2.61%),6.83 (2.59%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",129.82,15.99,0.72,7.40,-,49.52,23.27,18.10,8.41,0.68,0.80,-,-,Yes / Yes,2.03,16.46,3.60,40.55%,17.12%,22.07%,-29.11% -2.81%,1.75% 5.95%,-13.63%,9.50%,-46.38%,12.43%,Jul 31 BMO,2.25% 1.93%,0.12%,-2.14%,76.64%,0.84%,2.64%,15221.82%,6.21%,70.58%,33.58%,5.72%,3.85%,11.85%,17.35%,"

",1.77B,1.76B,1.28%,3.28,22.63M,262.10 0.42%,187.62 40.28%,1.96%,2.35%,6.19,67.42,0.28,1.02,6.90M,"7,060,452",2.77%,3.89%,33.35%,19.22%,15.19%,39.61%,74.48%,122.02%,306.67%,1.66,270.16,256.91,263.20,2.45%,ABBV
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",455.55B,471.91B,12.23B,60.75B,12.40,4.22,1.66 (1.43%),1.66 (1.44%),"Jul 06, 2026",2.60% 2.67%,63.62%,86200,"Feb 16, 1990",37.68,24.15,2.11,7.50,9.32,27.38,38.65,27.63,7.77,0.81,0.92,0.68,0.42,Yes / Yes,3.07,4.79,1.17,12.23%,11.95%,11.44%,-3.32% -0.69%,3.19% 2.82%,25.97%,9.21%,36.10%,11.96%,Aug 12 AMC,2.43% 1.82%,0.24%,-1.27%,79.84%,0.84%,9.97%,25.80%,17.59%,63.53%,23.94%,20.13%,1.02%,-1.95%,30.12%,"

",3.94B,3.93B,1.65%,2.59,64.82M,130.37 -11.34%,65.75 75.79%,2.65%,3.06%,3.65,51.82,1.01,1.12,25.00M,"27,972,093",3.03%,1.59%,30.95%,50.08%,50.05%,70.17%,121.89%,111.03%,278.70%,1.90,132.40,114.57,115.58,0.88%,CSCO
