Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
"Ingles Markets, Inc",Consumer Defensive,Grocery Stores,USA,NASD,RUT,16.76,5.04,22.27%,14.55M,-0.88%,1.57B,-,-,0.00%,14.45M,-2.19%,1.75B,-,-,72.54%,5.94%,17.98%,95.13M,0.29,-,-,6.62,20.22%,5.42B,0.96,-,3.76%,0.86M,23.17%,88.24,4.34,-,5.94%,90.49 -6.70%,35.50%,19.46,12.79,-32.58% -12.97%,4.41%,59.09 42.88%,-5.13%,-,6.82,-2.07% 2.96%,24.13%,2.81%,3.24%,38.75%,0.66 (0.78%),0.32,20.82%,2.47%,2.74,134.07%,"Jan 08, 2026",1.69,-0.51%,1.76%,49.46,-,0.00% 0.00%,3.36,69.58%,-1.98%,0.68,-,15.00%,0.33,6.59%,4.94%,0.82,87.17,25551,0.31,-,17.99%,129.71K,84.43,"Sep 22, 1987",Yes / Yes,- -,"

","106,735",-3.14%,IMKTA
Immunocore Holdings plc ADR,Healthcare,Biotechnology,United Kingdom,NASD,-,-,-0.71,0.76%,50.69M,-7.63%,1.52B,-,-1.25,-34.84%,50.30M,-7.23%,1.10B,-,-0.27,95.82%,23.83%,-16.60%,-35.58M,3.80,-35.24%,1.32%,28.82,-11.14%,400.79M,4.02,-30.07%,-3.43%,11.98M,-13.45%,7.47,1.76,79.86%,-9.59%,40.71 -26.22%,5.87%,17.05,-,13.98% 25.05%,-4.36%,23.15 29.76%,-41.14%,-,-,31.32% 59.68%,97.91%,3.71%,5.07%,-28.93%,-,2.73,30.64%,-11.35%,1.55,-,-,4.01,29.17%,-8.88%,36.65,1.56,- -,4.04,-26.39%,-6.87%,0.83,63.98,-,1.15,25.28%,-8.24%,0.75,30.73,524,1.14,Feb 25 BMO,-11.95%,415.85K,30.04,"Feb 05, 2021",Yes / Yes,-182.09% -3.07%,"

","310,204",-2.25%,IMCR
Imax Corp,Communication Services,Entertainment,Canada,NYSE,RUT,59.52,0.63,19.36%,53.92M,-5.88%,2.02B,19.08,1.96,-7.47%,43.54M,-1.06%,2.25B,1.25,0.21,88.11%,16.55%,-4.05%,34.88M,4.93,16.49%,-4.51%,6.43,15.30%,410.21M,5.98,16.22%,4.04%,7.21M,1.35%,6.27,13.38,15.29%,10.94%,43.16 -13.21%,53.90%,2.80,16.98,- -,5.91%,20.48 82.91%,126.62%,-,14.21,10.89% 24.52%,58.33%,3.42%,3.92%,76.53%,-,5.49,31.16%,23.40%,1.41,18.43%,-,1.51,16.47%,8.50%,44.37,1.17,- -,1.67,-88.35%,-4.80%,0.37,45.67,0.00%,0.86,35.11%,0.90%,1.26,39.05,679,0.75,Feb 25 AMC,14.66%,1.12M,37.46,"Jun 10, 1994",Yes / Yes,27.50% 3.69%,"

","1,405,685",-4.07%,IMAX
Illumina Inc,Healthcare,Diagnostics & Research,USA,NASD,-,22.50,5.46,2.81%,153.00M,1.19%,18.80B,21.06,5.84,-0.09%,148.60M,5.53%,19.72B,1.88,1.06,105.37%,4.82%,-8.87%,850.00M,4.33,5.98%,0.84%,3.47,21.16%,4.34B,6.91,13.79%,13.13%,7.16M,-6.26%,17.80,11.51,11.19%,33.36%,155.53 -20.95%,44.38%,10.68,20.19,- 4.22%,18.09%,68.70 78.97%,-43.66%,-,16.93,-1.82% 6.02%,67.08%,4.05%,3.75%,-69.08%,-,4.54,171.36%,20.59%,4.85,-15.79%,-,1.72,-0.71%,19.58%,46.96,2.43,- -,2.08,85.56%,-0.64%,1.52,135.53,0.00%,0.94,5.07%,-7.15%,0.58,120.84,8600,0.73,Feb 05 AMC,9.17%,2.06M,122.95,"Jul 28, 2000",Yes / Yes,8.70% 3.60%,"

","1,202,739",1.75%,ILMN
Innovative Industrial Properties Inc,Real Estate,REIT - Industrial,USA,NYSE,RUT,13.63,3.93,1.95%,28.02M,-0.34%,1.51B,11.18,4.79,0.96%,27.59M,16.26%,1.90B,-,1.07,70.49%,11.74%,-5.29%,111.45M,5.66,9.41%,3.39%,8.86,-6.43%,265.95M,0.83,11.40%,4.85%,3.24M,13.05%,64.24,31.65,-,6.09%,66.34 -19.29%,-18.03%,1.69,8.62,-10.74% 3.76%,5.80%,44.58 20.10%,-33.29%,7.60 (14.19%),9.41,-1.27% 17.87%,60.80%,3.08%,3.47%,-70.05%,7.60 (14.19%),7.15,-28.74%,48.12%,1.75,-,"Mar 31, 2026",0.15,-13.80%,41.90%,56.89,3.00,2.29% 11.20%,0.15,-22.27%,2.05%,1.48,58.75,193.51%,0.21,-13.14%,6.57%,0.73,53.20,23,0.04,Feb 23 AMC,1.61%,365.63K,53.54,"Dec 01, 2016",Yes / Yes,1.27% 1.35%,"

","266,629",0.64%,IIPR
IHS Holding Ltd,Real Estate,Real Estate Services,United Kingdom,NYSE,-,19.25,0.43,51.59%,335.52M,1.35%,2.75B,7.76,1.06,0.00%,161.43M,1.85%,5.60B,0.16,0.33,27.34%,0.20%,11.94%,143.60M,1.74,125.08%,2.99%,0.16,18.03%,1.58B,-,12.53%,14.17%,0.32M,10.59%,-0.75,3.33,48.90%,-,8.95 -7.82%,86.23%,2.48,6.31,- -,4.95%,4.05 103.70%,17.02%,0.09 (1.09%),5.59,-6.91% 2.43%,51.22%,1.41%,1.38%,-,-,3.54,108.74%,39.04%,0.16,-,-,2.05,-7.55%,9.08%,57.37,3.00,- -,2.08,-130.57%,2.19%,0.84,8.50,0.00%,-,-41.99%,3.10%,0.71,8.22,2762,-,Mar 16 BMO,18.06%,1.91M,8.25,"Oct 14, 2021",Yes / Yes,-325.05% -7.21%,"

","1,363,394",0.36%,IHS
Intercontinental Hotels Group ADR,Consumer Cyclical,Lodging,United Kingdom,NYSE,-,26.94,4.88,0.00%,150.78M,-2.04%,19.71B,20.66,6.37,-,149.79M,-11.23%,23.19B,1.60,1.36,9.86%,0.26%,-6.33%,760.95M,3.79,12.87%,-2.86%,1.52,9.09%,5.20B,-,12.57%,15.08%,0.40M,-6.57%,-18.18,17.41,12.94%,-,150.89 -12.80%,17.29%,7.56,22.74,33.45% -,55.95%,94.78 38.83%,102.28%,2.09 (1.59%),16.91,10.17% 16.61%,23.56%,1.89%,2.38%,87.09%,1.73 (1.31%),4.46,26.44%,23.56%,3.69,232.34%,"Apr 10, 2026",0.97,5.59%,14.63%,41.21,2.47,8.85% -,0.97,7.81%,-3.25%,1.17,146.84,36.27%,-,2.21%,-5.04%,0.56,133.45,13049,-,Feb 17 BMO,3.26%,261.96K,131.58,"Apr 15, 2003",No / Yes,0.62% -4.91%,"

","146,338",-1.40%,IHG
International General Insurance Holdings Ltd,Financial,Insurance - Diversified,Jordan,NASD,-,8.06,2.87,65.24%,42.00M,1.12%,1.02B,7.38,3.13,0.00%,15.28M,-4.86%,-,-,0.71,16.14%,1.12%,-2.46%,127.25M,1.97,4.08%,-0.67%,2.78,0.35%,516.75M,1.37,4.22%,7.37%,0.17M,-3.19%,16.91,-,-,18.64%,25.47 -9.12%,-1.49%,-,-,16.17% 37.32%,18.54%,19.84 16.66%,222.51%,1.18 (5.08%),-,9.07% 10.92%,-,2.79%,3.31%,247.68%,0.22 (0.93%),-,17.14%,23.20%,0.71,-,"Mar 18, 2026",-,-3.25%,24.62%,45.33,1.67,-8.24% 13.56%,0.77,16.48%,-1.82%,0.17,30.00,6.05%,0.00,-6.44%,-1.62%,1.33,23.38,473,0.00,Feb 24 AMC,1.60%,61.84K,23.15,"Apr 10, 2018",Yes / Yes,5.25% 8.59%,"

","82,485",-0.98%,IGIC
Intercorp Financial Services Inc,Financial,Banks - Regional,Peru,NYSE,-,9.57,4.86,73.64%,111.08M,0.11%,5.19B,7.48,6.22,0.04%,30.44M,-2.13%,-,0.60,1.42,14.71%,0.69%,11.84%,541.48M,1.85,14.04%,1.54%,0.89,12.11%,2.81B,1.41,7.25%,1.97%,0.21M,9.73%,33.06,-,12.43%,16.46%,52.58 -11.60%,37.68%,-,5.41,8.78% 38.56%,9.70%,29.09 59.78%,113.50%,2.29 (4.92%),-,9.90% 7.05%,-,2.79%,3.58%,60.83%,1.00 (2.15%),-,61.09%,25.92%,1.67,-,"Apr 24, 2025",-,7.98%,19.27%,47.50,1.14,- -,0.35,9.44%,-1.78%,0.95,55.86,33.00%,1.03,-5.98%,-2.33%,0.76,47.09,-,0.52,Feb 12 BMO,12.10%,236.31K,46.48,"Jul 19, 2019",No / Yes,7.85% 9.13%,"

","178,972",-1.30%,IFS
International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,NYSE,S&P 500,-,-1.37,1.81%,255.70M,-0.60%,17.45B,14.22,4.80,3.90%,250.85M,-17.44%,23.54B,1.85,1.08,99.81%,3.66%,6.45%,-348.00M,1.60,5.73%,3.50%,5.01,5.87%,10.89B,1.23,8.20%,-1.28%,9.19M,1.37%,55.35,29.58,7.70%,-2.48%,84.45 -19.11%,-15.47%,2.31,68.71,42.26% -,-1.79%,59.14 15.51%,-17.46%,1.68 (2.46%),11.63,-4.34% 16.46%,30.96%,3.07%,3.23%,-50.38%,1.60 (2.34%),2.16,-242.69%,9.76%,2.52,-39.91%,"Mar 20, 2026",0.82,-5.17%,-3.20%,33.40,1.71,-20.63% -12.05%,1.42,138.95%,-10.22%,1.03,91.50,168.56%,0.47,-6.57%,-8.06%,0.79,71.28,21500,0.37,Feb 11 AMC,-1.77%,1.84M,68.31,"Mar 02, 1964",Yes / Yes,-3.32% 3.00%,"

","1,442,963",-4.17%,IFF
Idex Corporation,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,29.63,6.42,0.25%,74.60M,-2.22%,14.14B,21.20,8.97,0.32%,74.16M,-9.11%,15.50B,2.94,1.77,105.46%,2.82%,6.42%,483.20M,4.09,3.96%,0.84%,2.75,16.06%,3.46B,3.52,8.55%,7.07%,2.09M,6.87%,53.99,24.25,7.21%,12.35%,217.15 -12.43%,3.00%,7.84,22.92,-5.99% 5.35%,8.13%,153.36 24.00%,-11.86%,2.89 (1.52%),16.64,2.81% 8.01%,44.51%,2.22%,2.25%,-5.12%,2.84 (1.49%),4.48,-3.71%,20.96%,4.97,133.30%,"Jan 16, 2026",2.02,5.77%,13.98%,34.02,2.12,5.77% 7.26%,2.86,5.67%,-5.40%,0.98,226.08,44.26%,0.48,4.20%,-4.80%,0.90,190.39,8700,0.48,Feb 04 BMO,6.64%,760.84K,190.16,"Jun 02, 1989",Yes / Yes,2.88% 1.91%,"

","684,638",-0.12%,IEX
IES Holdings Inc,Industrials,Engineering & Construction,USA,NASD,RUT,26.27,16.81,2.18%,19.93M,-0.13%,8.80B,21.81,20.25,-35.90%,19.49M,-11.84%,8.61B,1.01,3.95,96.56%,4.46%,-2.62%,338.93M,2.52,28.55%,-0.10%,4.42,20.36%,3.49B,9.16,15.32%,23.19%,0.87M,13.51%,48.23,34.01,21.61%,42.01%,537.70 -17.88%,146.17%,12.98,32.52,118.57% 50.08%,33.01%,146.51 201.38%,962.46%,-,18.87,15.88% 22.88%,24.42%,4.10%,6.38%,841.09%,-,2.47,58.57%,11.67%,28.29,3252.77%,-,1.62,16.45%,9.70%,43.97,1.00,- -,1.80,65.62%,-6.63%,1.70,458.00,0.00%,0.07,16.20%,-3.68%,0.53,450.39,10283,0.07,Jan 30 BMO,14.65%,196.50K,441.56,"Jan 27, 1998",Yes / Yes,-5.84% -0.57%,"

","104,440",-1.96%,IESC
Icahn Enterprises L P,Energy,Oil & Gas Refining & Marketing,USA,NASD,-,-,-0.60,92.23%,637.21M,0.39%,4.87B,-,-,0.00%,49.53M,-4.26%,10.64B,-,-,1.03%,26.87%,-1.29%,-294.00M,0.49,-,5.73%,12.25,-6.48%,9.91B,1.79,-,-1.93%,13.31M,1.32%,4.28,1.43,-,-9.85%,9.99 -23.42%,-19.47%,5.37,-,2.73% 41.06%,-3.04%,7.08 8.05%,-84.97%,-,9.90,-11.76% 8.25%,13.20%,2.39%,2.58%,-86.89%,2.00 (26.14%),1.07,37.16%,4.75%,0.21,-88.09%,"Mar 09, 2026",2.47,-2.58%,-2.97%,42.77,1.00,-37.00% -24.21%,2.85,100.84%,-2.80%,0.77,12.00,-,3.11,9.79%,-3.13%,0.68,7.80,13547,2.55,Feb 25 BMO,-7.44%,1.09M,7.65,"Jul 23, 1987",Yes / Yes,-100.00% 0.88%,"

","742,161",-1.92%,IEP
Ivanhoe Electric Inc,Basic Materials,Copper,USA,AMEX,RUT,-,-0.80,24.72%,145.50M,-14.34%,1.89B,-,-0.62,-8.67%,118.51M,-22.22%,1.76B,-,-0.17,68.32%,6.99%,-20.20%,-105.87M,583.53,25.08%,17.41%,4.37,31.83%,3.24M,4.20,-4.41%,-24.63%,8.29M,-24.84%,2.86,10.73,46.32%,-30.92%,21.55 -44.27%,93.71%,1.12,-,21.07% -23.80%,-25.38%,4.50 166.89%,2.91%,-,-,-27.29% -6.88%,-1976.57%,6.10%,6.55%,-,-,542.51,25.61%,-3422.19%,1.07,-,-,3.34,11.82%,-3263.69%,31.72,1.14,- -,3.34,-273.18%,-17.39%,1.11,22.39,-,0.09,-32.73%,-27.02%,1.41,12.38,286,0.00,Feb 23 BMO,-6.55%,1.90M,12.01,"Jun 28, 2022",Yes / Yes,-35.06% 0.00%,"

","2,668,050",-2.99%,IE
Ideaya Biosciences Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.30,5.91%,87.80M,-2.17%,2.93B,-,-3.42,0.97%,82.63M,8.29%,2.31B,-,-0.99,105.41%,11.78%,-0.18%,-113.70M,13.37,-209.09%,2.07%,10.99,34.75%,218.71M,2.86,13.67%,-10.18%,9.73M,-3.64%,11.65,4.57,-23.75%,-10.92%,39.28 -15.20%,80.35%,7.28,-,3.17% 1.64%,-10.82%,13.45 147.66%,122.21%,-,-,62.54% 62.11%,97.90%,4.33%,4.47%,49.57%,-,10.58,61.00%,-72.84%,1.54,-,-,11.34,3024.43%,-51.99%,49.44,1.22,- -,11.34,36.99%,0.14%,0.01,50.00,-,0.03,55.37%,-1.53%,0.85,34.27,145,0.03,Feb 17 BMO,15.18%,885.90K,33.31,"May 23, 2019",Yes / Yes,1.23% 72.47%,"

","750,997",-2.80%,IDYA
"Idexx Laboratories, Inc",Healthcare,Diagnostics & Research,USA,NASD,"NDX, S&P 500",44.12,13.08,1.11%,79.71M,-3.90%,45.95B,35.08,16.45,-5.90%,78.74M,-7.83%,46.75B,2.75,3.43,93.13%,2.22%,-17.62%,1.06B,10.68,11.29%,-0.30%,3.39,-10.61%,4.30B,28.66,13.02%,31.89%,1.75M,-14.69%,20.14,255.19,12.75%,66.20%,769.98 -25.05%,37.57%,2.26,43.62,17.66% 14.28%,50.90%,356.14 62.05%,22.44%,-,30.94,8.52% 9.72%,61.94%,2.72%,2.88%,19.12%,-,10.86,22.38%,31.74%,18.71,664.90%,-,0.84,10.42%,24.62%,33.35,1.82,- -,1.17,17.76%,-6.67%,1.71,774.92,0.00%,0.61,14.28%,-11.57%,1.05,586.98,11000,0.30,Feb 02 BMO,-9.06%,514.93K,577.12,"Jun 21, 1991",Yes / Yes,5.00% 1.67%,"

","542,265",-1.68%,IDXX
IDT Corp,Communication Services,Telecom Services,USA,NYSE,RUT,14.53,3.25,18.69%,23.36M,-5.20%,1.18B,12.08,3.91,-1.27%,20.39M,-3.10%,841.88M,1.25,0.89,53.75%,1.60%,-7.53%,81.89M,0.94,18.81%,0.33%,1.95,-28.78%,1.26B,3.47,3.17%,13.06%,0.33M,-7.73%,13.63,3.18,9.69%,26.79%,71.12 -33.56%,-6.10%,14.87,10.55,43.15% 29.99%,24.05%,45.35 4.20%,39.30%,-,6.27,-3.35% -1.76%,36.92%,3.22%,2.98%,115.07%,0.24 (0.51%),0.67,2.91%,8.95%,1.54,349.46%,"Mar 19, 2026",1.83,3.31%,6.49%,35.97,1.00,- -,1.83,4.46%,-5.66%,0.71,80.00,7.31%,0.00,5.66%,-4.83%,1.12,48.00,1925,0.00,Mar 10 AMC,-14.73%,167.87K,47.25,"Jun 01, 2001",Yes / Yes,11.11% 6.13%,"

","188,437",-1.56%,IDT
Interdigital Inc,Technology,Software - Application,USA,NASD,RUT,29.48,11.94,1.81%,25.68M,-4.42%,9.04B,40.00,8.80,-12.95%,25.22M,-3.93%,8.28B,5.63,1.71,103.71%,12.09%,0.32%,406.64M,10.84,-39.30%,-0.39%,10.99,8.81%,834.01M,8.21,22.86%,20.85%,3.05M,10.57%,42.87,7.19,7.11%,41.53%,412.60 -14.68%,60.71%,48.99,17.11,56.57% 52.24%,35.96%,180.60 94.92%,384.96%,2.90 (0.82%),15.39,22.13% 18.36%,86.49%,4.21%,4.37%,442.84%,2.60 (0.74%),9.92,11.33%,55.26%,15.73,553.84%,"Jan 14, 2026",1.84,-3.97%,48.76%,46.40,1.50,22.92% 13.18%,1.84,-70.59%,-3.11%,1.59,462.67,22.04%,0.45,-37.41%,1.94%,0.83,351.33,460,0.03,Feb 05 BMO,12.75%,277.42K,352.03,"Nov 12, 1981",Yes / Yes,1.64% 5.07%,"

","231,447",0.20%,IDCC
"Idacorp, Inc",Utilities,Utilities - Regulated Electric,USA,NYSE,-,23.67,5.91,0.46%,54.86M,-0.53%,7.68B,20.20,6.92,-1.47%,54.64M,-2.30%,11.13B,2.39,1.14,103.19%,7.76%,10.56%,323.47M,4.24,8.01%,3.27%,9.33,12.28%,1.81B,2.15,8.64%,3.20%,4.24M,10.49%,65.11,35.59,8.44%,9.37%,145.94 -4.19%,20.66%,3.93,-,4.93% 4.68%,4.54%,108.15 29.29%,30.90%,3.63 (2.59%),18.49,3.40% 6.09%,19.24%,1.71%,2.08%,40.14%,3.48 (2.49%),6.14,8.53%,18.98%,2.75,90.79%,"Feb 05, 2026",0.68,-1.21%,17.86%,47.65,2.00,4.41% 4.93%,0.93,11.70%,-1.64%,0.55,146.44,58.62%,1.03,-1.54%,1.92%,0.75,142.28,2174,0.99,Feb 19 BMO,8.98%,454.85K,139.83,"Jan 13, 1978",Yes / Yes,6.62% -13.28%,"

","339,923",-1.72%,IDA
"ICU Medical, Inc",Healthcare,Medical Instruments & Supplies,USA,NASD,RUT,5093.09,0.02,1.22%,24.69M,-6.33%,3.09B,13.52,9.27,-1.67%,24.39M,-15.51%,4.13B,1.42,1.76,104.18%,4.61%,-15.36%,0.73M,1.39,4.38%,-1.91%,4.22,-3.89%,2.23B,1.46,14.44%,0.02%,1.12M,-12.18%,86.03,10.04,9.49%,0.04%,160.29 -21.84%,-15.42%,12.47,33.70,- -62.61%,0.02%,107.00 17.09%,-20.47%,-,13.19,-0.68% 11.90%,35.33%,5.28%,4.71%,-38.56%,-,1.85,100.59%,4.89%,6.29,26.36%,-,1.13,-6.24%,0.03%,32.15,1.43,- -,2.36,34.49%,-10.67%,0.84,183.60,0.00%,0.63,-14.09%,-14.61%,1.53,130.55,13000,0.62,Feb 19 AMC,-6.98%,266.03K,125.29,"Mar 31, 1992",Yes / Yes,12.80% 1.01%,"

","405,896",-4.03%,ICUI
Icon Plc,Healthcare,Diagnostics & Research,Ireland,NASD,-,13.13,7.40,0.79%,76.36M,-7.82%,7.42B,7.69,12.63,0.00%,75.76M,9.61%,10.48B,-,3.25,106.58%,2.55%,-47.31%,599.48M,0.92,-6.94%,5.09%,1.05,-43.89%,8.10B,0.79,-3.03%,3.56%,1.93M,-46.69%,122.25,15.82,-0.55%,6.27%,211.00 -53.96%,-47.78%,6.14,7.63,61.03% 6.54%,4.86%,66.57 45.92%,-53.24%,-,6.47,14.75% 24.17%,23.27%,5.01%,5.20%,-46.88%,-,1.29,-17.89%,13.99%,6.69,35.48%,-,1.06,-2.46%,7.40%,33.60,2.26,- -,1.06,-98.72%,-6.60%,1.35,136.50,0.00%,0.38,0.63%,-30.87%,0.63,100.49,41900,0.32,Oct 22 AMC,-39.99%,1.83M,97.14,"May 15, 1998",Yes / Yes,0.28% 3.03%,"

","1,162,674",-3.33%,ICLR
ICL Group Ltd,Basic Materials,Agricultural Inputs,Israel,NYSE,-,30.11,0.17,44.22%,1.27B,0.96%,6.80B,12.28,0.43,0.00%,719.93M,-8.82%,9.32B,1.38,0.09,33.62%,0.30%,5.82%,226.00M,0.95,6.87%,3.83%,1.39,-13.75%,7.15B,1.12,11.50%,1.90%,2.13M,-7.71%,4.73,13.71,8.91%,3.86%,7.35 -28.30%,-13.18%,0.38,49.33,-52.91% 82.71%,2.87%,4.76 10.71%,-20.15%,0.20 (3.70%),7.07,-10.61% 7.24%,30.56%,2.66%,2.53%,-10.98%,0.18 (3.43%),1.30,-44.50%,9.83%,0.18,19.50%,"Mar 10, 2026",0.71,4.56%,3.16%,49.94,3.00,-41.73% 12.47%,1.33,-204.43%,2.04%,0.97,5.90,103.52%,0.46,6.25%,-1.88%,0.80,5.38,13007,0.31,Feb 18 BMO,-11.85%,1.54M,5.27,"Mar 22, 2005",Yes / Yes,0.22% -3.88%,"

","1,227,420",-2.04%,ICL
Ichor Holdings Ltd,Technology,Semiconductor Equipment & Materials,USA,NASD,RUT,-,-1.54,3.33%,34.43M,4.42%,1.62B,21.29,2.20,-8.00%,33.49M,-0.55%,1.68B,0.34,0.13,99.22%,6.32%,164.02%,-52.78M,1.71,391.30%,4.35%,2.17,174.38%,947.65M,2.43,94.54%,-5.45%,2.12M,153.99%,19.28,16.50,62.67%,-7.75%,55.33 -15.40%,73.89%,2.84,-,- -,-6.54%,13.12 256.78%,58.20%,-,55.51,-9.54% 0.72%,8.40%,6.84%,8.02%,0.95%,-,1.78,-136.34%,-0.55%,3.74,-,-,1.38,11.61%,-5.57%,57.29,1.29,- -,3.16,-297.51%,1.23%,1.70,50.43,-,0.24,-4.15%,23.04%,0.56,47.62,1891,0.21,Feb 09 AMC,98.79%,973.16K,46.81,"Dec 09, 2016",Yes / Yes,117.51% 1.25%,"

","541,113",-1.70%,ICHR
"ICF International, Inc",Industrials,Consulting Services,USA,NASD,RUT,13.43,4.95,1.57%,18.25M,-7.41%,1.21B,8.68,7.66,-0.14%,17.99M,-12.52%,1.73B,1.27,1.57,99.32%,3.19%,-23.39%,91.59M,0.65,3.78%,0.75%,3.29,-33.95%,1.87B,1.18,8.97%,4.01%,0.57M,-22.12%,56.36,22.78,6.81%,9.11%,101.71 -34.68%,-26.02%,2.92,10.10,13.59% 11.48%,5.80%,67.28 -1.26%,-37.75%,-,8.25,1.71% 4.44%,34.06%,4.38%,4.61%,-24.91%,0.56 (0.84%),0.92,-15.40%,8.10%,3.30,95.55%,"Mar 27, 2026",1.27,-7.27%,4.89%,26.50,1.40,0.00% 0.00%,1.27,-27.69%,-10.88%,0.49,105.25,11.32%,0.56,-10.61%,-20.64%,1.88,67.64,8400,0.53,Feb 26 AMC,-23.70%,174.44K,66.43,"Sep 28, 2006",Yes / Yes,-1.47% 0.62%,"

","328,389",-1.79%,ICFI
Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,NYSE,S&P 500,27.23,5.77,0.64%,567.00M,0.09%,89.25B,18.32,8.58,-12.71%,564.29M,2.42%,107.43B,1.67,1.98,93.92%,1.32%,-2.63%,3.31B,7.30,10.87%,0.06%,1.99,-8.31%,12.23B,3.08,11.31%,2.40%,7.45M,-2.96%,51.00,40.31,10.98%,11.72%,189.35 -17.00%,-9.07%,3.90,20.81,30.78% 8.90%,6.88%,143.17 9.77%,62.02%,2.09 (1.33%),16.24,10.04% 9.86%,68.46%,1.64%,2.35%,40.77%,1.96 (1.25%),8.79,20.64%,41.33%,4.20,230.86%,"Jun 15, 2026",1.02,10.34%,27.11%,42.38,1.28,8.10% 9.86%,1.02,22.99%,-2.12%,1.05,198.86,33.30%,0.70,12.70%,-4.35%,0.78,160.82,12844,0.67,Feb 05 BMO,-6.42%,3.75M,157.16,"Nov 16, 2005",Yes / Yes,2.00% 1.25%,"

","2,937,990",-2.28%,ICE
ImmunityBio Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.39,66.47%,1.01B,3.51%,8.80B,-,-0.06,-0.07%,344.74M,42.19%,9.40B,-,-0.07,16.58%,38.42%,285.59%,-351.40M,77.68,32.63%,7.29%,3.60,204.63%,113.29M,-,78.12%,-79.43%,132.44M,332.32%,-0.49,36.24,-,-,12.43 -31.13%,204.63%,0.24,-,28.42% 15.60%,-104.92%,1.83 367.76%,507.09%,-,-,678.62% 299.74%,85.63%,9.49%,13.31%,-75.09%,-,83.00,34.94%,-226.00%,0.95,17.74%,-,5.08,668.31%,-310.18%,54.21,1.00,- -,5.10,32.90%,-5.18%,-0.02,14.80,-,-,406.95%,25.07%,0.61,8.21,691,-,Feb 23 BMO,139.48%,36.83M,8.56,"Jul 28, 2015",Yes / No,21.57% -0.20%,"

","22,353,312",4.26%,IBRX
Installed Building Products Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,28.49,9.73,15.07%,26.98M,-0.82%,7.48B,22.47,12.34,-9.13%,22.91M,-17.06%,8.15B,3.18,2.00,100.50%,6.49%,4.00%,265.40M,2.52,-1.09%,-4.57%,4.54,5.92%,2.97B,10.53,9.02%,12.86%,1.49M,7.57%,26.32,23.23,7.07%,37.51%,346.69 -20.05%,62.63%,11.93,24.86,7.86% 24.31%,16.33%,149.83 84.99%,173.56%,2.99 (1.08%),15.27,3.62% 12.44%,32.59%,4.14%,4.67%,164.18%,1.49 (0.54%),2.74,6.71%,13.08%,14.14,1015.95%,"Mar 13, 2026",2.44,1.00%,8.93%,37.80,3.14,5.51% -,3.03,18.31%,-8.86%,1.96,301.62,15.24%,1.40,-0.36%,-9.08%,1.23,285.89,10400,1.29,Feb 26 BMO,9.33%,327.45K,277.17,"Feb 13, 2014",Yes / Yes,18.00% 1.16%,"

","403,436",-3.05%,IBP
International Bancshares Corp,Financial,Banks - Regional,USA,NASD,RUT,10.04,6.62,9.66%,62.17M,-0.88%,4.13B,9.34,7.11,0.00%,56.17M,-8.43%,-,2.53,1.68,70.34%,2.64%,-8.81%,412.29M,3.92,1.81%,0.65%,4.90,-3.50%,1.05B,1.27,5.49%,2.54%,1.48M,0.00%,52.30,-,3.69%,13.63%,75.44 -11.93%,6.77%,-,8.35,11.48% 20.37%,12.23%,54.11 22.79%,55.16%,1.45 (2.18%),-,13.91% 12.78%,-,2.03%,3.17%,33.63%,1.43 (2.15%),-,0.78%,49.39%,1.96,162.50%,"Feb 13, 2026",-,1.12%,39.13%,38.45,1.00,5.27% 4.94%,0.08,-7.40%,-2.55%,0.72,87.00,21.14%,0.22,2.89%,-4.72%,1.49,67.04,2319,0.04,Mar 02 AMC,-3.09%,302.88K,66.44,"May 30, 1996",Yes / Yes,4.91% -,"

","450,434",-0.89%,IBOC
