Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,485.02,0.09,81.68%,46.23M,-4.00%,10.51B,15.12,2.89,-0.15%,43.95M,-19.82%,9.66B,0.48,0.45,17.59%,4.94%,-39.21%,23.00M,4.07,34.23%,-3.19%,1.91,-49.50%,2.58B,2.15,31.30%,0.40%,2.17M,-35.95%,20.31,8.08,31.82%,0.47%,90.22 -51.56%,-37.72%,5.41,44.70,- -,0.46%,41.90 4.30%,13.07%,-,37.02,9.67% -5.01%,74.14%,4.13%,5.43%,-70.68%,-,3.74,119.94%,-1.24%,2.55,87.15%,-,3.13,15.52%,0.89%,33.88,2.06,- -,3.13,105.41%,-3.63%,2.13,75.08,0.00%,0.09,18.05%,-23.38%,0.76,45.14,7068,0.02,Feb 10 AMC,-37.01%,1.14M,43.70,"Jul 20, 2011",Yes / Yes,-3.27% 0.54%,"

","866,065",-3.19%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.15,12.68%,221.18M,1.55%,4.51B,15.42,1.19,-0.04%,214.77M,8.47%,4.40B,0.53,0.12,75.72%,11.84%,-3.83%,-31.51M,3.45,30.38%,0.96%,2.89,-1.35%,1.30B,5.57,24.81%,-2.37%,25.44M,-9.98%,3.29,14.09,28.98%,-4.25%,24.90 -26.43%,30.58%,1.30,24.34,58.59% 17.79%,-3.11%,10.69 71.38%,79.08%,-,43.67,30.21% 28.80%,55.11%,4.90%,6.84%,-,-,3.38,63.53%,2.21%,1.16,-,-,1.60,29.72%,-2.42%,52.29,1.40,- -,1.60,-56.98%,7.48%,1.25,29.08,-,0.27,25.41%,-4.45%,0.76,19.08,3300,0.26,Feb 24 AMC,2.40%,8.80M,18.32,"Jun 10, 2021",Yes / Yes,21.21% 4.06%,"

","6,704,133",-3.98%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,36.01,1.11,5.89%,38.38M,-3.93%,1.50B,5.69,7.01,0.06%,35.44M,18.92%,1.79B,2.92,1.00,117.14%,14.48%,13.15%,47.35M,1.03,-0.12%,-4.14%,5.40,3.48%,1.45B,0.87,5.84%,1.29%,5.13M,13.37%,45.69,2.47,1.95%,2.66%,50.55 -21.17%,0.38%,16.12,5.21,-5.27% -18.45%,1.90%,22.45 77.51%,-46.01%,-,4.28,1.42% 4.60%,70.01%,6.01%,7.77%,-60.93%,-,1.23,-22.24%,12.97%,3.24,-19.43%,"May 17, 2019",1.27,3.54%,3.26%,60.78,2.25,- -,1.27,-99.32%,20.02%,1.38,43.43,0.00%,0.51,-1.48%,13.54%,1.23,40.24,3900,0.42,Feb 23 AMC,15.25%,950.76K,39.85,"Jul 23, 1999",Yes / Yes,-5.13% -2.39%,"

","1,165,107",-0.97%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,26.02,8.16,0.95%,49.59M,-5.73%,10.45B,10.64,19.97,0.18%,48.72M,-15.49%,13.02B,0.90,4.25,96.17%,4.27%,-19.77%,419.00M,1.92,13.16%,-3.53%,2.76,-32.29%,5.43B,2.94,11.42%,5.09%,2.08M,-12.50%,72.35,83.61,11.86%,11.68%,352.66 -39.75%,-25.02%,2.54,12.58,-2.43% -2.63%,6.86%,205.73 3.28%,-26.27%,-,12.72,-1.54% 4.06%,46.33%,3.87%,4.81%,-54.84%,-,2.40,-19.74%,15.44%,11.45,231.00%,-,0.58,9.36%,7.71%,34.02,1.75,- -,0.97,-55.92%,-11.28%,1.68,340.00,0.00%,0.75,12.28%,-13.07%,0.95,213.78,10700,0.70,Feb 12 BMO,-24.73%,752.54K,212.47,"Aug 15, 1991",Yes / Yes,0.01% 0.58%,"

","712,450",-0.61%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.53,56.05%,42.21M,2.94%,1.39B,-,-3.95,4.10%,23.59M,18.90%,1.10B,-,-1.63,45.73%,33.07%,-34.18%,-189.90M,92.76,1.57%,12.64%,9.17,20.47%,15.00M,5.57,12.24%,-52.35%,7.80M,-28.61%,4.65,4.78,9.25%,-68.33%,44.60 -41.88%,267.14%,5.42,-,-9.85% -,-96.59%,6.11 324.22%,-,-,-,- -,99.47%,7.38%,7.90%,-,-,73.42,-38.04%,-1304.64%,1.96,-,-,5.66,-70.00%,-1265.99%,54.51,1.25,- -,5.66,-32.20%,0.91%,-1.73,40.75,-,0.00,-,8.69%,0.38,26.14,130,0.00,Feb 25,16.46%,850.61K,25.92,"Sep 13, 2024",Yes / Yes,-7.18% 0.00%,"

","323,608",-0.84%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,25.86,3.55,0.15%,195.50M,-6.40%,17.94B,10.19,9.00,-1.25%,195.36M,1.99%,25.11B,1.97,1.86,103.20%,4.31%,-2.74%,705.00M,2.18,2.46%,2.79%,3.83,-12.42%,8.23B,1.41,7.10%,3.17%,8.41M,1.98%,64.95,30.31,5.18%,5.60%,114.44 -19.87%,-17.13%,3.03,15.31,47.75% -,3.56%,84.59 8.41%,-25.77%,0.92 (1.01%),10.39,5.85% 3.22%,60.94%,3.03%,2.72%,-41.07%,0.96 (1.05%),3.05,-20.10%,16.07%,2.59,-6.28%,"Mar 31, 2026",1.10,7.20%,8.56%,40.53,2.62,0.00% 0.00%,1.98,-41.28%,-5.29%,0.61,102.00,27.05%,0.61,10.90%,-0.52%,0.90,93.28,17000,0.56,Feb 10 BMO,-3.75%,2.19M,91.70,"Jul 25, 2001",Yes / Yes,0.92% 0.90%,"

","1,967,930",-1.69%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,489.01,0.09,29.80%,187.99M,-2.59%,10.57B,15.30,2.88,-0.41%,168.43M,-19.85%,9.72B,0.49,0.45,72.65%,7.06%,-40.49%,23.00M,4.09,33.68%,-3.18%,2.82,-50.99%,2.58B,2.17,31.34%,0.40%,11.89M,-35.41%,20.31,8.13,31.52%,0.47%,93.88 -53.07%,-39.03%,5.42,44.96,- -,0.46%,41.91 5.13%,12.40%,-,37.25,9.67% -5.01%,74.14%,4.49%,5.72%,-70.02%,-,3.76,119.94%,-1.24%,2.65,95.65%,-,3.13,15.52%,0.89%,34.36,2.09,- -,3.13,105.41%,-2.87%,2.16,74.96,0.00%,0.09,18.05%,-23.26%,0.81,45.25,7068,0.02,Feb 10 AMC,-38.17%,4.21M,44.06,"Aug 03, 2015",Yes / Yes,-2.91% 0.55%,"

","3,398,727",-2.63%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,21.26,2.50,3.95%,354.00M,1.45%,18.76B,16.46,3.23,-1.18%,339.17M,-8.32%,20.44B,1.36,0.87,72.57%,1.58%,14.93%,929.00M,1.59,15.11%,3.14%,3.56,19.64%,11.80B,3.50,11.51%,8.48%,5.37M,11.29%,15.19,13.55,12.11%,16.73%,58.39 -9.01%,7.64%,3.92,22.03,34.03% 4.49%,12.81%,41.00 29.59%,-9.58%,1.07 (2.02%),10.47,7.23% 7.38%,17.35%,2.27%,2.36%,-12.38%,1.01 (1.90%),1.73,7.35%,12.71%,1.46,-,"Mar 04, 2026",0.85,4.37%,7.87%,49.65,1.37,25.99% 31.95%,1.05,28.84%,-2.32%,0.11,61.70,38.34%,0.44,8.79%,3.16%,1.46,53.38,290000,0.35,Feb 04 BMO,13.51%,1.51M,53.13,"Oct 17, 2016",Yes / Yes,30.72% 3.90%,"

","2,207,774",-0.47%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,28.68,5.55,0.16%,277.00M,-0.80%,44.01B,21.34,7.46,-12.14%,275.98M,-2.29%,56.19B,1.88,1.37,87.94%,2.08%,9.82%,1.56B,5.36,10.19%,2.50%,2.82,7.57%,8.21B,-,11.92%,20.89%,5.75M,5.24%,-26.44,48.84,11.35%,-,169.39 -6.02%,0.70%,3.26,26.85,6.69% 13.51%,27.25%,137.33 15.93%,27.79%,3.04 (1.91%),20.48,6.28% 7.76%,46.17%,1.99%,2.06%,52.18%,2.88 (1.81%),6.84,5.99%,30.90%,3.47,188.43%,"Feb 20, 2026",1.35,8.80%,18.98%,46.44,2.30,7.60% 8.60%,1.35,27.83%,-1.86%,0.65,172.70,51.19%,-,6.44%,0.76%,0.75,159.85,49000,-,Feb 04 BMO,6.37%,2.04M,159.20,"Sep 12, 1997",Yes / Yes,-1.86% 2.62%,"

","1,533,410",-0.41%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,NYSE,-,-,-,34.77%,126.94M,-9.48%,2.79B,37.62,0.58,1.74%,82.80M,-13.68%,2.97B,-,-0.11,-,3.18%,-,-,-,91.19%,33.99%,1.30,-,-,3.58,1007.27%,-,2.63M,-34.66%,6.13,26.64,-,-,38.47 -42.92%,-,0.82,-,- -,-,20.30 8.18%,-,-,-,- -,-,8.09%,9.10%,-,-,-,-,-,2.59,-,-,0.80,-,-,31.31,1.60,- -,0.95,-,-13.93%,-,38.00,-,0.26,-,-16.14%,0.21,21.65,-,0.26,Feb 25,-16.14%,2.03M,21.96,"Jan 29, 2026",Yes / Yes,0.00% 0.00%,"

","433,820",1.43%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-1.21,0.04%,393.26M,5.80%,14.42B,6.58,5.58,0.00%,393.12M,-3.83%,24.89B,-,0.75,8.61%,1.58%,2.49%,-467.65M,0.77,259.12%,-3.68%,4.32,40.54%,18.79B,1.24,66.13%,-1.60%,6.20M,1.44%,29.53,14.17,-,-4.01%,40.38 -9.17%,16.22%,2.59,-,843.02% -,-2.37%,22.82 60.74%,244.41%,-,5.45,14.06% 7.05%,25.24%,4.75%,4.21%,751.04%,-,1.32,57.23%,6.52%,1.56,109.84%,"Jul 09, 2019",0.54,-2.79%,-2.49%,49.40,1.60,- -,0.75,-113.09%,-0.90%,1.47,49.50,0.00%,0.98,-11.58%,0.18%,1.62,36.78,-,0.72,Feb 27 BMO,9.78%,1.43M,36.68,"Jun 29, 1993",Yes / Yes,-348.51% 4.33%,"

","2,324,564",-0.27%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,41.14,1.12,8.79%,97.99M,-5.81%,6.11B,17.87,2.57,-15.56%,89.19M,36.49%,5.55B,0.58,0.31,96.73%,14.73%,37.55%,109.17M,6.79,24.55%,-2.28%,7.65,32.49%,900.78M,25.38,84.09%,8.60%,13.13M,31.36%,1.81,8.73,30.86%,58.05%,50.24 -8.68%,82.13%,5.26,17.82,- -,38.37%,22.90 100.34%,88.11%,0.70 (1.53%),25.11,27.22% 31.30%,60.58%,4.55%,5.33%,-,0.52 (1.14%),6.16,-36.34%,20.70%,2.29,-,"Mar 10, 2026",1.01,16.91%,12.12%,68.99,2.22,- -,1.01,-72.10%,14.65%,1.14,50.88,44.73%,0.63,16.72%,25.52%,1.04,46.03,3301,0.60,Feb 25 BMO,38.38%,1.72M,45.88,"Jun 30, 2021",Yes / Yes,5.08% 2.13%,"

","1,791,751",-0.33%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,17.94,0.52,6.22%,939.30M,2.66%,8.64B,13.72,0.68,0.00%,873.90M,-6.55%,6.63B,0.54,0.14,73.01%,2.20%,-19.53%,550.82M,4.99,48.36%,1.36%,2.40,-29.83%,1.73B,1.76,6.48%,9.19%,19.24M,-13.61%,5.27,3.95,25.21%,10.30%,14.07 -34.12%,-23.95%,2.34,-,- -,9.99%,8.71 6.42%,27.51%,0.22 (2.43%),12.08,29.32% 34.26%,60.39%,3.48%,2.73%,-,0.19 (2.07%),3.83,28.26%,31.21%,0.29,-,"Oct 10, 2025",6.26,19.01%,31.85%,42.14,1.56,- -,6.26,-19.86%,-1.64%,0.23,13.18,39.99%,0.00,10.94%,-6.80%,2.30,9.09,7185,0.00,Mar 12 BMO,-20.23%,8.02M,9.27,"Jun 22, 2021",Yes / Yes,6.02% -2.64%,"

","18,487,725",1.98%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,NYSE,-,18.59,2.04,0.97%,74.99M,-12.72%,2.85B,11.62,3.26,-1.32%,74.54M,-19.55%,2.90B,0.90,0.18,117.45%,10.11%,-12.52%,165.39M,1.53,13.84%,-2.36%,4.68,6.31%,1.87B,4.37,15.60%,12.52%,7.54M,-14.13%,8.67,15.16,12.86%,23.79%,51.29 -26.05%,8.34%,2.50,13.46,25.37% 2.71%,19.26%,26.61 42.54%,1.85%,0.22 (0.59%),10.81,5.41% 11.35%,57.41%,5.09%,4.67%,-44.06%,-,1.55,-0.40%,11.43%,2.07,-,-,1.11,2.11%,8.85%,21.89,2.00,- -,1.98,18.88%,-15.39%,1.78,50.60,0.00%,0.35,6.80%,-18.09%,1.98,40.39,1390,0.32,Feb 19 BMO,-0.60%,1.61M,37.93,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","3,191,646",-6.09%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,10.70,2.26,4.00%,59.95M,4.14%,1.44B,9.43,2.56,-18.77%,57.14M,-1.15%,1.14B,1.29,0.26,102.48%,12.28%,-18.67%,145.60M,0.98,-7.52%,-2.57%,5.23,-23.94%,1.46B,2.04,23.53%,14.99%,7.02M,-20.57%,11.86,4.43,7.29%,20.02%,41.22 -41.44%,-31.52%,5.45,4.45,65.31% -,19.99%,19.60 23.16%,-15.51%,-,4.54,7.07% 10.91%,86.85%,3.13%,4.52%,-41.01%,-,0.78,16.49%,12.97%,0.95,21.98%,-,2.99,3.75%,9.94%,52.21,2.92,- -,2.99,-1.87%,7.59%,0.54,25.50,0.00%,0.04,-0.54%,-7.16%,1.10,24.22,5168,0.02,Feb 12 AMC,-22.04%,1.34M,24.14,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","1,479,773",-0.33%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,7.80,0.84,-,133.34M,-6.19%,869.38M,7.09,0.92,-,131.47M,-8.17%,107.96M,-,-,16.21%,1.18%,-8.81%,149.83M,2.54,4.82%,3.05%,5.56,-11.77%,341.93M,1.31,5.75%,17.65%,1.55M,-6.05%,4.97,1.15,-,19.79%,9.29 -29.82%,62.19%,5.66,-,16.90% -,18.47%,3.96 64.65%,69.35%,-,-,4.04% 20.44%,67.27%,4.29%,2.98%,-67.00%,-,0.32,13.68%,35.74%,0.23,-,-,8.87,0.66%,43.82%,32.98,1.00,- -,9.02,11.98%,-8.05%,0.39,10.30,0.00%,0.00,-7.67%,-7.35%,3.43,7.11,815,0.00,Mar 09 AMC,-10.16%,278.17K,6.52,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","954,918",-8.30%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,-,-,-,86.30%,90.91M,-1.48%,1.39B,13.17,1.16,0.16%,12.46M,-13.23%,1.09B,-,0.21,8.67%,1.45%,-16.18%,-,-,-2.36%,14.28%,1.01,-,-,5.47,20.00%,-,0.18M,-36.99%,2.80,4.55,-,-,24.60 -37.89%,-,3.36,-,- -,-,12.91 18.31%,-,-,-,68.16% 59.02%,-,5.36%,7.43%,-,-,-,-,-,1.13,-,-,3.86,-,-,37.35,1.00,- -,3.86,490.77%,-3.05%,-,26.00,0.00%,0.03,92.89%,-19.86%,0.72,15.20,354,0.02,Feb 25 AMC,-18.87%,177.75K,15.28,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","127,421",0.53%,XZO
