Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Perimeter Solutions Inc,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-1.42,4.98%,149.44M,-3.78%,3.50B,14.75,1.59,-7.32%,142.00M,-12.99%,4.00B,2.57,-0.00,87.79%,2.49%,-18.18%,-206.37M,5.37,3.94%,2.42%,3.65,2.00%,652.86M,3.09,14.11%,-8.14%,3.54M,-14.86%,7.58,10.75,5.75%,-18.02%,29.88 -21.54%,157.02%,2.18,16.29,- -,-10.57%,8.76 167.58%,202.06%,-,-,21.89% 13.97%,48.32%,3.53%,4.12%,-,-,6.13,-2550.85%,-30.78%,1.06,-,-,2.42,16.38%,-31.61%,34.64,2.33,- -,3.22,-205.20%,-7.47%,1.97,30.50,-,0.73,19.16%,-12.37%,1.02,23.82,371,0.72,Feb 26 BMO,6.74%,969.32K,23.44,"Nov 09, 2021",Yes / Yes,21.50% 9.25%,"

","984,028",-1.60%,PRM
Proto Labs Inc,Industrials,Metal Fabrication,USA,NYSE,RUT,65.71,0.88,1.53%,23.63M,-6.94%,1.37B,29.08,1.98,-2.82%,23.41M,-14.16%,1.25B,-,0.40,92.79%,2.29%,10.71%,21.24M,2.57,9.24%,0.47%,2.94,14.75%,533.13M,2.02,9.33%,2.74%,0.54M,13.98%,28.52,10.70,-,3.16%,68.91 -16.33%,55.46%,5.39,22.98,- -14.26%,3.14%,29.58 94.90%,76.22%,-,20.76,2.96% 4.18%,44.48%,5.25%,4.01%,-54.64%,-,2.34,35.46%,4.91%,2.70,-21.39%,-,3.27,6.44%,3.98%,40.41,2.00,- -,3.49,1604.24%,-8.95%,1.31,71.67,0.00%,0.00,12.11%,-0.39%,0.75,57.59,2280,0.00,Feb 06 BMO,16.59%,181.90K,57.66,"Feb 24, 2012",Yes / Yes,25.11% 5.81%,"

","136,630",0.12%,PRLB
United Parks & Resorts Inc,Consumer Cyclical,Leisure,USA,NYSE,RUT,10.82,3.04,2.69%,54.55M,-3.94%,1.60B,7.52,4.38,-0.55%,53.08M,-11.07%,3.86B,0.51,-0.32,123.12%,11.20%,-7.32%,168.35M,0.96,25.54%,-8.95%,5.22,-37.49%,1.66B,-,13.92%,6.49%,5.94M,-9.28%,-8.53,16.05,14.86%,-,56.95 -42.18%,-32.78%,2.05,9.85,-9.59% -,8.87%,29.62 11.17%,-44.36%,-,6.85,-1.34% 30.95%,37.04%,5.01%,5.13%,-33.60%,-,2.32,-21.15%,23.34%,1.81,89.47%,-,0.60,-3.64%,10.13%,40.24,2.33,- -,0.74,-44.17%,-5.04%,1.19,42.91,0.00%,-,-2.82%,-8.84%,1.09,34.22,3300,-,Feb 26 BMO,-24.29%,1.14M,32.93,"Apr 19, 2013",Yes / Yes,-49.10% -0.52%,"

","1,236,855",-3.77%,PRKS
Park National Corp,Financial,Banks - Regional,USA,AMEX,RUT,14.29,11.11,2.99%,18.07M,-4.84%,2.87B,12.98,12.23,0.00%,17.53M,-10.03%,-,-,2.72,48.83%,1.73%,1.29%,180.07M,4.32,4.59%,0.56%,4.62,-6.52%,664.40M,1.89,3.88%,1.84%,0.30M,4.36%,84.14,-,-,13.87%,178.50 -11.03%,5.56%,-,15.31,7.03% 7.35%,13.17%,136.84 16.07%,32.50%,4.32 (2.72%),-,9.76% 6.66%,-,2.38%,2.77%,17.19%,4.29 (2.70%),-,19.18%,33.31%,5.07,84.06%,"Feb 20, 2026",-,2.94%,27.10%,37.87,3.00,0.95% 0.96%,0.09,11.06%,-5.94%,0.72,181.50,38.51%,0.07,2.25%,-3.57%,1.80,158.45,1694,0.01,Jan 26 AMC,-2.40%,65.64K,158.82,"Aug 31, 1990",Yes / Yes,4.64% 1.52%,"

","118,163",0.23%,PRK
Primoris Services Corp,Industrials,Engineering & Construction,USA,NYSE,RUT,26.72,5.02,0.86%,54.05M,-8.82%,7.25B,19.78,6.78,-6.59%,53.59M,-16.46%,7.66B,1.90,0.84,105.09%,5.12%,6.72%,274.98M,0.96,5.25%,11.61%,2.86,15.65%,7.57B,4.31,14.59%,6.39%,2.74M,8.03%,31.10,13.39,10.43%,17.79%,174.43 -23.12%,121.63%,10.01,21.29,26.56% 18.37%,11.38%,49.10 173.14%,423.25%,0.32 (0.24%),15.14,19.66% 16.75%,10.73%,5.47%,5.51%,240.99%,0.32 (0.24%),1.01,51.14%,5.46%,8.18,479.81%,"Mar 31, 2026",1.23,18.98%,3.63%,35.59,1.86,10.06% 5.92%,1.26,-4.25%,-12.75%,1.41,169.47,6.38%,0.57,6.68%,-8.56%,1.33,137.74,18526,0.44,Feb 23 AMC,11.80%,959.50K,134.11,"Oct 26, 2006",Yes / Yes,9.88% 2.32%,"

","1,280,919",-2.64%,PRIM
Primerica Inc,Financial,Insurance - Life,USA,NYSE,-,11.09,22.94,0.66%,31.81M,-2.59%,8.05B,9.68,26.28,-4.43%,31.45M,-7.79%,-,1.26,5.51,95.18%,3.94%,0.47%,748.79M,2.40,4.76%,4.02%,5.28,-7.47%,3.35B,3.31,9.45%,6.17%,1.24M,-1.54%,76.89,-,7.69%,31.83%,296.00 -14.06%,-7.73%,-,9.14,22.94% 19.08%,17.58%,230.09 10.55%,50.97%,5.04 (1.98%),-,6.36% 8.05%,-,2.85%,3.47%,67.70%,4.32 (1.70%),-,67.55%,31.54%,7.85,492.66%,"Feb 23, 2026",-,5.63%,22.35%,45.20,2.11,23.66% 21.06%,1.92,23.10%,-1.05%,0.92,289.33,18.16%,0.74,8.03%,-2.37%,0.82,252.77,2833,0.74,Feb 11 AMC,-3.61%,234.57K,254.37,"Apr 01, 2010",Yes / Yes,7.94% 1.02%,"

","192,009",0.63%,PRI
Progress Software Corp,Technology,Software - Infrastructure,USA,NASD,RUT,22.45,1.67,2.11%,42.34M,-3.68%,1.58B,6.29,5.96,-1.62%,41.22M,-12.89%,2.91B,2.46,1.57,109.39%,9.22%,-13.99%,73.13M,1.61,2.71%,-3.89%,4.10,-13.31%,977.83M,3.31,1.42%,2.93%,3.80M,-12.83%,11.30,16.63,2.56%,15.95%,65.50 -42.82%,-33.41%,2.25,7.06,-8.21% -1.14%,4.75%,34.57 8.33%,-33.36%,-,8.93,17.55% 17.20%,70.15%,3.97%,6.37%,-16.50%,-,2.98,7.67%,17.84%,2.19,51.99%,"Aug 30, 2024",0.49,29.79%,7.48%,41.42,1.25,- -,0.49,2240.16%,-4.38%,0.58,65.50,0.00%,2.99,17.54%,-8.12%,0.64,38.85,2801,2.22,Jan 20 AMC,-18.94%,926.74K,37.45,"Jul 30, 1991",Yes / Yes,15.04% -0.10%,"

","596,919",-3.60%,PRGS
Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,NYSE,-,-,-10.28,0.45%,137.60M,-11.33%,1.39B,4.13,2.44,1.43%,137.03M,-31.01%,4.68B,-,0.33,112.19%,11.09%,-24.85%,-1.43B,0.33,-17.09%,3.66%,4.54,-54.77%,4.25B,0.47,7.16%,-15.42%,15.20M,-27.44%,21.33,2.62,-1.04%,-38.66%,29.08 -65.27%,-63.19%,3.86,9.58,-114.32% -53.83%,-21.30%,9.91 1.92%,-71.83%,1.16 (11.44%),6.86,-1.50% 0.80%,35.16%,4.69%,4.40%,-75.73%,1.16 (11.49%),1.10,-761.90%,8.09%,0.63,-92.46%,"Mar 02, 2026",1.63,-2.75%,-33.51%,19.38,2.17,3.71% 5.21%,2.76,-3061.47%,-23.92%,0.45,16.00,-,1.30,-2.42%,-27.84%,1.12,10.29,8100,1.28,Feb 26 BMO,-49.11%,3.34M,10.10,"Dec 17, 1991",Yes / Yes,-1.76% 0.70%,"

","3,739,701",-1.85%,PRGO
PROG Holdings Inc,Industrials,Rental & Leasing Services,USA,NYSE,RUT,8.48,3.59,3.06%,39.58M,-6.79%,1.21B,6.04,5.05,0.00%,38.36M,-11.91%,1.50B,0.29,0.80,105.04%,8.83%,3.11%,146.79M,0.49,21.52%,4.85%,6.26,-14.09%,2.46B,1.62,18.29%,8.08%,3.39M,3.36%,18.86,3.91,21.01%,18.08%,41.14 -25.91%,13.10%,7.80,3.71,23.63% -,10.88%,23.50 29.70%,23.40%,0.52 (1.71%),0.81,-2.48% -0.61%,34.32%,5.01%,4.91%,-36.50%,0.52 (1.71%),0.61,-21.48%,9.70%,1.70,52.84%,"Mar 12, 2026",4.91,-0.21%,5.97%,35.35,1.62,- 25.06%,11.22,-25.83%,-13.10%,1.77,43.71,14.48%,0.81,-7.82%,-8.28%,1.45,32.72,1235,0.81,Feb 18 BMO,-3.27%,540.93K,30.48,"Nov 04, 1982",Yes / Yes,24.66% -1.61%,"

","783,302",-6.85%,PRG
Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,USA,NASD,RUT,14.16,2.42,2.64%,62.48M,1.00%,2.14B,11.11,3.08,-15.28%,60.83M,7.92%,1.56B,-,0.79,98.99%,5.29%,21.18%,159.91M,2.53,18.18%,-0.19%,5.76,2.18%,846.10M,2.20,7.69%,12.65%,3.22M,16.67%,15.56,3.32,-,16.55%,38.02 -10.01%,35.10%,10.30,9.87,20.29% 6.75%,15.64%,23.87 43.36%,154.61%,-,6.55,6.77% 4.24%,71.73%,3.79%,3.39%,176.86%,0.71 (2.07%),1.84,9.66%,23.17%,1.12,660.44%,"Mar 02, 2026",5.03,24.20%,18.90%,64.21,1.00,- -,5.06,16.64%,4.45%,0.91,42.00,23.17%,0.06,19.96%,7.12%,0.88,34.62,6000,0.05,Feb 19 AMC,6.99%,558.67K,34.22,"Jan 29, 1998",Yes / Yes,10.20% 0.78%,"

","491,324",-1.16%,PRDO
Procept BioRobotics Corp,Healthcare,Medical Devices,USA,NASD,RUT,-,-1.72,3.70%,56.32M,-7.96%,1.36B,-,-0.90,24.65%,54.30M,-15.90%,1.15B,-,-0.55,104.05%,12.89%,-32.60%,-95.57M,4.42,10.76%,-2.06%,4.65,-37.90%,308.05M,3.72,41.10%,-18.34%,7.00M,-23.17%,6.50,4.76,41.68%,-24.89%,66.85 -63.84%,-58.03%,5.08,-,4.30% -7.02%,-21.62%,19.35 24.91%,-21.32%,-,-,60.14% 109.04%,62.66%,8.32%,7.87%,-,-,3.75,2.21%,-33.71%,2.17,-,-,5.77,37.22%,-31.02%,39.12,1.73,- -,6.85,-52.00%,-8.91%,0.99,32.92,-,0.21,11.94%,-16.91%,1.67,25.26,888,0.21,Feb 25 AMC,-39.00%,1.50M,24.17,"Sep 15, 2021",Yes / Yes,-63.58% -18.54%,"

","2,514,624",-4.32%,PRCT
Praxis Precision Medicines Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-13.47,8.22%,27.85M,-2.61%,8.63B,-,-9.59,-1.66%,25.56M,-3.02%,8.03B,-,-3.60,101.06%,14.85%,24.97%,-303.27M,-,-11.81%,18.76%,7.00,660.52%,0.00M,8.89,36.39%,-42.68%,3.80M,5.15%,34.85,14.40,-,-45.83%,356.00 -12.95%,755.87%,21.52,-,42.16% 13.34%,-34.54%,26.70 1060.71%,1849.12%,-,-,- -,-,6.56%,6.03%,-52.88%,-,-,-31.18%,-,19.17,-,-,10.22,-100.00%,-,44.25,1.44,- -,10.22,-19.16%,-5.25%,3.02,617.62,-,0.00,-100.00%,-0.39%,0.77,309.01,168,0.00,Feb 19 BMO,103.20%,542.19K,309.91,"Oct 16, 2020",Yes / Yes,-11.97% -100.00%,"

","417,280",0.29%,PRAX
Proassurance Corporation,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,25.01,0.98,1.57%,51.41M,-0.08%,1.26B,21.91,1.12,0.00%,50.61M,0.90%,-,-,0.27,106.00%,12.61%,2.80%,50.91M,1.15,-28.11%,-1.28%,11.63,3.32%,1.10B,0.94,-3.73%,1.00%,6.38M,1.70%,26.24,-,-,3.99%,24.77 -0.81%,61.33%,-,-,- -,2.86%,14.49 69.51%,33.17%,-,-,-0.30% 4.66%,-,0.57%,0.61%,-10.85%,-,-,-4.02%,9.09%,0.14,-41.90%,"Mar 28, 2023",-,-4.55%,4.64%,56.13,3.00,- -,0.31,103.80%,0.22%,0.03,25.00,0.00%,0.32,-7.05%,1.04%,1.06,24.60,972,0.32,Feb 23 AMC,2.81%,548.48K,24.57,"Sep 04, 1991",Yes / Yes,98.93% 0.62%,"

","579,250",-0.12%,PRA
Permian Resources Holdings Inc,Energy,Oil & Gas E&P,USA,NYSE,-,14.99,1.25,14.63%,751.75M,1.79%,15.65B,12.66,1.48,-3.14%,693.24M,10.57%,20.45B,1.03,0.27,81.89%,4.00%,25.47%,937.74M,3.09,-9.44%,-0.53%,2.44,35.75%,5.07B,1.37,27.55%,5.30%,27.75M,33.43%,13.67,101.86,12.34%,9.66%,19.43 -3.68%,51.82%,0.18,29.06,-7.42% -,6.75%,10.01 87.01%,81.37%,0.64 (3.42%),5.84,33.45% 54.23%,32.72%,2.76%,3.30%,279.70%,0.60 (3.21%),4.04,-14.26%,29.04%,0.61,-,"Mar 17, 2026",0.78,1.29%,18.51%,65.34,1.33,128.94% -,0.78,52.76%,4.14%,0.64,20.70,46.90%,0.36,-9.78%,16.19%,1.55,19.16,515,0.35,Feb 25 AMC,31.72%,11.36M,18.72,"Apr 15, 2016",Yes / Yes,58.51% -9.21%,"

","17,610,738",-2.30%,PR
Perpetua Resources Corp,Basic Materials,Other Precious Metals & Mining,USA,NASD,RUT,-,-0.50,7.24%,121.87M,-3.96%,4.02B,-,-0.08,-1.68%,113.05M,17.26%,3.57B,-,-0.04,74.48%,9.62%,27.12%,-44.29M,-,-106.06%,9.03%,5.37,82.45%,0.00M,6.67,83.09%,-13.97%,10.88M,36.10%,4.94,9.01,-5.73%,-14.54%,37.37 -11.83%,302.32%,3.66,-,30.57% 13.04%,-8.32%,8.06 308.81%,822.97%,-,-,- -,-,7.53%,7.31%,392.53%,-,-,-128.69%,-,2.49,1050.49%,-,42.25,-,-,53.57,1.00,- -,42.25,-342.46%,3.33%,0.04,36.18,-,0.00,-,7.94%,0.84,32.81,36,0.00,Nov 17 BMO,47.95%,2.02M,32.95,"Oct 07, 2011",Yes / Yes,-700.00% -,"

","1,698,925",0.43%,PPTA
PPL Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,-,-,-,-,-,-1.24%,28.50B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.06%,-,-,-,-,52.51 -3.14%,-,-,-,- -,-,48.75 4.33%,-,-,-,- -,-,2.08%,-,-,-,-,-,-,1.39,-,-,-,-,-,-,-,- -,-,-,-0.33%,-,-,-,-,-,-0.33%,0.10,51.36,-,-,-,-0.33%,2.38M,50.86,"Feb 24, 2026",No / Yes,- -,"

","249,893",-0.97%,PPLC
PPL Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,23.83,1.59,0.18%,751.04M,-1.07%,28.43B,17.89,2.12,0.00%,749.94M,5.35%,46.69B,2.23,0.61,87.31%,4.35%,11.75%,1.18B,3.14,7.53%,-0.59%,3.75,6.14%,9.04B,1.91,8.68%,2.73%,32.65M,8.05%,19.81,26.18,8.03%,8.15%,39.08 -3.19%,10.39%,1.45,-,17.91% -3.63%,3.59%,32.50 16.43%,44.15%,1.16 (3.05%),13.11,4.59% 10.56%,28.32%,2.19%,2.16%,37.80%,1.10 (2.91%),5.16,32.89%,23.65%,0.80,3.53%,"Mar 10, 2026",0.74,6.85%,13.05%,53.45,1.88,7.39% -8.07%,0.86,49.50%,0.27%,0.69,41.00,68.72%,1.30,2.85%,3.68%,0.87,38.31,6546,1.21,Feb 20 BMO,5.44%,8.70M,37.84,"Sep 17, 1948",Yes / Yes,0.20% -6.05%,"

","7,556,267",-1.23%,PPL
"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,NYSE,S&P 500,15.29,6.92,0.14%,223.43M,-10.43%,23.66B,12.21,8.67,-27.52%,223.19M,-16.33%,29.49B,1.53,1.71,90.20%,3.23%,4.77%,1.57B,1.49,5.13%,2.72%,3.36,-5.09%,15.88B,2.98,8.83%,7.57%,7.21M,3.31%,35.54,10.66,7.98%,21.34%,133.43 -20.67%,-7.71%,9.93,20.34,16.96% 9.22%,10.48%,90.24 17.30%,-15.99%,2.90 (2.74%),10.93,-3.47% 2.79%,37.88%,4.36%,3.00%,-28.71%,2.81 (2.65%),1.86,16.14%,13.55%,3.94,2.86%,"Feb 20, 2026",1.22,-8.81%,9.90%,28.06,2.18,4.73% 5.77%,1.62,6137.21%,-13.23%,1.14,126.35,40.19%,0.99,4.96%,-8.56%,1.58,108.25,43500,0.89,Jan 27 AMC,-2.94%,2.14M,105.85,"Dec 17, 1945",Yes / Yes,-4.41% 3.54%,"

","3,398,919",-2.22%,PPG
Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,NASD,-,8.51,4.54,82.46%,237.55M,-7.80%,9.18B,9.55,4.05,-0.00%,41.67M,-10.91%,11.91B,-,0.84,19.43%,15.10%,-2.77%,1.08B,0.50,-19.43%,-3.05%,6.94,-13.27%,18.50B,2.49,-2.84%,10.31%,6.29M,-0.90%,15.49,14.34,-6.03%,27.33%,52.75 -26.75%,-18.45%,2.70,13.90,13.52% 63.80%,15.52%,35.73 8.15%,91.81%,1.12 (2.90%),5.45,1.94% 8.88%,12.50%,2.86%,3.11%,83.03%,-,0.64,-0.54%,9.53%,1.23,111.98%,"Aug 20, 2025",0.76,3.53%,5.85%,33.57,2.67,- -,1.47,-62.77%,-7.59%,0.42,44.86,0.00%,0.91,3.28%,-6.88%,1.68,39.73,63000,0.89,Feb 11 AMC,-7.69%,907.37K,38.64,"Nov 14, 1986",Yes / Yes,-17.64% 3.09%,"

","1,526,436",-2.74%,PPC
"Powell Industries, Inc",Industrials,Electrical Equipment & Parts,USA,NASD,RUT,34.40,15.39,22.23%,12.14M,3.60%,6.43B,29.50,17.95,-1.49%,9.44M,-9.36%,5.93B,2.23,4.07,80.26%,14.54%,54.78%,187.37M,5.77,10.87%,-23.53%,5.39,94.40%,1.11B,9.61,8.93%,18.67%,1.37M,66.11%,55.10,12.84,13.21%,32.16%,612.50 -13.54%,234.73%,41.25,39.81,134.62% 59.82%,27.99%,152.63 246.94%,1120.70%,1.08 (0.20%),25.33,27.52% 16.32%,30.15%,5.82%,5.76%,1405.66%,1.07 (0.20%),5.32,16.01%,20.33%,31.21,1796.63%,"Feb 18, 2026",2.08,5.12%,16.82%,54.87,2.50,0.95% 0.57%,2.29,18.95%,-2.19%,0.84,500.75,7.19%,0.00,4.04%,13.49%,0.75,520.09,3458,0.00,Feb 03 AMC,63.82%,254.90K,529.54,"Mar 17, 1980",Yes / Yes,16.64% -2.06%,"

","191,998",1.82%,POWL
Power Integrations Inc,Technology,Semiconductors,USA,NASD,RUT,114.83,0.39,2.34%,55.34M,-6.10%,2.50B,24.47,1.84,-3.22%,54.21M,-4.80%,2.27B,1.18,0.23,107.86%,7.47%,23.45%,22.09M,5.64,3.52%,3.86%,3.83,0.18%,443.50M,3.71,42.35%,2.76%,4.05M,26.81%,12.16,10.03,20.74%,3.11%,62.24 -27.58%,-24.09%,4.50,28.71,-48.83% -19.63%,3.21%,30.86 46.05%,-44.60%,0.86 (1.91%),36.03,-12.02% -1.91%,54.49%,5.71%,4.82%,-44.23%,0.84 (1.87%),5.12,-30.41%,7.89%,2.39,91.79%,"Feb 27, 2026",4.14,5.86%,4.98%,45.80,1.33,5.27% 14.87%,6.51,49.03%,-4.07%,1.37,51.00,214.18%,0.03,-1.94%,1.46%,0.88,47.15,877,0.02,Feb 05 AMC,0.20%,1.06M,45.07,"Dec 12, 1997",Yes / Yes,21.05% 0.09%,"

","934,476",-4.41%,POWI
Post Holdings Inc,Consumer Defensive,Packaged Foods,USA,NYSE,-,19.22,5.41,13.89%,47.96M,-2.44%,4.99B,12.54,8.30,-0.25%,41.29M,-9.21%,12.18B,1.32,1.77,99.79%,12.93%,8.40%,319.20M,0.60,2.04%,-4.27%,6.55,-2.12%,8.36B,1.44,12.48%,2.47%,5.34M,5.06%,72.09,17.53,9.47%,8.69%,119.85 -13.17%,-9.39%,5.94,11.45,-23.04% 244.23%,2.92%,95.07 9.46%,19.32%,-,8.52,11.72% 7.44%,26.26%,2.26%,2.44%,55.23%,-,1.46,-10.94%,10.44%,2.66,126.13%,-,1.02,5.38%,3.82%,44.45,1.40,- -,1.90,-3.91%,-2.84%,0.42,130.12,0.00%,2.16,10.12%,0.95%,0.66,105.43,13180,2.16,Feb 05 AMC,-1.43%,814.71K,104.06,"Jan 27, 2012",Yes / Yes,25.73% 0.24%,"

","534,289",-1.30%,POST
Portland General Electric Co,Utilities,Utilities - Regulated Electric,USA,NYSE,RUT,18.81,2.76,0.95%,126.41M,-3.44%,6.57B,14.55,3.57,-1.95%,125.21M,2.67%,11.75B,1.98,1.07,88.90%,3.32%,7.06%,306.00M,1.95,11.84%,1.95%,3.31,23.57%,3.37B,1.45,4.78%,2.33%,4.15M,8.36%,35.77,86.49,7.34%,7.72%,54.39 -4.39%,15.68%,0.60,-,2.06% 9.83%,3.28%,39.54 31.50%,13.99%,2.18 (4.20%),10.38,10.29% 10.15%,33.68%,1.72%,1.93%,12.55%,2.08 (3.99%),3.48,-8.52%,16.42%,1.04,33.37%,"Mar 23, 2026",0.95,6.50%,9.07%,47.20,3.00,5.13% 5.65%,1.08,2.10%,-1.82%,0.65,52.15,75.09%,1.27,7.83%,2.27%,1.53,52.91,2877,1.26,Feb 17 BMO,13.91%,1.26M,52.00,"Apr 03, 2006",Yes / Yes,-16.65% 0.53%,"

","1,926,986",-1.72%,POR
Pool Corporation,Industrials,Industrial Distribution,USA,NASD,S&P 500,19.28,10.83,3.10%,36.58M,-5.58%,7.68B,17.51,11.93,0.37%,35.65M,-21.52%,9.11B,2.57,1.35,101.32%,10.67%,-12.79%,404.42M,1.45,2.68%,-3.86%,4.65,-37.39%,5.29B,6.45,8.27%,11.56%,3.80M,-8.69%,32.40,73.21,6.82%,32.90%,374.74 -44.26%,-42.63%,2.85,24.83,-16.60% 3.86%,15.54%,204.16 2.31%,-40.05%,4.03 (1.93%),14.43,-5.05% 6.09%,29.73%,3.66%,3.67%,-39.14%,4.95 (2.37%),1.72,-4.23%,10.97%,9.03,156.29%,"Mar 12, 2026",0.59,-0.41%,7.65%,29.24,2.31,9.21% 16.67%,2.24,-12.90%,-10.05%,1.25,266.09,45.64%,1.30,-0.53%,-14.64%,0.93,214.52,6000,1.20,Feb 19 BMO,-25.08%,818.68K,208.88,"Oct 13, 1995",Yes / Yes,-13.76% -1.71%,"

","764,441",-2.63%,POOL
Pony AI Inc. ADR,Technology,Information Technology Services,China,NASD,-,-,-0.94,15.06%,352.45M,2.71%,4.67B,-,-0.55,0.00%,299.36M,-7.34%,4.25B,-,-0.05,24.00%,6.88%,-6.62%,-338.00M,48.49,81.19%,-1.81%,5.41,-5.89%,96.39M,5.80,-21.55%,-30.54%,20.58M,-8.55%,2.29,10.48,41.29%,-33.58%,24.92 -46.79%,-0.97%,1.27,-,-6.78% -,-41.65%,4.11 222.63%,-,-,-,109.81% -,18.57%,6.14%,5.50%,-,-,44.13,-105.88%,-373.31%,0.85,-,-,7.04,4.27%,-350.64%,44.78,1.16,- -,7.04,-,-3.25%,6.27,23.05,-,0.02,-,-10.10%,0.66,12.87,1460,0.01,Mar 26 BMO,-14.30%,3.81M,13.26,"Nov 27, 2024",Yes / Yes,- 10.62%,"

","2,524,142",3.03%,PONY
POET Technologies Inc,Technology,Semiconductors,Canada,NASD,-,-,-0.63,0.45%,91.01M,-0.57%,1.07B,-,-0.18,0.00%,90.31M,19.25%,983.52M,-,-0.06,12.46%,12.78%,15.70%,-50.55M,1406.55,59.40%,2.32%,1.39,30.84%,0.76M,9.59,33.93%,-63.85%,11.54M,10.58%,0.73,11.53,-,-104.17%,9.41 -25.61%,113.09%,0.61,-,-27.54% -13.09%,-75.37%,3.09 126.54%,77.66%,-,-,-41.70% -,-278.61%,10.35%,8.32%,-17.43%,-,1294.11,-6.99%,-5151.46%,0.58,-5.49%,-,2.30,535.87%,-6627.91%,58.47,1.00,- -,2.30,46.65%,13.92%,0.34,7.65,-,0.11,7998.62%,6.50%,1.15,6.69,-,0.01,Nov 13 AMC,18.25%,8.30M,7.00,"Oct 23, 2007",Yes / Yes,93.89% -25.40%,"

","9,547,788",4.63%,POET
Insulet Corporation,Healthcare,Medical Devices,USA,NASD,S&P 500,68.05,3.50,0.45%,70.39M,-1.49%,16.77B,29.41,8.10,1.75%,70.08M,-1.53%,17.06B,1.09,1.20,101.85%,2.16%,-21.76%,247.10M,6.19,27.50%,1.61%,1.62,-31.85%,2.71B,11.07,27.86%,7.87%,1.51M,-16.18%,21.53,23.42,27.09%,18.12%,354.88 -32.87%,0.50%,10.17,44.40,275.33% 102.14%,9.90%,230.05 3.56%,-15.02%,-,29.06,27.54% 24.53%,72.17%,3.06%,3.52%,-2.93%,-,6.30,-41.15%,17.50%,8.77,677.04%,-,2.11,30.73%,9.12%,38.79,1.38,- -,2.78,3.91%,-2.95%,1.43,357.64,0.00%,0.66,31.18%,-9.27%,0.85,240.38,5400,0.65,Feb 18 BMO,-20.82%,935.28K,238.24,"May 15, 2007",Yes / Yes,5.59% 1.93%,"

","792,359",-0.89%,PODD
Pinnacle West Capital Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,19.97,5.06,0.28%,120.90M,-1.02%,12.21B,18.05,5.59,0.00%,120.56M,7.96%,26.54B,2.80,-0.08,100.70%,5.24%,14.51%,616.53M,2.29,-7.10%,2.77%,4.87,14.94%,5.34B,1.73,19.21%,2.09%,6.31M,13.82%,58.28,1239.25,6.44%,8.93%,103.21 -2.18%,9.60%,0.08,-,5.83% 0.73%,3.11%,85.32 18.33%,36.41%,3.73 (3.69%),13.71,7.28% 8.28%,22.56%,1.93%,2.12%,28.68%,3.61 (3.58%),4.97,-3.72%,18.10%,2.04,41.46%,"Feb 02, 2026",0.31,4.20%,11.55%,61.34,2.71,1.72% 2.51%,0.49,311.06%,1.35%,0.49,105.00,71.12%,2.03,2.99%,6.55%,1.47,101.28,94,1.81,Feb 25 BMO,10.89%,1.30M,100.96,"Aug 28, 1961",Yes / Yes,175.42% -3.61%,"

","1,902,948",-0.32%,PNW
