Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Hilltop Holdings Inc,Financial,Financial Conglomerates,USA,NYSE,RUT,13.48,2.64,32.44%,59.54M,2.21%,2.12B,15.36,2.32,-1.64%,40.17M,-7.50%,-,-,0.52,56.04%,4.45%,2.77%,165.59M,1.31,7.46%,-3.19%,4.66,4.89%,1.61B,0.98,11.00%,1.03%,1.79M,4.98%,36.42,-,-,7.60%,40.41 -11.83%,14.27%,-,-,18.13% -10.52%,6.93%,27.35 30.27%,20.05%,0.80 (2.25%),-,8.51% -5.77%,-,1.94%,2.59%,1.28%,0.74 (2.08%),-,51.85%,12.30%,0.91,92.18%,"Feb 13, 2026",-,5.19%,10.26%,45.08,3.00,6.27% 14.87%,0.27,25.69%,-0.89%,0.92,40.00,27.27%,0.43,1.29%,-3.86%,0.59,35.56,3550,0.10,Jan 29 AMC,5.07%,383.61K,35.63,"Feb 12, 2004",Yes / Yes,58.62% 9.41%,"

","224,553",0.20%,HTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Capital Inc,Financial,Asset Management,USA,NYSE,-,7.66,1.84,1.96%,182.69M,-2.50%,2.58B,7.11,1.98,3.84%,180.09M,-6.95%,4.83B,44.47,0.48,32.71%,7.20%,-23.27%,336.77M,5.25,1.25%,-,5.01,-24.89%,491.88M,1.16,1.66%,8.00%,12.96M,-24.94%,12.13,43.44,0.16%,16.02%,19.45 -27.72%,-26.43%,0.32,8.58,32.98% -1.60%,7.46%,13.77 2.11%,18.84%,1.88 (13.37%),11.16,14.88% 16.30%,97.69%,3.07%,3.18%,-3.18%,1.59 (11.31%),9.81,16.72%,87.85%,0.44,32.77%,"Feb 25, 2026",1.41,6.44%,68.47%,36.20,1.44,5.31% 4.56%,1.41,31.80%,-2.54%,0.82,19.81,86.29%,1.04,78.30%,-12.42%,0.63,14.18,100,1.04,Feb 12 AMC,-21.05%,2.59M,14.06,"Jun 09, 2005",Yes / Yes,-2.50% -2.91%,"

","1,632,027",-0.85%,HTGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartflow Inc,Healthcare,Health Information Services,USA,NASD,RUT,-,-1.40,36.91%,85.28M,-0.04%,2.22B,-,-0.35,-6.37%,54.10M,12.52%,2.06B,-,-0.19,56.12%,10.28%,-15.15%,-116.79M,12.61,65.23%,17.40%,3.78,-24.96%,176.03M,7.34,38.46%,-,5.56M,-11.22%,3.53,12.55,-,-,41.22 -37.22%,-,2.06,-,5.20% -,-36.87%,20.13 28.56%,-,-,-,42.10% -,76.80%,7.18%,7.81%,-,-,11.73,-,-36.39%,2.01,-,-,5.04,-,-66.35%,53.27,1.33,- -,5.04,-10.93%,7.52%,-,37.67,-,0.07,83.03%,-2.70%,0.92,27.75,843,0.05,Mar 18 AMC,-14.86%,1.47M,25.88,"Aug 08, 2025",Yes / Yes,29.04% 5.48%,"

","1,352,959",-6.74%,HTFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hershey Company,Consumer Defensive,Confectioners,USA,NYSE,S&P 500,48.43,4.35,28.33%,148.23M,-0.07%,42.65B,21.33,9.86,-0.14%,145.28M,-8.37%,47.47B,1.05,2.04,62.70%,5.24%,15.23%,883.26M,3.65,32.86%,-0.61%,3.87,10.24%,11.69B,9.21,17.65%,6.62%,7.62M,15.63%,22.86,46.07,20.40%,18.89%,239.48 -12.13%,24.87%,4.57,24.38,-18.29% -6.59%,9.20%,150.04 40.25%,-15.10%,5.72 (2.72%),22.80,3.92% 7.49%,34.30%,2.59%,2.18%,32.12%,5.56 (2.64%),4.06,-60.13%,13.50%,5.35,133.63%,"Feb 17, 2026",0.72,4.38%,7.55%,40.86,2.59,12.29% 11.71%,1.19,-59.77%,-4.59%,0.15,232.67,126.17%,1.24,7.05%,-2.09%,1.02,217.00,19595,1.07,Feb 05 BMO,10.96%,1.97M,210.43,"Dec 01, 1927",Yes / Yes,21.79% 3.72%,"

","2,002,452",-3.03%,HSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NASD,S&P 500,17.61,1.10,1.70%,687.80M,1.68%,13.36B,20.72,0.94,-0.58%,676.14M,-1.47%,18.40B,-,0.34,105.31%,4.50%,6.65%,765.00M,2.18,-8.62%,-2.03%,3.55,12.73%,6.11B,2.04,-6.77%,5.86%,30.45M,9.53%,9.53,17.39,-,11.62%,21.00 -7.52%,32.21%,1.12,15.57,7.70% -,6.29%,12.12 60.23%,32.39%,0.89 (4.60%),11.32,7.61% 30.43%,15.62%,2.58%,2.72%,17.47%,0.79 (4.09%),3.01,11.45%,13.59%,0.57,26.15%,"Mar 31, 2026",0.47,7.57%,12.51%,52.92,1.95,34.34% 31.95%,0.47,26.87%,1.07%,1.13,21.42,72.58%,0.86,12.25%,1.00%,1.01,19.48,162,0.85,Feb 18 AMC,11.82%,8.58M,19.42,"Aug 26, 1968",Yes / Yes,7.82% 7.15%,"

","8,704,768",-0.31%,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlander Silver Corp,Basic Materials,Silver,Canada,AMEX,-,-,-0.09,42.98%,128.58M,0.20%,1.03B,-,-,0.00%,115.91M,-30.75%,961.14M,-,-,12.65%,0.38%,30.51%,-9.08M,-,-,1.03%,2.48,88.52%,0.00M,8.18,-,-19.27%,0.44M,31.15%,0.62,14.06,-,-20.62%,8.55 -40.47%,307.20%,0.36,-,-74.42% -,-37.43%,1.20 324.17%,3081.25%,-,-,- -,-,9.73%,12.30%,-,-,-,-280.08%,-,0.71,-,-,8.78,-,-,40.14,-,- -,28.86,-406.90%,-19.43%,-0.69,-,-,0.00,-,-12.96%,2.32,5.55,-,0.00,-,46.93%,177.52K,5.09,"Aug 22, 2022",No / Yes,- -,"

","412,551",-8.29%,HSLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Schein Inc,Healthcare,Medical Distribution,USA,NASD,S&P 500,22.54,3.27,14.87%,115.77M,1.42%,8.45B,12.62,5.84,-0.62%,97.64M,-10.01%,13.28B,1.42,1.21,93.24%,5.50%,-3.65%,398.00M,0.64,6.51%,-4.56%,3.96,8.80%,13.18B,2.63,10.37%,3.71%,5.37M,-2.47%,28.03,54.20,8.91%,11.99%,89.29 -17.45%,5.68%,1.36,14.76,-5.75% 3.12%,6.85%,60.56 21.71%,-6.90%,-,12.05,1.40% 5.43%,29.14%,2.65%,2.63%,8.43%,-,1.01,7.11%,6.00%,2.19,11.95%,-,0.76,4.03%,3.02%,40.48,2.38,- -,1.38,14.07%,-3.51%,0.88,90.00,0.00%,1.06,7.71%,-4.83%,0.75,74.25,25000,0.79,Feb 24 BMO,2.15%,1.36M,73.71,"Nov 03, 1995",Yes / Yes,2.88% 2.69%,"

","1,012,711",-0.73%,HSIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBC Holdings plc ADR,Financial,Banks - Diversified,United Kingdom,NYSE,-,13.27,6.00,0.00%,3.44B,0.21%,273.53B,8.86,8.98,-,3.44B,-15.47%,-,0.97,2.17,2.43%,0.23%,0.44%,21.15B,2.02,8.62%,16.52%,3.48,13.94%,135.10B,1.54,9.54%,0.68%,7.77M,1.22%,51.68,-,9.16%,12.32%,94.79 -16.00%,36.47%,-,-,18.89% 44.18%,6.69%,45.66 74.40%,146.42%,4.05 (5.08%),-,13.87% 12.13%,-,2.35%,2.18%,179.54%,3.75 (4.71%),-,-2.41%,13.00%,2.52,164.64%,"Mar 13, 2026",-,-7.13%,15.65%,42.45,1.33,32.87% 38.20%,1.40,2359.56%,-4.09%,0.55,56.00,61.46%,2.81,-11.90%,-6.92%,0.79,81.22,209000,0.78,Feb 25 BMO,9.83%,2.23M,79.63,"Jul 16, 1999",Yes / Yes,3.18% 5.76%,"

","1,754,104",-1.96%,HSBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesai Group ADR,Consumer Cyclical,Auto Parts,China,NASD,-,47.43,0.41,0.26%,130.14M,-20.34%,2.52B,21.16,0.92,0.00%,129.80M,-28.13%,1.98B,0.48,0.00,33.90%,4.35%,-14.13%,61.08M,5.98,29.29%,-0.88%,2.70,-34.38%,422.08M,2.44,64.37%,4.94%,5.65M,-13.44%,7.95,3.71,44.52%,6.56%,30.85 -37.15%,7.42%,5.23,-,- -,4.58%,10.41 86.26%,19.47%,-,-,33.10% 47.56%,41.78%,8.84%,6.29%,-,-,4.69,486.18%,-0.37%,1.59,-,-,3.38,46.20%,14.47%,28.13,1.15,- -,3.73,-16.59%,-19.19%,1.40,31.07,0.00%,0.11,40.94%,-23.78%,1.48,19.85,1020,0.04,Mar 24 BMO,-17.99%,2.10M,19.39,"Feb 09, 2023",Yes / Yes,-11.94% -6.99%,"

","3,093,560",-2.32%,HSAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrow Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NASD,RUT,-,-0.16,16.25%,37.23M,2.82%,1.32B,13.04,2.71,-3.56%,31.18M,-33.79%,1.50B,-,-0.35,59.58%,20.03%,-28.02%,-5.14M,4.84,614.55%,3.89%,8.42,-26.11%,272.30M,25.11,276.66%,-1.29%,6.25M,-27.80%,1.41,18.06,-,-8.42%,54.85 -35.50%,27.96%,1.96,30.65,35.17% -1.53%,-1.69%,20.85 69.69%,92.07%,-,25.59,45.39% 40.99%,75.05%,4.90%,5.82%,432.83%,-,5.49,68.55%,14.31%,2.25,780.10%,-,2.06,36.41%,-1.89%,38.36,1.00,- -,2.20,-5.97%,-5.55%,0.27,69.38,-,4.80,33.31%,-18.74%,0.74,36.35,373,4.79,Mar 02 AMC,-12.77%,741.36K,35.38,"Apr 24, 2007",Yes / Yes,-53.78% -1.00%,"

","545,565",-2.67%,HROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmony Biosciences Holdings Inc,Healthcare,Biotechnology,USA,NASD,RUT,10.13,2.71,13.08%,57.73M,-1.33%,1.59B,6.50,4.22,-0.97%,50.27M,-2.66%,1.05B,0.30,0.78,89.50%,15.16%,-28.62%,158.69M,1.83,31.06%,4.53%,8.84,2.54%,868.45M,1.82,18.94%,13.98%,7.62M,-26.67%,15.07,2.05,21.59%,20.75%,40.87 -32.86%,-17.37%,13.40,4.56,-3.00% -,15.58%,25.52 7.52%,-34.18%,-,4.48,25.64% 40.30%,74.42%,2.34%,3.01%,-0.44%,-,1.21,8.01%,24.00%,1.09,-,-,3.58,21.51%,18.27%,34.65,2.00,- -,3.60,-54.92%,-2.34%,0.90,42.00,0.00%,0.27,21.12%,-15.30%,0.76,27.59,293,0.17,Feb 24 BMO,-17.92%,861.95K,27.44,"Aug 19, 2020",Yes / Yes,-56.61% 1.44%,"

","654,051",-0.54%,HRMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hormel Foods Corp,Consumer Defensive,Packaged Foods,USA,NYSE,S&P 500,25.71,0.89,47.14%,550.21M,2.15%,12.57B,14.45,1.58,-0.01%,290.89M,-9.72%,14.54B,2.05,0.36,45.05%,6.83%,-5.15%,489.42M,1.04,7.61%,0.87%,4.27,-7.53%,12.14B,1.58,7.26%,3.66%,19.87M,-3.59%,14.43,13.95,7.04%,6.13%,32.07 -28.75%,-22.75%,1.64,21.77,-21.84% -12.16%,4.54%,21.03 8.65%,-40.88%,1.17 (5.12%),12.39,-0.95% 4.73%,15.33%,2.04%,2.48%,-52.31%,1.16 (5.09%),1.20,-35.52%,7.48%,0.55,-47.19%,"Apr 13, 2026",1.37,1.95%,4.03%,43.20,2.38,3.71% 4.52%,2.66,6.42%,-2.24%,0.35,27.75,133.53%,0.36,1.29%,-5.22%,1.02,23.05,20000,0.36,Feb 26 BMO,-10.08%,4.65M,22.85,"Jul 10, 1962",Yes / Yes,5.26% -1.30%,"

","4,752,693",-0.87%,HRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herc Holdings Inc,Industrials,Rental & Leasing Services,USA,NYSE,RUT,-,-0.18,2.10%,33.30M,1.67%,3.50B,9.80,10.69,0.43%,32.67M,-25.98%,13.13B,0.32,0.30,107.19%,5.79%,-32.80%,1.00M,0.80,-8.20%,4.97%,3.26,-14.65%,4.38B,1.79,53.04%,0.01%,1.89M,-29.35%,58.50,67.27,30.53%,0.06%,188.35 -44.34%,-25.55%,1.56,-,-85.69% -58.20%,0.01%,96.18 8.99%,-1.00%,2.83 (2.70%),7.50,16.91% 19.69%,28.20%,5.17%,5.38%,5.34%,2.80 (2.67%),3.00,-102.34%,15.31%,6.76,224.27%,"Feb 18, 2026",1.31,22.65%,0.02%,31.89,1.80,6.78% -,1.31,144.50%,-9.88%,1.79,174.00,8750.00%,4.97,27.13%,-26.24%,0.54,106.72,9600,4.93,Feb 17 BMO,-22.72%,580.67K,104.83,"Nov 16, 2006",Yes / Yes,10.99% -3.49%,"

","315,631",-1.77%,HRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H&R Block Inc,Consumer Cyclical,Personal Services,USA,NYSE,-,7.22,4.34,1.40%,126.76M,1.30%,3.97B,5.61,5.58,-14.68%,124.99M,2.49%,6.53B,0.34,5.77,93.99%,10.56%,-27.76%,608.44M,1.05,7.30%,-1.32%,5.42,-36.74%,3.79B,-,11.55%,21.66%,13.20M,-28.22%,-6.49,10.75,16.40%,673.21%,64.62 -51.59%,-42.15%,2.91,7.57,10.94% -,31.83%,28.16 11.08%,-8.22%,1.70 (5.42%),6.58,2.79% 7.34%,44.17%,4.10%,4.05%,49.88%,1.64 (5.23%),1.72,18.37%,23.08%,1.33,17.55%,"Mar 04, 2026",1.29,4.70%,16.05%,47.42,3.00,10.32% 6.87%,1.29,-6.58%,0.97%,0.35,41.00,32.91%,-,11.05%,-6.97%,0.61,30.78,70100,-,Feb 03 AMC,-31.82%,2.44M,31.28,"Oct 13, 1969",Yes / Yes,2.77% 6.13%,"

","1,479,676",1.62%,HRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA,NYSE,-,-,-0.71,1.23%,351.60M,-4.18%,6.00B,-,-0.06,0.23%,344.55M,-7.38%,10.34B,-,-0.03,111.37%,4.33%,2.63%,-248.94M,5.08,86.85%,0.29%,4.11,-2.88%,1.18B,1.31,32.50%,-2.50%,14.90M,1.47%,13.13,229.28,65.17%,-5.04%,18.97 -9.33%,2.93%,0.08,13.13,- -,-2.83%,14.09 22.07%,-9.33%,0.96 (5.58%),15.70,8.17% 9.94%,14.19%,2.75%,2.25%,-26.92%,1.03 (5.99%),8.76,60.09%,8.04%,0.41,-28.42%,"Feb 24, 2026",1.23,-6.92%,-21.09%,36.62,2.33,0.00% -2.83%,1.23,112.99%,-4.74%,0.94,19.44,-,0.93,-7.57%,-2.53%,0.64,17.23,539,0.91,Feb 12 AMC,-0.38%,3.62M,17.20,"May 27, 1993",Yes / Yes,559.77% -3.70%,"

","2,315,670",-0.17%,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthequity Inc,Healthcare,Health Information Services,USA,NASD,RUT,34.05,2.46,2.39%,85.01M,3.35%,7.08B,15.71,5.34,-1.06%,82.46M,10.97%,7.77B,1.00,1.11,106.30%,3.86%,-9.54%,215.20M,5.39,15.59%,-0.07%,3.17,-11.04%,1.31B,3.38,15.44%,6.17%,3.18M,-8.47%,24.79,22.21,15.73%,10.19%,116.65 -28.12%,-6.02%,3.78,15.56,- 83.98%,6.94%,72.76 15.24%,49.68%,-,16.11,15.08% 12.36%,61.30%,2.77%,3.78%,19.79%,-,5.91,124.24%,24.93%,2.86,271.35%,-,3.27,9.47%,16.38%,62.95,1.47,- -,3.27,94.93%,5.08%,0.28,111.62,0.00%,0.48,7.30%,4.34%,0.59,82.47,2814,0.47,Mar 17 AMC,-8.64%,1.00M,83.85,"Jul 31, 2014",Yes / Yes,5.83% 0.69%,"

","589,316",1.67%,HQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Inc,Technology,Computer Hardware,USA,NYSE,S&P 500,7.30,2.65,0.30%,917.17M,4.55%,17.67B,6.51,2.97,-6.46%,911.82M,6.10%,25.45B,2.99,0.71,89.39%,11.29%,-15.74%,2.51B,0.31,-8.29%,3.76%,5.39,-29.75%,56.33B,-,3.67%,6.24%,102.98M,-13.29%,-0.84,5.60,2.18%,-,29.55 -34.62%,-32.71%,3.45,6.14,-3.82% 5.79%,28.22%,17.56 10.02%,-30.30%,1.20 (6.22%),5.32,-3.74% -0.43%,19.91%,4.13%,3.57%,-38.98%,1.18 (6.10%),0.45,-5.05%,6.84%,0.75,60.07%,"Mar 11, 2026",0.46,5.09%,4.45%,54.52,2.95,5.07% 10.63%,0.76,-0.95%,2.40%,1.14,18.99,43.62%,-,7.46%,1.02%,1.15,19.46,55000,-,Feb 24 AMC,-19.64%,19.10M,19.32,"Mar 17, 1961",Yes / Yes,5.88% 3.57%,"

","22,002,364",-0.72%,HPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
