Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
NVIDIA Corp,Technology,Semiconductors,USA,Mega,NASD,"DJIA, NDX, S&P 500",5505.64B,5445.14B,192.88B,302.97B,9.48,4.12,0.74 (0.33%),0.28 (0.12%),"Sep 10, 2026",25.99% 14.87%,0.82%,42000,"Jan 22, 1999",28.88,14.61,0.23,18.17,24.09,55.41,43.35,27.05,17.97,3.85,4.59,0.17,0.16,Yes / Yes,7.91,15.64,2.47,94.72%,68.36%,64.31%,204.08% 95.27%,100.05% 66.90%,124.42%,83.38%,128.21%,105.85%,Aug 26 AMC,6.22% 4.28%,3.80%,-0.51%,72.32%,0.40%,83.68%,117.21%,72.42%,74.67%,65.21%,63.66%,3.95%,8.85%,16.28%,"

",24.15B,23.18B,1.23%,2.08,285.96M,236.54 -3.42%,164.07 39.24%,3.48%,2.65%,7.46,59.21,2.22,0.98,137.81M,"134,681,610",0.21%,4.21%,4.48%,24.60%,22.49%,33.89%,370.94%,900.09%,14513.79%,1.21,334.32,224.41,228.45,1.80%,NVDA
Apple Inc,Technology,Consumer Electronics,USA,Mega,NASD,"DJIA, NDX, S&P 500",4789.96B,4811.90B,128.93B,466.82B,7.36,4.28,1.08 (0.33%),1.06 (0.32%),"Aug 10, 2026",4.26% 4.98%,13.66%,166000,"Dec 12, 1980",37.62,34.41,2.75,10.26,44.59,76.76,35.04,28.65,10.31,0.93,1.00,0.78,0.66,Yes / Yes,8.72,9.54,1.98,18.34%,8.04%,12.50%,6.89% 17.91%,1.81% 8.71%,32.57%,14.24%,29.13%,16.36%,Jul 30 AMC,6.77% 0.35%,0.12%,-2.25%,68.91%,0.16%,36.08%,148.75%,72.08%,48.65%,33.17%,27.62%,4.92%,4.44%,15.73%,"

",14.61B,14.58B,0.80%,2.13,116.33M,344.57 -4.75%,225.95 45.26%,2.49%,2.00%,7.38,63.38,1.07,0.68,54.62M,"37,225,838",4.33%,5.53%,5.46%,26.09%,20.73%,37.63%,73.23%,112.71%,1118.64%,2.13,333.19,324.96,328.21,1.00%,AAPL
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,NASD,"NDX, S&P 500",4169.69B,4062.59B,244.12B,446.31B,50.90,19.72,0.80 (0.24%),0.85 (0.25%),"Sep 04, 2026",- -,7.68%,190820,"Mar 27, 2014",17.03,22.50,1.24,9.34,6.66,17.20,78.27,22.91,9.10,2.64,2.72,0.18,0.18,Yes / Yes,19.91,15.07,3.02,90.27%,-26.72%,18.16%,33.35% 29.82%,12.78% 17.18%,112.71%,20.23%,294.02%,23.98%,Jul 22 AMC,216.66% 2.89%,58.00%,-0.01%,28.69%,2.19%,34.30%,48.68%,32.33%,60.94%,33.96%,54.70%,-0.77%,-2.19%,1.36%,"

",5.53B,5.14B,0.83%,2.04,42.89M,404.47 -16.17%,225.12 50.62%,1.89%,1.72%,7.94,46.88,1.20,0.61,21.03M,"12,858,301",0.41%,-5.85%,-8.18%,12.68%,8.06%,46.72%,147.87%,134.21%,779.06%,1.27,426.34,333.78,339.08,1.59%,GOOG
Alphabet Inc,Communication Services,Internet Content & Information,USA,Mega,NASD,"DJIA, NDX, S&P 500",4169.78B,4062.67B,244.12B,446.31B,50.90,19.92,0.80 (0.23%),0.85 (0.25%),"Sep 04, 2026",- -,7.68%,190820,"Aug 19, 2004",17.21,22.71,1.24,9.34,6.73,17.20,78.27,22.91,9.10,2.64,2.72,0.18,0.18,Yes / Yes,19.91,15.08,3.02,90.28%,-26.67%,18.24%,33.35% 29.82%,12.78% 17.18%,112.71%,20.23%,294.02%,23.98%,Jul 22 AMC,216.61% 2.88%,52.20%,-0.01%,39.84%,2.22%,34.30%,48.68%,32.33%,60.94%,33.96%,54.70%,-0.56%,-1.78%,2.03%,"

",5.87B,5.85B,1.24%,2.34,72.71M,408.61 -16.18%,224.79 52.36%,1.91%,1.80%,8.25,47.76,1.21,0.67,31.08M,"20,726,904",0.54%,-5.50%,-7.98%,13.83%,9.42%,48.48%,152.45%,138.26%,759.56%,1.27,426.68,337.12,342.48,1.59%,GOOGL
Microsoft Corp,Technology,Software - Infrastructure,USA,Mega,NASD,"DJIA, NDX, S&P 500",3787.92B,3839.89B,133.75B,331.84B,59.56,10.35,3.90 (0.76%),3.64 (0.71%),"Aug 20, 2026",10.20% 10.20%,20.28%,223000,"Mar 13, 1986",28.43,21.73,1.19,11.41,8.56,49.29,56.55,19.33,11.57,1.22,1.23,0.29,0.25,Yes / Yes,17.95,23.48,4.71,14.14%,19.04%,18.29%,22.83% 17.38%,16.12% 14.57%,31.42%,17.79%,31.65%,17.75%,Jul 29 AMC,11.81% 2.72%,1.58%,-0.12%,76.66%,0.15%,19.42%,34.04%,24.22%,67.94%,46.78%,40.31%,2.90%,15.61%,18.33%,"

",7.43B,7.31B,0.94%,1.85,68.54M,553.72 -7.87%,349.20 46.08%,1.97%,1.92%,11.85,66.11,1.10,0.65,37.12M,"24,125,893",1.00%,4.65%,19.17%,24.21%,5.48%,0.94%,55.21%,69.40%,784.55%,1.25,565.88,496.82,510.12,2.68%,MSFT
Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,Mega,NASD,"DJIA, NDX, S&P 500",2792.58B,2911.30B,135.28B,775.68B,51.16,11.43,-,-,-,- -,0.00%,1576000,"May 15, 1997",20.82,24.38,0.99,3.60,5.06,22.65,-,16.77,3.75,0.87,1.03,0.44,0.40,Yes / Yes,12.43,10.62,1.96,77.32%,-16.46%,24.57%,- 27.96%,11.73% 13.18%,88.63%,15.77%,241.83%,19.62%,Jul 30 AMC,215.36% 1.81%,9.06%,-0.15%,69.42%,0.98%,15.22%,30.56%,17.46%,50.77%,12.68%,17.44%,-1.56%,2.20%,8.33%,"

",10.78B,9.81B,0.97%,1.97,95.30M,287.20 -9.85%,196.00 32.09%,2.13%,2.02%,6.76,49.90,1.45,0.56,48.40M,"26,891,531",1.03%,-5.04%,2.01%,18.25%,12.17%,14.56%,87.45%,48.88%,570.34%,1.21,330.76,254.98,258.90,1.54%,AMZN
Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors,Taiwan,Mega,NYSE,-,2162.81B,2087.23B,71.86B,142.82B,38.93,21.29,4.14 (0.99%),3.50 (0.84%),"Sep 16, 2026",25.39% 14.54%,25.98%,-,"Oct 08, 1997",30.10,19.07,0.50,15.14,10.71,19.58,54.20,20.48,14.61,2.25,2.46,0.17,0.14,Yes / Yes,13.86,21.87,4.38,59.51%,30.66%,38.13%,17.37% 25.67%,17.20% 21.86%,57.78%,34.60%,73.31%,32.92%,Jul 16 BMO,10.78% -1.20%,0.08%,-3.91%,15.07%,-1.02%,26.90%,40.06%,31.23%,63.08%,55.84%,50.31%,-0.59%,-0.84%,12.07%,"

",5.19B,5.18B,0.58%,2.30,30.16M,479.00 -12.94%,228.60 82.42%,2.05%,2.11%,11.42,49.62,1.39,0.60,13.11M,"7,827,805",-2.41%,0.73%,-6.27%,17.85%,37.22%,80.22%,347.48%,236.38%,1331.06%,1.32,543.66,415.50,417.01,0.36%,TSM
Space Exploration Technologies Corp,Industrials,Aerospace & Defense,USA,Mega,NASD,NDX,2032.13B,1971.62B,-,-,9.66,7.38,-,-,-,- -,-,-,"Jun 12, 2026",-,-,-,-,15.51,20.28,-,-,-,4.99,5.12,0.31,0.29,Yes / Yes,-,-,0.14,-,-,-,-3.29% -,34.08% -,-,-,-,-,Aug 04 AMC,60.82% 14.46%,85.53%,-0.00%,10.38%,-0.01%,-,-,-,-,-,-,6.80%,10.04%,5.89%,"

",7.61B,1.96B,9.39%,1.63,184.39M,225.64 -33.64%,104.83 42.84%,4.27%,5.99%,7.97,60.29,-,1.08,112.84M,"121,333,582",6.30%,38.30%,-,-,-0.17%,-,-,-,-,1.68,225.87,140.71,149.74,6.42%,SPCX
Broadcom Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1699.22B,1734.66B,38.27B,89.10B,18.43,5.04,2.61 (0.73%),2.54 (0.71%),"Jun 22, 2026",12.90% 12.67%,49.52%,33000,"Aug 06, 2009",45.58,18.44,0.29,19.07,19.38,70.87,43.12,33.33,19.47,2.29,2.50,0.60,0.57,Yes / Yes,7.84,19.36,3.80,70.08%,66.95%,63.44%,21.56% 49.76%,24.38% 21.74%,99.97%,48.69%,214.63%,85.50%,Sep 02 AMC,3.25% 1.20%,1.96%,-1.92%,80.80%,0.31%,21.63%,44.25%,24.39%,66.54%,48.57%,42.94%,-6.46%,-7.01%,-3.41%,"

",4.76B,4.66B,1.21%,2.20,56.21M,495.00 -27.85%,289.96 23.18%,2.84%,2.96%,13.53,37.51,1.47,2.35,25.58M,"60,242,595",-3.87%,-14.61%,-14.74%,7.33%,3.20%,18.11%,309.34%,617.65%,1963.20%,1.27,538.33,367.24,357.16,-2.74%,AVGO
Meta Platforms Inc,Communication Services,Internet Content & Information,USA,Mega,NASD,"NDX, S&P 500",1555.71B,1577.07B,68.10B,228.25B,102.52,35.71,1.91 (0.31%),2.10 (0.34%),"Jun 15, 2026",- -,8.94%,78865,"May 18, 2012",23.00,18.03,0.97,6.82,5.96,17.10,37.97,14.38,6.91,2.23,2.23,0.43,0.42,Yes / Yes,26.55,33.87,6.75,33.67%,7.86%,18.57%,39.86% 18.41%,19.89% 18.51%,-5.02%,27.65%,-13.44%,27.96%,Jul 29 AMC,-14.02% 0.96%,13.64%,-0.04%,69.09%,-0.01%,18.29%,29.85%,18.35%,81.75%,38.08%,29.84%,6.09%,2.81%,-1.85%,"

",2.21B,2.20B,1.27%,1.54,28.05M,790.80 -22.78%,520.26 17.38%,3.32%,3.07%,20.70,60.69,1.21,1.09,18.18M,"19,737,139",6.93%,3.72%,-2.69%,-7.55%,-7.49%,-17.15%,106.05%,62.30%,382.71%,1.29,745.38,592.85,610.68,3.01%,META
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1486.47B,1459.19B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",349.68,166.59,7.04,14.35,17.11,33.77,257.98,129.72,14.08,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.26,0.46,1.82%,33.67%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.57%,-0.01%,44.24%,1.64%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,8.41%,5.02%,-5.87%,"

",3.95B,2.82B,2.45%,1.67,69.20M,498.83 -24.55%,297.38 26.56%,4.20%,3.57%,14.52,60.54,1.92,1.54,41.40M,"63,600,987",6.08%,17.05%,-10.06%,-7.20%,-16.31%,12.65%,53.61%,53.92%,2754.42%,2.42,376.78,357.01,376.36,5.42%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1091.60B,1137.56B,26.71B,79.67B,35.98,9.51,6.88 (0.59%),6.69 (0.58%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",39.40,24.86,0.82,13.70,32.23,121.97,60.01,27.28,14.28,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.64,9.85,50.33%,28.15%,30.24%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.89%,-0.03%,76.28%,-0.00%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,-3.72%,-2.64%,9.12%,"

",941.50M,848.28M,0.77%,2.28,6.56M,1292.65 -10.29%,712.05 62.85%,2.38%,2.98%,36.54,43.27,0.45,0.89,2.88M,"2,553,543",-1.40%,-0.88%,3.05%,17.93%,7.90%,57.16%,108.15%,346.81%,1408.91%,1.56,1349.28,1160.08,1159.60,-0.04%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1082.14B,1062.47B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",21.69,6.17,0.04,11.99,10.74,41.54,41.35,15.54,11.77,2.98,3.42,0.06,0.06,Yes / Yes,44.17,155.39,31.14,785.02%,111.80%,173.61%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.36%,-7.67%,80.58%,-1.14%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,2.33%,1.69%,59.00%,"

",1.13B,1.13B,2.67%,0.68,30.02M,1255.00 -23.65%,117.29 716.88%,4.03%,4.86%,54.47,53.49,2.24,0.55,44.33M,"24,175,871",2.43%,7.27%,-3.80%,141.32%,235.71%,707.08%,1261.22%,1198.14%,5637.48%,1.25,1575.35,956.08,958.16,0.22%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",962.42B,-,63.63B,297.51B,133.01,-,6.39 (1.77%),6.00 (1.66%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.51,14.41,1.34,3.23,2.72,-,6.26,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.20%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.47%,-1.79%,76.75%,-0.85%,1.35%,17.71%,7.41%,-,28.36%,21.39%,1.05%,3.65%,13.84%,"

",2.66B,2.65B,0.96%,3.05,25.29M,366.50 -1.21%,279.10 29.72%,1.55%,1.49%,5.83,60.28,1.01,0.65,8.28M,"5,416,636",2.21%,0.78%,16.46%,23.34%,12.36%,20.88%,146.60%,127.01%,436.46%,2.03,376.35,356.22,362.06,1.64%,JPM
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1193.01B,1150.05B,109.59B,129.01B,23.82,7.79,0.49 (0.30%),-,-,- -,-,34549,"Jul 10, 2026",10.63,4.87,0.04,9.25,6.87,21.01,19.08,11.77,8.91,2.29,2.59,0.08,0.06,Yes / Yes,15.40,33.62,6.15,519.97%,35.42%,110.41%,159.13% 49.26%,25.56% 20.38%,421.22%,134.05%,1180.72%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-30.23%,68.32%,93.70%,61.27%,75.63%,67.76%,84.95%,3.58%,4.68%,4.68%,"

",7.11B,-,-,0.79,27.23M,194.80 -15.98%,124.80 31.15%,3.70%,4.59%,9.85,52.31,-,0.43,34.56M,"14,757,656",1.28%,8.38%,-,-,-3.72%,-,-,-,-,1.18,253.00,164.98,163.68,-0.79%,SKHY
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",860.18B,928.96B,22.08B,735.84B,12.37,1.45,1.00 (0.92%),0.98 (0.90%),"Dec 11, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",39.28,33.58,3.00,1.17,8.77,74.61,63.67,19.61,1.26,0.23,0.77,0.75,0.58,Yes / Yes,2.76,3.23,0.64,9.49%,11.71%,11.19%,24.21% 11.53%,5.27% 4.99%,4.00%,6.16%,-8.97%,5.94%,Aug 20 BMO,9.19% 0.69%,44.22%,-0.46%,38.70%,0.12%,7.82%,23.44%,14.20%,25.23%,4.39%,3.00%,-0.69%,-2.37%,-8.62%,"

",7.94B,4.43B,1.43%,2.55,63.07M,135.15 -19.78%,97.50 11.20%,1.85%,2.00%,2.56,48.68,0.58,1.03,24.69M,"25,541,209",5.64%,-3.49%,-7.92%,-12.08%,-2.68%,9.03%,101.31%,117.93%,348.63%,1.47,129.03,106.09,108.42,2.20%,WMT
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",744.67B,735.82B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",117.07,29.00,0.38,18.03,11.07,56.75,88.62,77.32,17.81,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.73,1.93,82.98%,106.17%,75.71%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.54%,-6.24%,75.20%,3.59%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,-4.06%,-8.84%,34.24%,"

",1.63B,1.62B,2.47%,1.49,40.07M,584.73 -21.99%,149.22 205.70%,2.82%,3.51%,22.50,42.75,2.50,0.55,26.85M,"14,868,085",-4.30%,-5.37%,-12.81%,128.71%,113.00%,181.35%,316.77%,314.99%,5974.03%,1.52,625.35,457.06,456.16,-0.20%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",707.14B,715.63B,22.40B,44.49B,18.55,8.51,2.70 (0.71%),2.68 (0.71%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",32.50,25.21,1.78,15.90,20.41,44.50,33.65,22.96,16.09,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.02,3.44,15.31%,13.59%,14.17%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.10%,82.61%,0.89%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,2.06%,4.54%,13.46%,"

",1.70B,1.70B,1.31%,2.86,22.25M,385.57 -1.77%,293.89 28.87%,1.51%,1.59%,6.56,59.41,0.76,0.50,7.79M,"3,870,190",-0.24%,2.77%,18.29%,18.43%,8.00%,7.95%,52.65%,68.25%,361.89%,1.40,423.54,378.40,378.75,0.09%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,666.99B,705.50B,32.76B,363.39B,63.08,2.57,4.16 (2.56%),4.12 (2.54%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",20.87,15.06,1.08,1.84,2.57,63.00,21.83,9.98,1.94,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.77,3.53,66.13%,-7.25%,14.00%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.21%,-65.79%,68.05%,-2.00%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,0.69%,6.35%,12.23%,"

",4.11B,4.10B,0.90%,2.37,36.90M,176.41 -8.05%,108.35 49.71%,1.65%,1.79%,3.43,56.53,0.21,0.89,15.54M,"13,761,120",3.69%,6.98%,6.69%,7.59%,34.79%,44.95%,42.89%,195.63%,85.55%,2.32,170.95,164.15,162.21,-1.18%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",670.99B,699.27B,21.04B,97.94B,35.28,8.61,5.38 (1.93%),5.28 (1.90%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",32.27,21.80,2.21,6.85,7.89,32.32,30.16,20.46,7.14,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.77,2.90,7.36%,10.28%,9.87%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-6.64%,77.49%,-0.06%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,4.10%,6.61%,18.26%,"

",2.41B,2.41B,0.90%,2.75,21.59M,281.07 -0.94%,173.33 60.64%,1.84%,1.86%,5.67,65.32,0.20,0.76,7.85M,"5,940,846",4.76%,8.09%,22.03%,16.19%,34.54%,56.42%,73.50%,59.07%,133.35%,1.88,279.71,275.21,278.43,1.17%,JNJ
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,634.47B,628.08B,12.41B,41.20B,64.74,22.49,10.60 (0.64%),9.08 (0.55%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",51.25,27.36,0.72,15.40,25.43,73.20,56.02,39.75,15.25,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.18,11.77,48.01%,37.65%,37.97%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.90%,-2.35%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-6.14%,-6.15%,11.45%,"

",385.42M,385.26M,0.35%,0.74,1.35M,1999.96 -17.69%,729.56 125.64%,2.32%,2.37%,54.77,38.86,1.78,0.79,1.83M,"1,439,234",-5.12%,-1.91%,-6.33%,20.30%,53.87%,123.42%,148.47%,91.84%,1426.23%,1.40,2345.02,1682.30,1646.19,-2.15%,ASML
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,513.09B,525.63B,16.26B,35.13B,6.39,13.81,3.55 (0.61%),3.37 (0.58%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",32.22,25.37,1.54,14.60,91.65,42.41,31.12,23.90,14.96,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.16,17.32%,15.69%,16.47%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.91%,-0.14%,83.80%,-1.33%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,1.18%,5.36%,10.48%,"

",871.00M,806.69M,0.89%,2.11,7.19M,601.62 -2.64%,464.52 26.09%,1.39%,1.56%,10.10,57.67,0.75,0.66,3.40M,"2,239,437",-1.02%,2.67%,21.58%,11.64%,2.60%,-1.28%,40.94%,72.15%,498.33%,1.39,671.64,588.14,585.71,-0.41%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",481.68B,517.92B,-11.29B,57.03B,17.36,5.69,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,44.16,0.47,8.45,5.28,16.11,1400.24,30.54,9.08,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.08,0.38,256.98%,38.45%,94.33%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.10%,0.01%,63.32%,1.54%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-2.73%,-9.55%,24.13%,"

",5.04B,4.51B,3.01%,1.18,135.69M,142.35 -35.60%,23.72 286.47%,4.28%,4.55%,5.18,45.48,2.27,0.70,114.56M,"79,927,773",-0.46%,-9.29%,-17.99%,99.50%,148.43%,281.96%,150.40%,71.31%,154.07%,2.43,120.83,90.05,91.67,1.80%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,459.82B,524.12B,6.27B,64.39B,-3.36,3.72,6.87 (2.64%),6.83 (2.62%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",73.57,15.94,0.74,7.14,-,70.00,25.25,17.52,8.14,0.69,0.81,-,-,Yes / Yes,3.54,16.32,3.86,40.31%,16.33%,21.47%,-29.11% -2.81%,1.75% 5.95%,68.16%,10.39%,288.03%,10.16%,Jul 31 BMO,1.24% 1.11%,0.12%,-2.60%,78.21%,0.50%,4.60%,15221.82%,11.08%,71.42%,34.18%,9.74%,1.24%,2.36%,14.01%,"

",1.77B,1.77B,1.04%,2.84,18.30M,267.47 -2.71%,190.75 36.41%,2.09%,2.04%,5.78,55.34,0.23,0.45,6.45M,"2,878,752",0.80%,5.69%,15.68%,11.99%,13.88%,22.82%,75.58%,133.12%,305.82%,1.62,278.92,261.72,260.21,-0.58%,ABBV
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,440.82B,-,32.26B,195.14B,39.34,-,1.19 (1.89%),1.12 (1.78%),"Sep 04, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",14.51,11.99,0.77,2.26,1.60,-,5.36,-,-,-,1.03,2.47,1.10,Yes / Yes,4.35,5.26,1.19,21.86%,13.28%,15.61%,6.17% 15.28%,18.12% 15.40%,27.92%,-1.71%,35.31%,0.28%,Jul 14 BMO,7.19% 2.54%,0.28%,-3.07%,79.16%,-0.52%,0.97%,11.25%,5.34%,-,21.32%,16.53%,0.12%,2.45%,15.00%,"

",7.02B,6.97B,1.20%,2.52,83.85M,65.22 -3.35%,46.12 36.70%,1.76%,1.67%,1.08,55.55,1.20,0.90,33.21M,"29,951,618",3.06%,-0.33%,16.37%,26.56%,14.62%,25.93%,117.53%,53.57%,294.00%,1.52,68.23,62.60,63.04,0.70%,BAC
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",428.08B,443.34B,13.27B,63.33B,12.74,4.04,1.71 (1.57%),1.66 (1.53%),"Oct 02, 2026",2.53% 2.60%,49.89%,82400,"Feb 16, 1990",32.63,19.41,1.68,6.76,8.52,26.88,33.53,24.00,7.00,0.79,0.93,0.62,0.41,Yes / Yes,3.33,5.60,1.33,18.24%,9.30%,11.58%,2.69% 5.88%,3.57% 4.92%,27.65%,11.77%,36.96%,17.58%,Aug 12 AMC,4.52% 2.47%,0.24%,-1.33%,83.68%,0.20%,10.53%,27.32%,18.71%,63.41%,25.16%,20.95%,-4.02%,-5.13%,14.81%,"

",3.95B,3.93B,1.50%,2.63,58.94M,130.37 -16.69%,66.13 64.24%,1.94%,2.10%,2.81,39.12,0.98,0.64,22.38M,"14,219,126",-3.16%,-10.61%,-16.45%,35.75%,41.00%,60.50%,87.78%,82.78%,241.22%,1.84,140.05,109.46,108.61,-0.77%,CSCO
Oracle Corp,Technology,Software - Infrastructure,USA,Mega,NYSE,S&P 500,443.71B,584.75B,16.98B,67.36B,13.04,11.07,1.95 (1.27%),2.00 (1.30%),"Jul 10, 2026",13.72% 13.97%,34.31%,141000,"Mar 12, 1986",26.45,14.07,0.53,6.59,11.81,13.91,-,18.42,8.68,1.12,1.12,3.94,3.67,Yes / Yes,5.82,10.95,1.73,5.68%,35.81%,26.57%,23.77% 5.08%,10.48% 10.72%,32.98%,17.35%,21.36%,20.63%,Sep 10 AMC,7.44% 0.44%,40.48%,-0.04%,46.17%,3.68%,7.95%,54.28%,8.60%,63.34%,33.32%,25.21%,4.28%,10.26%,-8.90%,"

",2.88B,1.71B,2.79%,1.52,47.77M,345.72 -55.44%,114.50 34.53%,4.36%,4.16%,6.86,57.58,1.76,0.80,31.36M,"25,101,787",1.38%,6.68%,-34.82%,-0.48%,-20.97%,-31.06%,27.38%,71.16%,273.43%,1.60,247.08,145.75,154.04,5.69%,ORCL
