Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
DocuSign Inc,Technology,Software - Application,USA,Large,NASD,-,12.60B,11.95B,315.19M,3.29B,9.43,4.36,-,-,-,- -,0.00%,7044,"Apr 27, 2018",42.83,12.95,1.00,3.83,7.00,15.14,11.25,25.55,3.64,0.66,0.66,0.10,0.09,Yes / Yes,1.54,5.09,1.16,17.91%,12.48%,13.01%,- -,8.57% 17.25%,-70.89%,8.42%,17.51%,8.72%,Sep 03 AMC,6.88% 0.98%,0.63%,-11.51%,93.87%,-4.24%,7.95%,16.44%,15.86%,79.06%,10.64%,9.59%,6.22%,19.57%,23.03%,"

",193.06M,189.74M,8.13%,4.17,15.42M,86.65 -23.87%,40.16 64.27%,3.53%,4.02%,2.59,64.29,0.87,1.54,3.70M,"5,688,334",3.40%,14.75%,29.51%,36.78%,-3.55%,-13.08%,27.68%,-78.72%,-,2.62,59.80,65.39,65.97,0.89%,DOCU
Halozyme Therapeutics Inc,Healthcare,Biotechnology,USA,Large,NASD,-,12.57B,14.49B,413.60M,1.66B,1.26,2.04,-,-,-,- -,0.00%,423,"Mar 12, 2004",33.09,10.75,0.26,7.56,88.00,54.42,15.59,13.67,8.71,2.31,2.71,14.96,13.50,Yes / Yes,3.35,10.30,2.25,102.77%,22.39%,41.35%,21.17% 22.89%,28.38% 39.16%,-21.44%,41.15%,42.59%,47.67%,Aug 06 AMC,27.58% 19.57%,1.05%,-20.36%,109.83%,0.59%,17.86%,173.67%,19.87%,76.40%,56.77%,24.86%,4.93%,23.18%,49.65%,"

",114.04M,112.30M,13.03%,7.41,14.64M,109.76 0.91%,61.22 80.91%,2.64%,3.31%,2.92,74.30,0.88,0.96,1.97M,"1,889,664",3.59%,32.50%,54.69%,64.43%,64.58%,48.04%,158.66%,162.34%,1024.47%,1.45,99.56,109.66,110.76,1.00%,HALO
Fidelity National Financial Inc,Financial,Insurance - Specialty,USA,Large,NYSE,-,12.68B,-,772.00M,15.36B,27.81,-,2.05 (4.33%),2.04 (4.32%),"Sep 16, 2026",4.50% 8.39%,91.27%,24535,"Oct 14, 2005",16.46,8.23,1.07,0.83,1.70,-,2.02,-,-,-,-,0.64,0.64,Yes / Yes,2.87,5.75,1.42,3.27%,11.96%,7.72%,-22.04% -15.01%,7.72% 6.05%,-27.30%,12.68%,5.93%,10.53%,Aug 05 AMC,6.09% 6.91%,5.69%,-0.52%,84.38%,0.29%,0.86%,10.05%,6.33%,-,12.93%,5.03%,-1.06%,-3.96%,-7.04%,"

",268.00M,252.92M,3.30%,5.18,8.34M,59.19 -20.12%,42.78 10.52%,1.93%,2.10%,1.11,43.98,0.94,1.55,1.61M,"2,499,613",-0.04%,-7.48%,2.72%,-5.82%,-13.39%,-17.83%,16.92%,6.12%,88.43%,1.67,60.80,46.18,47.28,2.38%,FNF
Grupo Aeroportuario Del Pacifico SAB de CV ADR,Industrials,Airports & Air Services,Mexico,Large,NYSE,-,10.81B,13.55B,572.71M,2.35B,50.65,21.80,10.70 (5.14%),-,"Aug 13, 2025",- -,0.00%,3637,"Feb 24, 2006",19.18,14.80,1.09,4.60,4.11,9.56,1212.38,10.95,5.76,0.74,0.74,1.23,0.93,No / Yes,10.86,14.08,2.98,4.70%,17.08%,13.55%,3.82% 41.43%,16.59% 31.34%,17.58%,16.80%,4.91%,16.45%,Jul 14 BMO,-9.92% -11.41%,0.00%,-,16.74%,89.52%,9.41%,28.62%,9.85%,43.96%,43.60%,24.36%,-0.80%,-6.17%,-14.92%,"

",51.92M,51.92M,0.62%,2.53,0.32M,300.41 -30.66%,201.43 3.41%,2.88%,2.59%,5.74,44.41,0.95,1.49,126.40K,"188,343",-3.05%,-4.24%,-13.08%,-14.54%,-20.99%,-14.12%,21.58%,86.72%,127.35%,2.14,254.08,208.45,208.29,-0.08%,PAC
American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,Large,NYSE,-,12.24B,13.67B,121.02M,2.50B,18.98,0.87,1.01 (1.81%),1.00 (1.79%),"Jun 30, 2026",- -,239.01%,121,"Feb 07, 2024",82.71,71.04,2.56,4.89,2.94,63.89,62.60,32.97,5.46,1.19,1.19,0.42,0.41,Yes / Yes,0.67,0.78,0.15,42.19%,31.44%,27.70%,- 103.46%,11.16% 12.68%,408.85%,16.39%,157.40%,24.28%,Aug 06 AMC,16.62% 3.98%,0.80%,-1.87%,104.35%,17.06%,2.37%,3.96%,2.33%,9.45%,6.82%,4.84%,0.69%,1.05%,10.05%,"

",217.60M,215.86M,13.67%,8.90,29.50M,58.70 -5.01%,40.00 39.40%,1.98%,2.03%,1.25,51.69,0.75,0.86,3.32M,"2,851,184",-1.27%,0.47%,20.25%,6.98%,18.49%,32.79%,-,-,-,1.13,64.40,56.21,55.76,-0.80%,AHR
Icon Plc,Healthcare,Diagnostics & Research,Ireland,Large,NASD,-,12.62B,15.22B,42.34M,8.29B,121.55,12.03,-,-,-,- -,0.00%,40100,"May 15, 1998",296.93,13.70,5.13,1.52,1.35,13.59,14.12,12.21,1.83,0.95,0.95,0.38,0.24,Yes / Yes,0.55,11.94,2.68,-15.43%,12.67%,2.67%,-22.33% -14.31%,2.15% 24.15%,-94.18%,2.08%,-63.33%,1.20%,Jul 29 AMC,0.57% 2.95%,1.05%,-1.27%,105.38%,0.48%,0.26%,0.45%,0.37%,19.45%,10.14%,0.51%,-2.35%,-2.59%,11.00%,"

",77.15M,76.34M,2.91%,2.65,2.22M,203.91 -19.78%,66.57 145.73%,3.38%,3.63%,6.57,46.34,1.25,0.71,839.00K,"594,049",-3.62%,0.04%,7.05%,47.90%,-10.23%,-9.13%,-37.73%,-37.65%,112.06%,2.00,187.60,159.84,163.58,2.34%,ICLR
Elanco Animal Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Large,NYSE,-,12.20B,15.59B,-199.00M,5.02B,13.19,1.06,-,-,-,- -,-,9900,"Sep 20, 2018",-,19.19,1.23,2.43,1.85,23.02,32.19,15.19,3.11,1.10,2.05,0.59,0.58,Yes / Yes,-0.40,1.27,0.21,20.62%,12.25%,15.54%,-43.04% 18.11%,2.25% 7.57%,-145.71%,11.95%,380.63%,10.23%,Aug 05 BMO,26.30% 4.23%,1.02%,1.45%,113.84%,4.16%,-1.46%,-2.98%,-1.91%,44.28%,6.63%,-3.96%,2.86%,-0.87%,2.95%,"

",499.55M,494.55M,6.01%,4.91,29.72M,27.98 -12.72%,17.11 42.72%,3.56%,3.76%,0.92,51.07,1.69,0.98,6.06M,"5,924,528",-0.29%,-6.86%,-1.17%,2.09%,7.91%,40.75%,97.09%,-28.49%,-,1.28,31.46,24.68,24.42,-1.05%,ELAN
DigitalOcean Holdings Inc,Technology,Software - Infrastructure,USA,Large,NYSE,-,12.86B,14.07B,235.24M,1.01B,8.86,6.52,-,-,-,- -,0.00%,1462,"Mar 24, 2021",49.87,61.16,5.75,12.72,12.34,16.77,71.70,43.74,13.92,1.31,1.31,2.13,1.52,Yes / Yes,2.19,1.79,0.32,-31.08%,22.44%,10.64%,- -,16.08% 23.14%,83.31%,21.41%,-24.45%,28.57%,Aug 04 BMO,72.94% 0.77%,17.92%,-15.23%,82.37%,2.78%,9.71%,62.27%,10.05%,57.22%,14.80%,23.27%,-8.20%,-12.73%,13.06%,"

",105.00M,96.51M,8.56%,2.55,8.26M,187.50 -41.65%,30.89 254.17%,6.75%,6.90%,8.93,42.28,1.73,0.57,3.23M,"1,847,364",-10.09%,-12.10%,-39.39%,103.23%,127.35%,241.45%,308.82%,48.92%,-,1.50,177.06,104.87,109.40,4.32%,DOCN
Gaming and Leisure Properties Inc,Real Estate,REIT - Specialty,USA,Large,NASD,-,12.32B,20.78B,968.03M,1.66B,17.13,1.10,3.23 (7.63%),3.16 (7.46%),"Sep 11, 2026",3.33% 4.40%,105.31%,20,"Oct 14, 2013",12.42,12.72,2.14,7.45,2.47,38.63,19.63,12.61,12.56,2.40,2.40,1.68,1.68,Yes / Yes,3.41,3.33,0.80,9.15%,3.44%,5.93%,2.96% 5.05%,6.73% 6.70%,30.67%,5.76%,46.54%,9.03%,Jul 30 AMC,0.19% 0.47%,4.13%,0.06%,96.47%,-0.63%,7.27%,20.30%,7.25%,80.72%,82.62%,58.49%,-1.19%,-3.38%,-6.82%,"

",290.92M,278.90M,3.27%,3.13,9.13M,49.95 -15.20%,41.17 2.89%,1.75%,1.78%,0.84,42.80,0.66,1.27,2.91M,"3,686,287",0.12%,-3.31%,-8.31%,-14.18%,-5.21%,-11.44%,-10.52%,-16.05%,30.38%,1.83,53.22,42.34,42.36,0.05%,GLPI
Paramount Skydance Corp,Communication Services,Entertainment,USA,Large,NASD,S&P 500,12.39B,28.00B,-621.00M,29.11B,10.50,1.45,0.22 (1.99%),0.20 (1.81%),"Sep 15, 2026",-40.72% -26.93%,-,17600,"Jun 14, 1990",-,13.51,0.36,0.43,1.05,7.61,26.35,7.71,0.96,0.88,1.04,1.38,1.32,Yes / Yes,-0.56,0.82,0.12,19.43%,62.97%,37.25%,- -,-1.42% 2.70%,-2381.06%,1.23%,-56.32%,0.93%,Aug 04 AMC,19.28% 0.68%,22.25%,0.00%,29.80%,0.75%,-1.39%,-4.36%,-2.27%,28.57%,7.85%,-2.13%,7.02%,15.78%,0.05%,"

",1.09B,872.26M,8.98%,7.59,78.37M,20.86 -47.08%,7.62 44.88%,4.36%,4.22%,0.42,69.40,1.54,0.90,10.32M,"9,274,103",2.22%,26.03%,3.37%,-5.96%,-17.61%,-26.69%,-19.12%,-73.26%,-78.86%,3.25,9.41,10.97,11.04,0.64%,PSKY
Dicks Sporting Goods Inc,Consumer Cyclical,Specialty Retail,USA,Large,NYSE,-,12.51B,19.56B,838.83M,21.15B,63.27,10.21,5.01 (3.58%),4.92 (3.52%),"Sep 11, 2026",35.49% 31.15%,48.63%,105200,"Oct 16, 2002",15.01,10.38,1.48,0.59,2.21,13.69,52.47,10.01,0.92,0.36,1.48,1.39,1.22,Yes / Yes,9.31,13.47,1.64,-11.32%,15.07%,7.02%,-2.56% 11.75%,11.65% 12.43%,-35.49%,53.54%,-25.63%,53.21%,Aug 25 BMO,-5.60% -0.99%,29.58%,-0.77%,78.14%,4.05%,5.80%,18.47%,6.60%,34.30%,6.43%,3.97%,-18.31%,-29.12%,-32.72%,"

",89.50M,63.03M,9.87%,2.60,6.22M,244.38 -42.81%,120.40 16.09%,3.84%,4.53%,8.85,29.51,1.10,1.41,2.40M,"3,388,465",6.07%,-30.23%,-35.77%,-30.88%,-29.40%,-33.51%,19.81%,0.38%,146.89%,2.10,165.06,137.34,139.77,1.77%,DKS
Equity Lifestyle Properties Inc,Real Estate,REIT - Residential,USA,Large,NYSE,-,12.55B,15.89B,401.81M,1.56B,9.06,0.18,2.17 (3.47%),2.11 (3.38%),"Sep 25, 2026",7.90% 8.50%,102.53%,-,"Feb 25, 1993",30.42,28.43,4.79,8.03,6.91,352.35,35.42,21.24,10.16,0.25,0.25,1.88,1.88,Yes / Yes,2.06,2.20,0.51,2.75%,6.61%,5.93%,9.50% 9.89%,1.87% 7.09%,7.21%,2.06%,24.75%,5.35%,Jul 22 AMC,15.05% 3.69%,1.18%,-0.13%,109.37%,1.11%,6.98%,23.03%,7.92%,38.20%,34.27%,25.69%,-2.94%,-3.39%,-1.94%,"

",193.97M,191.78M,4.39%,5.57,8.43M,69.00 -9.26%,58.72 6.62%,1.41%,1.46%,1.06,36.09,0.63,0.72,1.51M,"1,086,298",-2.03%,-3.68%,1.28%,-7.61%,3.30%,4.04%,-5.71%,-28.68%,59.41%,1.84,70.22,63.12,62.61,-0.81%,ELS
HubSpot Inc,Technology,Software - Application,USA,Large,NYSE,-,12.72B,11.62B,146.85M,3.45B,33.36,26.83,-,-,-,- -,0.00%,8882,"Oct 09, 2014",90.30,15.25,0.57,3.69,7.65,9.51,16.00,36.16,3.37,1.22,1.22,0.14,0.12,Yes / Yes,2.83,16.73,3.27,36.98%,25.88%,26.86%,- -,21.85% 28.81%,1358.76%,21.08%,1485.44%,19.81%,Aug 05 AMC,8.08% 1.49%,3.84%,-1.92%,99.13%,-2.04%,4.09%,7.89%,7.91%,83.24%,3.89%,4.26%,7.80%,14.80%,-2.33%,"

",49.66M,47.95M,8.05%,2.19,3.86M,525.51 -51.45%,169.63 50.40%,4.14%,5.92%,14.70,57.86,1.22,0.53,1.76M,"935,618",-0.28%,1.96%,15.77%,-12.47%,-36.43%,-46.03%,-53.75%,-63.77%,347.50%,2.22,244.66,245.51,255.12,3.91%,HUBS
Harmony Gold Mining Co Ltd ADR,Basic Materials,Gold,South Africa,Large,NYSE,-,12.97B,12.99B,1.76B,6.47B,7.33,0.93,1.08 (5.21%),0.41 (1.97%),"Apr 24, 2026",- -,13.10%,34350,"May 17, 1994",7.42,5.31,0.43,2.01,2.83,22.40,13.50,3.90,2.01,0.64,0.84,0.13,0.00,Yes / Yes,2.80,3.91,1.68,23.59%,17.65%,12.38%,85.02% 38.50%,32.26% 17.67%,120.32%,49.72%,240.87%,68.71%,Aug 27 BMO,0.00% -,0.02%,0.00%,13.90%,-2.44%,29.14%,48.12%,38.31%,46.85%,44.65%,27.13%,0.74%,17.85%,13.52%,"

",624.98M,624.88M,1.55%,2.63,9.70M,26.06 -20.34%,13.03 59.32%,3.61%,3.23%,0.97,56.33,1.09,1.15,3.69M,"4,236,230",-1.28%,14.82%,19.93%,6.19%,4.32%,37.48%,399.04%,491.45%,416.42%,1.55,24.96,19.45,20.76,6.74%,HMY
Jefferies Financial Group Inc,Financial,Capital Markets,USA,Large,NYSE,-,12.51B,34.03B,796.81M,11.69B,51.95,67.02,1.64 (3.03%),1.60 (2.95%),"Aug 18, 2026",10.06% 21.67%,56.50%,7787,"Oct 07, 1968",15.12,11.42,0.48,1.07,1.04,0.81,1.58,7.10,2.91,1.51,1.51,3.49,1.76,Yes / Yes,3.59,4.75,0.92,25.29%,34.05%,23.92%,-2.57% 1.32%,5.90% 5.32%,35.56%,29.74%,159.79%,106.83%,Jun 24 AMC,-11.85% -4.04%,33.72%,18.89%,60.85%,-1.71%,1.13%,7.96%,2.83%,91.24%,39.13%,6.82%,1.04%,0.57%,1.42%,"

",194.15M,152.81M,3.48%,2.53,5.32M,71.04 -23.62%,35.53 52.72%,2.65%,2.59%,1.64,52.49,1.55,0.55,2.10M,"1,151,219",2.69%,-3.43%,-1.77%,22.54%,-12.44%,-14.98%,49.31%,55.40%,218.78%,2.50,64.60,52.90,54.26,2.57%,JEF
TTM Technologies Inc,Technology,Electronic Components,USA,Large,NASD,-,12.16B,12.75B,236.78M,3.38B,18.36,4.82,-,-,-,- -,0.00%,18200,"Sep 21, 2000",52.08,16.69,0.35,3.60,6.28,23.93,-,25.69,3.78,1.54,1.78,0.57,0.56,Yes / Yes,2.22,6.91,1.24,96.73%,42.86%,47.35%,22.71% -,5.22% 6.66%,149.44%,27.59%,94.92%,37.42%,Aug 05 AMC,10.74% 4.37%,2.31%,-4.95%,94.19%,0.52%,5.92%,13.26%,7.83%,20.26%,9.96%,7.01%,-6.67%,-15.05%,-3.72%,"

",105.34M,102.92M,2.83%,1.04,2.91M,223.83 -48.45%,45.10 155.85%,4.52%,6.73%,9.06,41.69,2.15,0.65,2.81M,"1,815,763",-7.49%,-12.08%,-37.57%,16.61%,67.23%,149.60%,675.99%,731.94%,963.50%,1.17,206.40,115.60,115.39,-0.18%,TTMI
Antero Resources Corp,Energy,Oil & Gas E&P,USA,Large,NYSE,-,12.20B,16.82B,1.08B,5.92B,26.94,0.00,-,-,-,- -,0.00%,632,"Oct 10, 2013",11.39,9.08,0.19,2.06,1.47,-,-,8.00,2.84,0.40,0.40,0.55,0.47,Yes / Yes,3.48,4.37,1.05,148.04%,2.73%,48.24%,-29.38% -,-15.53% 15.05%,141.73%,20.84%,79.40%,12.47%,Jul 29 AMC,-8.73% 2.26%,4.63%,-1.96%,90.46%,1.82%,7.74%,13.87%,8.87%,25.75%,21.80%,18.32%,4.96%,10.54%,9.50%,"

",308.74M,293.21M,4.46%,2.94,13.07M,45.75 -13.25%,29.10 36.39%,2.24%,2.60%,1.05,68.42,0.52,0.56,4.44M,"2,469,969",3.04%,15.61%,6.98%,2.00%,15.18%,24.85%,40.79%,143.80%,53.12%,1.60,50.43,39.59,39.69,0.25%,AR
Magnum Ice Cream Company NV,Consumer Defensive,Packaged Foods,Netherlands,Large,NYSE,-,12.09B,15.87B,211.17M,9.45B,2.02,1.08,0.49 (2.49%),-,-,- -,0.00%,-,"Dec 08, 2025",58.08,15.91,2.23,1.28,9.78,18.32,61.05,14.60,1.68,0.78,1.01,3.56,3.21,Yes / Yes,0.34,1.24,-,1.20%,10.90%,7.14%,-14.82% -,4.21% -,-66.63%,7.77%,-20.16%,11.26%,Jul 30 BMO,6.00% 3.07%,23.13%,0.00%,48.92%,10.62%,2.28%,9.25%,4.06%,-,7.62%,2.24%,-0.06%,4.51%,18.65%,"

",612.26M,470.65M,2.20%,9.49,10.36M,20.68 -4.57%,12.94 52.55%,2.07%,1.57%,0.42,54.06,-,0.80,1.09M,"870,939",-1.69%,4.72%,15.91%,29.70%,24.54%,-,-,-,-,2.50,18.66,19.85,19.74,-0.55%,MICC
Hormel Foods Corp,Consumer Defensive,Packaged Foods,USA,Large,NYSE,S&P 500,11.93B,13.93B,342.71M,12.15B,14.25,1.58,1.17 (5.40%),1.17 (5.38%),"Jul 13, 2026",3.71% 4.52%,133.53%,20000,"Jul 10, 1962",34.84,13.81,2.04,0.98,1.52,13.74,15.28,11.94,1.15,0.92,1.88,0.36,0.30,Yes / Yes,0.62,1.57,0.38,8.61%,5.53%,6.77%,-21.84% -12.16%,-0.95% 4.73%,-54.64%,0.73%,-67.60%,-2.36%,Aug 27 BMO,4.49% -2.42%,47.12%,-0.01%,45.04%,-2.35%,2.56%,4.30%,3.36%,15.43%,7.37%,2.82%,-7.77%,-11.61%,-7.51%,"

",550.34M,291.05M,5.89%,3.87,17.13M,26.60 -18.50%,19.70 10.05%,1.91%,2.20%,0.57,29.83,0.28,1.13,4.43M,"4,993,613",1.88%,-14.07%,-6.91%,-10.38%,-8.52%,-14.48%,-43.54%,-49.36%,-43.63%,2.62,26.12,22.05,21.68,-1.68%,HRL
Hudbay Minerals Inc,Basic Materials,Copper,Canada,Large,NYSE,-,12.30B,12.73B,678.20M,2.49B,10.80,2.12,0.02 (0.06%),0.02 (0.08%),"Sep 08, 2026",-20.63% 0.00%,1.00%,3072,"May 01, 2003",16.28,14.11,0.32,4.94,2.56,13.07,54.74,10.39,5.12,1.93,2.24,0.19,0.18,Yes / Yes,1.70,1.96,0.37,128.09%,28.43%,44.60%,74.87% -,13.60% 14.84%,133.16%,14.61%,14.97%,24.05%,Jul 29 BMO,8.11% 0.75%,3.79%,0.00%,73.59%,5.98%,9.91%,17.71%,11.93%,36.31%,31.65%,27.26%,-1.89%,11.34%,18.01%,"

",444.14M,427.29M,1.93%,1.63,8.26M,32.15 -13.87%,12.16 127.71%,4.55%,3.99%,1.33,52.15,1.58,0.61,5.07M,"3,098,099",-8.79%,6.91%,-8.07%,20.18%,39.50%,122.41%,453.80%,338.13%,567.23%,1.33,37.50,27.32,27.69,1.35%,HBM
Fresenius Medical Care AG ADR,Healthcare,Medical Care Facilities,Germany,Large,NYSE,-,11.96B,24.39B,1.09B,22.66B,26.97,2.28,0.83 (3.67%),0.86 (3.85%),"May 22, 2026",13.25% 1.37%,31.98%,111024,"Sep 17, 1996",11.59,9.17,2.47,0.53,0.83,9.86,5.72,5.88,1.08,0.75,1.07,0.87,0.69,Yes / Yes,1.94,2.45,0.61,-6.55%,4.12%,3.71%,16.25% -3.43%,2.83% 1.71%,57.96%,6.76%,8.69%,4.06%,Aug 03 AMC,5.07% 2.22%,0.00%,-,7.99%,0.03%,3.02%,7.30%,4.51%,26.36%,10.90%,4.82%,-4.13%,-5.80%,-2.80%,"

",532.22M,532.21M,0.52%,4.11,2.77M,27.64 -18.70%,20.02 12.24%,1.49%,1.40%,0.41,29.96,0.71,0.96,673.99K,"648,641",-3.44%,-5.94%,2.46%,-2.52%,-5.67%,-7.76%,-5.51%,-41.91%,-49.74%,4.00,20.80,22.65,22.47,-0.79%,FMS
Stifel Financial Corp,Financial,Capital Markets,USA,Large,NYSE,-,12.42B,13.94B,916.35M,6.69B,35.15,14.71,1.36 (1.65%),1.33 (1.61%),"Sep 01, 2026",15.42% 32.60%,31.32%,9000,"Jul 19, 1983",14.72,10.96,0.74,1.86,2.34,5.59,16.92,8.92,2.08,1.49,1.49,0.51,0.32,Yes / Yes,5.59,7.51,1.60,23.58%,15.07%,14.85%,3.38% 7.16%,11.49% 10.65%,60.96%,11.04%,50.52%,9.81%,Jul 22 BMO,6.98% 2.26%,3.54%,-0.09%,92.31%,-0.70%,2.25%,16.43%,12.04%,87.47%,21.25%,13.70%,0.11%,3.57%,4.62%,"

",151.59M,145.66M,2.95%,3.48,4.29M,89.83 -8.40%,67.81 21.35%,2.07%,2.04%,1.85,54.35,1.00,0.66,1.23M,"813,565",1.82%,-2.41%,15.21%,9.59%,-1.44%,8.77%,86.07%,81.37%,375.67%,2.33,90.14,80.01,82.28,2.84%,SF
IES Holdings Inc,Industrials,Engineering & Construction,USA,Large,NASD,-,12.56B,12.25B,454.17M,3.99B,30.85,9.73,-,-,-,- -,0.00%,10283,"Jan 27, 1998",28.00,23.41,0.73,3.15,10.21,32.37,30.13,22.21,3.07,1.49,1.63,0.06,0.06,Yes / Yes,11.25,13.46,2.81,69.40%,16.34%,32.14%,118.57% 50.08%,15.88% 22.88%,83.09%,22.66%,98.48%,39.60%,Jul 31 BMO,38.72% 15.06%,2.05%,-20.50%,49.00%,-,24.25%,45.18%,34.77%,24.85%,12.38%,11.39%,-8.87%,-6.19%,13.10%,"

",39.85M,39.03M,3.46%,2.92,1.35M,408.26 -22.82%,168.47 87.04%,5.02%,5.71%,21.06,44.07,1.77,0.80,463.80K,"370,569",-5.57%,-19.62%,-15.08%,47.93%,61.99%,83.93%,727.77%,1223.63%,3442.33%,3.00,440.00,302.64,315.09,4.11%,IESC
Arrowhead Pharmaceuticals Inc,Healthcare,Biotechnology,USA,Large,NASD,-,12.22B,11.99B,-319.95M,669.50M,3.30,11.34,-,-,-,- -,-,711,"Dec 16, 1993",-,-,-,18.25,26.22,7.63,-,-,17.91,5.90,5.90,2.96,2.86,Yes / Yes,-2.24,-4.68,-1.59,-35967.75%,-29.73%,-,80.60% 57.10%,50.52% 56.63%,-80.39%,16.85%,-7.51%,171.02%,Aug 04 AMC,-6.52% 70.36%,5.88%,-0.59%,83.10%,-3.01%,-18.32%,-64.78%,-17.81%,96.15%,-33.82%,-47.79%,-0.62%,3.13%,21.98%,"

",141.13M,132.94M,6.93%,4.62,9.21M,95.49 -9.42%,25.61 237.72%,3.95%,3.24%,3.30,51.90,1.27,0.69,1.99M,"1,370,550",-2.37%,-0.48%,15.07%,35.99%,30.28%,211.12%,209.33%,28.04%,1109.65%,1.00,111.20,85.37,86.49,1.31%,ARWR
Rentokil Initial Plc ADR,Industrials,Specialty Business Services,United Kingdom,Large,NYSE,-,12.08B,15.70B,476.91M,7.12B,10.96,4.91,0.65 (2.71%),0.64 (2.65%),"Aug 14, 2026",12.90% 10.38%,62.78%,63388,"Nov 18, 1996",25.55,15.56,1.64,1.70,2.19,4.89,15.71,9.47,2.20,0.98,1.06,1.10,0.72,Yes / Yes,0.94,1.54,0.57,8.85%,9.95%,9.51%,9.35% 7.73%,14.81% 14.12%,43.13%,2.92%,3.18%,5.76%,Jul 30 BMO,-41.29% 1.56%,0.03%,0.00%,15.51%,-75.36%,2.23%,5.96%,5.02%,13.95%,13.95%,6.70%,0.64%,-9.81%,-19.74%,"

",503.25M,502.79M,0.52%,2.14,2.61M,34.67 -30.71%,23.22 3.45%,1.77%,1.56%,0.52,41.04,0.99,1.08,1.22M,"1,313,332",2.34%,-2.95%,-19.26%,-24.91%,-18.47%,-1.80%,-35.84%,-41.24%,60.56%,1.85,31.79,24.13,24.02,-0.46%,RTO
Erie Indemnity Co,Financial,Insurance Brokers,USA,Large,NASD,S&P 500,12.03B,11.69B,577.00M,4.12B,52.98,7.44,5.85 (2.26%),5.75 (2.23%),"Oct 05, 2026",7.15% 7.19%,52.35%,6667,"Oct 02, 1995",23.59,-,-,2.92,4.88,34.72,21.76,14.30,2.84,1.25,1.25,0.00,0.00,Yes / Yes,10.95,-,3.41,18.62%,-,-,23.27% 13.78%,12.93% 9.90%,-7.67%,3.65%,3.22%,2.75%,Jul 30 AMC,2.99% 0.12%,46.53%,0.03%,46.18%,3.01%,17.26%,24.81%,23.39%,17.90%,17.93%,14.01%,0.09%,5.01%,1.54%,"

",46.19M,24.90M,10.80%,9.44,2.69M,341.71 -24.39%,204.63 26.26%,2.50%,3.20%,9.00,54.52,0.31,0.70,284.86K,"199,786",-0.41%,3.02%,17.70%,-4.20%,-9.87%,-21.27%,-8.48%,42.85%,151.20%,2.00,115.00,258.41,258.37,-0.02%,ERIE
DraftKings Inc,Consumer Cyclical,Gambling,USA,Large,NASD,-,21.52B,22.44B,-166.90M,6.22B,1.15,1.12,-,-,-,- -,-,5500,"Jul 25, 2019",-,28.00,-,3.46,21.07,21.68,33.06,193.50,3.61,1.02,1.02,3.36,3.35,Yes / Yes,-0.37,0.86,-0.33,1128.62%,603.07%,-,86.31% 71.12%,39.29% 58.02%,46.89%,15.03%,-145.99%,-4.58%,Aug 06 AMC,-742.20% -4.70%,17.09%,-0.39%,81.59%,11.53%,-3.81%,-21.14%,-6.74%,40.54%,-2.83%,-2.68%,-2.99%,-2.33%,-9.65%,"

",495.98M,411.59M,9.38%,3.17,38.62M,48.78 -50.41%,20.46 18.23%,5.15%,5.04%,1.21,47.22,1.58,0.56,12.20M,"6,890,459",-0.12%,11.17%,-4.65%,-4.99%,-29.80%,-49.27%,-18.39%,-60.36%,-,1.55,34.39,24.21,24.19,-0.08%,DKNG
