Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Landstar System Inc,Industrials,Integrated Freight & Logistics,USA,Mid,-,50.84,3.62,0.74%,33.93M,2.32%,6.25B,26.17,7.03,0.00%,33.72M,14.82%,5.97B,0.79,1.47,107.92%,4.49%,22.71%,124.64M,1.31,70.71%,-0.67%,2.77,44.15%,4.76B,7.82,24.49%,7.51%,1.51M,29.82%,23.55,15.21,33.07%,14.41%,195.84 -6.01%,39.06%,12.10,26.77,-34.45% -7.82%,14.80%,117.74 56.34%,8.36%,2.51 (1.36%),26.03,-13.92% 2.79%,13.32%,2.84%,2.81%,13.33%,1.58 (0.86%),1.25,-28.21%,3.87%,5.37,211.88%,"May 19, 2026",1.88,-0.79%,2.62%,74.40,3.05,12.35% 14.58%,1.88,36.91%,5.83%,0.85,176.54,47.09%,0.16,1.63%,13.81%,1.12,184.59,1378,0.05,Apr 28 AMC,29.72%,546.68K,184.07,"Mar 05, 1993",Yes / Yes,2.75% 1.23%,"

","612,907",-0.28%,LSTR
Lightspeed Commerce Inc,Technology,Software - Application,Canada,Small,-,-,-4.62,10.61%,137.27M,-2.01%,1.27B,13.86,0.67,0.00%,122.73M,3.24%,809.70M,0.56,0.11,57.04%,3.91%,-16.44%,-691.79M,1.07,8.33%,-2.09%,4.50,-26.59%,1.19B,0.85,36.91%,-33.31%,4.80M,-23.43%,10.94,2.64,24.92%,-36.21%,14.34 -35.50%,-5.61%,3.50,16.87,-28.69% -47.43%,-45.60%,8.36 10.58%,-29.55%,-,1927.85,25.22% 54.93%,31.35%,4.08%,3.61%,-86.75%,-,0.68,-475.97%,-11.46%,0.36,-,-,4.32,12.91%,-58.15%,50.08,2.42,- -,4.40,-40.57%,0.35%,1.94,13.73,-,0.01,11.50%,1.26%,0.88,9.06,3000,0.01,May 21 BMO,-16.90%,1.07M,9.25,"Aug 13, 2019",Yes / Yes,3.95% 0.33%,"

","934,608",2.10%,LSPD
Lattice Semiconductor Corp,Technology,Semiconductors,USA,Large,-,5609.17,0.02,0.91%,136.77M,3.62%,16.74B,58.28,2.10,-8.33%,135.63M,31.82%,16.64B,1.40,0.37,118.14%,4.04%,46.78%,3.08M,31.98,50.01%,-2.62%,2.81,70.21%,523.26M,23.42,33.19%,0.36%,5.49M,66.19%,5.22,125.00,41.71%,0.43%,126.35 -3.22%,149.91%,0.98,148.37,-74.02% -41.85%,0.41%,43.90 178.54%,53.43%,-,289.02,-7.46% 5.10%,61.43%,5.22%,4.55%,143.05%,-,31.81,-95.00%,2.92%,5.86,2095.33%,-,2.33,2.72%,0.59%,65.06,1.53,- -,3.09,-146.82%,9.80%,1.70,120.79,0.00%,0.06,24.16%,21.60%,1.43,115.67,1174,0.05,May 04 AMC,55.61%,1.95M,122.28,"Nov 09, 1989",Yes / Yes,1.07% 1.83%,"

","2,792,856",5.71%,LSCC
Stride Inc,Consumer Defensive,Education & Training Services,USA,Mid,RUT,14.99,6.48,2.83%,42.53M,-1.22%,4.14B,13.06,7.44,0.00%,41.37M,10.20%,3.88B,1.21,1.61,108.90%,16.40%,15.61%,308.12M,1.63,18.38%,-4.17%,7.38,-36.72%,2.54B,2.52,5.58%,13.24%,6.78M,49.64%,38.61,5.13,10.78%,20.14%,171.17 -43.24%,-31.70%,18.93,9.99,33.07% 58.07%,14.48%,60.61 60.29%,126.16%,-,6.64,12.56% 18.24%,37.63%,6.18%,3.80%,239.36%,-,1.53,2.97%,18.39%,3.96,690.56%,-,6.14,10.93%,12.15%,58.40,1.75,- -,6.21,-4.39%,2.74%,0.11,113.50,0.00%,0.33,2.69%,8.97%,1.23,95.16,8600,0.30,Apr 28 AMC,-6.37%,919.53K,97.16,"Dec 13, 2007",Yes / Yes,0.78% 0.03%,"

","1,135,472",2.10%,LRN
Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,Mega,"NDX, S&P 500",48.67,5.30,0.34%,1.25B,-0.27%,322.47B,32.49,7.94,-7.44%,1.25B,20.69%,321.46B,1.01,1.67,85.20%,2.09%,3.90%,6.71B,14.87,37.19%,0.07%,2.50,65.70%,21.68B,30.46,39.72%,32.92%,26.06M,50.64%,8.46,67.88,32.18%,66.76%,275.84 -6.52%,259.79%,3.80,53.70,8.24% 22.42%,46.86%,68.53 276.30%,392.02%,1.04 (0.40%),40.96,2.38% 12.92%,49.98%,4.35%,3.94%,315.60%,1.01 (0.39%),14.83,47.73%,34.26%,12.05,3275.13%,"Mar 04, 2026",1.77,26.53%,30.94%,54.81,1.61,15.31% 14.87%,2.54,40.55%,1.19%,1.80,314.82,22.15%,0.35,23.76%,8.92%,0.99,248.75,19000,0.35,Apr 22 AMC,48.65%,10.44M,257.86,"May 04, 1984",Yes / Yes,7.78% 1.58%,"

","10,353,013",3.66%,LRCX
Liquidity Services Inc,Consumer Cyclical,Internet Retail,USA,Small,RUT,38.80,0.92,24.56%,30.80M,3.45%,1.11B,21.35,1.67,-2.40%,23.40M,16.62%,938.04M,-,0.30,78.68%,3.08%,10.89%,29.77M,2.32,16.41%,-1.99%,4.21,47.68%,475.56M,5.10,12.08%,8.48%,0.72M,17.62%,6.99,6.09,-,14.72%,36.04 -1.10%,12.18%,5.85,15.77,-10.17% -,13.29%,21.67 64.51%,172.76%,-,19.24,19.40% 18.28%,43.15%,3.41%,2.71%,98.83%,-,1.97,22.89%,8.05%,0.99,538.89%,-,1.41,14.78%,6.26%,75.78,1.00,- -,1.51,28.55%,6.25%,1.09,43.00,0.00%,0.06,-0.91%,12.25%,0.84,35.37,818,0.04,May 07 BMO,24.59%,171.29K,35.65,"Feb 23, 2006",Yes / Yes,27.87% 134.19%,"

","143,743",0.79%,LQDT
Liquidia Corp,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Mid,RUT,-,-0.83,21.00%,87.20M,4.67%,3.45B,8.46,4.63,-5.71%,69.61M,3.90%,3.46B,-,0.37,66.77%,16.40%,-8.94%,-68.92M,21.82,401.36%,-4.03%,7.91,69.37%,158.32M,76.41,92.24%,-24.41%,11.42M,13.69%,0.51,18.12,-,-112.97%,46.67 -15.98%,180.67%,2.16,-,-5.98% 14.60%,-37.50%,11.85 230.89%,484.35%,-,-,114.98% 192.49%,91.05%,4.23%,4.91%,1280.63%,-,21.87,51.12%,-32.45%,1.89,-,-,1.84,1031.18%,-43.53%,56.46,1.44,- -,2.01,132.11%,2.32%,0.41,50.67,-,4.42,3054.65%,7.67%,0.54,38.15,216,3.11,Mar 05 BMO,27.61%,1.44M,39.21,"Jul 26, 2018",Yes / Yes,-33.95% 3.88%,"

","782,721",2.78%,LQDA
Louisiana-Pacific Corp,Industrials,Building Products & Equipment,USA,Mid,-,34.61,2.09,1.36%,70.00M,-3.36%,5.04B,16.88,4.28,-13.49%,68.90M,-0.77%,5.13B,0.86,0.14,102.20%,7.79%,-16.49%,146.00M,1.86,-4.63%,1.57%,4.78,-21.02%,2.71B,2.92,69.23%,5.62%,5.37M,-10.61%,24.73,17.27,19.52%,8.58%,102.86 -29.82%,-16.36%,4.18,55.41,-44.03% -14.08%,6.95%,68.87 4.82%,20.84%,1.17 (1.62%),12.60,-11.10% -0.58%,21.78%,3.59%,3.95%,9.58%,1.14 (1.58%),1.89,-64.70%,9.67%,3.09,324.65%,"Feb 27, 2026",1.54,-7.89%,5.39%,44.70,2.15,8.37% 14.07%,2.78,-112.70%,-2.28%,1.62,94.27,53.70%,0.22,-16.74%,-5.04%,0.76,72.09,4300,0.21,May 06 BMO,-15.52%,1.12M,72.19,"Dec 29, 1972",Yes / Yes,305.48% -3.58%,"

","847,895",0.14%,LPX
LPL Financial Holdings Inc,Financial,Capital Markets,USA,Large,-,30.34,11.01,0.53%,80.06M,4.09%,26.79B,11.91,28.05,-3.69%,79.76M,11.07%,31.68B,0.61,5.42,102.15%,3.94%,-7.88%,863.02M,1.58,11.91%,1.89%,3.02,-2.61%,16.99B,5.01,24.75%,5.30%,3.15M,-6.45%,66.76,8.76,19.40%,20.86%,403.58 -17.21%,4.48%,38.16,-,1.61% 13.26%,6.71%,281.51 18.69%,59.99%,1.31 (0.39%),10.84,25.47% 23.68%,29.30%,3.11%,3.68%,113.23%,1.20 (0.36%),1.86,-21.84%,13.50%,11.53,1165.64%,"Mar 10, 2026",2.12,37.18%,5.08%,61.16,1.61,6.27% 3.71%,2.12,4.07%,4.79%,0.57,394.07,10.99%,1.49,40.43%,8.00%,0.89,330.89,10099,1.41,Apr 30 AMC,-3.43%,1.04M,334.13,"Nov 18, 2010",Yes / Yes,2.21% 9.51%,"

","932,320",0.98%,LPLA
LG Display Co Ltd ADR,Technology,Consumer Electronics,South Korea,Mid,-,-,-0.03,0.01%,1.00B,0.00%,4.28B,6.15,0.70,0.00%,999.93M,10.31%,12.88B,0.09,-0.10,3.16%,0.12%,6.20%,-32.53M,0.24,82.43%,1.36%,0.68,-15.75%,17.76B,0.93,139.68%,0.86%,1.17M,1.66%,4.58,3.92,69.88%,3.90%,5.67 -24.51%,46.08%,1.09,6.57,- -,-0.30%,2.88 48.87%,-20.25%,-,3.75,-3.29% -2.45%,12.51%,3.20%,4.16%,-58.42%,-,0.73,97.79%,2.50%,0.24,-56.27%,"Dec 30, 2021",0.46,-9.90%,-0.18%,47.47,2.38,- -,0.73,-115.14%,-4.11%,1.51,4.97,0.00%,1.93,-9.62%,-2.00%,0.70,4.12,24430,1.35,Apr 23 BMO,-2.87%,1.73M,4.28,"Jul 22, 2004",Yes / Yes,-8890.70% -5.59%,"

","1,204,675",3.88%,LPL
Dorian LPG Ltd,Energy,Oil & Gas Midstream,USA,Small,RUT,13.61,2.83,14.40%,42.74M,5.27%,1.65B,9.43,4.09,-1.04%,36.59M,12.72%,2.03B,-,1.43,65.83%,4.40%,32.49%,120.74M,4.08,90.43%,-0.63%,2.92,40.86%,404.13M,1.52,-5.45%,6.71%,1.61M,61.88%,25.40,5.60,-1.49%,11.21%,39.45 -2.28%,96.48%,6.89,12.18,6.21% 0.65%,7.48%,18.74 105.68%,144.85%,2.73 (7.07%),9.64,8.82% 1.17%,46.10%,3.03%,3.52%,550.01%,-,5.02,-27.79%,34.23%,1.31,750.25%,"Feb 09, 2026",2.40,-3.51%,29.88%,65.93,1.57,- -,2.41,120.90%,6.87%,0.72,37.43,0.00%,0.62,48.72%,10.53%,0.82,38.76,587,0.49,Feb 05 BMO,31.63%,551.14K,38.55,"May 08, 2014",Yes / Yes,-3.31% 3.11%,"

","450,598",-0.54%,LPG
Lowe's Cos. Inc,Consumer Cyclical,Home Improvement Retail,USA,Large,S&P 500,20.16,11.85,0.14%,561.00M,-3.14%,133.74B,17.52,13.63,-3.37%,559.30M,1.06%,177.06B,2.55,2.96,79.80%,2.16%,-10.44%,6.64B,1.55,2.42%,0.50%,4.46,-2.16%,86.29B,-,8.26%,13.18%,12.06M,-0.98%,-17.68,98.92,6.87%,-,293.06 -18.52%,6.81%,2.41,17.48,5.24% 8.87%,20.99%,210.33 13.53%,14.90%,5.01 (2.10%),14.34,-3.85% -0.75%,31.22%,2.36%,2.48%,21.68%,4.80 (2.01%),2.05,-3.03%,11.77%,6.63,214.11%,"Apr 22, 2026",0.19,3.12%,7.69%,45.30,1.94,6.34% 15.61%,1.08,-10.82%,-1.79%,0.90,288.37,40.08%,-,10.95%,-3.05%,1.09,233.50,276000,-,Feb 25 BMO,-4.20%,2.70M,238.79,"Dec 19, 1979",Yes / Yes,2.04% 1.18%,"

","2,957,911",2.27%,LOW
Grand Canyon Education Inc,Consumer Defensive,Education & Training Services,USA,Mid,-,21.91,7.72,2.20%,27.39M,2.44%,4.59B,15.06,11.23,-0.10%,26.55M,-0.56%,4.40B,-,1.69,101.91%,4.64%,-2.01%,216.17M,4.15,11.12%,-0.91%,4.42,-21.16%,1.11B,6.20,11.30%,21.11%,1.23M,1.66%,27.27,15.29,-,28.24%,223.04 -24.20%,-5.21%,11.06,19.23,10.43% 7.18%,25.74%,149.37 13.19%,42.43%,-,12.81,6.67% 5.55%,52.43%,2.82%,2.83%,56.13%,-,3.97,-0.27%,27.42%,4.86,286.62%,-,3.65,7.07%,19.54%,50.86,1.00,- -,3.65,10.78%,-0.39%,0.63,213.00,0.00%,0.14,5.31%,1.78%,1.14,169.26,2700,0.12,Apr 30 AMC,-5.78%,278.51K,169.07,"Nov 20, 2008",Yes / Yes,2.88% 0.34%,"

","316,327",-0.11%,LOPE
Loma Negra Compania Industrial Argentina Sociedad Anonima ADR,Basic Materials,Building Materials,Argentina,Small,-,69.04,0.16,0.03%,116.68M,-0.90%,1.29B,16.75,0.66,0.00%,116.67M,-0.45%,1.47B,0.23,-,17.67%,1.73%,-7.54%,18.66M,2.08,174.01%,-3.48%,5.41,5.95%,620.74M,1.75,56.98%,1.39%,2.02M,-14.75%,6.30,59.54,72.60%,2.48%,14.17 -22.09%,-1.43%,0.19,-,8.63% -34.51%,2.20%,7.04 56.82%,92.43%,0.49 (4.44%),10.90,-15.03% 2.95%,21.24%,3.97%,4.20%,101.31%,-,2.37,-86.58%,9.71%,0.46,-,"Jun 30, 2023",0.46,-5.63%,3.01%,48.36,1.00,- -,1.44,-80.67%,-2.68%,0.66,15.00,0.00%,0.28,-10.07%,2.06%,0.98,10.86,-,0.15,Mar 05 AMC,3.63%,373.88K,11.04,"Nov 01, 2017",Yes / Yes,-188.58% -3.06%,"

","364,583",1.66%,LOMA
Logitech International SA,Technology,Computer Hardware,Switzerland,Large,-,20.79,4.78,10.25%,146.76M,4.51%,14.57B,17.97,5.53,-0.04%,131.71M,8.96%,12.84B,2.32,1.10,70.14%,10.44%,12.21%,711.79M,3.06,14.49%,3.80%,13.57,-12.71%,4.77B,6.24,-0.28%,18.19%,13.75M,-0.94%,15.92,8.02,7.73%,32.07%,123.01 -19.29%,31.69%,12.39,16.22,3.01% 8.93%,29.53%,74.08 34.02%,66.97%,1.58 (1.59%),15.13,-5.98% 8.89%,41.58%,1.90%,2.22%,-10.46%,1.59 (1.60%),2.70,12.37%,16.15%,2.49,545.51%,"Sep 23, 2025",1.89,4.60%,14.94%,60.62,2.37,10.59% 12.16%,2.21,28.34%,3.53%,1.06,113.36,34.38%,0.04,6.06%,6.52%,0.83,97.70,7300,0.03,May 05 AMC,-2.30%,1.01M,99.28,"Mar 27, 1997",Yes / Yes,9.96% 0.84%,"

","842,425",1.62%,LOGI
Live Oak Bancshares Inc,Financial,Banks - Regional,USA,Small,RUT,14.38,2.61,22.61%,46.24M,0.32%,1.74B,9.06,4.15,-2.02%,35.78M,13.70%,-,-,0.66,70.94%,5.83%,-4.81%,121.05M,1.66,66.48%,5.91%,7.22,16.44%,1.04B,1.47,35.27%,0.87%,2.09M,9.46%,25.55,-,-,10.95%,42.89 -12.33%,43.84%,-,12.12,-17.13% 9.39%,8.79%,25.53 47.28%,59.59%,0.12 (0.32%),-,23.83% 21.22%,-,2.66%,2.97%,-41.21%,0.12 (0.32%),-,99.65%,14.52%,1.17,138.88%,"Mar 05, 2026",-,8.62%,11.59%,58.98,2.20,0.00% 0.00%,1.62,182.49%,3.14%,1.95,42.75,5.37%,0.08,8.26%,6.31%,0.90,37.82,1027,0.08,Apr 22 AMC,6.85%,288.87K,37.60,"Jul 23, 2015",Yes / Yes,2.48% -3.80%,"

","258,897",-0.58%,LOB
Loar Holdings Inc,Industrials,Aerospace & Defense,USA,Mid,-,74.60,0.75,19.37%,93.62M,-4.75%,5.25B,53.20,1.05,0.97%,75.49M,-2.04%,5.89B,6.43,0.16,90.43%,7.49%,-19.36%,72.15M,10.59,-23.84%,1.42%,5.17,-29.85%,496.28M,4.47,33.19%,4.08%,5.65M,-17.47%,12.55,61.94,8.28%,6.38%,99.67 -43.69%,-40.66%,0.91,58.15,- -,3.81%,53.15 5.59%,-,-,33.85,27.50% -,46.53%,3.96%,4.67%,-,-,11.88,213.21%,24.81%,3.09,-,-,2.98,23.20%,14.54%,41.05,1.00,- -,4.70,231.47%,-8.34%,0.49,89.20,0.00%,0.62,19.29%,-11.69%,0.62,53.75,1700,0.61,May 07 BMO,-20.27%,1.09M,56.12,"Apr 25, 2024",Yes / Yes,34.44% 2.91%,"

","680,386",4.41%,LOAR
Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Mid,RUT,25.13,3.37,3.48%,71.83M,2.17%,5.51B,13.50,6.27,0.00%,62.84M,11.56%,5.77B,1.72,1.23,106.63%,8.13%,26.90%,233.56M,3.57,-14.57%,-5.33%,5.52,47.60%,1.54B,5.58,20.70%,11.01%,5.11M,27.15%,15.17,15.34,7.85%,21.45%,108.91 -22.30%,-18.90%,5.52,15.56,104.81% -,13.67%,47.25 79.09%,-0.97%,-,15.14,18.13% 35.35%,61.10%,3.66%,2.94%,257.05%,-,3.74,-23.65%,20.19%,2.58,4007.77%,-,2.51,0.50%,15.15%,60.86,1.31,- -,2.70,578.92%,3.37%,-0.12,96.08,0.00%,0.57,4.01%,7.39%,0.85,81.17,1193,0.57,May 07 BMO,30.17%,925.25K,84.62,"Jun 25, 2015",Yes / Yes,39.89% 10.84%,"

","784,940",4.25%,LNTH
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,S&P 500,23.36,3.14,0.17%,258.28M,1.10%,18.97B,19.97,3.68,0.00%,257.85M,2.33%,30.74B,2.67,0.69,90.22%,8.07%,10.70%,810.00M,4.35,6.13%,2.42%,8.47,8.02%,4.36B,2.57,7.58%,3.29%,20.82M,12.95%,28.56,34.11,7.48%,11.30%,74.40 -1.30%,20.30%,2.15,-,4.79% 4.94%,4.38%,58.97 24.51%,33.17%,2.15 (2.93%),16.44,1.23% 5.01%,26.24%,1.53%,1.63%,30.73%,2.08 (2.84%),7.04,17.18%,23.49%,1.25,108.26%,"Apr 30, 2026",0.66,9.57%,18.57%,59.39,2.07,5.88% 5.96%,0.80,-5.92%,1.28%,0.56,77.70,64.61%,1.68,9.02%,2.29%,1.60,72.00,2948,1.52,Apr 30 AMC,8.54%,2.46M,73.43,"Mar 30, 1976",Yes / Yes,3.34% 10.09%,"

","3,934,619",1.99%,LNT
Lindsay Corp,Industrials,Farm & Heavy Construction Machinery,USA,Small,RUT,20.48,5.47,1.17%,10.40M,1.30%,1.16B,17.12,6.54,0.00%,10.27M,-5.96%,1.12B,-,1.14,103.30%,3.96%,-10.59%,58.88M,1.83,-25.31%,-1.66%,2.82,2.27%,636.56M,2.29,29.15%,7.13%,0.41M,-5.01%,48.84,6.25,-2.58%,11.50%,150.96 -25.83%,-13.24%,17.90,16.18,4.55% 13.78%,9.17%,97.27 15.11%,-7.26%,1.48 (1.32%),12.52,-4.26% 7.34%,29.97%,2.74%,3.69%,-32.46%,1.47 (1.31%),1.75,-22.14%,10.64%,3.64,46.44%,"May 15, 2026",2.15,-1.70%,9.25%,49.27,2.20,2.92% 2.85%,3.02,-52.85%,2.97%,0.73,127.67,21.38%,0.27,-15.69%,-5.95%,1.09,109.76,1275,0.26,Apr 02 BMO,-11.17%,143.99K,111.97,"Oct 12, 1988",Yes / Yes,-32.43% -7.98%,"

","156,259",2.01%,LNN
Cheniere Energy Inc,Energy,Oil & Gas Midstream,USA,Large,-,11.30,24.33,0.62%,212.40M,6.91%,57.78B,17.06,16.12,-6.85%,208.83M,-3.10%,87.80B,-,4.25,90.90%,2.16%,29.09%,5.32B,2.94,-38.24%,-2.39%,1.51,27.29%,19.63B,7.38,8.13%,11.25%,4.52M,41.44%,37.26,36.48,-13.85%,78.17%,300.89 -8.62%,18.97%,7.54,23.48,62.38% -,15.92%,186.20 47.66%,79.71%,2.32 (0.84%),12.10,-16.53% 15.90%,28.97%,2.11%,3.02%,254.68%,2.11 (0.77%),4.47,70.66%,27.02%,8.64,607.18%,"May 11, 2026",0.81,24.44%,27.10%,60.02,1.37,14.01% -,0.94,146.60%,3.73%,0.06,301.68,8.52%,3.34,19.83%,5.52%,0.76,272.23,1717,3.22,May 07 BMO,20.14%,2.99M,274.95,"Apr 04, 1994",Yes / Yes,181.16% -3.13%,"

","2,268,905",1.00%,LNG
Lincoln National Corp,Financial,Insurance - Life,USA,Mid,-,7.12,5.31,1.14%,190.05M,3.70%,7.23B,4.48,8.44,207.92%,189.03M,6.51%,-,1.12,1.60,77.88%,3.58%,-9.20%,1.09B,0.38,-6.47%,0.77%,2.92,-5.76%,18.79B,0.72,9.59%,0.31%,6.77M,-15.09%,52.20,-,4.01%,12.27%,46.82 -19.24%,18.64%,-,-,-9.75% 17.86%,6.46%,31.08 21.65%,74.00%,1.80 (4.77%),-,-0.80% 1.55%,-,2.82%,2.82%,-41.04%,1.80 (4.76%),-,-70.45%,8.40%,1.09,-12.98%,"Apr 10, 2026",-,-9.46%,5.78%,61.15,2.50,0.00% 2.13%,-,-60.57%,4.64%,1.19,42.58,30.84%,0.58,-15.90%,6.82%,0.66,36.98,9423,0.54,May 07 BMO,-4.25%,2.31M,37.81,"Aug 20, 1969",Yes / Yes,16.36% 1.10%,"

","1,518,889",2.24%,LNC
Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,Large,S&P 500,25.09,20.65,0.08%,230.56M,-2.23%,119.43B,16.16,32.06,-0.01%,230.38M,-14.30%,138.23B,0.98,7.21,74.52%,1.09%,-16.79%,4.79B,1.59,39.30%,-0.09%,1.54,6.63%,75.11B,15.91,7.08%,8.27%,2.50M,7.09%,32.56,63.05,16.57%,67.64%,692.00 -25.15%,8.42%,8.21,21.09,-0.27% -2.43%,17.11%,410.11 26.30%,11.52%,13.94 (2.69%),15.25,4.38% 2.79%,10.70%,2.94%,2.60%,36.11%,13.50 (2.61%),1.84,-10.76%,9.82%,16.64,122.90%,"Mar 02, 2026",0.94,4.59%,6.38%,23.98,2.56,5.40% 6.38%,1.14,-11.50%,-10.71%,0.11,643.38,62.13%,2.76,0.32%,-16.19%,0.97,509.81,123000,2.74,Apr 23 BMO,-1.15%,1.63M,517.97,"Oct 11, 1961",Yes / Yes,-4.42% -1.10%,"

","1,575,746",1.60%,LMT
Lemonade Inc,Financial,Insurance - Property & Casualty,USA,Mid,RUT,-,-1.86,13.14%,76.79M,-14.36%,4.35B,-,-0.80,-3.48%,66.72M,-9.64%,-,-,-0.55,57.22%,16.33%,-37.95%,-138.90M,6.00,22.10%,3.91%,4.56,-1.15%,725.30M,8.40,54.44%,-8.96%,10.90M,-20.43%,6.75,-,-,-26.12%,99.90 -43.30%,93.84%,-,223.13,21.27% 9.24%,-25.24%,27.63 104.99%,422.51%,-,-,47.27% 50.72%,-,7.21%,6.32%,-37.35%,-,-,38.73%,-16.88%,4.10,-,-,-,57.13%,-19.15%,39.45,2.83,- -,2.33,45.17%,-9.67%,1.88,60.89,-,0.35,88.58%,-5.71%,0.82,56.00,1282,0.03,Apr 29 BMO,-9.72%,2.39M,56.64,"Jul 02, 2020",Yes / Yes,17.03% 2.58%,"

","1,967,499",1.14%,LMND
Limbach Holdings Inc,Industrials,Building Products & Equipment,USA,Small,RUT,30.87,3.23,10.45%,11.63M,0.00%,1.17B,20.10,4.96,-2.09%,10.46M,27.83%,1.21B,4.03,0.21,89.01%,9.29%,19.40%,39.06M,1.80,-0.14%,-1.14%,5.13,1.84%,646.80M,5.93,10.22%,10.33%,0.97M,28.16%,16.83,102.13,4.99%,22.38%,154.05 -35.24%,4.21%,0.98,27.82,71.89% 35.05%,16.13%,65.08 53.30%,488.96%,-,17.85,9.19% 2.62%,24.88%,6.27%,4.75%,805.35%,-,1.87,22.94%,7.67%,4.98,904.73%,-,1.44,24.68%,6.04%,63.37,1.40,- -,1.44,24.87%,10.89%,1.46,116.60,0.00%,0.29,30.09%,15.97%,1.13,91.37,1500,0.24,May 05 AMC,7.72%,189.44K,99.77,"Aug 08, 2014",Yes / Yes,13.27% -5.41%,"

","213,644",9.19%,LMB
Lemaitre Vascular Inc,Healthcare,Medical Instruments & Supplies,USA,Mid,RUT,43.66,2.51,7.28%,22.77M,-2.79%,2.50B,34.52,3.18,-11.79%,21.12M,0.53%,2.33B,3.47,0.66,95.08%,6.50%,30.87%,57.73M,10.02,15.20%,2.65%,6.18,22.57%,249.60M,6.35,9.52%,9.89%,1.37M,35.33%,17.28,6.96,9.95%,15.80%,118.01 -7.00%,20.95%,15.77,33.57,39.34% 19.43%,10.02%,78.01 40.69%,103.24%,1.00 (0.91%),29.70,15.58% 14.05%,69.81%,3.54%,2.77%,109.17%,0.85 (0.77%),9.32,30.00%,27.21%,3.51,561.94%,"Mar 12, 2026",10.95,13.53%,23.13%,47.71,1.80,16.96% 16.05%,12.56,38.93%,-2.49%,0.59,111.22,31.77%,0.47,15.68%,1.09%,0.79,107.26,655,0.46,May 05 AMC,18.27%,222.08K,109.75,"Oct 19, 2006",Yes / Yes,2.36% 2.60%,"

","175,359",2.32%,LMAT
Liberty Live Holdings Inc,Communication Services,Entertainment,USA,Mid,-,-,-3.12,35.58%,63.78M,1.32%,8.55B,73.12,1.28,-1.51%,59.22M,-0.54%,10.03B,-,-0.13,64.59%,2.48%,10.77%,-287.00M,-,157.69%,-,4.10,2.60%,0.00M,-,70.67%,-22.66%,1.47M,12.55%,-5.56,27.74,-,-,102.62 -8.79%,30.89%,3.37,-,21.85% -,-,69.60 34.48%,-,-,-,- -,-,2.50%,3.26%,-,-,-,-253.54%,-,3.17,-,-,0.17,-,-,47.36,1.00,- -,0.17,-232.60%,-2.66%,0.99,115.00,-,-,-,-2.26%,1.09,91.72,300,-,Feb 26,4.08%,358.26K,93.60,"Aug 04, 2023",Yes / Yes,9.68% 203.49%,"

","390,937",2.05%,LLYVK
Liberty Live Holdings Inc,Communication Services,Entertainment,USA,Mid,-,-,-3.12,73.13%,25.57M,1.51%,8.53B,71.26,1.28,-0.72%,24.71M,-0.47%,10.02B,-,-0.13,26.59%,3.80%,11.23%,-287.00M,-,157.69%,-,6.09,3.34%,0.00M,-,70.67%,-22.66%,0.94M,11.91%,-5.56,27.71,-,-,99.82 -8.63%,30.34%,3.29,-,21.85% -,-,68.06 34.02%,-,-,-,- -,-,1.99%,3.06%,-,-,-,-253.54%,-,2.85,-,-,0.17,-,-,47.37,1.00,- -,0.17,-232.60%,-2.61%,0.98,115.00,-,-,-,-2.26%,1.01,89.50,300,-,Feb 26,4.23%,154.12K,91.21,"Aug 04, 2023",Yes / Yes,9.68% 203.49%,"

","156,348",1.91%,LLYVA
