Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,467.81,0.09,81.68%,46.23M,-8.31%,10.26B,14.57,2.89,-0.11%,43.95M,-6.54%,9.42B,0.46,0.46,17.59%,5.11%,-42.54%,23.00M,3.97,34.41%,-3.11%,1.94,-50.85%,2.58B,2.08,31.28%,0.40%,2.24M,-38.22%,20.31,7.89,31.98%,0.47%,90.22 -53.28%,-36.53%,5.34,43.65,- -,0.46%,40.69 3.59%,6.82%,-,36.07,9.67% -5.01%,74.14%,5.36%,5.17%,-73.12%,-,3.65,119.94%,-1.24%,2.59,75.63%,-,3.13,15.52%,0.89%,34.59,2.06,- -,3.13,105.41%,-5.39%,2.14,75.08,0.00%,0.09,18.05%,-23.92%,0.91,40.81,7068,0.02,Feb 10 AMC,-38.95%,1.16M,42.15,"Jul 20, 2011",Yes / Yes,-3.27% 0.54%,"

","1,046,167",3.28%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.15,12.68%,221.18M,-5.31%,4.39B,15.02,1.19,-0.04%,214.77M,11.43%,4.29B,0.52,0.12,75.72%,13.16%,-8.56%,-31.51M,3.36,29.40%,0.95%,3.19,-14.07%,1.30B,5.43,25.75%,-2.37%,28.26M,-12.33%,3.29,13.72,28.98%,-4.25%,24.90 -28.35%,30.22%,1.30,23.71,58.59% 17.79%,-3.11%,10.69 66.88%,75.76%,-,42.50,30.21% 28.80%,55.11%,5.25%,6.51%,-,-,3.28,63.53%,2.21%,1.08,-,-,1.60,29.72%,-2.42%,49.08,1.40,- -,1.60,-56.98%,2.86%,1.25,29.08,-,0.27,25.41%,-6.19%,0.53,18.05,3300,0.26,Feb 24 AMC,-0.68%,8.85M,17.84,"Jun 10, 2021",Yes / Yes,21.21% 4.06%,"

","4,651,680",-1.16%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,35.66,1.11,5.89%,38.38M,-6.76%,1.49B,5.63,7.01,0.06%,35.44M,25.43%,1.77B,2.89,1.00,117.10%,16.29%,9.04%,47.35M,1.02,-0.12%,-1.00%,5.94,4.75%,1.45B,0.86,5.84%,1.29%,5.77M,12.26%,45.69,2.45,1.95%,2.66%,50.55 -21.94%,2.02%,16.12,5.16,-5.27% -18.45%,1.90%,22.45 75.77%,-46.12%,-,4.25,1.42% 4.60%,70.01%,5.07%,7.48%,-62.15%,-,1.22,-22.24%,12.97%,2.98,-21.89%,"May 17, 2019",1.27,3.54%,3.26%,58.76,2.25,- -,1.27,-99.32%,14.51%,1.30,43.43,0.00%,0.51,-1.48%,11.63%,0.85,39.47,3900,0.42,Feb 23 AMC,13.70%,971.11K,39.46,"Jul 23, 1999",Yes / Yes,-5.13% -2.39%,"

","829,996",-0.03%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,24.83,8.16,0.95%,49.59M,-7.71%,9.97B,10.15,19.97,0.18%,48.72M,-19.71%,12.54B,0.87,4.25,96.18%,4.15%,-25.28%,419.00M,1.83,13.16%,-3.63%,2.66,-35.85%,5.43B,2.80,11.42%,5.09%,2.02M,-16.51%,72.35,79.78,11.67%,11.68%,352.66 -42.52%,-25.39%,2.54,12.00,-2.43% -2.63%,6.86%,203.70 -0.48%,-28.85%,-,12.25,-1.54% 4.06%,46.33%,3.74%,4.77%,-57.13%,-,2.31,-19.74%,15.44%,10.60,202.52%,-,0.58,9.36%,7.71%,30.28,1.75,- -,0.97,-55.92%,-12.37%,1.68,340.00,0.00%,0.75,12.28%,-16.25%,0.99,204.05,10700,0.70,Feb 12 BMO,-27.87%,761.58K,202.72,"Aug 15, 1991",Yes / Yes,0.01% 0.58%,"

","755,259",-0.65%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.53,56.05%,42.21M,-4.91%,1.29B,-,-3.95,4.10%,23.59M,3.31%,1.00B,-,-1.63,45.73%,34.01%,-38.52%,-189.90M,86.03,1.57%,12.64%,9.42,19.19%,15.00M,5.17,12.24%,-52.35%,8.02M,-33.79%,4.65,4.44,9.25%,-68.33%,44.60 -46.10%,175.37%,5.42,-,-9.85% -,-96.59%,6.11 293.45%,-,-,-,- -,99.47%,7.13%,7.55%,-,-,66.69,-38.04%,-1304.64%,1.90,-,-,5.66,-70.00%,-1265.99%,44.51,1.25,- -,5.66,-32.20%,-6.96%,-1.39,40.75,-,0.00,-,4.69%,0.58,24.50,130,0.00,Feb 25,7.04%,852.00K,24.04,"Sep 13, 2024",Yes / Yes,-7.18% -53.62%,"

","491,524",-1.88%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,26.28,3.55,0.15%,195.50M,-0.97%,18.23B,10.36,9.00,-0.74%,195.36M,-2.52%,25.40B,2.00,1.86,103.21%,3.94%,0.12%,705.00M,2.22,2.42%,2.79%,3.50,-10.61%,8.23B,1.43,7.14%,3.17%,7.69M,3.65%,64.95,30.81,5.18%,5.60%,114.44 -18.56%,-13.36%,3.03,15.56,47.75% -,3.56%,84.59 10.18%,-24.99%,0.92 (0.99%),10.51,5.85% 3.22%,60.94%,3.06%,2.49%,-41.12%,0.96 (1.03%),3.09,-20.10%,16.07%,2.61,-8.15%,"Mar 31, 2026",1.10,7.20%,8.56%,46.26,2.68,0.00% 0.00%,1.98,-41.28%,-3.61%,0.61,102.00,27.05%,0.61,10.90%,0.94%,0.83,92.59,17000,0.56,Feb 10 BMO,-2.18%,2.20M,93.20,"Jul 25, 2001",Yes / Yes,0.92% 0.90%,"

","1,818,312",0.66%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,476.14,0.09,29.80%,187.99M,-6.56%,10.26B,14.88,2.88,-0.29%,168.43M,-6.04%,9.42B,0.47,0.45,72.66%,6.99%,-43.20%,23.00M,3.97,33.86%,-3.17%,2.74,-51.94%,2.58B,2.11,31.32%,0.40%,11.77M,-37.12%,20.31,7.89,31.70%,0.47%,93.88 -54.30%,-37.25%,5.44,43.65,- -,0.46%,41.13 4.29%,6.72%,-,36.07,9.67% -5.01%,74.14%,5.67%,5.40%,-71.53%,-,3.65,119.94%,-1.24%,2.71,85.88%,-,3.13,15.52%,0.89%,36.27,2.09,- -,3.13,105.41%,-3.82%,2.17,74.96,0.00%,0.09,18.05%,-23.14%,0.69,41.25,7068,0.02,Feb 10 AMC,-39.50%,4.29M,42.90,"Aug 03, 2015",Yes / Yes,-2.91% 0.55%,"

","2,974,595",4.00%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,21.09,2.50,3.95%,354.00M,1.68%,18.61B,16.32,3.23,-1.18%,339.17M,-6.06%,20.29B,1.35,0.87,73.65%,1.61%,12.27%,929.00M,1.58,15.11%,-2.43%,3.53,16.80%,11.80B,3.47,11.51%,8.48%,5.45M,10.39%,15.19,13.45,12.11%,16.73%,58.39 -9.74%,7.35%,3.92,21.85,34.03% 4.49%,12.81%,41.00 28.54%,-10.89%,1.07 (2.04%),10.40,7.23% 7.38%,17.35%,2.16%,2.29%,-13.86%,1.01 (1.92%),1.72,7.35%,12.71%,1.33,-,"Mar 04, 2026",0.85,4.37%,7.87%,47.88,1.37,25.99% 31.95%,1.05,28.84%,-2.33%,0.12,61.70,38.34%,0.44,8.79%,1.82%,0.91,52.49,290000,0.35,Feb 04 BMO,12.23%,1.55M,52.70,"Oct 17, 2016",Yes / Yes,30.72% 3.90%,"

","1,411,420",0.40%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,28.89,5.55,0.16%,277.00M,0.25%,44.34B,21.48,7.47,-12.14%,275.98M,0.84%,56.52B,1.85,1.37,87.94%,2.34%,11.47%,1.56B,5.40,10.26%,2.51%,3.22,7.55%,8.21B,-,11.95%,20.89%,6.46M,6.03%,-26.44,49.21,11.59%,-,169.39 -5.31%,4.55%,3.26,27.05,6.69% 13.51%,27.25%,137.33 16.80%,28.43%,3.04 (1.90%),20.60,6.28% 7.76%,46.17%,2.32%,2.10%,53.04%,2.88 (1.80%),6.88,5.99%,30.90%,3.52,186.83%,"Feb 20, 2026",1.35,8.80%,18.98%,50.60,2.30,7.60% 8.60%,1.35,27.83%,-0.94%,0.65,172.70,51.19%,-,6.44%,1.29%,0.56,158.46,49000,-,Feb 04 BMO,7.03%,2.01M,160.40,"Sep 12, 1997",Yes / Yes,-1.86% 2.62%,"

","1,119,544",1.22%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,NYSE,-,-,-,34.77%,126.94M,-7.43%,2.51B,33.94,0.58,1.74%,82.80M,-27.67%,2.70B,-,-0.11,-,3.66%,-,-,-,91.19%,33.62%,1.61,-,-,3.23,1007.27%,-,3.03M,-41.06%,6.13,24.03,-,-,38.47 -48.51%,-,0.82,-,- -,-,19.67 0.71%,-,-,-,- -,-,7.81%,8.76%,-,-,-,-,-,2.36,-,-,0.80,-,-,27.22,1.60,- -,0.95,-,-19.47%,-,38.00,-,0.26,-,-22.68%,0.68,19.98,-,0.26,Mar 19 AMC,-22.68%,1.88M,19.81,"Jan 29, 2026",Yes / Yes,0.00% 0.00%,"

","1,275,816",-0.85%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-1.21,0.04%,393.26M,3.69%,15.04B,6.88,5.56,0.00%,393.12M,-1.90%,25.51B,-,0.75,8.62%,1.65%,6.04%,-467.65M,0.80,277.78%,-3.64%,4.29,35.64%,18.79B,1.30,48.17%,-1.60%,6.50M,5.78%,29.53,14.78,-,-4.01%,40.38 -5.28%,13.47%,2.59,-,843.02% -,-2.37%,22.82 67.62%,285.97%,-,5.58,14.06% 7.05%,25.24%,4.73%,4.33%,767.35%,-,1.36,57.23%,6.52%,1.63,118.32%,"Jul 09, 2019",0.54,-2.79%,-2.49%,56.20,1.60,- -,0.75,-113.09%,3.29%,1.45,50.30,0.00%,0.98,-11.58%,4.05%,1.05,38.26,-,0.72,Feb 27 BMO,14.37%,1.52M,38.25,"Jun 29, 1993",Yes / Yes,-348.51% 4.33%,"

","1,598,281",-0.03%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,40.02,1.12,8.79%,97.99M,-2.94%,5.92B,17.38,2.57,-15.56%,89.19M,37.75%,5.36B,0.56,0.31,96.73%,11.81%,25.31%,109.17M,6.57,24.55%,-2.26%,6.42,20.20%,900.78M,24.69,84.09%,8.60%,10.54M,27.78%,1.81,8.46,30.86%,58.05%,50.24 -11.17%,79.87%,5.28,17.26,- -,38.37%,22.90 94.89%,80.97%,0.70 (1.57%),24.24,27.22% 31.30%,60.58%,4.24%,5.45%,-,0.52 (1.17%),5.95,-36.34%,20.70%,2.18,-,"Mar 10, 2026",1.01,16.91%,12.12%,63.21,2.22,- -,1.01,-72.10%,6.64%,1.14,50.88,44.73%,0.63,16.72%,20.24%,0.70,44.81,3301,0.60,Feb 25 BMO,33.39%,1.64M,44.63,"Jun 30, 2021",Yes / Yes,5.08% 2.13%,"

","1,150,864",-0.40%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,15.26,0.58,6.22%,931.89M,-2.12%,8.18B,10.73,0.82,0.00%,873.90M,-11.04%,5.91B,0.88,0.13,73.01%,2.12%,-23.92%,612.46M,4.71,0.72%,1.23%,2.25,-36.33%,1.74B,1.67,23.37%,10.21%,18.54M,-18.17%,5.27,3.33,12.19%,11.25%,14.07 -37.60%,-31.19%,2.64,-,118.73% -,10.69%,8.71 0.79%,17.69%,0.30 (3.43%),10.77,20.22% 35.97%,63.57%,5.11%,3.10%,-,0.19 (2.19%),3.40,28.26%,32.73%,0.33,-,"Oct 10, 2025",6.26,11.30%,35.23%,31.83,1.73,- -,8.09,78.31%,-5.59%,0.24,12.50,39.99%,0.00,1.98%,-10.61%,1.17,8.98,7185,0.00,Mar 12 BMO,-24.21%,8.25M,8.78,"Jun 22, 2021",Yes / Yes,-2.52% 8.68%,"

","9,662,808",-2.23%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,NYSE,-,17.88,2.04,0.97%,74.99M,-9.82%,2.75B,11.19,3.26,-1.32%,74.54M,-23.16%,2.79B,0.88,0.18,117.42%,11.07%,-19.39%,165.39M,1.47,13.62%,-2.36%,5.15,-0.44%,1.87B,4.21,15.66%,12.52%,8.25M,-17.43%,8.67,14.57,12.74%,23.79%,51.29 -28.89%,14.25%,2.50,12.94,25.37% 2.71%,19.26%,26.61 37.05%,-3.70%,0.22 (0.61%),10.40,5.41% 11.35%,57.41%,4.49%,4.72%,-48.84%,-,1.49,-0.40%,11.43%,1.92,-,-,1.11,2.11%,8.85%,21.07,2.00,- -,1.98,18.88%,-15.68%,1.81,50.60,0.00%,0.35,6.80%,-20.38%,0.66,36.13,1390,0.32,Feb 19 BMO,-4.68%,1.60M,36.47,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","1,062,171",0.94%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,10.57,2.26,4.00%,59.95M,-2.85%,1.42B,9.31,2.56,-18.77%,57.14M,2.67%,1.12B,1.28,0.26,102.55%,13.14%,-20.22%,145.60M,0.97,-7.52%,-2.56%,5.43,-24.92%,1.46B,2.01,23.53%,14.99%,7.51M,-21.59%,11.86,4.37,7.29%,20.02%,41.22 -42.19%,-29.91%,5.45,4.39,65.31% -,19.99%,19.60 21.58%,-15.97%,-,4.47,7.07% 10.91%,86.85%,3.21%,4.37%,-43.09%,-,0.76,16.49%,12.97%,0.92,15.51%,-,2.99,3.75%,9.94%,49.39,2.92,- -,2.99,-1.87%,5.69%,0.52,25.50,0.00%,0.04,-0.54%,-7.06%,1.15,24.05,5168,0.02,Feb 12 AMC,-22.52%,1.38M,23.83,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","1,598,403",-0.91%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,7.65,0.84,-,133.34M,-8.44%,853.38M,6.96,0.92,-,131.47M,-11.48%,91.96M,-,-,16.21%,1.04%,-8.83%,149.83M,2.50,4.82%,3.05%,4.65,-14.67%,341.93M,1.29,5.75%,17.65%,1.36M,-7.78%,4.97,1.13,-,19.79%,9.29 -31.11%,33.33%,5.66,-,16.90% -,18.47%,4.42 44.80%,60.40%,-,-,4.04% 20.44%,67.27%,4.56%,3.04%,-73.23%,-,0.27,13.68%,35.74%,0.22,-,-,8.87,0.66%,43.82%,31.41,1.00,- -,9.02,11.98%,-8.39%,0.41,9.40,0.00%,0.00,-7.67%,-8.57%,0.85,6.43,815,0.00,Mar 09 AMC,-11.66%,293.06K,6.40,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","249,852",-0.47%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,-,-,-,86.30%,90.91M,1.29%,1.42B,13.49,1.16,0.16%,12.46M,-1.01%,1.12B,-,0.21,8.67%,2.12%,-13.10%,-,-,-2.36%,14.29%,1.55,-,-,5.60,20.00%,-,0.26M,-35.46%,2.80,4.66,-,-,24.60 -36.38%,-,3.36,-,- -,-,12.91 21.18%,-,-,-,68.16% 59.02%,-,4.32%,6.85%,-,-,-,-,-,1.01,-,-,3.86,-,-,42.47,1.00,- -,3.86,490.77%,-0.49%,-,26.00,0.00%,0.03,92.89%,-15.84%,0.76,15.15,354,0.02,Feb 25 AMC,-16.39%,170.40K,15.65,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","130,087",3.30%,XZO
