Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Arrow Electronics Inc,Technology,Electronics & Computer Distribution,USA,Large,NYSE,-,10.71B,12.71B,811.61M,35.92B,137.42,4.81,-,-,-,- -,0.00%,22230,"Jul 03, 1962",13.44,8.57,0.24,0.30,1.53,43.76,12.97,8.54,0.35,1.01,1.22,0.31,0.29,Yes / Yes,15.65,24.54,4.96,97.88%,12.53%,35.14%,-20.55% 8.02%,-5.98% 1.48%,76.95%,26.05%,46.58%,31.82%,Aug 06 AMC,18.74% 3.37%,0.59%,-18.63%,99.29%,-6.92%,2.59%,12.17%,8.96%,10.92%,3.76%,2.26%,-1.13%,-2.25%,30.42%,"

",50.98M,50.61M,2.63%,2.07,1.33M,237.33 -11.39%,101.79 106.60%,3.75%,3.67%,9.00,48.44,1.19,0.75,645.11K,"483,612",-7.30%,1.84%,4.39%,34.79%,90.87%,70.42%,64.26%,78.55%,216.86%,3.00,235.00,206.47,210.30,1.85%,ARW
Ensign Group Inc,Healthcare,Medical Care Facilities,USA,Large,NASD,-,10.59B,12.52B,378.70M,5.49B,41.90,5.50,0.27 (0.15%),0.26 (0.14%),"Jun 30, 2026",4.35% 4.56%,4.32%,46000,"Nov 09, 2007",28.46,21.24,1.69,1.93,4.33,32.99,25.26,20.99,2.28,1.21,1.21,0.92,0.87,Yes / Yes,6.38,8.55,1.96,18.63%,9.73%,12.53%,13.93% 13.84%,19.77% 16.50%,15.48%,18.89%,16.43%,17.33%,Jul 27 BMO,3.91% -0.08%,3.59%,-0.28%,89.36%,-2.89%,7.09%,16.98%,8.29%,13.96%,8.78%,6.90%,2.63%,8.23%,-0.61%,"

",58.27M,56.19M,2.99%,2.13,1.68M,218.00 -16.69%,141.58 28.28%,2.02%,2.53%,4.80,60.25,0.69,0.36,791.58K,"284,769",1.66%,8.93%,3.17%,-10.94%,4.26%,11.06%,85.14%,115.85%,944.15%,1.57,220.00,180.20,181.62,0.79%,ENSG
Antero Midstream Corp,Energy,Oil & Gas Midstream,USA,Large,NYSE,-,10.56B,14.17B,399.14M,1.31B,4.10,0.00,0.90 (4.06%),0.90 (4.05%),"Jul 29, 2026",0.00% -6.06%,105.18%,632,"May 04, 2017",26.69,17.11,0.87,8.04,5.43,-,13.61,14.82,10.79,0.84,0.84,1.86,1.85,Yes / Yes,0.83,1.30,0.30,27.73%,18.29%,19.56%,8.06% -,8.32% 5.33%,-11.58%,7.19%,-7.84%,8.33%,Jul 29 AMC,-10.81% 0.25%,30.63%,-0.16%,59.68%,0.45%,6.61%,19.82%,7.21%,62.92%,56.10%,30.41%,0.64%,0.81%,8.20%,"

",474.66M,329.27M,3.01%,4.24,9.91M,23.83 -6.69%,16.96 31.13%,2.11%,2.40%,0.53,52.93,0.63,0.91,2.34M,"2,131,263",5.10%,-2.28%,4.12%,11.76%,25.01%,21.80%,85.33%,138.12%,-,3.22,24.29,22.10,22.24,0.63%,AM
AES Corp,Utilities,Utilities - Diversified,USA,Large,NYSE,S&P 500,10.49B,48.11B,1.91B,13.02B,6.93,3.34,0.71 (4.83%),0.70 (4.79%),"Jul 31, 2026",3.03% 3.83%,53.52%,8336,"Jun 26, 1991",5.50,5.95,1.62,0.81,2.12,4.40,-,11.83,3.69,0.67,0.75,4.02,3.58,Yes / Yes,2.68,2.47,0.53,-1.45%,7.13%,3.67%,- 82.82%,-1.03% 4.83%,88.79%,8.22%,503.93%,19.86%,Aug 04 AMC,-8.00% 9.98%,0.60%,0.00%,88.13%,1.69%,3.72%,28.22%,5.21%,20.26%,18.69%,14.68%,-0.40%,-0.02%,1.21%,"

",713.16M,709.19M,2.90%,2.44,20.55M,17.65 -16.66%,12.33 19.30%,0.34%,0.32%,0.06,46.79,0.95,0.53,8.43M,"4,491,815",0.07%,-0.61%,2.01%,-9.48%,2.58%,13.94%,-24.41%,-41.42%,20.38%,3.00,15.00,14.70,14.71,0.07%,AES
Rambus Inc,Technology,Semiconductors,USA,Large,NASD,-,10.96B,10.15B,239.68M,756.33M,13.52,7.61,-,-,-,- -,0.00%,791,"May 14, 1997",46.24,26.93,1.15,14.49,7.47,13.28,36.58,32.08,13.42,9.08,9.75,0.01,0.01,Yes / Yes,2.18,3.75,0.79,21.43%,23.63%,23.44%,- -,15.88% 23.50%,3.84%,17.17%,15.13%,20.43%,Jul 27 AMC,7.42% 4.07%,0.79%,-14.94%,99.78%,5.51%,15.56%,17.79%,16.17%,74.46%,35.95%,31.69%,3.99%,-13.83%,-7.44%,"

",108.46M,107.61M,3.80%,1.38,4.09M,174.10 -41.98%,67.15 50.42%,5.21%,6.70%,7.79,48.62,1.88,1.00,2.95M,"2,964,945",3.81%,-4.15%,-22.47%,-5.59%,9.92%,32.14%,93.14%,320.88%,642.72%,1.73,147.50,96.42,101.01,4.76%,RMBS
Iamgold Corp,Basic Materials,Gold,Canada,Large,NYSE,-,10.44B,10.53B,1.16B,3.68B,7.66,0.87,-,-,"Jul 01, 2013",- -,0.00%,4596,"Dec 02, 2002",9.15,7.92,0.41,2.84,2.36,20.79,6.63,4.71,2.86,1.05,1.71,0.12,0.12,Yes / Yes,1.97,2.28,0.51,71.54%,8.14%,19.26%,- 69.94%,43.79% 18.10%,40.82%,84.72%,191.88%,47.51%,Aug 06 AMC,-3.96% -5.11%,0.30%,-1.76%,67.38%,-1.84%,20.50%,29.53%,23.56%,49.33%,47.49%,31.40%,17.38%,14.20%,5.27%,"

",578.00M,576.27M,1.02%,1.05,5.90M,24.87 -27.34%,7.55 139.34%,4.42%,4.19%,0.85,67.48,1.39,1.09,5.60M,"6,092,370",13.72%,20.55%,-5.09%,-16.27%,9.58%,124.47%,682.25%,668.94%,261.40%,1.58,23.47,18.16,18.07,-0.50%,IAG
Zions Bancorporation N.A,Financial,Banks - Regional,USA,Large,NASD,-,10.50B,-,1.15B,5.17B,52.18,-,1.83 (2.54%),1.80 (2.50%),"Aug 13, 2026",3.66% 5.29%,29.30%,9195,"Mar 17, 1980",9.16,10.48,1.46,2.03,1.38,-,5.77,-,-,-,0.15,0.45,0.29,Yes / Yes,7.85,6.86,1.66,33.17%,-14.23%,7.20%,1.24% 14.71%,14.19% 10.90%,43.25%,3.90%,86.90%,19.10%,Jul 20 AMC,94.32% 0.24%,1.55%,-3.88%,82.27%,0.34%,1.30%,16.19%,11.71%,-,29.06%,22.30%,2.02%,4.66%,18.04%,"

",145.94M,143.68M,3.81%,3.39,5.47M,73.34 -1.94%,46.19 55.70%,1.57%,1.90%,1.39,59.89,0.78,0.80,1.61M,"1,288,675",0.31%,2.13%,18.23%,12.23%,22.86%,35.29%,87.78%,28.57%,155.58%,2.71,75.00,71.00,71.92,1.30%,ZION
Praxis Precision Medicines Inc,Healthcare,Biotechnology,USA,Large,NASD,RUT,10.79B,10.03B,-339.13M,0.00M,48.04,27.17,-,-,-,- -,-,168,"Oct 16, 2020",-,-,-,-,8.04,14.22,-,-,-,15.73,15.73,0.00,0.00,Yes / Yes,-12.94,-10.01,-3.53,-0.90%,26.43%,-,42.16% 13.34%,- -,-5.32%,-100.00%,13.23%,-,Aug 06 BMO,21.76% -,6.32%,-0.65%,109.75%,4.22%,-36.80%,-38.86%,-25.29%,-,-,-,18.64%,25.54%,32.11%,"

",27.92M,26.15M,13.98%,7.40,3.66M,382.54 0.99%,37.19 938.80%,6.30%,5.63%,20.20,69.76,2.79,1.01,493.87K,"500,043",21.02%,17.90%,12.57%,20.55%,31.07%,697.21%,2241.39%,85.56%,-,1.37,623.68,370.68,386.33,4.22%,PRAX
Westlake Corp,Basic Materials,Specialty Chemicals,USA,Large,NYSE,-,10.12B,14.67B,-1.23B,11.29B,68.12,14.49,2.19 (2.76%),2.12 (2.68%),"May 27, 2026",17.22% 14.76%,-,14600,"Aug 11, 2004",-,23.72,-,0.90,1.16,5.46,-,12.31,1.30,1.70,2.45,0.68,0.66,Yes / Yes,-9.59,3.34,1.43,443.70%,7.88%,-,- -,-10.90% 8.28%,-1725.20%,-3.95%,283.32%,10.77%,Aug 04 BMO,9.84% 0.82%,74.05%,-0.08%,35.59%,-3.08%,-6.11%,-12.95%,-8.50%,8.52%,0.19%,-10.88%,4.43%,1.11%,-9.34%,"

",127.80M,33.17M,14.57%,4.25,4.83M,124.23 -36.27%,56.33 40.55%,3.43%,3.56%,3.00,55.29,0.65,0.65,1.14M,"734,277",0.55%,2.76%,-17.99%,-20.13%,7.07%,0.00%,-40.10%,-6.73%,63.51%,2.15,93.88,80.84,79.17,-2.07%,WLK
Allison Transmission Holdings Inc,Consumer Cyclical,Auto Parts,USA,Large,NYSE,-,10.21B,14.04B,529.00M,4.40B,23.94,4.83,1.11 (0.90%),1.12 (0.91%),"May 18, 2026",8.74% 9.69%,14.74%,4000,"Mar 15, 2012",19.62,11.44,0.56,2.32,5.16,25.58,14.36,12.18,3.19,1.17,1.81,2.14,2.12,Yes / Yes,6.30,10.80,2.29,12.85%,30.56%,20.55%,9.84% 22.82%,2.82% 7.66%,-28.71%,37.56%,-6.07%,92.38%,Aug 03 AMC,-13.27% 4.24%,0.82%,-2.57%,105.08%,2.33%,7.49%,28.35%,8.57%,35.35%,21.40%,12.02%,4.17%,5.09%,11.46%,"

",82.67M,81.90M,4.43%,3.18,3.63M,137.62 -10.19%,76.01 62.61%,3.36%,3.57%,4.40,57.77,0.97,0.55,1.14M,"631,490",4.63%,7.42%,3.17%,7.17%,26.25%,35.45%,109.39%,214.66%,337.68%,2.33,138.78,124.99,123.60,-1.11%,ALSN
Cullen Frost Bankers Inc,Financial,Banks - Regional,USA,Large,NYSE,-,10.44B,-,669.47M,2.92B,72.04,-,4.08 (2.43%),4.03 (2.40%),"Aug 31, 2026",6.83% 6.75%,39.84%,6008,"Nov 01, 1982",15.89,14.37,2.09,3.57,2.33,-,19.25,-,-,-,0.21,1.17,0.11,Yes / Yes,10.57,11.70,2.77,10.57%,6.63%,6.87%,4.08% 14.28%,15.78% 14.57%,13.72%,1.94%,12.79%,0.51%,Jul 30 BMO,5.77% 1.46%,6.37%,-0.02%,94.51%,1.83%,1.28%,15.33%,13.17%,-,27.82%,22.91%,1.90%,7.93%,20.08%,"

",62.15M,58.19M,6.85%,6.55,3.99M,170.29 -1.34%,119.00 41.18%,1.74%,2.05%,3.23,64.73,0.52,0.81,608.85K,"495,988",1.13%,6.75%,23.41%,14.87%,32.68%,34.57%,60.27%,43.83%,144.41%,2.71,169.86,166.01,168.01,1.20%,CFR
Aptiv Plc,Consumer Cyclical,Auto Parts,Switzerland,Large,NYSE,S&P 500,10.07B,17.06B,365.00M,20.66B,43.48,15.30,-,-,"Feb 04, 2020",- -,0.00%,140000,"Nov 17, 2011",28.66,7.41,1.88,0.49,1.11,3.17,9.23,5.77,0.83,1.57,2.11,1.07,1.04,Yes / Yes,1.69,6.55,1.34,-13.07%,13.66%,3.93%,-27.46% -35.19%,5.26% 9.32%,-71.83%,5.20%,1949.37%,5.41%,Aug 04 BMO,14.43% -1.21%,1.41%,6.12%,103.93%,7.01%,1.51%,4.01%,1.93%,17.11%,9.49%,1.77%,-10.88%,-19.18%,-23.00%,"

",212.35M,204.70M,5.41%,3.02,11.07M,78.49 -38.23%,46.16 5.03%,3.92%,3.48%,2.41,33.79,1.45,1.03,3.67M,"3,757,953",3.13%,-16.50%,-11.77%,-32.79%,-24.79%,-20.18%,-42.02%,-65.63%,6.79%,1.43,66.61,49.62,48.48,-2.30%,APTV
Skyworks Solutions Inc,Technology,Semiconductors,USA,Large,NASD,S&P 500,10.48B,10.37B,290.10M,4.01B,38.13,5.31,2.48 (3.57%),2.84 (4.08%),"May 26, 2026",6.90% 9.08%,91.35%,10000,"Sep 07, 1984",36.09,14.13,-,2.61,1.83,13.12,24.21,12.76,2.58,1.94,3.10,0.12,0.11,Yes / Yes,1.93,4.93,1.27,-14.98%,-2.20%,-0.69%,-26.69% -8.50%,-9.34% 4.02%,-22.93%,0.06%,-67.95%,-3.13%,Jul 28 AMC,4.90% 0.95%,0.44%,0.00%,114.39%,10.71%,3.83%,5.09%,4.54%,40.71%,8.70%,7.23%,9.13%,4.27%,8.46%,"

",150.50M,149.81M,20.91%,5.63,31.33M,90.90 -23.34%,51.93 34.18%,3.80%,4.56%,3.14,60.05,1.52,0.81,5.57M,"4,520,153",4.02%,23.15%,5.08%,11.83%,9.89%,-2.80%,-35.02%,-61.98%,3.18%,3.04,67.93,68.33,69.68,1.98%,SWKS
New York Times Co,Communication Services,Publishing,USA,Large,NYSE,-,10.31B,9.65B,392.82M,2.98B,12.68,4.10,0.90 (1.41%),0.82 (1.28%),"Jul 08, 2026",25.99% 24.57%,34.53%,6000,"May 03, 1973",26.69,20.47,1.79,3.46,5.05,15.61,16.55,16.20,3.24,1.58,1.58,0.00,0.00,Yes / Yes,2.40,3.12,0.65,16.06%,9.44%,11.43%,26.08% 28.48%,6.96% 9.63%,23.78%,10.76%,13.53%,11.17%,Aug 05 BMO,4.07% 1.39%,2.15%,-3.11%,102.28%,-9.47%,13.57%,19.72%,19.19%,48.59%,16.82%,13.19%,-10.60%,-11.94%,-12.31%,"

",160.76M,157.81M,8.61%,7.14,13.59M,87.10 -26.58%,54.10 18.21%,2.62%,3.47%,2.67,33.42,0.89,1.18,1.90M,"2,245,097",-2.34%,-12.37%,-17.99%,-9.57%,-7.88%,10.24%,44.19%,32.18%,400.39%,1.92,79.89,63.73,63.95,0.35%,NYT
Flowserve Corp,Industrials,Specialty Industrial Machinery,USA,Large,NYSE,-,10.29B,11.94B,371.27M,4.63B,17.76,5.75,0.87 (1.08%),0.86 (1.06%),"Jun 26, 2026",1.64% 0.98%,31.78%,16000,"Mar 17, 1980",28.39,17.37,1.41,2.22,4.56,14.08,25.01,17.09,2.58,1.58,2.15,1.03,1.00,Yes / Yes,2.85,4.66,0.99,12.99%,13.30%,12.33%,22.53% 21.58%,9.37% 4.87%,29.38%,-0.26%,24.16%,-1.59%,Jul 29 AMC,10.45% 0.91%,0.63%,-0.91%,104.97%,2.41%,6.19%,16.56%,8.20%,35.80%,13.02%,8.01%,8.90%,8.67%,8.11%,"

",127.26M,126.31M,6.39%,3.94,8.07M,92.41 -12.40%,48.71 66.19%,2.70%,3.67%,2.80,65.59,1.26,0.70,2.05M,"1,425,760",2.90%,16.32%,16.59%,-6.51%,16.68%,52.22%,104.88%,99.88%,70.46%,1.85,89.10,80.86,80.95,0.11%,FLS
Brookfield Renewable Partners LP,Utilities,Utilities - Renewable,Bermuda,Large,NYSE,-,10.33B,76.64B,-141.00M,6.51B,12.46,9.23,1.57 (4.56%),1.53 (4.45%),"Aug 31, 2026",5.19% 2.92%,-,5870,"Oct 21, 2003",-,-,-,1.59,2.76,3.73,-,24.29,11.77,0.79,0.80,8.43,7.01,Yes / Yes,-0.47,-1.54,-0.40,-520.50%,0.89%,-,27.26% 19.10%,11.96% 11.72%,51.25%,6.96%,-68.11%,1.25%,Jul 31 BMO,6.33% 9.37%,28.02%,0.00%,38.99%,0.44%,-0.11%,-2.61%,-0.31%,16.64%,12.53%,-2.16%,5.21%,1.57%,8.80%,"

",300.11M,216.03M,0.56%,1.35,1.22M,38.12 -9.72%,24.13 42.60%,2.77%,3.30%,1.07,59.72,1.09,1.36,904.01K,"1,226,933",5.23%,7.16%,0.32%,11.40%,27.59%,39.26%,30.00%,-11.15%,107.17%,2.31,36.37,34.23,34.41,0.53%,BEP
Old National Bancorp,Financial,Banks - Regional,USA,Large,NASD,RUT,10.36B,-,870.14M,4.10B,21.84,-,0.58 (2.13%),0.57 (2.10%),"Jun 05, 2026",0.00% 0.00%,31.34%,4971,"Jun 04, 1984",12.06,9.37,0.71,2.52,1.24,-,11.02,-,-,-,0.04,1.01,0.51,Yes / Yes,2.25,2.89,0.66,17.93%,10.92%,13.26%,6.08% 5.58%,28.47% 32.85%,32.69%,27.70%,93.78%,9.55%,Jul 22 BMO,3.87% 1.48%,11.44%,-4.28%,90.89%,-8.22%,1.22%,10.61%,6.84%,-,30.14%,21.20%,1.54%,4.83%,14.54%,"

",382.54M,338.80M,5.40%,4.47,18.30M,27.36 -1.02%,19.39 39.65%,1.45%,1.83%,0.48,59.65,0.83,0.79,4.09M,"3,245,055",0.30%,2.93%,12.13%,6.07%,21.38%,26.31%,60.33%,62.16%,98.10%,1.75,29.82,26.84,27.08,0.89%,ONB
Old Republic International Corp,Financial,Insurance - Property & Casualty,USA,Large,NYSE,-,10.25B,-,1.14B,9.72B,25.15,-,1.26 (2.97%),1.18 (2.77%),"Jun 05, 2026",8.03% 6.67%,31.17%,9500,"Nov 01, 1982",9.30,12.92,6.21,1.06,1.69,-,8.01,-,-,-,0.68,0.38,0.38,Yes / Yes,4.57,3.29,0.80,-5.29%,10.23%,2.08%,18.04% 14.77%,4.16% 4.98%,29.71%,12.13%,60.77%,13.37%,Jul 23 BMO,-4.20% 5.42%,7.92%,-0.20%,78.85%,-3.05%,5.09%,18.57%,13.62%,-,15.63%,11.71%,-0.76%,3.67%,3.87%,"

",241.43M,222.31M,4.14%,6.39,9.21M,44.65 -4.88%,35.54 19.50%,1.70%,2.22%,0.90,51.25,0.58,0.67,1.44M,"973,099",-2.41%,2.61%,8.40%,0.38%,-1.55%,18.58%,71.31%,105.48%,217.15%,2.40,43.50,42.43,42.47,0.09%,ORI
On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,Large,NYSE,-,10.26B,9.53B,499.71M,4.06B,7.09,4.52,-,-,-,- -,0.00%,3963,"Sep 15, 2021",20.79,14.93,0.39,2.53,4.37,6.87,19.64,12.97,2.35,2.25,2.83,0.32,0.25,Yes / Yes,1.49,2.08,0.48,76.77%,19.42%,38.26%,57.45% -,41.55% 51.61%,222.74%,29.34%,363.49%,18.73%,Aug 11 BMO,2.83% -3.21%,31.18%,0.15%,61.29%,1.98%,13.85%,24.23%,16.85%,64.82%,13.79%,12.31%,-15.40%,-16.26%,-23.17%,"

",301.72M,226.68M,8.74%,3.34,19.82M,52.20 -40.59%,30.11 2.98%,3.90%,3.51%,1.88,32.37,2.08,2.86,5.94M,"17,001,038",-18.80%,-17.83%,-8.34%,-31.55%,-33.28%,-37.74%,-10.25%,-,-,1.71,45.50,30.91,31.01,0.32%,ONON
Eldorado Gold Corp,Basic Materials,Gold,Canada,Large,NYSE,-,10.37B,11.58B,606.04M,2.03B,26.31,2.12,0.20 (0.50%),0.15 (0.38%),"Sep 01, 2026",- -,0.00%,8006,"Jan 23, 2003",13.98,7.43,0.16,5.10,1.51,18.70,-,10.02,5.70,0.85,1.31,0.26,0.22,Yes / Yes,2.84,5.34,0.82,91.88%,59.12%,46.13%,- 27.92%,27.80% 12.06%,42.66%,28.75%,2.05%,7.91%,Jul 30 AMC,-3.98% -10.28%,1.18%,0.00%,71.92%,-2.00%,7.47%,11.28%,7.23%,47.86%,44.69%,29.83%,20.01%,24.18%,14.92%,"

",260.81M,258.23M,5.15%,5.02,13.30M,51.16 -22.42%,21.84 81.73%,3.83%,4.87%,1.87,72.12,0.69,0.75,2.65M,"1,994,866",10.25%,34.63%,11.71%,-8.78%,10.50%,76.64%,333.30%,369.15%,89.45%,2.36,42.19,39.09,39.69,1.53%,EGO
Universal Health Services Inc,Healthcare,Medical Care Facilities,USA,Large,NYSE,S&P 500,10.44B,15.70B,1.53B,18.11B,127.49,2.29,0.82 (0.48%),0.80 (0.46%),"Sep 01, 2026",0.00% 31.95%,3.46%,101500,"Jul 09, 1981",7.02,7.13,1.00,0.58,1.35,75.20,12.35,5.82,0.87,1.04,1.12,0.70,0.59,Yes / Yes,24.56,24.19,5.30,4.08%,6.92%,7.16%,36.20% 15.93%,9.03% 8.48%,28.53%,10.05%,10.09%,8.27%,Jul 27 AMC,0.67% 1.29%,16.76%,-0.01%,86.91%,1.57%,9.87%,20.99%,12.79%,11.36%,11.36%,8.42%,6.03%,12.11%,-9.39%,"

",51.69M,50.39M,5.95%,2.89,3.00M,246.32 -29.99%,140.08 23.11%,3.48%,3.80%,6.26,63.00,1.06,0.53,1.04M,"551,289",0.46%,19.57%,1.66%,-18.95%,-20.90%,-1.58%,31.11%,16.01%,36.46%,2.43,192.81,168.72,172.45,2.21%,UHS
Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,Large,NYSE,S&P 500,10.25B,15.40B,426.57M,1.34B,36.89,1.23,4.57 (3.89%),4.52 (3.86%),"Oct 01, 2026",1.23% 1.11%,95.35%,320,"Jun 09, 1975",23.66,38.42,-,7.67,3.18,95.53,30.59,18.08,11.54,0.61,0.61,1.44,1.37,Yes / Yes,4.95,3.05,0.71,-12.10%,-25.83%,-8.89%,-0.21% 23.55%,5.99% 9.55%,25.59%,8.04%,-45.65%,7.76%,Jul 31 BMO,35.12% -1.81%,1.01%,0.00%,100.72%,1.08%,4.92%,13.14%,5.46%,38.21%,34.50%,31.95%,-4.77%,-4.48%,7.09%,"

",86.88M,86.01M,3.56%,3.24,3.06M,128.21 -8.58%,90.03 30.19%,1.84%,1.58%,2.01,32.74,0.92,0.56,944.70K,"532,540",-3.79%,-4.01%,1.44%,8.88%,16.28%,26.28%,15.53%,-1.67%,-26.30%,1.75,132.47,116.74,117.21,0.40%,FRT
Apogee Therapeutics Inc,Healthcare,Biotechnology,USA,Large,NASD,RUT,10.18B,9.31B,-294.37M,0.00M,15.86,12.85,-,-,-,- -,-,261,"Jul 14, 2023",-,-,-,-,8.49,10.47,-,-,-,26.44,26.44,0.09,0.09,Yes / Yes,-4.33,-5.59,-1.15,-7.40%,-23.33%,-13.93%,-75.11% -,- -,-6.36%,-,-0.60%,-,Aug 10 BMO,-6.33% -,24.09%,-1.46%,67.81%,-19.96%,-29.53%,-32.46%,-22.67%,-,-,-,0.19%,10.84%,56.22%,"

",61.85M,57.41M,7.35%,1.58,4.22M,134.88 -0.24%,34.58 289.10%,0.18%,0.19%,0.78,77.00,0.32,0.30,2.68M,"802,271",0.24%,0.44%,62.25%,105.42%,78.26%,266.62%,520.90%,-,-,2.87,132.44,134.69,134.55,-0.10%,APGE
Molina Healthcare Inc,Healthcare,Healthcare Plans,USA,Large,NYSE,-,10.76B,-,-7.00M,44.52B,80.21,-,-,-,-,- -,0.00%,19000,"Jul 02, 2003",-,21.11,2.97,0.24,2.57,-,39.69,-,-,-,1.68,0.95,0.95,Yes / Yes,-0.19,9.76,0.82,-52.56%,86.50%,7.10%,-12.98% -4.51%,12.42% 18.68%,-100.90%,2.55%,-75.37%,-4.84%,Jul 22 AMC,8.59% 0.39%,1.44%,-2.35%,112.55%,6.10%,-0.04%,-0.16%,-0.09%,-,0.66%,-0.02%,0.91%,-1.45%,19.17%,"

",52.00M,51.45M,5.71%,2.55,2.94M,244.89 -15.86%,121.06 70.21%,3.72%,4.58%,8.74,51.15,0.75,0.72,1.15M,"833,454",5.60%,-14.70%,7.56%,64.28%,18.74%,30.99%,-34.74%,-16.76%,256.20%,2.65,209.24,194.54,206.06,5.92%,MOH
American Airlines Group Inc,Industrials,Airlines,USA,Mid,NASD,-,9.88B,37.13B,-326.00M,58.34B,-6.00,12.81,-,-,"Feb 04, 2020",- -,0.00%,139100,"Dec 09, 2013",-,5.82,0.05,0.17,-,1.17,34.68,12.16,0.64,0.42,0.53,-,-,Yes / Yes,-0.49,2.56,-0.20,-48.52%,1283.48%,109.51%,-4.69% -,3.71% 25.80%,-157.37%,7.53%,-88.18%,16.28%,Jul 23 BMO,347.76% 0.21%,1.58%,-3.28%,73.37%,-0.22%,-0.51%,-,-1.18%,17.86%,1.83%,-0.56%,-2.43%,-4.77%,7.63%,"

",661.94M,651.51M,9.84%,0.59,64.12M,18.79 -20.54%,10.09 47.97%,3.86%,3.95%,0.69,44.41,1.34,0.37,108.34M,"39,959,238",-9.95%,-4.72%,17.65%,-1.13%,-2.61%,15.02%,-4.60%,-26.92%,-57.25%,2.19,19.76,15.29,14.93,-2.35%,AAL
Dillard's Inc,Consumer Cyclical,Department Stores,USA,Mid,NYSE,-,9.93B,9.07B,656.90M,6.61B,129.68,90.75,32.65 (5.13%),1.19 (0.19%),"Jun 30, 2026",11.20% 12.89%,3.02%,29100,"Oct 27, 1969",15.12,18.42,8.69,1.50,4.90,7.01,13.16,10.36,1.37,1.20,2.37,0.27,0.22,No / Yes,42.08,34.52,4.29,10.28%,-8.28%,2.12%,-10.50% -,-2.11% 8.16%,16.26%,0.62%,54.47%,2.69%,May 14 BMO,5.55% 0.88%,50.04%,-0.01%,52.47%,3.55%,16.33%,33.83%,26.54%,37.81%,10.56%,9.95%,7.13%,10.56%,5.89%,"

",11.63M,7.80M,12.69%,7.59,0.99M,711.41 -10.60%,448.54 41.80%,4.08%,3.84%,22.82,65.83,1.16,1.32,130.36K,"172,716",3.16%,20.60%,18.86%,0.24%,4.89%,38.65%,103.38%,322.00%,1076.70%,4.00,537.00,646.04,636.02,-1.55%,DDS
Factset Research Systems Inc,Financial,Financial Data & Stock Exchanges,USA,Mid,NYSE,S&P 500,9.89B,11.15B,565.97M,2.44B,56.80,8.70,4.51 (1.62%),4.46 (1.60%),"May 29, 2026",7.76% 7.51%,27.52%,12800,"Jun 28, 1996",18.32,14.18,1.61,4.05,4.89,31.94,13.96,11.62,4.57,0.68,0.68,0.77,0.51,Yes / Yes,15.17,19.61,4.34,4.76%,10.24%,8.79%,14.93% 10.02%,7.98% 9.22%,8.75%,6.62%,-9.62%,6.39%,Jul 01 BMO,1.79% 0.81%,0.31%,0.00%,108.37%,3.87%,13.27%,27.03%,18.44%,51.38%,30.79%,23.21%,3.88%,10.47%,12.38%,"

",35.78M,35.46M,11.16%,4.12,3.96M,387.75 -28.31%,185.00 50.26%,2.91%,3.99%,11.21,58.20,0.70,0.50,959.86K,"478,553",-0.01%,10.05%,28.75%,35.73%,-4.20%,-25.02%,-34.43%,-23.37%,60.88%,3.14,271.47,282.95,277.99,-1.75%,FDS
