Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,10.69,2.26,4.00%,59.95M,-0.86%,1.44B,9.43,2.56,-18.77%,57.14M,19.41%,1.14B,1.29,0.26,102.49%,13.14%,-22.94%,145.60M,0.98,-7.52%,-2.56%,5.28,-24.01%,1.46B,2.03,23.53%,14.99%,7.51M,-20.63%,11.86,4.43,7.29%,20.02%,41.22 -41.48%,-34.49%,5.45,4.44,65.31% -,19.99%,19.60 23.06%,-19.71%,-,4.54,7.07% 10.91%,86.85%,2.70%,3.38%,-35.58%,-,0.78,16.49%,12.97%,0.83,23.44%,-,2.99,3.75%,9.94%,50.31,2.92,- -,2.99,-1.87%,1.54%,0.49,25.50,0.00%,0.04,-0.54%,-2.68%,0.78,24.83,5168,0.02,Feb 12 AMC,-20.36%,1.42M,24.12,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","1,103,826",-2.86%,YELP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,7.55,0.84,-,133.34M,0.00%,841.38M,6.86,0.92,-,131.47M,-11.87%,79.96M,-,-,16.17%,1.04%,-10.50%,149.83M,2.46,4.82%,3.05%,4.80,-16.97%,341.93M,1.27,5.75%,17.65%,1.36M,-9.08%,4.97,1.11,-,19.79%,9.29 -32.08%,18.61%,5.66,-,16.90% -,18.47%,4.60 37.17%,65.62%,-,-,4.04% 20.44%,67.27%,2.75%,3.20%,-68.95%,-,0.23,13.68%,35.74%,0.21,-,-,8.87,0.66%,43.82%,34.72,1.00,- -,9.02,11.98%,-5.60%,0.42,9.40,0.00%,0.00,-7.67%,-8.53%,0.66,6.39,815,0.00,Mar 09 AMC,-12.65%,283.82K,6.31,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","187,098",-1.25%,YALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,RUT,-,-,86.30%,90.91M,-6.80%,1.35B,12.77,1.16,0.18%,12.46M,-4.57%,1.05B,-,0.21,8.67%,2.12%,-28.52%,-,-,-2.36%,14.33%,1.44,-,-,5.30,20.00%,-,0.26M,-38.93%,2.80,4.41,-,-,24.60 -39.80%,-,3.36,-,- -,-,12.91 14.67%,-,-,-,68.16% 59.02%,-,5.88%,5.90%,-,-,-,-,-,0.94,-,-,3.86,-,-,39.01,1.00,- -,3.86,490.77%,-4.91%,-,26.00,0.00%,0.03,92.89%,-15.64%,1.12,14.98,354,0.02,Feb 25 AMC,-19.79%,182.43K,14.81,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","203,692",-1.13%,XZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Inc,Technology,Software - Infrastructure,USA,NYSE,S&P 500,28.45,2.10,12.47%,542.09M,0.17%,35.88B,12.90,4.64,-0.15%,524.39M,18.01%,36.66B,0.37,0.68,72.19%,4.09%,-8.33%,1.31B,1.48,51.61%,-1.68%,2.54,-22.63%,24.19B,1.62,29.21%,3.42%,21.46M,-7.99%,36.88,4.40,35.09%,6.01%,82.50 -27.41%,-4.30%,13.61,14.80,- 36.61%,4.49%,44.27 35.28%,-1.30%,-,10.56,11.33% 20.56%,42.26%,4.44%,4.87%,-71.95%,-,1.52,-54.57%,12.82%,2.94,364.98%,-,2.19,0.30%,5.40%,49.27,1.46,- -,2.20,-93.82%,-2.53%,2.62,86.08,0.00%,0.40,3.65%,-0.24%,0.54,61.17,10205,0.31,Feb 26 AMC,-12.28%,8.46M,59.89,"Nov 19, 2015",Yes / Yes,-0.06% 0.61%,"

","4,602,901",-2.09%,XYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylem Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,30.69,3.93,0.26%,243.58M,-1.08%,29.29B,19.86,6.07,-1.88%,242.50M,-5.35%,30.59B,2.02,1.08,94.72%,1.99%,-12.76%,957.00M,3.25,8.25%,0.57%,2.75,-16.09%,9.03B,2.56,10.29%,5.61%,4.84M,-11.55%,47.13,19.80,9.83%,8.65%,154.27 -21.92%,-0.29%,6.08,33.55,25.98% 22.83%,7.20%,100.47 19.88%,22.17%,1.55 (1.29%),16.22,17.68% 13.14%,38.34%,2.64%,2.34%,19.13%,1.63 (1.35%),3.39,7.18%,14.53%,3.14,202.49%,"Feb 24, 2026",1.28,5.40%,10.60%,36.22,1.76,10.06% 9.00%,1.62,2.85%,-2.74%,1.18,160.62,40.79%,0.22,5.89%,-8.29%,1.17,119.94,22000,0.16,Feb 10 BMO,-12.46%,1.76M,120.45,"Oct 13, 2011",Yes / Yes,0.76% 1.07%,"

","2,067,042",0.43%,XYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twenty One Capital Inc,Financial,Shell Companies,USA,NYSE,-,20.69,0.34,60.48%,651.39M,-4.35%,2.14B,-,-,0.00%,257.44M,16.78%,2.14B,-,-,3.41%,1.13%,-38.55%,4.35M,-,-,111.49%,1.94,-67.03%,0.00M,0.86,-,4.17%,2.91M,-19.75%,8.21,71434.97,-,4.22%,59.75 -88.23%,-33.05%,0.00,4658.80,- -,4.14%,5.61 25.31%,-,-,-,- -,-,6.57%,6.47%,-,-,-,1946.99%,-,0.47,-,-,0.13,-,-,51.54,-,- -,0.13,331.72%,4.62%,-3.96,-,0.00%,0.01,-,-1.61%,1.05,6.96,2,0.00,-,-61.31%,1.50M,7.03,"Aug 13, 2024",Yes / No,- -,"

","1,570,209",1.01%,XXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA,NASD,-,-,-3.00,0.66%,199.60M,-6.18%,2.29B,7.36,1.56,-0.22%,198.44M,-8.65%,4.43B,2.56,0.31,107.16%,6.53%,2.27%,-598.00M,0.62,-10.53%,-3.44%,2.69,-13.41%,3.68B,1.71,8.83%,-10.70%,12.97M,0.31%,6.71,7.02,2.87%,-36.45%,17.18 -33.27%,-27.44%,1.63,22.02,12.05% -51.27%,-17.35%,9.85 16.40%,-69.22%,-,7.33,-2.10% 1.95%,50.00%,4.70%,5.40%,-81.00%,0.64 (5.58%),1.20,34.18%,6.88%,0.65,-80.77%,"Dec 26, 2025",1.03,-2.98%,-16.25%,41.78,2.56,8.58% 9.86%,1.51,66.18%,-8.14%,1.00,14.62,-,1.84,6.19%,-9.05%,0.50,11.54,14000,1.57,Feb 26 AMC,-13.02%,4.81M,11.47,"Aug 12, 1987",Yes / Yes,-2.70% 3.76%,"

","2,396,784",-0.65%,XRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expro Group Holdings N.V,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,41.21,0.45,0.81%,113.56M,8.43%,2.09B,11.35,1.62,0.00%,112.84M,1.16%,2.06B,0.19,0.13,102.11%,5.81%,41.79%,51.69M,1.30,193.33%,2.63%,5.85,52.74%,1.61B,1.36,22.73%,2.17%,6.56M,37.75%,13.51,10.59,60.20%,3.42%,18.73 -1.82%,73.00%,1.74,21.40,- -,3.07%,6.70 174.68%,3.84%,-,6.70,7.90% 18.94%,11.94%,5.35%,4.92%,-12.43%,-,1.28,0.81%,7.21%,0.86,-80.70%,"Aug 29, 2017",1.79,-6.17%,3.22%,63.92,3.20,- -,2.16,-74.31%,8.36%,0.96,17.25,0.00%,0.11,-12.53%,11.00%,1.32,17.81,8500,0.10,Feb 19 BMO,40.55%,1.12M,18.39,"Aug 09, 2013",Yes / Yes,-80.77% -6.96%,"

","1,482,526",3.26%,XPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPO Inc,Industrials,Trucking,USA,NYSE,-,70.45,2.64,2.94%,117.00M,-1.07%,21.83B,32.22,5.78,0.00%,113.70M,-7.38%,25.61B,1.32,0.88,106.32%,5.99%,34.51%,316.00M,2.68,19.97%,-0.83%,3.89,41.85%,8.16B,11.71,29.22%,3.97%,6.81M,37.10%,15.91,70.41,24.44%,18.26%,220.50 -15.50%,65.63%,2.65,66.35,9.29% -,5.52%,85.06 119.06%,512.93%,-,20.45,1.86% -4.37%,12.00%,4.25%,4.72%,362.71%,-,3.14,-19.66%,8.95%,9.39,1584.01%,-,1.05,1.05%,3.87%,47.08,1.86,- -,1.05,-21.71%,-4.59%,2.02,207.95,0.00%,2.20,4.69%,2.26%,1.28,185.60,22500,2.08,Feb 05 BMO,28.66%,1.75M,186.33,"Jul 26, 2002",Yes / Yes,15.21% 2.84%,"

","2,246,421",0.39%,XPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-0.17,0.53%,779.61M,-1.57%,14.70B,57.50,0.33,0.00%,775.51M,7.40%,14.48B,-,-0.09,13.29%,5.55%,-5.04%,-156.47M,1.38,88.69%,2.49%,6.04,-11.70%,10.69B,4.26,1766.05%,-1.20%,43.03M,-7.00%,4.43,2.64,-,-3.63%,28.24 -33.20%,-11.83%,7.14,-,52.82% 27.62%,-2.61%,15.38 22.63%,96.05%,-,-,38.84% 66.00%,18.89%,4.27%,3.70%,-38.87%,-,1.36,80.63%,-5.74%,0.86,-,-,0.91,88.10%,-1.46%,52.54,1.67,- -,1.09,128.68%,3.29%,1.14,22.78,-,1.23,40.10%,2.10%,0.68,18.87,15364,0.38,Mar 20 BMO,-6.22%,7.13M,18.86,"Aug 27, 2020",Yes / Yes,4057.14% 4.21%,"

","4,866,089",-0.05%,XPEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPEL Inc,Consumer Cyclical,Auto Parts,USA,NASD,RUT,21.80,1.85,9.36%,27.60M,7.47%,1.11B,14.32,2.81,0.00%,25.02M,-19.29%,1.09B,0.48,0.36,77.89%,7.76%,-21.02%,51.23M,2.33,14.77%,-0.11%,8.03,22.28%,476.20M,3.97,32.50%,14.93%,1.94M,-19.29%,10.15,21.86,29.79%,20.26%,55.91 -27.96%,21.07%,1.84,17.67,7.29% 22.82%,17.25%,24.25 66.10%,-36.03%,-,14.35,13.70% 24.54%,42.21%,3.77%,4.54%,-21.57%,-,2.29,12.53%,13.16%,1.81,4611.11%,-,1.52,13.27%,10.76%,39.51,1.00,- -,3.25,50.58%,-0.72%,1.30,55.33,0.00%,0.08,13.71%,-15.89%,0.72,39.01,1337,0.06,Feb 25 BMO,-2.24%,242.05K,40.28,"Oct 19, 2006",Yes / Yes,7.45% -2.20%,"

","174,607",3.27%,XPEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP Inc,Financial,Capital Markets,Brazil,NASD,-,11.63,1.65,23.93%,415.37M,1.00%,10.13B,8.22,2.34,0.00%,400.86M,-11.39%,23.81B,0.61,0.50,62.49%,3.71%,20.05%,926.34M,3.04,9.85%,-0.15%,2.25,-1.33%,3.34B,2.32,13.55%,1.44%,14.86M,17.41%,8.28,5.36,13.55%,24.57%,23.13 -16.90%,30.39%,3.59,1.08,12.04% 19.21%,18.86%,12.20 57.54%,76.01%,1.06 (5.50%),20.68,7.90% 15.03%,68.99%,4.61%,4.93%,-47.41%,0.18 (0.94%),7.14,13.50%,32.39%,1.08,-,"Dec 10, 2025",0.28,3.19%,27.77%,48.16,1.36,- -,0.26,23.52%,-2.76%,1.27,24.20,0.01%,3.62,20.27%,-2.41%,0.59,19.52,7442,0.14,Feb 12 AMC,4.57%,6.59M,19.22,"Dec 11, 2019",Yes / Yes,2.59% 3.65%,"

","3,865,022",-1.54%,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,NYSE,S&P 500,24.70,6.69,0.21%,4.18B,4.14%,689.10B,18.64,8.87,-0.20%,4.16B,9.70%,734.20B,1.44,1.75,66.97%,1.16%,41.73%,28.84B,2.13,14.67%,0.00%,2.29,47.63%,323.40B,2.66,10.69%,6.39%,48.37M,37.43%,62.07,64.52,12.91%,11.03%,162.44 1.81%,42.82%,2.56,29.18,-20.34% -,9.66%,97.80 69.10%,59.74%,4.16 (2.51%),12.35,-6.83% 12.70%,21.56%,2.96%,2.66%,193.54%,4.04 (2.44%),2.27,-14.98%,10.34%,4.18,96.93%,"Feb 12, 2026",0.79,-4.86%,8.92%,74.17,2.29,4.06% 2.82%,1.15,-11.04%,7.19%,0.32,155.24,59.70%,0.19,-1.81%,12.87%,1.23,161.13,58000,0.15,Jan 30 BMO,35.80%,21.16M,165.38,"Jan 01, 1920",Yes / Yes,0.61% 2.08%,"

","26,099,891",2.64%,XOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xometry Inc,Industrials,Industrial Distribution,USA,NASD,RUT,-,-1.22,15.65%,49.84M,6.88%,2.15B,35.67,1.16,-1.89%,43.72M,-27.47%,2.27B,0.59,0.10,96.78%,11.09%,-32.61%,-61.74M,3.13,89.73%,2.58%,4.76,-24.68%,686.63M,7.72,61.16%,-8.75%,4.85M,-30.30%,5.37,9.80,60.37%,-20.93%,73.87 -43.89%,52.28%,4.23,-,10.17% -6.20%,-10.07%,18.59 122.97%,189.25%,-,-,21.70% 37.17%,36.56%,5.29%,8.47%,-,-,3.31,-18.29%,-5.93%,3.37,-,-,3.71,25.87%,-8.99%,42.82,1.80,- -,3.76,15.55%,0.80%,0.88,62.33,-,1.23,29.52%,-21.81%,0.54,41.48,1174,1.22,Feb 24 BMO,-16.74%,1.02M,41.45,"Jun 30, 2021",Yes / Yes,31.47% 4.90%,"

","547,085",-0.07%,XMTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPLR Infrastructure LP,Utilities,Utilities - Renewable,USA,NYSE,-,-,-0.29,8.11%,94.00M,-3.75%,1.98B,4.43,2.32,0.00%,86.34M,-3.47%,14.88B,-,0.49,56.17%,5.16%,11.14%,-27.00M,1.67,3585.60%,0.91%,3.22,5.22%,1.19B,0.30,-4.98%,-0.12%,4.45M,2.80%,33.94,1.94,-,-0.75%,11.43 -10.06%,9.59%,5.30,22.02,- 18.00%,-0.31%,7.53 36.61%,-83.16%,-,21.11,7.10% 5.31%,10.52%,2.65%,3.18%,-85.21%,-,12.53,-201.77%,4.97%,0.37,-61.56%,-,0.84,-1.98%,-2.27%,49.15,3.00,- -,0.91,128.56%,-0.65%,0.94,12.20,-,1.95,-14.63%,0.19%,0.31,10.10,-,1.71,Feb 10 BMO,5.33%,1.38M,10.28,"Jun 27, 2014",Yes / Yes,-22.96% -42.47%,"

","430,831",1.78%,XIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,23.37,0.63,1.13%,92.15M,1.72%,1.36B,33.52,0.44,-16.28%,91.11M,-7.35%,2.62B,-,0.16,97.75%,4.91%,-1.54%,62.51M,1.26,-57.81%,-2.17%,5.93,2.15%,1.08B,1.20,62.96%,2.24%,4.47M,4.31%,12.31,6.09,-,5.31%,16.48 -10.50%,16.42%,2.42,15.12,9.80% -,2.49%,8.55 72.51%,21.40%,0.58 (3.93%),11.01,2.63% 23.87%,13.59%,3.01%,3.26%,-22.29%,0.56 (3.80%),2.43,310.82%,9.92%,0.48,-1.60%,"Mar 31, 2026",1.54,3.80%,5.80%,47.12,2.00,40.95% 14.87%,1.54,987.50%,-1.15%,1.18,16.50,86.93%,1.26,1.42%,-2.53%,0.71,14.75,42,1.21,Feb 24 BMO,5.92%,754.74K,14.75,"Feb 04, 2015",Yes / Yes,100.00% 0.31%,"

","538,035",0.00%,XHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,NASD,RUT,-,-4.36,3.52%,83.19M,-3.30%,4.44B,-,-4.66,-11.67%,80.26M,24.95%,3.90B,-,-1.18,99.07%,6.89%,21.04%,-345.91M,592.09,-10.02%,0.10%,4.04,42.92%,7.50M,7.34,2.93%,-33.77%,5.53M,19.10%,7.27,8.09,12.26%,-51.76%,63.95 -16.53%,46.45%,6.60,-,-28.36% -40.02%,-58.81%,26.74 99.63%,52.30%,-,-,-7.36% -25.26%,66.09%,3.17%,5.07%,220.41%,-,519.97,-44.99%,-4974.27%,2.78,696.12%,-,13.42,-,-4612.13%,57.71,1.05,- -,13.42,-56.77%,4.21%,0.81,79.14,-,0.01,-,17.13%,0.83,54.42,370,0.01,Feb 26 AMC,33.69%,1.37M,53.38,"Nov 05, 2014",Yes / Yes,-9.94% -,"

","1,140,982",-1.91%,XENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",22.78,3.42,0.21%,623.60M,-4.24%,48.64B,17.20,4.53,-1.26%,622.59M,-6.47%,84.28B,1.85,0.95,89.75%,4.17%,7.28%,2.02B,3.31,8.37%,1.62%,5.25,7.75%,14.67B,2.06,10.05%,2.57%,25.95M,5.55%,37.86,110.79,9.29%,9.36%,84.23 -7.44%,13.22%,0.70,-,2.58% 4.20%,3.51%,65.21 19.55%,18.93%,2.39 (3.07%),14.08,-1.36% 4.94%,24.47%,2.62%,1.93%,18.88%,2.30 (2.95%),5.74,-0.01%,19.79%,1.66,89.09%,"Mar 13, 2026",0.60,8.94%,13.75%,39.04,1.40,5.35% 5.80%,0.71,17.90%,-4.18%,0.45,90.56,66.55%,1.53,13.78%,-1.27%,0.87,76.95,11534,1.44,Feb 05 BMO,2.90%,4.94M,77.96,"Feb 28, 1949",Yes / Yes,-0.17% -1.81%,"

","4,311,719",1.31%,XEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,NASD,S&P 500,32.71,3.14,27.72%,103.99M,-0.54%,10.72B,17.69,5.81,0.00%,75.37M,-4.18%,20.19B,0.93,1.27,67.02%,7.56%,-19.67%,327.33M,1.50,25.89%,-0.35%,3.44,-18.47%,7.14B,-,10.15%,2.44%,5.69M,-14.59%,-2.65,5.19,19.02%,-,134.72 -23.72%,21.09%,19.80,15.48,- -,2.74%,65.25 57.50%,-3.57%,1.03 (1.00%),11.36,23.86% 27.77%,32.73%,3.50%,3.54%,-17.90%,1.00 (0.97%),2.83,-30.95%,16.21%,4.08,9.95%,"Feb 23, 2026",1.58,0.14%,4.59%,45.76,1.18,- 0.00%,1.63,-59.12%,-0.13%,1.04,143.89,31.85%,-,1.48%,-5.94%,0.65,101.13,28500,-,Feb 12 AMC,-10.24%,1.65M,102.77,"Oct 25, 2002",Yes / Yes,-20.59% 0.73%,"

","1,078,936",1.62%,WYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,NYSE,S&P 500,52.58,0.45,0.51%,720.53M,-2.28%,16.96B,32.70,0.72,-1.94%,716.99M,-6.33%,22.22B,0.42,0.03,90.97%,2.24%,0.26%,324.00M,2.46,43.16%,1.54%,2.36,-2.97%,6.91B,1.80,151.41%,1.95%,16.04M,-0.63%,13.08,36.40,77.59%,3.38%,30.06 -21.68%,-20.37%,0.65,-,-43.86% -15.92%,2.22%,21.16 11.27%,-17.17%,0.84 (3.59%),20.48,-12.15% -1.72%,14.84%,2.91%,2.43%,-24.56%,0.84 (3.57%),3.22,-17.56%,6.53%,0.65,-15.93%,"Mar 10, 2026",0.83,-3.07%,4.69%,42.93,1.77,5.27% 10.49%,1.29,-7.91%,-1.61%,1.02,31.82,187.58%,0.61,-9.78%,-7.27%,0.68,23.16,9517,0.55,Jan 29 AMC,-5.00%,6.81M,23.54,"Dec 06, 1963",Yes / Yes,30.77% -1.78%,"

","4,609,055",1.64%,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,RUT,15.00,1.13,2.01%,81.19M,1.99%,1.38B,10.05,1.68,1.35%,79.68M,-2.14%,1.95B,0.66,0.22,102.19%,9.08%,-7.49%,92.00M,0.73,7.58%,-8.68%,4.91,-41.82%,1.87B,3.37,16.86%,5.45%,7.24M,-6.72%,5.03,6.67,15.13%,25.72%,32.80 -48.38%,17.33%,2.54,11.32,- -,8.68%,9.58 76.72%,5.35%,0.40 (2.37%),10.74,-11.29% 0.91%,46.89%,4.40%,5.31%,-53.68%,0.40 (2.36%),1.04,99.47%,7.94%,0.88,-4.46%,"Apr 01, 2026",0.87,6.80%,4.91%,49.38,2.10,0.00% 0.00%,1.40,27.08%,-0.04%,1.87,23.44,35.10%,1.87,4.61%,-4.14%,0.61,16.65,3050,1.60,Feb 26 BMO,-20.48%,1.47M,16.93,"Jul 20, 1965",Yes / Yes,3.12% 1.33%,"

","903,340",1.68%,WWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward Inc,Industrials,Aerospace & Defense,USA,NASD,-,46.47,7.94,0.40%,59.76M,0.47%,22.00B,36.46,10.12,-24.39%,59.38M,-6.05%,22.46B,1.84,2.07,89.28%,1.10%,20.60%,488.74M,5.80,26.64%,-2.59%,1.04,53.39%,3.79B,8.52,16.00%,10.84%,0.66M,22.05%,43.30,48.43,19.77%,20.38%,403.31 -8.51%,92.06%,7.62,53.69,38.38% 13.95%,15.95%,146.82 151.32%,306.24%,1.22 (0.33%),31.46,14.40% 7.41%,27.93%,4.13%,3.80%,208.37%,1.16 (0.31%),5.92,32.48%,15.81%,14.94,617.18%,"Feb 19, 2026",1.36,14.52%,12.89%,48.92,1.67,13.80% 16.59%,2.05,52.42%,-2.07%,0.98,420.00,15.57%,0.35,28.95%,1.02%,0.60,361.65,10200,0.18,Feb 02 AMC,28.32%,631.34K,368.99,"May 31, 1996",Yes / Yes,31.61% 11.95%,"

","378,633",2.03%,WWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wave Life Sciences Ltd,Healthcare,Biotechnology,Singapore,NASD,RUT,-,-1.21,16.25%,187.66M,-6.66%,2.19B,-,-1.38,1.23%,157.66M,-13.85%,1.61B,-,-0.32,85.69%,8.66%,-27.22%,-204.38M,51.24,-10.06%,16.55%,4.21,68.31%,42.73M,4.21,-3.88%,-41.26%,13.65M,-31.59%,2.76,3.64,-2.67%,-54.97%,21.73 -46.48%,15.49%,3.20,-,16.10% 20.52%,-38.16%,5.28 120.27%,224.86%,-,-,127.08% 16.31%,79.28%,6.01%,6.20%,51.83%,-,37.75,-54.80%,-504.09%,0.80,-19.85%,-,6.47,-60.55%,-478.33%,35.73,1.06,- -,6.47,-273.85%,-11.40%,-1.51,35.22,-,0.03,-79.41%,-12.66%,0.83,11.62,317,0.02,Feb 26 BMO,14.32%,3.25M,11.63,"Nov 11, 2015",Yes / Yes,-9.29% 7.39%,"

","2,694,723",0.09%,WVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeraWulf Inc,Financial,Capital Markets,USA,NASD,RUT,-,-1.66,35.38%,395.60M,1.12%,6.88B,-,-0.01,-0.39%,274.02M,3.44%,8.62B,-,-0.19,70.03%,34.15%,29.55%,-661.42M,40.83,54.52%,19.76%,3.12,41.17%,168.46M,45.69,99.18%,-17.98%,93.59M,41.17%,0.36,1.99,39.23%,-343.69%,18.51 -12.37%,367.44%,8.15,-,-26.20% -49.56%,-13.79%,2.06 687.38%,1972.84%,-,-,123.78% 65.83%,-1.67%,7.88%,8.37%,73.91%,-,51.15,-719.03%,-100.21%,1.40,59.80%,"Dec 18, 2012",2.00,20.28%,-392.64%,54.84,1.00,- -,2.00,-322.72%,4.35%,3.70,25.30,-,37.00,2.43%,7.93%,1.01,16.19,141,33.16,Feb 26 AMC,44.67%,30.02M,16.22,"Apr 05, 1994",Yes / Yes,-123.92% -19.45%,"

","30,204,534",0.19%,WULF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Union Company,Financial,Credit Services,USA,NYSE,-,6.01,1.53,0.69%,315.70M,-0.86%,2.87B,4.76,1.93,0.46%,311.30M,-0.43%,4.74B,0.78,0.40,107.21%,13.44%,-4.08%,499.60M,0.71,2.84%,5.48%,4.88,13.07%,4.04B,3.02,7.12%,5.99%,41.83M,-1.50%,3.03,2.33,6.13%,51.86%,10.70 -14.30%,-12.58%,3.94,5.69,-13.36% -3.18%,16.96%,7.85 16.82%,-15.56%,0.92 (10.08%),5.08,-3.31% -3.48%,32.79%,2.98%,3.08%,-62.17%,0.94 (10.25%),1.17,-44.41%,19.02%,0.29,-51.17%,"Mar 17, 2026",0.26,-3.86%,12.36%,42.20,3.71,0.00% 0.87%,0.26,-68.40%,-3.39%,0.51,9.00,61.64%,3.24,-4.80%,-3.65%,0.77,9.19,9600,2.08,Feb 20 BMO,3.42%,8.58M,9.17,"Sep 20, 2006",Yes / Yes,3.97% -3.47%,"

","6,567,317",-0.22%,WU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
