Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
StoneX Group Inc,Financial,Capital Markets,USA,NASD,RUT,23.55,4.47,12.59%,78.53M,5.98%,8.29B,17.44,6.04,-1.96%,68.79M,52.36%,24.55B,1.03,1.49,82.44%,4.61%,45.86%,347.60M,0.06,46.69%,-,4.25,57.68%,143.49B,3.28,4.86%,0.90%,3.17M,66.05%,32.12,5.20,16.94%,16.17%,107.92 -2.42%,96.74%,20.24,1.37,9.81% 8.97%,7.94%,52.00 102.52%,242.94%,-,11.00,26.09% 19.58%,2.68%,3.23%,4.38%,456.82%,-,0.17,22.72%,1.48%,3.73,1169.36%,-,0.74,32.54%,0.24%,82.93,1.00,- -,0.77,47.94%,18.95%,0.62,107.00,0.00%,7.08,39.73%,27.02%,0.69,106.03,5430,0.74,Feb 04 AMC,52.21%,745.58K,105.31,"Mar 06, 1995",Yes / Yes,26.27% 15.62%,"

","511,353",-0.68%,SNEX
Syndax Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.30,3.92%,87.41M,-1.94%,2.10B,-,-0.60,-0.86%,84.75M,-0.92%,2.05B,-,-0.62,112.18%,24.42%,15.89%,-285.42M,12.15,45.43%,-1.12%,15.08,58.01%,172.60M,32.16,66.30%,-45.50%,20.70M,13.18%,0.74,5.32,-,-161.82%,25.59 -7.07%,106.07%,4.47,-,-10.26% -12.05%,-69.68%,8.58 177.16%,10.45%,-,-,- 157.68%,95.96%,3.47%,4.77%,77.20%,-,11.87,11.63%,-158.08%,1.07,49.94%,-,4.12,628.88%,-165.37%,49.75,1.08,- -,4.40,29.06%,-1.51%,0.51,39.33,-,5.34,794.90%,4.05%,0.57,24.23,298,5.34,Feb 26 AMC,32.91%,1.37M,23.78,"Mar 03, 2016",Yes / Yes,-33.56% 6.88%,"

","785,524",-1.86%,SNDX
Schneider National Inc,Industrials,Trucking,USA,NYSE,-,50.94,0.59,70.72%,91.99M,6.76%,5.26B,21.30,1.41,-0.00%,51.34M,27.11%,5.52B,0.53,0.10,38.78%,11.07%,2.42%,103.60M,0.93,34.60%,11.24%,5.33,27.11%,5.67B,1.74,66.17%,2.09%,5.68M,13.12%,17.28,21.63,40.56%,3.45%,30.98 -3.13%,33.50%,1.39,28.78,-38.73% -13.15%,2.98%,20.11 49.23%,10.49%,0.41 (1.35%),8.89,-4.93% 4.50%,5.32%,3.91%,3.24%,19.32%,0.39 (1.28%),0.97,-11.36%,3.00%,1.01,-,"Mar 13, 2026",1.95,7.25%,1.83%,69.85,2.31,5.90% 7.89%,2.13,-32.11%,10.42%,1.11,28.71,64.52%,0.16,4.52%,10.83%,0.80,29.39,19000,0.15,Apr 30 AMC,18.20%,1.07M,30.01,"Apr 06, 2017",Yes / Yes,-34.61% -3.68%,"

","850,630",2.11%,SNDR
Sandisk Corp,Technology,Computer Hardware,USA,NASD,S&P 500,-,-7.59,6.04%,148.00M,-4.14%,134.76B,8.22,111.01,-0.05%,138.69M,18.25%,134.04B,-,14.43,77.13%,5.81%,120.74%,-1.04B,15.09,1355.63%,-9.11%,0.40,532.86%,8.93B,13.23,155.06%,-7.65%,8.06M,284.62%,69.01,87.57,-,-9.37%,965.00 -5.39%,2817.93%,10.43,93.00,12.79% -,-9.48%,28.94 3054.87%,-,-,94.19,9.93% -,34.81%,5.83%,7.83%,-,-,15.01,-327.99%,14.29%,59.27,-,-,1.92,23.60%,-11.66%,66.48,1.68,- -,3.11,617.71%,18.84%,4.04,930.05,-,0.08,61.25%,33.05%,0.56,920.99,11000,0.08,Apr 30 AMC,195.58%,19.96M,913.02,"Feb 13, 2025",Yes / Yes,71.43% 12.55%,"

","11,226,627",-0.87%,SNDK
Sonida Senior Living Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,-,-4.22,4.56%,47.39M,4.43%,1.64B,-,-0.91,173.06%,45.23M,3.37%,2.36B,-,-1.05,47.33%,1.03%,9.31%,-77.83M,4.30,60.19%,1.70%,1.20,31.39%,381.14M,-,45.83%,-8.39%,0.47M,6.16%,-0.00,54.07,32.99%,-81.23%,37.57 -7.85%,61.78%,0.64,-,23.05% 49.98%,-10.61%,20.30 70.54%,316.11%,0.75 (2.17%),90.55,16.92% -0.14%,6.93%,3.90%,3.99%,-13.99%,-,6.18,-3915.18%,-8.07%,1.44,-88.58%,-,0.74,25.24%,-20.42%,57.43,2.00,- -,0.74,-373.19%,5.71%,0.75,35.25,-,13.46,6.23%,1.25%,1.26,34.67,5140,13.32,Mar 11 BMO,16.05%,389.05K,34.62,"Oct 31, 1997",Yes / Yes,-39.27% -,"

","488,640",-0.14%,SNDA
Snap Inc,Communication Services,Internet Content & Information,USA,NYSE,-,-,-0.27,34.85%,1.46B,16.50%,10.13B,-,-0.03,-1.46%,1.10B,31.58%,11.34B,-,-0.07,45.61%,9.65%,-20.32%,-460.49M,1.71,50.87%,1.85%,1.88,-22.68%,5.93B,4.50,77.10%,-5.90%,106.22M,-25.65%,1.33,3.45,-,-19.46%,10.41 -42.36%,-23.86%,1.74,23.18,32.64% 15.99%,-7.28%,3.81 57.48%,-40.83%,-,-,8.83% 18.80%,52.33%,5.33%,6.61%,-89.74%,-,1.91,35.31%,-8.97%,0.32,-,-,3.56,10.63%,-7.76%,68.70,2.72,- -,3.56,396.23%,22.08%,1.03,7.88,-,1.82,10.22%,21.33%,0.83,6.03,5261,1.77,May 06 AMC,-17.02%,56.50M,6.00,"Mar 02, 2017",Yes / Yes,197.09% 1.02%,"

","46,963,203",-0.50%,SNAP
Snap-on Inc,Industrials,Tools & Accessories,USA,NYSE,S&P 500,20.16,19.19,2.28%,51.87M,1.35%,20.14B,18.27,21.18,-6.37%,50.87M,7.23%,19.83B,-,4.75,95.84%,5.84%,7.06%,1.02B,3.91,4.27%,0.87%,7.65,12.40%,5.16B,3.38,5.84%,12.47%,2.97M,12.26%,114.37,12.40,-,17.96%,390.13 -0.84%,26.66%,31.21,20.02,4.48% 10.89%,14.16%,289.81 33.49%,49.43%,10.08 (2.61%),13.91,2.11% 5.52%,51.73%,2.51%,2.29%,64.92%,9.16 (2.37%),3.85,-1.67%,25.75%,9.20,139.79%,"Feb 24, 2026",3.68,0.93%,19.72%,61.61,2.83,14.64% 14.66%,4.79,2.35%,4.48%,0.75,379.67,46.18%,0.22,3.13%,3.41%,1.20,380.27,13000,0.21,Apr 23 BMO,11.06%,388.79K,386.86,"Feb 27, 1978",Yes / Yes,0.16% -0.60%,"

","468,359",1.73%,SNA
SharkNinja Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,-,24.65,4.94,40.60%,141.16M,5.45%,17.18B,17.63,6.90,-0.30%,83.90M,19.36%,17.31B,1.29,1.01,57.55%,7.17%,-4.25%,701.37M,2.69,14.48%,0.38%,3.32,29.52%,6.40B,6.42,14.16%,14.40%,6.01M,8.72%,18.96,22.11,13.70%,30.41%,133.99 -9.20%,63.96%,5.50,35.30,43.46% 15.96%,19.96%,69.19 75.83%,-,-,16.20,19.85% 18.37%,48.63%,4.09%,5.01%,-,-,2.70,58.67%,14.51%,5.60,-,"Nov 30, 2023",1.47,15.75%,10.96%,63.32,1.21,- -,2.04,97.43%,10.59%,1.49,148.92,0.00%,0.34,17.58%,6.51%,0.46,119.60,4143,0.31,May 06 BMO,10.51%,1.81M,121.66,"Jul 31, 2023",Yes / Yes,6.97% 0.77%,"

","838,444",1.72%,SN
Semtech Corp,Technology,Semiconductors,USA,NASD,RUT,-,-0.45,0.41%,92.67M,15.33%,9.84B,36.37,2.91,-19.93%,92.57M,35.18%,10.17B,1.59,0.45,110.35%,5.82%,36.55%,-40.38M,9.38,29.27%,-2.58%,2.58,49.70%,1.05B,17.85,31.72%,-2.85%,5.39M,43.72%,5.93,50.44,22.91%,-7.39%,110.55 -4.20%,303.62%,2.10,61.63,- -,-3.80%,24.05 340.37%,396.07%,-,58.66,11.55% 12.03%,51.53%,6.30%,6.75%,57.79%,-,9.69,82.89%,12.10%,6.09,370.71%,-,1.66,15.48%,-3.85%,69.47,1.53,- -,2.37,-174.32%,23.95%,2.25,106.57,-,0.95,9.32%,23.24%,0.96,107.71,1920,0.93,Mar 16 AMC,49.96%,2.09M,105.91,"Jul 27, 1970",Yes / Yes,2.09% 0.44%,"

","2,012,673",-1.67%,SMTC
NuScale Power Corp,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,-,-2.25,18.10%,318.48M,33.51%,4.39B,-,-0.44,-61.25%,265.14M,6.67%,3.07B,-,-0.13,40.91%,20.19%,-36.65%,-355.79M,139.42,74.05%,12.21%,2.06,-73.15%,31.48M,3.48,21.60%,-36.36%,53.54M,-9.74%,3.67,3.49,46.00%,-39.81%,57.42 -77.73%,-12.46%,3.67,-,-62.06% -36.94%,-30.44%,8.85 44.52%,45.67%,-,-,38.67% -,33.84%,11.37%,7.79%,28.80%,-,97.66,-53.66%,-2190.57%,1.02,-,-,4.30,-15.02%,-1130.26%,60.39,2.47,- -,4.30,79.16%,19.70%,2.29,18.37,-,0.00,-94.72%,4.25%,1.33,12.65,428,0.00,May 07 AMC,-52.40%,26.00M,12.79,"Dec 09, 2020",Yes / Yes,-43.30% -78.76%,"

","34,669,687",1.11%,SMR
Simply Good Foods Co,Consumer Defensive,Packaged Foods,USA,NASD,RUT,-,-1.19,7.70%,90.49M,13.59%,1.14B,6.94,1.82,0.13%,83.52M,-13.44%,1.48B,-,0.37,98.04%,6.81%,-39.70%,-105.68M,0.81,-11.20%,-6.79%,2.11,-47.63%,1.42B,0.77,6.70%,-4.64%,5.69M,-37.15%,16.46,10.63,-0.26%,-6.39%,37.20 -66.08%,-66.18%,1.19,7.82,-1.85% 8.87%,-5.47%,10.21 23.60%,-65.72%,-,6.17,7.48% 12.18%,32.52%,5.25%,5.23%,-61.75%,-,1.05,-182.07%,14.89%,0.78,-,-,2.87,0.34%,-7.46%,42.64,2.14,- -,5.06,-579.19%,-4.44%,0.15,19.20,0.00%,0.30,-9.35%,-14.98%,1.33,11.89,328,0.30,Apr 09 BMO,-42.29%,2.69M,12.62,"Jul 10, 2017",Yes / Yes,13.58% -5.60%,"

","3,569,618",6.14%,SMPL
Summit Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,-,-,-1.44,86.17%,775.37M,25.41%,19.48B,-,-1.20,0.09%,107.26M,59.80%,18.78B,-,-0.27,15.25%,32.22%,47.42%,-1.08B,-,18.00%,12.11%,12.98,14.34%,0.00M,29.56,-1.63%,-181.94%,34.56M,43.62%,0.85,27.29,39.70%,-206.10%,36.91 -31.94%,2.07%,0.92,-,-52.45% -13.76%,-159.62%,13.83 81.63%,1479.87%,-,-,- -,-,7.75%,6.64%,387.77%,-,-,-369.70%,-,1.25,266.18%,-,9.87,-,-,82.28,1.67,- -,9.87,-244.58%,28.97%,-1.15,31.00,-,0.03,-,46.29%,1.27,25.15,265,0.03,Feb 23 AMC,26.57%,2.66M,25.12,"Mar 05, 2015",Yes / Yes,-274.68% -,"

","3,369,184",-0.12%,SMMT
Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA,NYSE,-,44.97,1.48,23.68%,58.00M,7.43%,3.86B,13.67,4.86,-0.36%,44.29M,3.40%,6.69B,1.10,3.86,75.48%,11.67%,4.56%,89.80M,1.15,17.16%,2.22%,5.45,23.33%,3.35B,-,11.01%,5.38%,5.17M,13.98%,-8.63,465.09,12.40%,-,72.35 -8.07%,27.49%,0.14,10.78,- -18.33%,4.50%,45.61 45.82%,-4.81%,2.69 (4.04%),10.94,-4.54% -3.75%,31.15%,4.17%,4.28%,-70.76%,2.64 (3.97%),2.00,490.16%,13.99%,2.78,-5.69%,"Feb 20, 2026",0.44,-5.85%,2.68%,57.77,2.00,0.00% 2.27%,1.35,-77.99%,5.21%,1.93,73.40,106.73%,-,-14.97%,1.95%,0.71,66.04,6900,-,Apr 29 BMO,8.54%,948.31K,66.51,"Jan 31, 1992",Yes / Yes,23.30% -0.90%,"

","673,362",0.71%,SMG
Sumitomo Mitsui Financial Group Inc ADR,Financial,Banks - Diversified,Japan,NYSE,-,14.11,1.50,0.00%,6.38B,-0.93%,134.27B,11.94,1.78,-,6.33B,8.55%,-,0.74,0.23,1.83%,0.10%,-0.47%,9.65B,2.06,27.42%,0.28%,2.64,34.41%,65.03B,1.36,12.37%,0.48%,6.04M,9.73%,15.65,-,16.13%,9.84%,24.33 -12.84%,56.42%,-,-,8.95% 4.74%,3.66%,13.18 60.92%,148.94%,0.61 (2.87%),-,22.09% 9.52%,-,1.08%,1.92%,205.62%,0.30 (1.41%),-,14.15%,19.97%,0.53,216.57%,"Sep 30, 2025",-,1.43%,14.84%,54.83,1.47,11.68% 6.10%,2.18,12.96%,3.28%,0.48,24.70,32.97%,3.89,8.03%,0.22%,0.98,21.66,122978,1.64,Jan 30 AMC,15.89%,2.29M,21.21,"May 01, 2003",Yes / Yes,21.51% 381.44%,"

","2,244,253",-2.08%,SMFG
Super Micro Computer Inc,Technology,Computer Hardware,USA,NASD,S&P 500,21.39,1.35,14.03%,598.93M,10.94%,17.26B,9.68,2.98,-0.13%,514.92M,-6.43%,18.09B,0.56,0.62,55.82%,16.16%,-11.73%,872.78M,0.62,7.78%,1.59%,2.27,-46.49%,28.06B,2.47,34.10%,4.63%,83.19M,-1.57%,11.67,4.20,17.40%,13.19%,62.36 -53.80%,-8.55%,6.86,39.21,46.40% 59.92%,7.46%,19.48 47.90%,166.73%,-,16.39,61.71% 45.76%,8.02%,4.76%,6.61%,661.56%,-,0.64,-43.22%,3.68%,1.66,929.66%,-,1.01,35.06%,3.11%,59.65,2.85,- -,1.70,19.64%,18.95%,1.74,32.67,0.00%,0.71,123.36%,1.15%,0.61,28.56,6238,0.67,Feb 03 AMC,-25.69%,36.67M,28.81,"Mar 29, 2007",Yes / Yes,40.90% 21.69%,"

","22,528,218",0.88%,SMCI
Smartstop Self Storage REIT Inc,Real Estate,REIT - Industrial,USA,NYSE,RUT,-,-0.17,0.15%,55.36M,5.20%,1.98B,67.14,0.50,6.64%,55.28M,5.07%,3.12B,-,0.08,89.69%,8.91%,-0.74%,-9.38M,7.05,311.01%,21.11%,5.31,-8.72%,281.14M,1.57,17.85%,-0.10%,4.93M,7.92%,21.32,33.37,-,-0.25%,39.77 -16.04%,-1.62%,1.00,20.51,- 26.29%,-0.43%,29.42 13.51%,-,1.74 (5.21%),24.31,9.75% 17.78%,36.56%,2.28%,2.77%,-,1.60 (4.80%),11.10,54.01%,19.61%,0.92,-,"Apr 30, 2026",0.42,18.62%,-3.34%,63.09,1.70,- -,0.42,163.78%,6.94%,1.04,35.80,-,0.93,29.36%,4.04%,0.43,33.19,1000,0.85,May 06 AMC,-1.65%,927.93K,33.39,"Apr 02, 2025",Yes / Yes,-67.74% -0.25%,"

","397,584",0.60%,SMA
SM Energy Co,Energy,Oil & Gas E&P,USA,NYSE,RUT,4.78,5.64,0.97%,238.36M,-6.66%,6.42B,3.77,7.14,0.00%,236.04M,-2.95%,8.90B,0.46,1.08,47.88%,5.07%,47.89%,648.02M,2.04,18.41%,4.38%,1.61,23.59%,3.15B,0.64,11.19%,7.20%,11.97M,44.01%,41.96,17.44,8.17%,14.33%,33.25 -19.01%,16.93%,1.54,11.91,-14.33% -,9.02%,17.45 54.33%,-3.72%,0.79 (2.93%),4.39,-2.07% 22.86%,31.87%,4.06%,4.71%,66.13%,1.02 (3.79%),2.82,-15.87%,26.06%,1.55,-1.64%,"Mar 09, 2026",0.69,17.24%,20.55%,45.46,2.29,37.16% 109.13%,0.69,-42.09%,-9.00%,0.64,38.43,14.20%,0.59,-17.27%,2.38%,0.63,25.97,1241,0.49,May 06 AMC,13.77%,7.41M,26.93,"Dec 16, 1992",Yes / Yes,-2.58% -7.79%,"

","4,706,051",3.70%,SM
Sylvamo Corp,Basic Materials,Paper & Paper Products,USA,NYSE,RUT,13.33,3.25,17.53%,39.40M,1.14%,1.71B,7.46,5.82,-0.24%,32.58M,11.94%,2.49B,0.30,-0.26,84.45%,4.80%,-14.92%,132.00M,0.51,-20.76%,0.53%,4.58,3.41%,3.35B,1.77,107.49%,4.92%,1.56M,-9.87%,24.52,12.70,25.22%,14.56%,62.06 -30.06%,-28.54%,3.42,38.97,6.86% -3.39%,7.49%,37.09 17.01%,-6.19%,1.80 (4.15%),5.92,-2.61% 2.18%,16.59%,2.81%,3.27%,-,1.80 (4.15%),0.74,-55.19%,7.43%,1.47,-,"Apr 07, 2026",0.92,-11.18%,3.94%,54.90,1.67,56.46% -,1.50,-57.22%,4.06%,0.83,59.50,55.50%,0.94,-8.25%,-1.80%,0.64,43.64,6500,0.83,May 08 BMO,-5.44%,341.99K,43.40,"Sep 23, 2021",Yes / Yes,1.89% 3.64%,"

","217,981",-0.55%,SLVM
Solaris Resources Inc,Basic Materials,Other Precious Metals & Mining,Canada,AMEX,-,-,-0.25,45.09%,166.90M,3.36%,1.75B,-,-0.28,0.00%,91.64M,29.46%,1.73B,-,-0.08,32.09%,0.80%,18.73%,-41.46M,-,-21.31%,-4.85%,4.65,79.73%,0.00M,-,10.05%,-71.96%,0.74M,31.24%,-0.34,69.25,-,-,11.43 -8.49%,203.19%,0.15,37.89,20.88% 5.25%,-,3.32 215.06%,93.35%,-,-,- -,-,3.74%,5.03%,49.22%,-,-,48.29%,-,0.50,-,-,3.07,-,-,67.61,1.29,- -,3.09,64.73%,15.48%,1.51,15.54,-,-,-,11.76%,0.40,10.09,84,-,Mar 26 AMC,43.18%,158.06K,10.46,"Aug 13, 2020",Yes / Yes,8.74% -,"

","62,781",3.67%,SLSR
Soleno Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,236.29,0.22,3.96%,52.29M,0.06%,2.72B,8.38,6.29,-0.69%,49.58M,56.71%,2.47B,0.05,0.68,125.09%,17.05%,23.99%,20.48M,14.28,912.39%,-0.49%,2.56,-22.54%,190.41M,6.12,59.18%,4.58%,8.45M,13.76%,8.61,8.90,181.21%,5.89%,90.32 -41.69%,-24.74%,5.92,58.27,- -,4.08%,29.43 78.97%,1289.71%,-,145.32,- -,98.32%,0.26%,3.80%,219.21%,-,12.95,105.97%,7.85%,1.63,-44.66%,-,5.55,-,10.75%,77.36,2.83,- -,5.80,162.02%,20.33%,-2.31,59.33,0.00%,0.12,-,30.58%,0.83,52.78,182,0.12,Feb 25 AMC,-5.37%,3.31M,52.67,"Nov 13, 2014",Yes / Yes,12.55% 3.36%,"

","2,729,213",-0.21%,SLNO
SLM Corp,Financial,Credit Services,USA,NASD,-,6.68,3.46,1.47%,199.27M,5.28%,4.58B,7.07,3.27,0.00%,195.25M,17.97%,6.27B,1.80,1.22,106.92%,11.58%,-13.93%,729.12M,1.46,-19.74%,-6.35%,5.57,-8.26%,3.13B,2.09,17.70%,2.49%,22.61M,-14.60%,11.04,1.04,3.92%,32.31%,34.97 -33.91%,-13.70%,22.30,-,25.26% 8.97%,9.33%,17.77 30.05%,58.40%,0.49 (2.11%),3.72,9.75% 6.50%,73.55%,3.90%,3.57%,22.99%,0.52 (2.25%),2.00,30.42%,42.52%,0.84,240.35%,"Mar 05, 2026",12.80,3.44%,23.28%,64.49,2.00,5.73% 34.08%,12.80,124.60%,7.71%,1.01,28.18,15.04%,2.39,6.21%,7.48%,0.53,22.64,1788,2.19,Apr 23 AMC,-14.61%,4.06M,23.11,"Sep 23, 1983",Yes / Yes,19.62% 2.65%,"

","2,136,811",2.08%,SLM
Silgan Holdings Inc,Consumer Cyclical,Packaging & Containers,USA,NYSE,-,15.48,2.70,16.81%,105.44M,-0.33%,4.40B,10.28,4.06,0.05%,87.72M,6.78%,7.94B,1.74,0.74,90.85%,9.15%,-2.64%,288.40M,0.68,1.01%,5.64%,8.46,-4.09%,6.48B,1.93,8.03%,3.21%,8.03M,3.37%,21.57,4.07,5.90%,13.53%,57.04 -26.84%,-15.37%,10.25,10.41,-4.18% -0.52%,4.64%,36.15 15.44%,-22.89%,0.83 (1.99%),8.13,0.37% 5.66%,17.73%,2.33%,2.45%,-4.31%,0.81 (1.94%),1.22,4.38%,10.13%,1.08,55.10%,"Mar 17, 2026",0.78,10.73%,4.45%,52.96,1.64,7.72% 10.76%,1.22,-59.08%,4.11%,0.77,53.92,29.62%,2.03,4.07%,-4.01%,0.74,41.99,17320,1.73,Apr 29 BMO,-5.02%,948.47K,41.73,"Feb 14, 1997",Yes / Yes,4.31% 0.65%,"

","697,648",-0.62%,SLGN
SL Green Realty Corp,Real Estate,REIT - Office,USA,NYSE,RUT,-,-2.50,6.59%,71.12M,12.82%,3.35B,-,-2.02,-0.47%,70.91M,11.17%,10.59B,-,-0.62,106.04%,15.93%,-9.24%,-176.56M,3.23,-65.28%,10.76%,7.87,-18.11%,1.04B,0.97,24.21%,-1.32%,11.30M,-3.90%,45.36,9.88,1.71%,-3.93%,66.91 -34.12%,-15.86%,4.46,-,-2.72% -,-1.72%,34.77 26.78%,77.17%,2.69 (6.11%),25.39,3.70% -0.40%,34.70%,5.15%,4.58%,-37.15%,2.68 (6.08%),10.21,-476.96%,15.05%,1.85,-56.86%,"Mar 31, 2026",0.77,7.51%,-17.02%,68.31,2.17,-8.47% -2.06%,3.42,-292.21%,14.49%,1.64,46.18,-,1.75,2.20%,13.62%,1.26,43.28,-,1.75,Apr 15 AMC,-10.72%,1.44M,44.08,"Aug 15, 1997",Yes / Yes,-58.77% 2.76%,"

","1,802,192",1.85%,SLG
Sun Life Financial Inc,Financial,Insurance - Diversified,Canada,NYSE,-,16.03,4.39,0.04%,553.80M,6.23%,39.00B,11.22,6.28,0.00%,553.68M,12.53%,-,1.50,1.38,48.31%,0.42%,12.10%,2.48B,1.30,5.44%,-1.62%,3.22,15.50%,29.98B,2.40,8.64%,0.93%,2.33M,12.84%,29.37,-,7.46%,14.25%,70.50 -0.13%,24.77%,-,3.99,5.46% 7.57%,7.84%,56.08 25.55%,45.30%,2.81 (3.99%),-,13.31% -2.08%,-,1.67%,1.84%,36.06%,2.60 (3.70%),-,14.32%,12.71%,1.23,107.53%,"Feb 25, 2026",-,-0.74%,8.29%,76.44,2.24,5.93% 8.97%,1.04,215.55%,8.36%,0.87,70.70,57.08%,0.87,4.62%,8.43%,0.70,70.28,32151,0.77,Feb 11 AMC,14.05%,726.12K,70.41,"Mar 23, 2000",Yes / Yes,6.02% -14.93%,"

","510,050",0.18%,SLF
Slide Insurance Holdings Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,1.65,11.52,42.45%,123.89M,5.15%,2.36B,5.63,3.37,-5.76%,71.55M,9.71%,-,2.21,0.85,33.26%,9.18%,16.51%,443.96M,2.04,-2.30%,13.42%,3.59,31.99%,1.16B,2.11,2.76%,20.10%,6.57M,-2.57%,8.99,-,2.55%,57.42%,25.90 -26.72%,-,-,2.97,166.13% -,38.66%,12.53 51.48%,-,-,-,68.60% -,-,3.87%,3.56%,-,-,-,-,51.29%,0.66,-,-,-,-,38.41%,59.03,1.17,- -,2.72,105.02%,4.91%,-,24.83,0.00%,0.04,45.40%,5.92%,0.76,19.63,504,0.03,Apr 28 AMC,12.29%,1.83M,18.98,"Jun 18, 2025",Yes / Yes,40.06% 22.61%,"

","1,398,338",-3.31%,SLDE
SLB Ltd,Energy,Oil & Gas Equipment & Services,USA,NYSE,S&P 500,22.10,2.36,0.20%,1.50B,0.54%,78.36B,15.67,3.33,-10.17%,1.50B,9.16%,86.97B,1.78,0.52,86.96%,4.69%,11.71%,3.37B,2.20,-7.79%,1.55%,3.58,58.57%,35.69B,2.99,23.34%,6.50%,70.21M,36.01%,17.46,18.60,8.78%,14.28%,54.80 -4.74%,48.68%,2.81,16.34,-0.65% -,9.41%,31.64 64.98%,0.44%,1.18 (2.26%),12.02,8.20% 8.62%,16.85%,3.31%,3.79%,106.73%,1.15 (2.20%),2.44,-24.00%,13.91%,1.84,-35.64%,"Feb 11, 2026",0.98,-1.70%,9.45%,56.87,1.67,20.60% 5.31%,1.33,-29.28%,1.48%,0.68,56.56,48.55%,0.45,4.82%,4.40%,0.78,52.66,109000,0.37,Apr 24 BMO,28.81%,19.60M,52.20,"Feb 02, 1962",Yes / Yes,5.11% 2.01%,"

","15,329,048",-0.87%,SLB
Silicon Laboratories Inc,Technology,Semiconductors,USA,NASD,RUT,-,-1.99,2.46%,32.95M,1.24%,7.05B,51.62,4.14,-0.92%,32.16M,3.97%,6.63B,0.75,0.50,89.34%,4.73%,43.83%,-64.91M,8.99,194.18%,-10.67%,2.02,55.28%,784.76M,6.44,53.13%,-5.21%,1.52M,63.69%,33.21,15.90,68.74%,-5.97%,213.74 0.10%,136.40%,13.46,107.21,- -,-5.84%,87.72 143.88%,28.45%,-,-,-8.49% 8.96%,56.53%,0.62%,0.77%,50.10%,-,8.45,66.53%,-8.99%,1.82,371.86%,-,4.02,34.29%,-8.27%,80.69,3.00,- -,4.69,88.91%,2.13%,1.40,222.86,-,0.02,25.24%,3.54%,0.42,212.89,1930,0.02,Feb 04 BMO,39.12%,752.32K,213.94,"Mar 24, 2000",Yes / Yes,1.99% 0.25%,"

","314,565",0.49%,SLAB
Skywest Inc,Industrials,Airlines,USA,NASD,RUT,9.27,10.35,2.22%,39.87M,1.03%,3.85B,7.94,12.07,-3.54%,39.29M,7.31%,5.62B,1.00,2.16,92.28%,3.60%,-3.83%,428.33M,0.95,8.12%,0.11%,4.12,-4.46%,4.06B,1.39,7.87%,5.62%,1.41M,-4.50%,68.88,5.45,7.98%,16.62%,123.94 -22.63%,12.31%,17.59,13.42,92.94% -,9.20%,82.14 16.74%,296.24%,-,5.72,10.54% 13.79%,23.38%,3.04%,3.36%,97.43%,-,1.38,32.43%,15.22%,3.73,365.26%,"Mar 30, 2020",0.55,15.03%,10.55%,51.95,1.33,- -,0.65,-5.41%,2.24%,1.65,123.83,0.00%,0.90,8.48%,-1.09%,0.87,99.30,15800,0.69,Apr 23 AMC,-6.89%,343.16K,95.89,"Jun 26, 1986",Yes / Yes,2.50% 3.32%,"

","298,851",-3.43%,SKYW
