Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,42.76,1.11,5.89%,38.38M,6.89%,1.79B,6.75,7.01,0.00%,35.61M,11.74%,2.08B,3.46,1.00,116.37%,12.02%,26.25%,47.35M,1.23,-0.12%,-1.10%,4.04,29.79%,1.45B,1.04,5.84%,1.29%,4.28M,34.62%,45.69,2.95,1.95%,2.66%,50.55 -6.39%,55.25%,16.04,6.22,-5.27% -18.45%,1.90%,22.45 110.78%,-36.22%,-,4.98,1.42% 4.60%,70.01%,2.93%,4.14%,-57.92%,-,1.43,-22.24%,12.97%,1.90,-15.43%,"May 17, 2019",1.27,3.54%,3.26%,70.83,2.25,- -,1.27,-99.32%,7.50%,1.18,43.43,0.00%,0.51,-1.48%,21.89%,0.55,47.55,3900,0.42,May 07 AMC,30.86%,1.06M,47.32,"Jul 23, 1999",Yes / Yes,-5.13% -2.39%,"

","586,820",-0.48%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,29.06,8.16,0.95%,49.59M,4.96%,11.67B,11.95,19.86,0.22%,48.72M,15.09%,14.25B,1.07,4.25,96.05%,4.43%,-5.54%,419.00M,2.15,12.65%,-3.80%,2.72,-19.27%,5.43B,3.28,11.29%,5.09%,2.16M,-2.27%,72.35,93.39,11.13%,11.68%,352.66 -32.71%,4.66%,2.54,14.05,-2.43% -2.63%,6.86%,199.05 19.22%,-18.32%,-,13.91,-1.54% 4.06%,46.33%,2.53%,3.34%,-52.50%,-,2.62,-19.74%,15.44%,7.73,268.08%,-,0.58,9.36%,7.71%,67.70,1.81,- -,0.97,-55.92%,9.75%,1.67,328.79,0.00%,0.75,12.28%,5.24%,0.89,234.43,10700,0.70,May 12 BMO,-12.33%,791.97K,237.30,"Aug 15, 1991",Yes / Yes,0.01% 0.58%,"

","703,041",1.22%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-8.44,56.05%,54.49M,-0.67%,1.20B,-,-4.61,1.53%,25.21M,-10.57%,935.62M,-,-1.47,43.01%,37.14%,3.67%,-377.74M,119.88,42.83%,13.10%,11.95,-13.67%,10.00M,4.70,4.53%,-100.25%,9.36M,-42.44%,4.44,3.49,22.85%,-136.22%,44.60 -53.14%,134.30%,5.98,-,-39.47% -,-117.68%,8.51 145.59%,-,-,-,- -,99.44%,5.22%,7.71%,-,-,93.56,-116.54%,-2113.85%,1.57,-,-,5.61,100.00%,-3777.37%,45.08,1.25,- -,5.61,-310.86%,-0.26%,-0.20,42.00,-,0.33,-100.00%,-10.41%,0.38,21.82,167,0.33,Mar 16 BMO,-12.43%,783.22K,20.90,"Sep 13, 2024",Yes / Yes,-353.37% -100.00%,"

","299,612",-4.22%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,26.92,3.55,0.15%,195.50M,0.15%,18.48B,10.59,9.02,-1.24%,193.28M,6.28%,25.65B,1.88,1.87,103.63%,5.17%,9.36%,705.00M,2.25,2.47%,2.80%,4.70,-4.44%,8.23B,1.47,7.31%,3.17%,10.00M,6.18%,64.95,31.22,5.62%,5.60%,108.29 -11.83%,-2.49%,3.06,15.77,47.75% -,3.56%,84.59 12.87%,-30.99%,0.91 (0.95%),10.61,5.85% 3.22%,60.94%,2.34%,2.22%,-43.37%,0.96 (1.01%),3.12,-20.10%,16.07%,2.19,-14.30%,"Mar 31, 2026",1.10,7.20%,8.56%,60.64,2.61,0.00% 0.00%,1.98,-41.28%,4.17%,0.59,102.24,27.05%,0.61,10.90%,1.98%,0.73,94.78,17000,0.56,Apr 28 BMO,0.32%,2.13M,95.48,"Jul 25, 2001",Yes / Yes,0.92% 0.90%,"

","1,551,086",0.74%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,524.97,0.09,29.37%,187.99M,16.82%,10.84B,16.27,2.91,-0.32%,161.80M,3.86%,10.00B,0.51,0.45,75.73%,9.09%,-30.98%,23.00M,4.20,34.20%,-3.13%,3.21,-36.09%,2.58B,2.33,32.06%,0.40%,14.71M,-30.67%,20.31,8.34,31.85%,0.47%,93.88 -49.62%,-24.40%,5.67,46.14,- -,0.46%,39.05 21.13%,4.95%,-,38.31,9.67% -5.01%,74.14%,4.59%,4.83%,-63.39%,-,3.87,119.94%,-1.24%,2.21,103.53%,-,3.13,15.52%,0.89%,62.41,2.09,- -,3.13,105.41%,11.72%,2.14,73.56,0.00%,0.09,18.05%,6.74%,0.62,46.86,7068,0.02,May 06 AMC,-30.00%,4.58M,47.30,"Aug 03, 2015",Yes / Yes,-2.91% 0.55%,"

","2,851,479",0.94%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,19.48,2.50,3.95%,354.00M,-1.52%,17.10B,15.14,3.22,-1.18%,337.34M,-9.33%,18.78B,1.26,0.85,74.13%,1.38%,2.40%,929.00M,1.45,14.88%,-1.90%,2.72,12.45%,11.80B,3.20,11.34%,8.48%,4.67M,1.99%,15.19,12.36,12.01%,16.73%,58.39 -16.61%,17.69%,3.94,20.08,34.03% 4.49%,12.81%,41.01 18.73%,-22.82%,1.08 (2.22%),9.62,7.23% 7.38%,17.35%,1.86%,2.12%,-17.47%,1.01 (2.07%),1.59,7.35%,12.71%,1.13,-,"Mar 04, 2026",0.85,4.37%,7.87%,39.54,1.31,25.99% 31.95%,1.05,28.84%,-1.66%,0.13,62.10,38.34%,0.44,8.79%,-7.01%,0.67,48.55,290000,0.35,Apr 29 BMO,2.01%,1.71M,48.69,"Oct 17, 2016",Yes / Yes,30.15% 3.90%,"

","1,143,434",0.29%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,29.15,5.55,0.16%,277.00M,0.24%,44.73B,21.64,7.48,-10.92%,275.98M,3.56%,56.91B,1.87,1.38,87.90%,2.60%,0.97%,1.56B,5.45,10.40%,2.46%,3.86,12.86%,8.21B,-,11.95%,20.89%,7.18M,6.97%,-26.44,49.65,11.59%,-,169.39 -4.47%,12.92%,3.26,27.29,6.69% 13.51%,27.25%,137.33 17.83%,17.69%,3.04 (1.88%),20.74,6.28% 7.76%,46.17%,1.79%,1.97%,37.18%,2.88 (1.78%),6.93,5.99%,30.90%,3.16,172.68%,"Feb 20, 2026",1.35,8.80%,18.98%,55.77,2.27,7.60% 8.60%,1.35,27.83%,1.98%,0.63,172.83,51.19%,-,6.44%,0.98%,0.78,162.79,49000,-,Apr 29 BMO,6.67%,1.86M,161.82,"Sep 12, 1997",Yes / Yes,-1.86% 2.62%,"

","1,448,778",-0.60%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,NYSE,RUT,-,-,34.77%,127.61M,13.58%,4.88B,68.53,0.56,1.74%,82.80M,117.59%,5.04B,-,-0.11,0.08%,6.86%,-,-,-,92.21%,41.91%,2.62,-,-,5.66,910.06%,-,5.68M,14.46%,6.80,30.04,-,-,40.05 -3.95%,-,1.28,-,-57.67% -,-,16.93 127.23%,-,-,-,27.36% -,-,12.29%,13.63%,-,-,-,-,-,3.50,-,-,1.48,-,-,67.37,1.60,- -,1.57,-,33.06%,-,36.10,-,0.17,-,48.35%,0.74,35.72,710,0.17,Mar 19 AMC,46.76%,2.17M,38.47,"Jan 29, 2026",Yes / Yes,-28.88% 2.58%,"

","1,603,762",7.70%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-1.98,0.04%,393.26M,-5.81%,16.12B,7.37,5.56,-9.31%,393.12M,-1.47%,26.30B,-,1.03,8.59%,1.88%,19.44%,-765.36M,0.87,301.03%,-1.31%,3.30,55.34%,18.53B,1.47,31.06%,-2.60%,7.41M,13.33%,27.93,13.50,-,-6.82%,48.96 -16.29%,23.88%,3.04,-,- 2.51%,-3.97%,22.82 79.58%,256.97%,-,5.02,-0.90% 14.65%,27.47%,2.84%,4.25%,978.42%,-,1.42,-132.96%,10.50%,1.76,98.93%,"Jul 09, 2019",0.66,-4.12%,-4.13%,46.18,1.33,- -,0.87,-96.02%,-5.30%,1.17,52.95,-,1.03,-5.33%,2.63%,0.58,40.59,-,0.79,Feb 27 BMO,18.95%,2.25M,40.98,"Jun 29, 1993",Yes / Yes,-348.51% 4.33%,"

","1,312,112",0.96%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,50.95,1.12,8.79%,97.99M,17.13%,7.58B,22.18,2.56,-15.45%,90.57M,16.48%,7.02B,0.72,0.32,95.00%,11.87%,63.45%,109.17M,8.41,29.76%,-2.66%,6.01,84.42%,900.78M,31.44,76.32%,8.60%,10.75M,62.71%,1.81,10.82,30.86%,58.05%,56.51 0.57%,113.77%,5.25,22.08,- -,38.37%,23.66 140.22%,140.67%,0.70 (1.23%),31.73,27.22% 31.30%,60.58%,4.96%,5.85%,-,0.52 (0.92%),7.79,-36.34%,20.70%,2.78,-,"Mar 10, 2026",1.01,16.91%,12.12%,67.56,2.12,- -,1.01,-72.10%,11.42%,1.09,53.43,44.73%,0.63,16.72%,25.65%,1.19,53.03,3301,0.60,Feb 25 BMO,55.54%,1.79M,56.83,"Jun 30, 2021",Yes / Yes,5.08% 2.13%,"

","2,121,606",7.17%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,15.46,0.58,6.22%,934.32M,5.58%,8.31B,10.76,0.83,0.00%,876.17M,6.72%,6.03B,0.89,0.13,72.68%,2.13%,-9.84%,612.46M,4.78,0.52%,2.24%,2.70,-29.50%,1.74B,1.61,23.71%,10.21%,18.64M,-17.15%,5.51,3.38,12.14%,11.24%,14.07 -36.82%,-11.72%,2.63,-,118.73% -,10.69%,8.04 10.57%,27.00%,0.29 (3.31%),10.41,20.22% 35.97%,62.99%,3.04%,2.47%,-,0.18 (2.02%),3.47,43.44%,32.73%,0.26,-,"Apr 08, 2026",8.09,11.30%,35.23%,59.95,1.60,- -,8.09,78.31%,6.35%,0.31,12.51,-,0.00,1.98%,-0.06%,1.14,8.88,8251,0.00,Mar 12 BMO,-20.13%,6.91M,8.89,"Jun 22, 2021",Yes / Yes,-2.52% 8.69%,"

","7,883,378",0.11%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,NYSE,-,20.28,2.04,0.97%,74.99M,12.21%,3.13B,12.73,3.25,-1.31%,74.96M,13.56%,3.17B,1.00,0.18,121.82%,11.46%,-18.51%,165.39M,1.68,13.36%,-2.78%,5.85,23.49%,1.87B,4.77,15.59%,12.52%,8.59M,-6.34%,8.67,16.63,12.74%,23.79%,51.29 -19.34%,48.49%,2.49,14.77,25.37% 2.71%,19.26%,26.70 54.94%,7.32%,0.22 (0.54%),11.84,5.41% 11.35%,57.41%,5.64%,4.20%,-50.29%,-,1.70,-0.40%,11.43%,1.73,-,-,1.11,2.11%,8.85%,62.26,1.94,- -,1.98,18.88%,10.43%,1.75,50.00,0.00%,0.35,6.80%,1.77%,0.79,41.17,1390,0.32,Feb 19 BMO,5.94%,1.47M,41.37,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","1,158,991",0.49%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,12.49,2.26,4.00%,59.95M,9.23%,1.68B,11.00,2.56,-18.67%,57.14M,15.36%,1.38B,1.51,0.26,103.59%,13.19%,0.11%,145.60M,1.14,-7.52%,-1.52%,5.21,-13.78%,1.46B,2.38,23.53%,14.99%,7.54M,-7.34%,11.86,5.17,7.29%,20.02%,41.22 -31.68%,-14.82%,5.45,5.19,65.31% -,19.99%,19.60 43.67%,-3.59%,-,5.50,7.07% 10.91%,86.85%,2.19%,2.89%,-26.15%,-,0.94,16.49%,12.97%,0.75,33.14%,-,2.99,3.75%,9.94%,77.43,2.92,- -,2.99,-1.87%,9.98%,0.54,25.62,0.00%,0.04,-0.54%,17.02%,0.57,27.94,5168,0.02,Feb 12 AMC,-4.32%,1.45M,28.16,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","822,758",0.79%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,8.32,0.84,-,133.34M,4.50%,928.05M,7.91,0.88,-,131.47M,11.90%,166.63M,-,-,16.20%,1.04%,4.04%,149.83M,2.71,6.02%,2.94%,4.90,-0.29%,341.93M,1.40,0.00%,17.65%,1.36M,0.29%,4.97,1.23,-,19.79%,9.29 -25.08%,6.10%,5.66,-,16.90% -,18.47%,5.88 18.37%,90.68%,-,-,4.04% 20.44%,67.27%,1.88%,3.19%,-69.07%,-,0.49,13.68%,35.74%,0.20,-,-,8.87,0.66%,43.82%,63.69,1.67,- -,9.02,11.98%,6.86%,0.55,8.80,0.00%,0.00,-7.67%,3.21%,1.11,7.00,-,0.00,Mar 09 AMC,-3.51%,278.21K,6.96,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","309,206",-0.57%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,RUT,-,-,86.30%,90.91M,12.53%,1.58B,14.94,1.16,0.22%,12.46M,11.66%,1.28B,-,0.21,8.68%,4.43%,-22.98%,-,-,-2.36%,14.63%,2.84,-,-,6.20,20.00%,-,0.55M,-28.54%,2.80,5.16,-,-,24.60 -29.55%,-,3.36,-,- -,-,12.91 34.19%,-,-,-,68.16% 59.02%,-,4.90%,5.06%,-,-,-,-,-,0.85,-,-,3.86,-,-,62.87,1.00,- -,3.86,490.77%,14.07%,-,26.00,0.00%,0.03,92.89%,11.57%,0.70,17.50,354,0.02,Feb 25 AMC,-3.44%,194.48K,17.33,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","136,727",-0.97%,XZO
