Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1200.67B,1167.15B,3.81B,103.62B,22.40,11.59,-,-,-,- -,0.00%,134785,"Jun 29, 2010",295.57,139.86,6.10,11.59,14.27,27.59,208.38,103.76,11.26,1.55,1.94,0.11,0.09,Yes / Yes,1.08,2.29,0.49,9.69%,25.53%,22.91%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-3.90%,25.52%,Jul 22 AMC,-38.12% 6.86%,30.04%,-0.01%,43.42%,0.15%,2.75%,4.64%,4.02%,18.85%,4.61%,3.67%,-18.41%,-21.06%,-23.04%,"

",3.76B,2.63B,3.01%,1.64,79.11M,498.83 -35.91%,297.82 7.34%,4.20%,4.43%,19.07,29.10,1.82,2.40,48.10M,"115,606,413",-18.25%,-16.23%,-17.50%,-25.90%,-28.91%,-3.87%,22.95%,49.07%,2057.45%,2.52,389.24,374.01,319.69,-14.52%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1116.78B,1154.87B,25.27B,72.25B,33.07,5.61,6.97 (0.59%),6.46 (0.54%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",42.69,26.23,0.90,15.46,35.86,211.43,94.46,31.89,15.98,1.10,1.50,1.39,1.26,Yes / Yes,27.78,45.20,6.02,45.45%,28.37%,29.14%,49.25% 27.59%,31.69% 21.58%,130.02%,47.44%,169.45%,55.55%,Aug 05 BMO,22.64% 11.11%,10.05%,-0.02%,74.78%,-0.66%,24.54%,107.64%,35.82%,82.83%,47.30%,34.98%,-0.09%,5.38%,16.91%,"

",943.50M,847.09M,1.10%,2.91,9.35M,1249.45 -5.09%,623.78 90.11%,3.28%,3.29%,38.03,55.21,0.51,0.59,3.21M,"1,909,998",1.43%,7.12%,28.69%,9.95%,10.35%,48.44%,156.66%,385.71%,1353.45%,1.61,1306.96,1163.01,1185.87,1.97%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1118.34B,1098.66B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.05%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",22.42,6.40,0.04,12.39,11.10,42.93,42.73,16.07,12.17,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.67,31.16,783.32%,111.21%,172.07%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.44%,-5.79%,78.09%,-0.59%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,-0.02%,3.98%,98.67%,"

",1.13B,1.12B,2.82%,0.61,31.67M,1255.00 -21.10%,103.38 857.84%,6.89%,7.04%,80.64,52.52,2.18,0.77,52.00M,"40,196,319",16.06%,-5.85%,103.13%,154.48%,246.94%,801.58%,1408.32%,1203.94%,7441.58%,1.31,1568.74,959.48,990.21,3.20%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",937.56B,-,63.63B,297.42B,133.01,-,6.39 (1.83%),6.00 (1.71%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",14.99,14.02,1.34,3.15,2.63,-,6.32,-,-,-,1.37,3.30,1.23,Yes / Yes,23.34,24.95,5.77,22.55%,1.71%,10.49%,18.32% 17.66%,21.00% 17.27%,19.76%,8.17%,47.08%,18.09%,Jul 14 BMO,37.84% 13.06%,0.45%,-2.95%,75.07%,-0.38%,1.35%,17.71%,7.76%,-,28.36%,21.39%,3.52%,8.87%,12.70%,"

",2.68B,2.67B,1.01%,2.89,26.87M,351.24 -0.38%,279.10 25.37%,2.11%,2.17%,7.50,66.00,0.98,1.17,9.31M,"10,913,033",1.97%,4.72%,11.78%,15.85%,8.59%,17.91%,125.81%,132.28%,446.38%,2.00,373.57,348.21,349.90,0.49%,JPM
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",880.02B,871.53B,5.01B,37.45B,39.55,7.58,-,-,-,- -,0.00%,31000,"Oct 15, 1979",177.13,39.84,0.62,23.50,13.65,71.21,102.64,117.46,23.27,1.96,2.72,0.06,0.05,Yes / Yes,3.05,13.55,1.61,79.74%,80.71%,64.29%,46.65% 5.13%,13.64% 28.82%,123.87%,34.97%,92.25%,37.85%,Aug 04 AMC,6.24% 3.57%,0.48%,-7.67%,68.38%,0.31%,6.52%,8.06%,7.43%,47.09%,11.75%,13.37%,1.14%,6.45%,77.48%,"

",1.63B,1.62B,2.56%,1.19,41.58M,584.73 -7.70%,149.22 261.67%,6.29%,6.17%,36.87,53.52,2.47,0.78,35.03M,"27,155,083",7.74%,3.82%,77.85%,116.05%,152.00%,240.18%,386.43%,485.66%,9141.27%,1.52,547.18,552.33,539.69,-2.29%,AMD
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1235.43B,1214.25B,52.12B,92.06B,15.14,4.87,0.80 (0.47%),-,-,- -,-,34549,"Jul 10, 2026",23.14,5.42,0.05,13.42,11.19,34.81,42.57,19.05,13.19,2.22,2.62,0.13,0.09,Yes / Yes,7.33,31.28,4.79,430.66%,47.22%,102.72%,159.13% 49.26%,25.56% 20.38%,176.85%,79.67%,391.93%,195.26%,Apr 22 AMC,50.27% 4.56%,-,-,-,-37.86%,45.38%,64.12%,44.42%,67.52%,58.30%,56.61%,2.42%,2.42%,2.42%,"

",7.08B,-,-,-,-,194.80 -12.99%,145.57 16.44%,8.71%,-,20.26,-,-,0.60,60.89M,"36,234,862",11.29%,-,-,-,-0.29%,-,-,-,-,1.22,234.13,165.27,169.50,2.56%,SKHY
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",862.66B,932.75B,22.74B,725.30B,11.85,1.35,1.00 (0.92%),0.97 (0.89%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",38.19,33.05,2.87,1.19,9.15,80.40,68.73,20.80,1.29,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.28,0.74,9.89%,13.05%,11.51%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,May 21 BMO,0.18% 1.66%,44.96%,-0.54%,36.36%,-0.46%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,-3.73%,-8.20%,-7.92%,"

",7.96B,4.38B,1.92%,3.78,83.88M,135.15 -19.80%,95.29 13.76%,2.11%,2.13%,2.70,34.66,0.61,0.97,22.20M,"21,516,804",-5.70%,-9.23%,-16.60%,-9.18%,-2.70%,13.29%,105.34%,128.32%,342.15%,1.51,140.11,109.33,108.40,-0.85%,WMT
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,694.91B,688.51B,12.41B,41.20B,64.74,22.49,10.51 (0.58%),8.79 (0.49%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",56.13,30.60,0.84,16.87,27.85,80.17,61.35,43.58,16.71,0.80,1.33,0.09,0.09,Yes / Yes,32.12,58.92,11.74,45.90%,36.72%,36.36%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,18.76%,-19.78%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,0.01%,3.80%,31.35%,"

",385.42M,385.25M,0.29%,0.59,1.13M,1999.96 -9.85%,683.48 163.80%,3.32%,3.81%,81.07,52.05,1.78,0.57,1.93M,"1,106,723",1.02%,1.38%,24.89%,32.56%,68.53%,151.49%,160.04%,141.00%,1606.90%,1.42,2310.86,1801.86,1803.00,0.06%,ASML
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",662.46B,671.04B,22.04B,43.03B,18.64,8.45,2.72 (0.77%),2.60 (0.74%),"May 12, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",30.91,23.57,1.72,15.40,18.86,41.60,31.27,22.20,15.60,1.09,1.09,0.67,0.63,Yes / Yes,11.37,14.92,3.23,14.68%,13.43%,13.71%,13.82% 16.47%,10.92% 12.86%,13.59%,14.37%,35.82%,17.05%,Jul 28 AMC,6.79% 4.46%,12.11%,-0.03%,79.88%,-1.20%,23.45%,59.80%,37.94%,78.28%,67.24%,51.21%,-0.01%,4.68%,6.61%,"

",1.66B,1.66B,1.25%,2.46,20.68M,365.14 -3.71%,293.89 19.64%,1.55%,2.25%,7.63,54.34,0.75,0.50,8.42M,"4,183,342",-3.71%,7.04%,12.95%,8.09%,0.25%,-1.04%,46.96%,41.19%,340.00%,1.33,406.17,353.42,351.60,-0.51%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,650.22B,696.07B,25.31B,329.32B,61.37,2.04,4.15 (2.65%),4.08 (2.60%),"May 15, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",26.47,14.72,0.94,1.97,2.56,77.09,34.60,11.63,2.11,0.77,1.04,0.19,0.13,Yes / Yes,5.93,10.66,3.61,59.36%,-4.34%,15.60%,-20.34% -,-6.83% 12.70%,-21.84%,-3.07%,-43.57%,7.31%,Jul 31 BMO,17.91% 4.94%,0.23%,-63.54%,68.06%,0.26%,5.53%,9.79%,8.80%,20.92%,9.95%,7.69%,9.92%,7.14%,13.79%,"

",4.14B,4.13B,0.91%,2.25,37.81M,176.41 -11.07%,105.53 48.68%,1.78%,1.86%,3.38,72.07,0.16,0.94,16.82M,"15,822,794",7.50%,12.28%,4.94%,17.42%,30.37%,42.72%,51.02%,175.05%,66.89%,2.31,166.77,154.45,156.89,1.58%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",624.12B,657.06B,21.04B,97.93B,33.73,9.16,5.38 (2.07%),5.24 (2.02%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",30.05,20.14,2.02,6.37,7.69,28.30,35.09,19.53,6.71,0.77,1.03,0.68,0.46,Yes / Yes,8.63,12.88,3.05,8.28%,10.20%,9.95%,17.88% 14.90%,5.56% 2.67%,-3.56%,8.06%,-0.92%,6.61%,Jul 15 BMO,1.59% 0.99%,0.14%,-9.96%,76.19%,0.32%,10.66%,26.42%,17.72%,75.08%,26.79%,21.48%,1.45%,7.51%,15.61%,"

",2.41B,2.40B,1.11%,3.25,26.58M,269.43 -3.77%,164.23 57.87%,2.08%,2.34%,6.08,59.47,0.23,0.99,8.18M,"8,063,259",3.72%,8.44%,14.67%,18.93%,25.28%,53.32%,52.34%,50.92%,107.37%,1.81,275.81,255.63,259.27,1.42%,JNJ
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",503.76B,529.59B,-3.17B,53.76B,22.18,6.52,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,61.28,0.74,9.37,4.52,15.36,-,39.25,9.85,1.85,2.31,0.40,0.39,Yes / Yes,-0.63,1.64,0.27,163.12%,48.02%,82.28%,- -,-5.71% -7.46%,86.07%,1.36%,-288.04%,7.18%,Jul 23 AMC,93.28% 11.73%,14.71%,-0.01%,61.11%,3.10%,-1.60%,-3.01%,-2.06%,35.90%,2.47%,-5.90%,-11.16%,-13.47%,53.07%,"

",5.02B,4.29B,2.98%,0.95,127.79M,142.35 -29.59%,18.97 428.50%,5.79%,6.81%,8.46,41.89,2.22,1.05,134.21M,"140,806,900",3.35%,-24.23%,53.56%,84.76%,171.63%,326.69%,194.62%,89.11%,189.18%,2.53,113.09,102.62,100.23,-2.33%,INTC
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,468.56B,478.75B,15.57B,34.01B,7.57,9.93,3.48 (0.66%),3.37 (0.64%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",30.69,23.24,1.46,13.78,70.01,53.43,26.99,22.38,14.08,0.98,0.98,2.82,2.56,Yes / Yes,17.28,22.82,4.77,15.51%,16.14%,15.90%,17.34% 20.99%,13.90% 16.50%,21.18%,17.06%,21.14%,16.20%,Jul 30 BMO,4.37% 1.68%,8.42%,-0.05%,82.21%,-1.08%,30.86%,232.56%,65.06%,96.57%,59.46%,45.78%,0.42%,4.72%,0.40%,"

",880.00M,809.18M,0.96%,2.05,7.75M,601.77 -11.88%,464.52 14.16%,1.70%,2.29%,11.73,54.22,0.72,0.55,3.78M,"2,072,070",-3.85%,8.65%,3.95%,0.52%,-7.11%,-5.66%,33.41%,34.84%,466.19%,1.30,645.00,531.98,530.29,-0.32%,MA
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,453.92B,517.44B,3.60B,62.82B,-3.77,5.32,6.87 (2.67%),6.83 (2.66%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",126.72,15.63,0.69,7.23,-,48.34,22.72,17.72,8.24,0.68,0.80,-,-,Yes / Yes,2.03,16.44,3.60,40.49%,17.01%,22.52%,-29.11% -2.81%,1.75% 5.95%,-13.63%,9.50%,-46.38%,12.43%,Jul 31 BMO,2.25% 1.93%,0.12%,-2.14%,76.32%,0.56%,2.64%,15221.82%,6.21%,70.58%,33.58%,5.72%,1.95%,10.62%,14.77%,"

",1.77B,1.76B,1.24%,3.11,21.90M,261.64 -1.80%,186.77 37.56%,2.01%,2.57%,6.14,64.06,0.28,0.66,7.03M,"4,623,016",0.99%,9.44%,28.14%,18.86%,12.44%,34.83%,78.74%,117.38%,302.63%,1.66,268.16,253.30,256.92,1.43%,ABBV
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",444.44B,460.80B,12.23B,60.75B,12.40,4.22,1.66 (1.47%),1.66 (1.47%),"Jul 06, 2026",2.60% 2.67%,63.62%,86200,"Feb 16, 1990",36.76,23.56,2.06,7.32,9.09,26.71,37.70,26.98,7.59,0.81,0.92,0.68,0.42,Yes / Yes,3.07,4.79,1.17,12.23%,11.95%,11.44%,-3.32% -0.69%,3.19% 2.82%,25.97%,9.21%,36.10%,11.96%,Aug 12 AMC,2.43% 1.82%,0.24%,-1.27%,79.81%,2.15%,9.97%,25.80%,17.59%,63.53%,23.94%,20.13%,-1.71%,-3.89%,27.92%,"

",3.94B,3.93B,1.37%,2.15,53.80M,130.37 -13.50%,65.75 71.50%,2.47%,3.10%,3.69,46.45,1.01,0.61,25.06M,"15,175,462",2.83%,-6.93%,25.57%,53.02%,46.38%,64.33%,114.25%,104.16%,267.18%,1.90,132.40,112.21,112.76,0.49%,CSCO
