Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Prospect Capital Corp,Financial,Asset Management,USA,NASD,-,-,-0.82,19.15%,476.46M,0.37%,1.32B,6.50,0.42,4.22%,390.09M,-1.09%,4.75B,-,0.11,17.39%,9.39%,3.21%,-356.19M,8.42,-38.96%,-,8.25,-5.21%,156.37M,0.44,-10.64%,-3.40%,36.61M,5.41%,6.21,34.61,-19.61%,-4.85%,4.39 -37.81%,-36.51%,0.08,5.85,- -98.19%,-5.56%,2.45 11.43%,-62.96%,0.51 (18.68%),-,-33.98% -20.09%,-5.75%,3.19%,3.94%,-61.84%,0.54 (19.78%),30.38,-291.60%,-64.23%,0.10,-62.81%,"Mar 27, 2026",0.57,-64.39%,-227.79%,45.06,5.00,-5.90% -3.58%,0.57,80.42%,-3.23%,0.84,2.50,-,0.40,-75.05%,-1.29%,0.60,2.73,-,0.40,Feb 09 AMC,-5.40%,4.44M,2.73,"Jul 27, 2004",Yes / Yes,82.34% 12.58%,"

","2,678,596",0.00%,PSEC
Public Storage,Real Estate,REIT - Industrial,USA,NYSE,S&P 500,34.18,9.01,10.29%,175.50M,0.35%,54.08B,29.83,10.33,0.00%,157.45M,6.80%,68.46B,4.08,2.39,82.48%,3.21%,10.74%,1.59B,11.21,10.59%,1.21%,4.09,5.44%,4.82B,11.04,3.66%,8.93%,5.06M,18.74%,27.91,170.01,7.31%,18.82%,322.49 -4.45%,-0.10%,1.81,18.67,-27.34% 7.46%,8.64%,256.54 20.11%,0.79%,12.32 (4.00%),20.18,4.88% 10.60%,48.77%,2.31%,2.31%,36.41%,12.00 (3.89%),14.19,-15.38%,46.43%,7.22,28.28%,"Mar 16, 2026",0.35,2.74%,32.87%,61.43,2.36,14.47% 8.45%,0.35,-19.00%,2.34%,0.99,308.88,133.13%,1.11,3.26%,7.95%,0.81,306.94,5770,0.98,Feb 12 AMC,7.48%,1.24M,308.13,"Nov 18, 1980",Yes / Yes,4.41% 0.17%,"

","995,516",0.39%,PSA
Privia Health Group Inc,Healthcare,Health Information Services,USA,NASD,RUT,131.17,0.18,6.73%,123.60M,-2.02%,2.88B,50.35,0.46,-0.89%,115.36M,5.72%,2.46B,0.94,0.06,94.17%,2.30%,-4.24%,22.92M,1.36,99.28%,0.47%,3.41,0.65%,2.12B,3.90,28.83%,1.80%,2.65M,-1.86%,5.96,6.00,53.81%,3.34%,26.51 -12.22%,-7.88%,3.88,17.74,- -9.67%,3.08%,18.77 23.97%,-17.80%,-,55.77,16.10% 21.04%,9.40%,4.67%,4.41%,-,-,1.16,55.40%,1.61%,1.05,-,-,1.60,22.26%,1.08%,51.81,1.15,- -,1.60,101.72%,2.89%,0.82,32.68,0.00%,0.01,17.42%,0.81%,0.82,23.84,1226,0.01,Feb 26 BMO,1.55%,778.38K,23.27,"Apr 29, 2021",Yes / Yes,135.69% 4.85%,"

","639,665",-2.39%,PRVA
Prudential Financial Inc,Financial,Insurance - Life,USA,NYSE,S&P 500,9.71,10.00,0.25%,347.94M,-1.28%,33.80B,6.29,15.44,154.67%,347.12M,-4.94%,-,1.32,3.34,62.41%,2.36%,-11.36%,3.54B,0.56,-0.72%,0.47%,3.90,-10.77%,60.77B,1.04,7.76%,0.47%,8.18M,-13.96%,93.23,-,4.78%,11.86%,119.76 -18.90%,-11.82%,-,5.39,- -,6.51%,90.38 7.46%,-1.46%,5.60 (5.77%),-,2.23% 1.28%,-,2.90%,2.72%,7.13%,5.45 (5.61%),-,33.89%,7.66%,2.96,35.89%,"Feb 17, 2026",-,-13.68%,5.82%,34.50,3.05,4.00% 4.18%,2.14,1718.40%,-4.44%,0.96,112.08,54.03%,1.02,25.29%,-10.04%,1.25,99.14,36824,0.67,Feb 03 AMC,-8.58%,2.10M,97.12,"Dec 13, 2001",Yes / Yes,-2.10% -1.02%,"

","2,624,902",-2.04%,PRU
Pursuit Attractions and Hospitality Inc,Consumer Cyclical,Travel Services,USA,NYSE,RUT,44.13,0.84,26.17%,24.40M,6.59%,1.04B,21.96,1.69,0.05%,20.69M,3.78%,1.28B,-,-0.95,82.34%,6.77%,8.56%,24.55M,2.29,80.00%,-0.42%,5.53,-0.59%,452.42M,1.55,17.19%,2.75%,1.40M,10.01%,23.85,32.76,-,4.49%,39.81 -6.93%,-3.47%,1.13,-,14.45% -,3.18%,26.66 38.97%,59.70%,-,11.47,-26.24% 1.72%,32.18%,3.95%,3.67%,-11.79%,-,2.83,-92.96%,14.48%,1.39,27.32%,-,0.65,-60.78%,5.43%,55.66,1.00,- -,0.81,-108.44%,0.82%,1.43,45.75,0.00%,0.34,24.62%,4.92%,0.70,37.57,4600,0.33,Feb 25 AMC,9.78%,253.11K,37.05,"Aug 12, 2004",Yes / Yes,-13.04% -2.07%,"

","177,324",-1.38%,PRSU
Primo Brands Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,NYSE,-,139.49,0.16,33.24%,363.94M,-2.82%,8.01B,14.27,1.54,0.17%,242.57M,12.97%,13.36B,1.08,0.24,76.73%,17.29%,33.25%,60.10M,1.20,-3.46%,0.43%,6.68,-12.23%,6.66B,2.68,20.31%,0.74%,41.93M,34.80%,8.22,21.25,13.17%,2.50%,35.85 -38.51%,-31.93%,1.04,25.78,-3.79% -,0.70%,14.36 53.48%,48.21%,0.46 (2.10%),10.52,57.89% 27.82%,30.79%,3.60%,3.80%,49.09%,0.42 (1.91%),2.00,4077.50%,9.89%,0.81,78.72%,"Mar 06, 2026",0.78,134.19%,0.90%,66.97,1.54,12.62% 10.76%,0.95,93.00%,9.05%,0.58,27.17,249.53%,1.91,11.23%,16.70%,0.91,21.87,12600,1.86,Feb 26 BMO,-2.99%,6.28M,22.04,"Jun 16, 1992",Yes / Yes,28.33% 3.05%,"

","5,732,295",0.78%,PRMB
Perimeter Solutions Inc,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-1.42,4.98%,149.44M,0.21%,3.52B,14.81,1.59,-11.08%,142.00M,-12.23%,4.01B,2.57,-0.00,87.81%,2.49%,-14.68%,-206.37M,5.39,3.94%,2.42%,3.68,5.61%,652.86M,3.10,14.11%,-8.14%,3.54M,-14.53%,7.58,10.79,5.75%,-18.02%,29.88 -21.24%,146.90%,2.18,16.35,- -,-10.57%,8.76 168.61%,180.12%,-,-,21.89% 13.97%,48.32%,3.74%,4.06%,-,-,6.15,-2550.85%,-30.78%,1.08,-,-,2.42,16.38%,-31.61%,33.91,2.33,- -,3.22,-205.20%,-8.34%,1.97,30.50,-,0.73,19.16%,-12.59%,1.20,24.33,371,0.72,Feb 26 BMO,7.74%,962.49K,23.53,"Nov 09, 2021",Yes / Yes,21.50% 9.25%,"

","1,152,940",-3.29%,PRM
Proto Labs Inc,Industrials,Metal Fabrication,USA,NYSE,RUT,65.34,0.88,1.53%,23.63M,-7.64%,1.36B,28.92,1.98,-2.82%,23.41M,7.26%,1.24B,-,0.40,92.79%,2.29%,12.04%,21.24M,2.56,9.24%,0.47%,3.01,14.22%,533.13M,2.01,9.33%,2.74%,0.54M,13.34%,28.52,10.64,-,3.16%,68.91 -16.79%,51.25%,5.39,22.85,- -14.26%,3.14%,29.58 93.81%,71.11%,-,20.63,2.96% 4.18%,44.48%,5.01%,4.47%,-56.39%,-,2.32,35.46%,4.91%,2.61,-22.51%,-,3.27,6.44%,3.98%,39.26,2.00,- -,3.49,1604.24%,-10.71%,1.30,71.67,0.00%,0.00,12.11%,-0.64%,1.55,61.11,2280,0.00,Feb 06 BMO,16.35%,177.75K,57.34,"Feb 24, 2012",Yes / Yes,25.11% 5.81%,"

","276,381",-6.17%,PRLB
United Parks & Resorts Inc,Consumer Cyclical,Leisure,USA,NYSE,RUT,11.23,3.04,2.69%,54.55M,-1.75%,1.66B,7.81,4.38,-0.55%,53.08M,-8.12%,3.92B,0.53,-0.32,123.12%,11.20%,-6.00%,168.35M,1.00,25.54%,-8.95%,5.22,-37.11%,1.66B,-,13.92%,6.49%,5.94M,-5.84%,-8.53,16.66,14.86%,-,56.95 -39.98%,-30.82%,2.05,10.22,-9.59% -,8.87%,29.62 15.40%,-48.52%,-,6.96,-1.34% 30.95%,37.04%,5.04%,5.07%,-30.39%,-,2.36,-21.15%,23.34%,1.74,84.96%,-,0.60,-3.64%,10.13%,44.98,2.33,- -,0.74,-44.17%,-2.51%,1.19,42.91,0.00%,-,-2.82%,-5.56%,0.92,35.17,3300,-,Feb 26 BMO,-21.66%,1.14M,34.18,"Apr 19, 2013",Yes / Yes,-49.10% -0.52%,"

","1,052,566",-2.81%,PRKS
Park National Corp,Financial,Banks - Regional,USA,AMEX,RUT,14.45,11.11,2.99%,18.07M,-2.37%,2.90B,13.13,12.23,0.00%,17.53M,-8.35%,-,-,2.72,48.81%,1.73%,1.29%,180.07M,4.37,4.59%,0.56%,4.63,-6.54%,664.40M,1.91,3.88%,1.84%,0.30M,5.55%,84.14,-,-,13.87%,178.50 -10.01%,1.79%,-,15.48,7.03% 7.35%,13.17%,136.84 17.39%,28.93%,4.32 (2.69%),-,9.76% 6.66%,-,2.76%,2.62%,25.27%,4.29 (2.67%),-,19.18%,33.31%,4.89,86.79%,"Feb 20, 2026",-,2.94%,27.10%,39.58,3.00,0.95% 0.96%,0.09,11.06%,-5.87%,0.71,181.50,38.51%,0.07,2.25%,-2.47%,1.11,164.81,1694,0.01,Jan 26 AMC,-1.32%,65.51K,160.63,"Aug 31, 1990",Yes / Yes,4.64% 1.52%,"

","72,876",-2.54%,PRK
Primoris Services Corp,Industrials,Engineering & Construction,USA,NYSE,RUT,26.53,5.02,0.86%,54.05M,-11.66%,7.20B,19.64,6.78,-6.59%,53.59M,-8.37%,7.61B,1.88,0.84,105.09%,5.12%,6.09%,274.98M,0.95,5.25%,11.61%,2.74,13.56%,7.57B,4.28,14.59%,6.39%,2.74M,7.26%,31.10,13.30,10.43%,17.79%,174.43 -23.67%,109.49%,10.01,21.14,26.56% 18.37%,11.38%,49.10 171.18%,387.37%,0.32 (0.24%),15.04,19.66% 16.75%,10.73%,4.87%,5.56%,266.00%,0.32 (0.24%),1.00,51.14%,5.46%,8.25,483.74%,"Mar 31, 2026",1.23,18.98%,3.63%,32.41,1.86,10.06% 5.92%,1.26,-4.25%,-14.79%,1.41,169.47,6.38%,0.57,6.68%,-9.05%,0.58,137.91,18526,0.44,Feb 23 AMC,11.57%,1.00M,133.15,"Oct 26, 2006",Yes / Yes,9.88% 2.32%,"

","579,333",-3.45%,PRIM
Primerica Inc,Financial,Insurance - Life,USA,NYSE,-,11.22,22.94,0.66%,31.81M,1.44%,8.15B,9.79,26.28,-3.64%,31.45M,-4.53%,-,1.27,5.51,95.19%,3.94%,0.81%,748.79M,2.43,4.76%,4.02%,5.34,-6.01%,3.35B,3.35,9.45%,6.17%,1.24M,-0.41%,76.89,-,7.69%,31.83%,296.00 -13.07%,-9.12%,-,9.25,22.94% 19.08%,17.58%,230.09 11.83%,40.91%,5.04 (1.96%),-,6.36% 8.05%,-,3.18%,3.39%,76.35%,4.32 (1.68%),-,67.55%,31.54%,7.78,493.29%,"Feb 23, 2026",-,5.63%,22.35%,47.59,2.11,23.66% 21.06%,1.92,23.10%,-0.63%,0.91,289.33,18.16%,0.74,8.03%,-1.37%,1.02,264.18,2833,0.74,Feb 11 AMC,-2.58%,232.10K,257.31,"Apr 01, 2010",Yes / Yes,7.94% 1.02%,"

","237,291",-2.60%,PRI
Progress Software Corp,Technology,Software - Infrastructure,USA,NASD,RUT,23.68,1.67,2.11%,42.34M,-5.71%,1.66B,6.63,5.96,-1.62%,41.22M,-3.04%,3.00B,2.59,1.57,109.39%,9.22%,-8.97%,73.13M,1.70,2.71%,-3.89%,4.11,-10.62%,977.83M,3.50,1.42%,2.93%,3.80M,-8.08%,11.30,17.54,2.56%,15.95%,65.50 -39.71%,-28.99%,2.25,7.45,-8.21% -1.14%,4.75%,34.57 14.23%,-31.42%,-,9.19,17.55% 17.20%,70.15%,6.32%,6.26%,-9.47%,-,3.07,7.67%,17.84%,2.24,56.33%,"Aug 30, 2024",0.49,29.79%,7.48%,47.94,1.25,- -,0.49,2240.16%,-0.39%,0.57,65.50,0.00%,2.99,17.54%,-3.56%,0.63,39.71,2801,2.22,Jan 20 AMC,-14.98%,924.41K,39.49,"Jul 30, 1991",Yes / Yes,15.04% -0.10%,"

","585,811",-0.55%,PRGS
Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,NYSE,-,-,-10.28,0.45%,137.60M,-18.91%,1.48B,4.39,2.44,1.60%,137.03M,-27.12%,4.76B,-,0.33,112.19%,11.09%,-23.21%,-1.43B,0.35,-17.09%,3.66%,4.59,-53.97%,4.25B,0.50,7.16%,-15.42%,15.20M,-22.99%,21.33,2.78,-1.04%,-38.66%,29.41 -63.55%,-62.62%,3.86,10.17,-114.32% -53.83%,-21.30%,11.13 -3.68%,-71.00%,1.16 (10.77%),6.98,-1.50% 0.80%,35.16%,5.00%,4.24%,-73.88%,1.16 (10.82%),1.12,-761.90%,8.09%,0.62,-91.53%,"Mar 02, 2026",1.63,-2.75%,-33.51%,21.89,2.17,3.71% 5.21%,2.76,-3061.47%,-21.77%,0.43,16.00,-,1.30,-2.42%,-24.17%,1.15,11.20,8100,1.28,Feb 26 BMO,-46.44%,3.31M,10.72,"Dec 17, 1991",Yes / Yes,-1.76% 0.70%,"

","3,809,318",-4.29%,PRGO
PROG Holdings Inc,Industrials,Rental & Leasing Services,USA,NYSE,RUT,9.25,3.59,3.06%,39.58M,-5.54%,1.32B,6.59,5.05,0.00%,38.36M,-1.57%,1.61B,0.31,0.80,105.04%,8.83%,10.24%,146.79M,0.54,21.52%,4.85%,6.28,-6.26%,2.46B,1.76,18.28%,8.08%,3.39M,12.78%,18.86,4.26,21.01%,18.08%,41.14 -19.15%,16.50%,7.80,4.05,23.63% -,10.88%,23.50 41.53%,26.70%,0.52 (1.56%),0.87,-2.48% -0.61%,34.32%,3.90%,4.63%,-27.43%,0.52 (1.56%),0.65,-21.48%,9.70%,1.61,67.21%,"Mar 12, 2026",4.91,-0.21%,5.97%,44.50,1.62,- 25.06%,11.22,-25.83%,-5.98%,1.77,43.71,14.48%,0.81,-7.82%,0.23%,0.93,34.10,1235,0.81,Feb 18 BMO,5.63%,539.75K,33.26,"Nov 04, 1982",Yes / Yes,24.66% -1.61%,"

","499,332",-2.46%,PRG
Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,USA,NASD,RUT,14.23,2.42,2.64%,62.48M,3.18%,2.15B,11.17,3.08,-15.28%,60.83M,9.45%,1.57B,-,0.79,98.99%,5.29%,21.20%,159.91M,2.54,18.18%,-0.19%,5.75,4.65%,846.10M,2.21,7.69%,12.65%,3.22M,17.32%,15.56,3.34,-,16.55%,38.02 -9.51%,38.03%,10.30,9.92,20.29% 6.75%,15.64%,23.87 44.16%,155.84%,-,6.60,6.77% 4.24%,71.73%,3.71%,3.20%,191.49%,0.71 (2.06%),1.85,9.66%,23.17%,1.08,696.53%,"Mar 02, 2026",5.03,24.20%,18.90%,68.28,1.00,- -,5.06,16.64%,5.96%,0.91,42.00,23.17%,0.06,19.96%,8.35%,1.24,34.36,6000,0.05,Feb 19 AMC,7.70%,559.84K,34.41,"Jan 29, 1998",Yes / Yes,10.20% 0.78%,"

","695,338",0.15%,PRDO
Procept BioRobotics Corp,Healthcare,Medical Devices,USA,NASD,RUT,-,-1.72,3.70%,56.32M,6.74%,1.37B,-,-0.83,0.00%,54.30M,-16.28%,1.16B,-,-0.53,104.05%,12.89%,-27.00%,-95.57M,4.43,14.60%,-2.06%,4.65,-36.83%,308.05M,3.73,43.67%,-18.34%,7.00M,-23.01%,6.50,4.77,37.00%,-24.89%,66.85 -63.77%,-60.02%,5.08,-,4.30% -7.02%,-21.62%,19.35 25.17%,-29.78%,-,-,60.14% 109.04%,62.66%,10.02%,7.62%,-,-,3.76,2.21%,-33.71%,2.10,-,-,5.77,37.22%,-31.02%,37.75,1.73,- -,6.85,-52.00%,-10.17%,1.00,32.92,-,0.21,11.94%,-17.65%,1.61,25.35,888,0.21,Feb 25 AMC,-39.38%,1.50M,24.22,"Sep 15, 2021",Yes / Yes,-63.58% -18.54%,"

","2,414,700",-4.46%,PRCT
Praxis Precision Medicines Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-13.47,8.22%,27.85M,-7.73%,8.65B,-,-9.59,-1.66%,25.56M,2.43%,8.05B,-,-3.60,101.06%,14.85%,66.91%,-303.27M,-,-11.81%,18.76%,6.69,574.14%,0.00M,8.91,36.39%,-42.68%,3.80M,5.42%,34.85,14.44,-,-45.83%,356.00 -12.72%,720.46%,21.52,-,42.16% 13.34%,-34.54%,26.70 1063.71%,1766.13%,-,-,- -,-,4.88%,5.57%,-43.12%,-,-,-31.18%,-,17.92,-,-,10.22,-100.00%,-,44.50,1.44,- -,10.22,-19.16%,-5.30%,3.02,617.62,-,0.00,-100.00%,0.31%,0.39,310.58,168,0.00,Feb 19 BMO,107.41%,566.97K,310.71,"Oct 16, 2020",Yes / Yes,-11.97% -100.00%,"

","221,383",0.04%,PRAX
Proassurance Corporation,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,25.04,0.98,1.57%,51.41M,0.20%,1.26B,21.94,1.12,0.00%,50.61M,0.74%,-,-,0.27,106.00%,12.61%,2.80%,50.91M,1.15,-28.11%,-1.28%,11.83,3.54%,1.10B,0.94,-3.73%,1.00%,6.38M,1.82%,26.24,-,-,3.99%,24.77 -0.69%,58.00%,-,-,- -,2.86%,14.49 69.71%,26.15%,-,-,-0.30% 4.66%,-,0.61%,0.63%,-7.59%,-,-,-4.02%,9.09%,0.14,-41.29%,"Mar 28, 2023",-,-4.55%,4.64%,58.21,3.00,- -,0.31,103.80%,0.46%,0.03,25.00,0.00%,0.32,-7.05%,1.25%,0.86,24.64,972,0.32,Feb 23 AMC,2.99%,539.55K,24.60,"Sep 04, 1991",Yes / Yes,98.93% 0.62%,"

","464,449",-0.16%,PRA
Permian Resources Holdings Inc,Energy,Oil & Gas E&P,USA,NYSE,-,15.10,1.25,14.63%,751.75M,3.06%,16.90B,12.75,1.48,-2.93%,693.24M,13.49%,21.70B,1.03,0.29,81.89%,4.00%,27.88%,937.74M,3.34,-9.99%,-0.53%,2.49,31.54%,5.07B,1.38,28.34%,5.30%,27.75M,34.35%,13.67,109.94,12.34%,9.66%,19.38 -2.73%,51.53%,0.17,31.37,-7.42% -,6.75%,10.01 88.31%,66.78%,0.64 (3.39%),6.19,33.45% 54.23%,32.72%,3.54%,3.26%,292.28%,0.60 (3.18%),4.28,-14.26%,29.04%,0.60,-,"Mar 17, 2026",0.78,1.29%,18.51%,71.11,1.33,128.94% -,0.78,52.76%,5.99%,0.65,20.57,46.90%,0.36,-9.78%,18.47%,1.26,18.84,515,0.35,Feb 25 AMC,33.18%,11.13M,18.85,"Apr 15, 2016",Yes / Yes,58.51% -9.21%,"

","14,068,967",0.05%,PR
Perpetua Resources Corp,Basic Materials,Other Precious Metals & Mining,USA,NASD,RUT,-,-0.50,7.24%,121.87M,-12.70%,3.92B,-,-0.08,-1.68%,113.05M,13.05%,3.48B,-,-0.04,74.48%,9.62%,29.86%,-44.29M,-,-106.06%,9.03%,5.32,78.09%,0.00M,6.51,83.09%,-13.97%,10.88M,32.92%,4.94,8.80,-5.73%,-14.54%,37.37 -13.89%,265.68%,3.66,-,30.57% 13.04%,-8.32%,8.06 299.26%,803.93%,-,-,- -,-,6.57%,7.19%,436.33%,-,-,-128.69%,-,2.49,1020.47%,-,42.25,-,-,51.35,1.00,- -,42.25,-342.46%,2.09%,0.03,36.18,-,0.00,-,6.22%,0.62,32.41,36,0.00,Nov 17 BMO,45.75%,2.04M,32.18,"Oct 07, 2011",Yes / Yes,-700.00% -,"

","1,266,400",-0.71%,PPTA
PPL Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,-,-,-,-,-,2.84%,28.96B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.06%,-,-,-,-,52.51 -2.06%,-,-,-,- -,-,48.75 5.50%,-,-,-,- -,-,2.98%,-,-,-,-,-,-,1.51,-,-,-,-,-,-,-,- -,-,-,0.83%,-,-,-,-,-,0.83%,0.00,50.97,-,-,-,0.83%,2.97M,51.43,"Feb 24, 2026",No / Yes,- -,"

","8,959",0.90%,PPLC
PPL Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,24.28,1.59,0.18%,751.04M,-1.10%,28.96B,18.22,2.12,0.00%,749.94M,9.74%,47.23B,2.27,0.61,87.31%,4.35%,10.74%,1.18B,3.20,7.53%,-0.59%,3.79,5.62%,9.04B,1.95,8.68%,2.73%,32.65M,10.08%,19.81,26.67,8.03%,8.15%,39.08 -1.37%,13.75%,1.45,-,17.91% -3.63%,3.59%,32.50 18.62%,40.28%,1.16 (3.00%),13.26,4.59% 10.56%,28.32%,2.27%,2.15%,36.46%,1.09 (2.82%),5.22,32.89%,23.65%,0.81,8.07%,"Mar 10, 2026",0.74,6.85%,13.05%,60.88,1.94,7.39% -8.07%,0.86,49.50%,2.77%,0.69,41.00,68.72%,1.30,2.85%,5.99%,1.54,37.96,6546,1.21,Feb 20 BMO,7.52%,8.61M,38.55,"Sep 17, 1948",Yes / Yes,0.20% -6.05%,"

","13,228,399",1.55%,PPL
"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,NYSE,S&P 500,15.41,6.92,0.14%,223.43M,-13.44%,23.85B,12.30,8.67,-27.52%,223.19M,-15.28%,29.68B,1.54,1.71,90.20%,3.23%,5.29%,1.57B,1.50,5.13%,2.72%,3.44,-2.68%,15.88B,3.00,8.83%,7.57%,7.21M,4.14%,35.54,10.75,7.98%,21.34%,133.43 -20.03%,-7.51%,9.93,20.50,16.96% 9.22%,10.48%,90.24 18.24%,-20.16%,2.90 (2.72%),11.00,-3.47% 2.79%,37.88%,3.89%,2.72%,-25.18%,2.81 (2.63%),1.87,16.14%,13.55%,3.76,4.11%,"Feb 20, 2026",1.22,-8.81%,9.90%,26.62,2.21,4.73% 5.77%,1.62,6137.21%,-13.94%,1.13,126.35,40.19%,0.99,4.96%,-7.70%,1.51,111.87,43500,0.89,Jan 27 AMC,-2.21%,2.10M,106.70,"Dec 17, 1945",Yes / Yes,-4.41% 3.54%,"

","3,161,366",-4.62%,PPG
Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,NASD,-,8.98,4.54,82.46%,237.55M,-5.58%,9.68B,10.07,4.05,-0.00%,41.67M,-6.36%,12.41B,-,0.84,19.42%,15.10%,4.62%,1.08B,0.52,-19.43%,-3.05%,6.87,-8.06%,18.50B,2.63,-2.84%,10.31%,6.29M,4.51%,15.49,15.12,-6.03%,27.33%,52.75 -22.75%,-8.55%,2.70,14.65,13.52% 63.80%,15.52%,35.73 14.06%,101.69%,1.12 (2.75%),5.68,1.94% 8.88%,12.50%,2.56%,3.01%,98.20%,-,0.67,-0.54%,9.53%,1.18,117.67%,"Aug 20, 2025",0.76,3.53%,5.85%,42.81,2.67,- -,1.47,-62.77%,-3.49%,0.41,44.86,0.00%,0.91,3.28%,-1.85%,0.86,40.75,63000,0.89,Feb 11 AMC,-2.87%,915.96K,40.75,"Nov 14, 1986",Yes / Yes,-17.64% 3.09%,"

","786,341",0.00%,PPC
"Powell Industries, Inc",Industrials,Electrical Equipment & Parts,USA,NASD,RUT,31.42,15.39,22.23%,12.14M,-7.63%,5.87B,26.95,17.95,-1.49%,9.44M,-8.28%,5.37B,2.04,4.07,80.26%,14.54%,49.51%,187.37M,5.27,10.87%,-23.53%,5.40,78.65%,1.11B,8.78,8.93%,18.67%,1.37M,51.72%,55.10,11.73,13.21%,32.16%,612.50 -21.04%,207.35%,41.25,36.36,134.62% 59.82%,27.99%,150.46 221.45%,995.72%,1.08 (0.22%),22.95,27.52% 16.32%,30.15%,5.14%,5.81%,1351.97%,1.07 (0.22%),4.82,16.01%,20.33%,30.30,1630.41%,"Feb 18, 2026",2.08,5.12%,16.82%,42.46,2.50,0.95% 0.57%,2.29,18.95%,-11.46%,0.84,500.75,7.19%,0.00,4.04%,5.35%,0.75,503.01,3458,0.00,Feb 03 AMC,51.25%,254.19K,483.65,"Mar 17, 1980",Yes / Yes,16.64% -2.06%,"

","190,134",-3.85%,POWL
Power Integrations Inc,Technology,Semiconductors,USA,NASD,RUT,117.35,0.39,2.34%,55.34M,-3.88%,2.56B,25.01,1.84,-3.22%,54.21M,-2.52%,2.33B,1.21,0.23,107.86%,7.47%,27.27%,22.09M,5.76,3.52%,3.86%,3.83,2.97%,443.50M,3.79,42.35%,2.76%,4.05M,29.60%,12.16,10.25,20.74%,3.11%,63.04 -26.94%,-22.81%,4.50,29.34,-48.83% -19.63%,3.21%,30.86 49.25%,-44.51%,0.86 (1.87%),36.90,-12.02% -1.91%,54.49%,6.37%,4.94%,-44.59%,0.84 (1.83%),5.24,-30.41%,7.89%,2.33,88.50%,"Feb 27, 2026",4.14,5.86%,4.98%,48.98,1.33,5.27% 14.87%,6.51,49.03%,-2.06%,1.37,51.00,214.18%,0.03,-1.94%,4.54%,1.29,47.81,877,0.02,Feb 05 AMC,2.27%,1.06M,46.06,"Dec 12, 1997",Yes / Yes,21.05% 0.09%,"

","1,358,808",-3.66%,POWI
Post Holdings Inc,Consumer Defensive,Packaged Foods,USA,NYSE,-,19.49,5.41,13.89%,47.96M,-0.71%,5.06B,12.72,8.30,-0.25%,41.29M,1.03%,12.25B,1.34,1.76,99.79%,12.93%,5.85%,319.20M,0.61,1.35%,-4.27%,6.48,-2.24%,8.36B,1.46,13.24%,2.47%,5.34M,6.56%,72.09,17.78,9.47%,8.69%,119.85 -11.93%,-7.71%,5.94,11.61,-23.04% 244.23%,2.92%,95.07 11.03%,17.58%,-,8.57,11.72% 7.44%,26.26%,2.36%,2.79%,55.81%,-,1.47,-10.94%,10.44%,2.75,124.83%,-,1.02,5.38%,3.82%,49.84,1.40,- -,1.90,-3.91%,-2.32%,0.42,130.12,0.00%,2.16,10.12%,2.54%,0.71,105.58,13180,2.16,Feb 05 AMC,-0.07%,823.94K,105.55,"Jan 27, 2012",Yes / Yes,25.73% 0.24%,"

","589,075",-0.03%,POST
