Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,510.21,0.09,81.68%,46.23M,2.61%,11.02B,15.90,2.89,-0.15%,43.95M,-18.87%,10.17B,0.50,0.45,17.59%,4.94%,-37.77%,23.00M,4.27,34.23%,-3.19%,1.96,-43.18%,2.58B,2.26,31.30%,0.40%,2.17M,-32.62%,20.31,8.48,31.82%,0.47%,90.22 -49.05%,-36.31%,5.42,46.88,- -,0.46%,41.90 9.71%,10.06%,-,38.98,9.67% -5.01%,74.14%,5.11%,5.76%,-67.16%,-,3.94,119.94%,-1.24%,2.63,85.66%,-,3.13,15.52%,0.89%,38.43,2.06,- -,3.13,105.41%,-0.77%,2.12,75.08,0.00%,0.09,18.05%,-20.74%,0.86,47.01,7068,0.02,Feb 10 AMC,-33.94%,1.11M,45.97,"Jul 20, 2011",Yes / Yes,-3.27% 0.54%,"

","950,429",-2.21%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.15,12.68%,221.18M,11.15%,4.63B,15.86,1.19,-0.04%,214.77M,8.46%,4.53B,0.55,0.12,75.72%,11.84%,2.39%,-31.51M,3.55,30.38%,0.96%,2.93,0.86%,1.30B,5.73,24.81%,-2.37%,25.44M,-7.42%,3.29,14.49,28.98%,-4.25%,24.90 -24.34%,17.38%,1.30,25.03,58.59% 17.79%,-3.11%,10.69 76.24%,73.80%,-,44.94,30.21% 28.80%,55.11%,6.12%,6.91%,-,-,3.47,63.53%,2.21%,1.16,-,-,1.60,29.72%,-2.42%,56.07,1.40,- -,1.60,-56.98%,11.69%,1.26,29.08,-,0.27,25.41%,-1.74%,0.77,18.91,3300,0.26,Feb 24 AMC,5.62%,8.69M,18.84,"Jun 10, 2021",Yes / Yes,21.21% 4.06%,"

","6,691,780",-0.37%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,38.24,1.11,5.89%,38.38M,56.28%,1.59B,6.04,7.01,0.06%,35.44M,22.97%,1.88B,3.10,1.00,117.14%,14.48%,18.08%,47.35M,1.10,-0.12%,-4.14%,5.51,13.28%,1.45B,0.93,5.84%,1.29%,5.13M,20.40%,45.69,2.63,1.95%,2.66%,50.55 -16.28%,8.10%,16.12,5.54,-5.27% -18.45%,1.90%,22.45 88.51%,-45.81%,-,4.50,1.42% 4.60%,70.01%,9.85%,7.87%,-57.20%,-,1.29,-22.24%,12.97%,3.37,-34.42%,"May 17, 2019",1.27,3.54%,3.26%,67.48,2.25,- -,1.27,-99.32%,30.29%,1.39,43.43,0.00%,0.51,-1.48%,21.28%,1.03,43.65,3900,0.42,Feb 23 AMC,22.69%,931.65K,42.32,"Jul 23, 1999",Yes / Yes,-5.13% -2.39%,"

","957,080",-3.05%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,26.90,8.16,0.95%,49.59M,-1.92%,10.80B,11.00,19.97,0.18%,48.72M,-10.44%,13.38B,0.93,4.25,96.17%,4.27%,-15.30%,419.00M,1.99,13.16%,-3.53%,2.83,-29.43%,5.43B,3.04,11.42%,5.09%,2.08M,-9.54%,72.35,86.44,11.86%,11.68%,352.66 -37.72%,-25.43%,2.54,13.00,-2.43% -2.63%,6.86%,205.73 6.77%,-28.17%,-,13.06,-1.54% 4.06%,46.33%,4.35%,4.69%,-54.06%,-,2.46,-19.74%,15.44%,11.53,235.80%,-,0.58,9.36%,7.71%,37.16,1.75,- -,0.97,-55.92%,-9.84%,1.67,340.00,0.00%,0.75,12.28%,-10.62%,1.36,229.67,10700,0.70,Feb 12 BMO,-22.40%,734.16K,219.65,"Aug 15, 1991",Yes / Yes,0.01% 0.58%,"

","999,996",-4.36%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.53,56.05%,42.21M,-4.06%,1.36B,-,-3.95,4.10%,23.59M,22.36%,1.07B,-,-1.63,45.73%,33.07%,-31.06%,-189.90M,90.47,1.57%,12.64%,9.22,48.88%,15.00M,5.43,12.24%,-52.35%,7.80M,-30.38%,4.65,4.67,9.25%,-68.33%,44.60 -43.32%,247.73%,5.42,-,-9.85% -,-96.59%,6.11 313.75%,-,-,-,- -,99.47%,7.03%,8.09%,-,-,71.13,-38.04%,-1304.64%,1.97,-,-,5.66,-70.00%,-1265.99%,51.70,1.25,- -,5.66,-32.20%,-0.07%,-1.74,40.75,-,0.00,-,3.08%,0.34,25.26,130,0.00,Feb 25,14.34%,845.67K,25.28,"Sep 13, 2024",Yes / Yes,-7.18% 0.00%,"

","291,641",0.08%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,26.54,3.55,0.15%,195.50M,-4.40%,18.41B,10.46,9.00,-1.25%,195.36M,6.83%,25.58B,2.02,1.86,103.20%,4.31%,1.08%,705.00M,2.24,2.46%,2.79%,3.82,-10.17%,8.23B,1.45,7.10%,3.17%,8.41M,4.66%,64.95,31.11,5.18%,5.60%,114.44 -17.76%,-10.64%,3.03,15.71,47.75% -,3.56%,84.59 11.25%,-24.48%,0.92 (0.98%),10.58,5.85% 3.22%,60.94%,2.83%,2.66%,-38.80%,0.96 (1.02%),3.11,-20.10%,16.07%,2.54,-2.30%,"Mar 31, 2026",1.10,7.20%,8.56%,47.05,2.62,0.00% 0.00%,1.98,-41.28%,-2.53%,0.60,102.00,27.05%,0.61,10.90%,2.21%,0.94,93.45,17000,0.56,Feb 10 BMO,-1.23%,2.20M,94.11,"Jul 25, 2001",Yes / Yes,0.92% 0.90%,"

","2,078,441",0.71%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,509.54,0.09,29.80%,187.99M,2.89%,11.02B,15.94,2.88,-0.41%,168.43M,-18.80%,10.17B,0.51,0.45,72.65%,7.06%,-39.60%,23.00M,4.27,33.68%,-3.18%,2.89,-45.15%,2.58B,2.26,31.34%,0.40%,11.89M,-32.70%,20.31,8.48,31.52%,0.47%,93.88 -51.10%,-38.02%,5.42,46.88,- -,0.46%,41.91 9.54%,8.20%,-,38.98,9.67% -5.01%,74.14%,5.31%,6.05%,-66.03%,-,3.94,119.94%,-1.24%,2.72,97.21%,-,3.13,15.52%,0.89%,38.07,2.09,- -,3.13,105.41%,-0.97%,2.16,74.96,0.00%,0.09,18.05%,-21.37%,0.89,46.66,7068,0.02,Feb 10 AMC,-35.76%,4.11M,45.91,"Aug 03, 2015",Yes / Yes,-2.91% 0.55%,"

","3,659,555",-1.61%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,20.74,2.50,3.95%,354.00M,-5.61%,18.30B,16.06,3.23,-1.18%,339.17M,-2.47%,19.98B,1.33,0.87,72.56%,1.58%,9.72%,929.00M,1.55,15.11%,3.14%,3.77,15.95%,11.80B,3.41,11.51%,8.48%,5.37M,8.57%,15.19,13.22,12.11%,16.73%,58.39 -11.23%,5.13%,3.92,21.49,34.03% 4.49%,12.81%,41.00 26.41%,-15.49%,1.07 (2.07%),10.24,7.23% 7.38%,17.35%,1.98%,2.48%,-14.22%,1.01 (1.95%),1.69,7.35%,12.71%,1.44,-,"Mar 04, 2026",0.85,4.37%,7.87%,43.75,1.37,25.99% 31.95%,1.05,28.84%,-5.49%,0.11,61.70,38.34%,0.44,8.79%,0.98%,3.34,52.38,290000,0.35,Feb 04 BMO,10.97%,1.43M,51.83,"Oct 17, 2016",Yes / Yes,30.72% 3.90%,"

","4,770,597",-1.05%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,28.82,5.55,0.16%,277.00M,-4.85%,44.23B,21.44,7.46,-12.14%,275.98M,0.27%,56.41B,1.89,1.37,87.93%,2.08%,7.73%,1.56B,5.39,10.19%,2.50%,2.81,11.37%,8.21B,-,11.92%,20.89%,5.75M,5.76%,-26.44,49.09,11.35%,-,169.39 -5.54%,0.46%,3.26,26.99,6.69% 13.51%,27.25%,137.33 16.51%,23.74%,3.04 (1.90%),20.56,6.28% 7.76%,46.17%,2.03%,2.05%,53.36%,2.88 (1.80%),6.87,5.99%,30.90%,3.43,185.09%,"Feb 20, 2026",1.35,8.80%,18.98%,48.32,2.30,7.60% 8.60%,1.35,27.83%,-1.45%,0.65,172.70,51.19%,-,6.44%,1.40%,0.71,158.62,49000,-,Feb 04 BMO,6.99%,2.05M,160.00,"Sep 12, 1997",Yes / Yes,-1.86% 2.62%,"

","1,445,689",0.87%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,NYSE,-,-,-,34.77%,126.94M,-16.41%,2.72B,36.66,0.58,1.74%,82.80M,-14.06%,2.90B,-,-0.11,-,3.18%,-,-,-,91.19%,33.99%,1.23,-,-,3.49,1007.27%,-,2.63M,-36.33%,6.13,25.96,-,-,38.47 -44.37%,-,0.82,-,- -,-,21.63 -1.06%,-,-,-,- -,-,7.79%,9.50%,-,-,-,-,-,2.70,-,-,0.80,-,-,28.94,1.60,- -,0.95,-,-17.43%,-,38.00,-,0.26,-,-19.32%,0.27,22.79,-,0.26,Feb 25,-19.32%,2.14M,21.40,"Jan 29, 2026",Yes / Yes,0.00% 0.00%,"

","577,236",-6.10%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-1.21,0.04%,393.26M,4.24%,14.51B,6.61,5.58,0.00%,393.12M,-6.58%,24.97B,-,0.75,8.61%,1.58%,-0.97%,-467.65M,0.77,259.12%,-3.68%,4.53,19.70%,18.79B,1.25,66.13%,-1.60%,6.20M,2.02%,29.53,14.25,-,-4.01%,40.38 -8.65%,10.42%,2.59,-,843.02% -,-2.37%,22.82 61.66%,190.24%,-,5.46,14.06% 7.05%,25.24%,5.06%,4.08%,768.00%,-,1.33,57.23%,6.52%,1.52,96.12%,"Jul 09, 2019",0.54,-2.79%,-2.49%,50.66,1.60,- -,0.75,-113.09%,-0.73%,1.48,49.50,0.00%,0.98,-11.58%,0.83%,1.74,35.98,-,0.72,Feb 27 BMO,10.43%,1.37M,36.89,"Jun 29, 1993",Yes / Yes,-348.51% 4.33%,"

","2,377,617",2.53%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,41.41,1.12,8.79%,97.99M,-5.06%,6.13B,17.98,2.57,-15.56%,89.19M,45.31%,5.57B,0.58,0.31,96.78%,14.73%,37.81%,109.17M,6.80,24.55%,-2.28%,7.59,30.01%,900.78M,25.55,84.09%,8.60%,13.13M,31.64%,1.81,8.75,30.86%,58.05%,50.46 -8.48%,85.79%,5.28,17.86,- -,38.37%,23.00 100.78%,67.50%,0.70 (1.52%),25.17,27.22% 31.30%,60.58%,4.86%,5.37%,-,0.50 (1.08%),6.18,-36.34%,20.70%,2.34,-,"Mar 10, 2026",1.01,16.91%,12.12%,69.59,2.22,- -,1.01,-72.10%,18.66%,1.13,50.88,44.73%,0.63,16.72%,27.15%,0.92,47.42,3301,0.60,Feb 25 BMO,39.56%,1.73M,46.18,"Jun 30, 2021",Yes / Yes,5.08% 2.13%,"

","1,595,941",-2.61%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,17.36,0.52,6.22%,939.30M,-4.37%,8.36B,13.27,0.68,0.00%,880.85M,-8.47%,6.35B,0.52,0.14,73.01%,2.18%,-20.76%,550.82M,4.83,49.05%,1.36%,2.40,-31.53%,1.73B,1.70,6.48%,9.19%,19.24M,-16.40%,5.27,3.83,25.40%,10.30%,14.07 -36.25%,-32.45%,2.34,-,- -,9.99%,8.83 1.59%,9.39%,0.22 (2.51%),11.57,29.32% 34.26%,60.39%,2.70%,2.56%,-,0.19 (2.14%),3.67,28.26%,31.21%,0.27,-,"Oct 10, 2025",6.26,19.01%,31.85%,30.77,1.56,- -,6.26,-19.86%,-5.57%,0.23,13.18,39.99%,0.00,10.94%,-10.52%,0.65,8.94,7185,0.00,Mar 12 BMO,-23.00%,8.00M,8.97,"Jun 22, 2021",Yes / Yes,6.02% -2.64%,"

","5,172,146",0.34%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,NYSE,-,19.83,2.04,0.97%,74.99M,-7.48%,3.04B,12.37,3.27,-1.32%,74.54M,-14.70%,3.08B,0.99,0.19,117.46%,10.11%,-6.26%,165.39M,1.63,14.03%,-2.36%,4.65,11.68%,1.87B,4.66,15.56%,12.52%,7.54M,-8.44%,8.67,16.16,12.47%,23.79%,51.29 -21.15%,15.61%,2.50,14.35,25.37% 2.71%,19.26%,26.61 51.97%,5.01%,0.51 (1.27%),11.52,5.41% 11.35%,57.41%,4.26%,4.31%,-38.38%,-,1.65,-0.40%,11.43%,1.99,-,-,1.11,2.11%,8.85%,27.53,2.00,- -,1.98,18.88%,-11.32%,1.77,50.67,0.00%,0.35,6.80%,-13.11%,0.88,42.02,1390,0.32,Feb 19 BMO,6.22%,1.62M,40.44,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","1,424,831",-3.76%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,NYSE,RUT,10.88,2.26,4.00%,59.95M,10.05%,1.46B,9.59,2.56,-18.77%,57.14M,1.15%,1.16B,1.31,0.26,102.48%,12.28%,-18.59%,145.60M,1.00,-7.52%,-2.57%,5.31,-22.62%,1.46B,2.07,23.53%,14.99%,7.02M,-19.28%,11.86,4.50,7.29%,20.02%,41.22 -40.49%,-27.77%,5.45,4.52,65.31% -,19.99%,19.60 25.15%,-17.41%,-,4.63,7.07% 10.91%,86.85%,3.68%,4.48%,-37.55%,-,0.79,16.49%,12.97%,0.98,13.46%,-,2.99,3.75%,9.94%,55.02,2.92,- -,2.99,-1.87%,9.29%,0.54,25.50,0.00%,0.04,-0.54%,-6.59%,0.93,24.27,5168,0.02,Feb 12 AMC,-21.14%,1.32M,24.53,"Mar 02, 2012",Yes / Yes,13.64% 0.20%,"

","1,229,584",1.07%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,NYSE,-,8.58,0.81,-,133.34M,-1.27%,932.05M,7.94,0.88,-,131.47M,2.34%,185.09M,-,-,16.21%,1.18%,-1.27%,147.56M,2.67,11.49%,3.05%,5.58,-8.03%,348.90M,1.41,6.67%,18.06%,1.55M,0.72%,4.97,1.26,-,20.19%,9.29 -24.76%,73.88%,5.55,-,10.08% 27.89%,18.79%,3.96 76.52%,73.88%,-,-,7.54% 39.86%,66.58%,3.01%,2.52%,-64.39%,-,0.53,12.20%,36.04%,0.19,-,-,8.87,5.80%,42.29%,45.80,1.67,- -,8.87,5.47%,-1.80%,0.39,9.60,0.00%,0.00,0.80%,-0.86%,0.87,7.04,815,0.00,Mar 09 AMC,-3.79%,277.06K,6.99,"Sep 30, 2020",Yes / Yes,- 3.87%,"

","239,922",-0.71%,YALA
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,-,-,-,86.30%,90.91M,-7.82%,1.40B,13.32,1.16,0.16%,12.46M,-13.59%,1.11B,-,0.21,8.67%,1.45%,-14.83%,-,-,-2.36%,14.28%,1.00,-,-,5.53,20.00%,-,0.18M,-36.29%,2.80,4.60,-,-,24.60 -37.20%,-,3.36,-,- -,-,12.91 19.63%,-,-,-,68.16% 59.02%,-,5.86%,7.34%,-,-,-,-,-,1.17,-,-,3.86,-,-,37.97,1.00,- -,3.86,490.77%,-3.16%,-,26.00,0.00%,0.03,92.89%,-20.30%,0.72,16.00,354,0.02,Feb 25 AMC,-18.35%,180.16K,15.45,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","129,350",-3.44%,XZO
